interview__key,road_1,road_2,road_3__1,road_3__2,road_3__3,road_3__4,road_3__5,road_3__6,road_3__7,road_3__8,road_3_oth,road_6,road_7,road_8,road_9,road_10,road_11__1,road_11__2,road_11__3,road_11__96,road_11_oth,road_12__1,road_12__2,road_12__3,road_12__4,road_12__5,road_12__6,road_12__7,road_12__96,road_12_oth,road_13,road_14__1,road_14__2,road_14__3,road_14__4,road_14__5,road_14__96,road_14_oth
"15-76-60-42","Murram/ gravel road","Well passable","Yes","Yes","Yes","Yes","No","No","No","No",,1,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"31-41-38-46","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"01-03-25-84","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","No","No",,10,"Yes","No",,"No",,,,,,"Yes","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"31-13-18-39","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,20,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"49-33-75-72","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","Yes","Yes","Yes","Yes","No",,3,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","Yes","No","No",,"No","No","No","No","No","Yes","No",
"72-79-79-86","Murram/ gravel road","Well passable","Yes","Yes","No","No","Yes","No","No","No",,5,"Yes","No",,"No",,,,,,"Yes","No","Yes","No","No","No","No","No",,"Yes","No","Yes","No","No","No","No",
"86-17-23-69","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"35-55-11-33","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","No","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"74-41-75-97","Murram/ gravel road","Very well passable, in both rainy and dry season","No","No","Yes","No","Yes","No","No","No",,20,"Yes","Yes","Yes","Yes","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"75-64-48-24","Murram/ gravel road","Well passable","Yes","No","Yes","No","No","No","No","No",,20,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"Yes","No","No","No","No","No",
"46-90-31-29","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","Yes","No","Yes","No",,10,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"32-45-37-94","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"29-06-99-56","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","No","Yes","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"86-92-94-72","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","Yes","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"95-96-07-01","Murram/ gravel road","Well passable","Yes","No","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"56-10-42-62","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","No","No","Yes","No","No","No",,15,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"39-85-42-75","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","Yes","No","No","No",,5,"Yes","Yes","Yes","Yes","Yes","No","No","No",,"No","No","Yes","No","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"51-15-10-63","Dirt road/ bush road","Well passable","Yes","No","Yes","No","Yes","No","No","No",,30,"Yes","Yes","Yes","No",,,,,,"Yes","Yes","Yes","No","Yes","No","No","No",,"No","No","No","No","No","Yes","No",
"81-75-45-31","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,4,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"57-29-61-37","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","No","Yes","Yes","No","No",,"Yes","Yes","No","No","No","No","No",
"92-19-38-79","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","No","Yes","No","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"51-61-36-83","Tarmac road","Well passable","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes",,10,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"26-90-05-49","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,30,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"66-97-67-27","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","Yes","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","Yes","No","No","No","No","No",
"78-48-49-89","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","Yes","No","No","Yes","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No",
"98-05-66-83","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,1,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"78-17-71-31","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","Yes","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"35-97-55-04","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","Yes","No","No","No",,30,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"01-00-08-00","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","No","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"23-16-40-98","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,1,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"33-60-15-24","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","Yes","No","Yes","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"83-29-00-04","Dirt road/ bush road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,2,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"39-46-43-34","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","Yes","No","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"83-88-85-49","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,30,"Yes","Yes","Yes","No",,,,,,"No","Yes","No","No","No","No","No","Yes",,"Yes","No","No","No","No","Yes","No",
"86-33-34-77","Murram/ gravel road","Well passable","Yes","No","Yes","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","Yes",,"Yes","No","No","No","No","No","Yes",
"85-40-54-06","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"99-20-43-65","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","Yes","No","Yes","No","No","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"84-47-44-08","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,10,"Yes","No",,"No",,,,,,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"95-71-45-18","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","Yes","No","Yes","No",,1,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"43-23-29-59","Murram/ gravel road","Well passable","Yes","No","No","No","No","Yes","No","Yes",,3,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","Yes",,"Yes","Yes","No","No","No","No","No",
"65-07-52-31","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","Yes","No","Yes","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"24-72-94-40","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,15,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","Yes","No","No","No","No","No",
"27-52-71-52","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","No","No","No","No",,12,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"21-67-72-81","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,1,"Yes","No",,"Yes","Yes","No","No","No",,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"40-08-15-69","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","No","No",,5,"Yes","No",,"No",,,,,,"Yes","Yes","Yes","Yes","No","No","No","No",,"Yes","Yes","Yes","No","No","No","No",
"40-09-03-46","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"88-78-79-65","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"72-36-26-24","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","No","No","No","No","Yes","No",,30,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"07-13-49-69","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"02-58-47-09","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,8,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"22-68-37-41","Dirt road/ bush road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"Yes","Yes","No","No","No","No","No","No",,"Yes","Yes","Yes","No","No","No","No",
"75-57-77-41","Dirt road/ bush road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","Yes","No","No","No",,"Yes","Yes","No","No","No","No","No",
"04-02-68-66","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","No","No","No","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"02-25-96-16","Murram/ gravel road","Well passable","No","No","Yes","No","No","No","No","No",,8,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"48-71-75-24","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","Yes","No","No",,3,"Yes","No",,"No",,,,,,"Yes","No","Yes","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"81-80-02-23","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"Yes","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"42-14-73-23","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","No","No","No","No",,10,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"76-93-41-01","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","No","No","No","No",,10,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"95-12-78-81","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"Yes","Yes","Yes","No","No","No","No","No",,"No","No","No","No","No","Yes","No",
"20-49-21-26","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"Yes","No","Yes","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","No",
"93-19-03-86","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","Yes","No","Yes","No",,1,"Yes","Yes","Yes","No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"83-16-53-05","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,0,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"96-79-62-23","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"45-89-04-52","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","No","No","Yes","No","No","No",,6,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"12-50-51-44","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","Yes","No",,5,"Yes","No",,"No",,,,,,"No","No","No","No","No","Yes","No","No",,"No","No","No","No","No","Yes","No",
"64-36-21-26","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","Yes","No","No",,2,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"78-84-99-05","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","Yes","Yes","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"Yes","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","No","Yes",
"37-66-37-12","Dirt road/ bush road","Very well passable, in both rainy and dry season","No","No","Yes","No","No","No","Yes","No",,1,"Yes","Yes","Yes","No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"52-54-55-08","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,,,,,"Yes","Yes","No","Yes","No","No","No","No",,"Yes","No","No","Yes","No","No","No",
"32-13-89-08","Dirt road/ bush road","Almost not passable","Yes","Yes","Yes","No","Yes","No","No","No",,4,"Yes","No",,"No",,,,,,"Yes","Yes","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No",
"85-25-22-09","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","No","No",,10,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"72-82-24-11","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,4,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"36-18-65-12","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","No","No","No","No","No","No","No",,60,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No",
"42-45-66-86","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"44-14-86-31","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","No","No",,60,"Yes","Yes","Yes","No",,,,,,"Yes","Yes","Yes","No","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"84-19-29-35","Murram/ gravel road","Well passable","Yes","No","Yes","No","No","No","No","No",,30,"Yes","Yes","No","No",,,,,,"No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No",
"39-19-67-67","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,5,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"43-82-97-85","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","No","No","No","No",,15,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"91-14-48-53","Murram/ gravel road","Well passable","Yes","Yes","Yes","No","No","No","No","No",,40,"Yes","Yes","Yes","No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"20-26-28-94","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","Yes","Yes","Yes","Yes","No","No","No",,1,"Yes","No",,"No",,,,,,"Yes","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"23-89-23-81","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"52-40-25-11","Murram/ gravel road","Almost not passable","Yes","Yes","Yes","No","No","No","No","No",,120,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"58-44-00-29","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","No","No","No",,15,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"94-81-60-01","Dirt road/ bush road","Almost not passable","Yes","No","Yes","Yes","No","No","No","No",,15,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"00-76-76-29","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","No","No","No","No",,40,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"30-24-92-73","Murram/ gravel road","Only passable with certain vehicles/ at certain times","No","No","Yes","No","No","No","No","No",,15,"Yes","No",,"No",,,,,,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"23-53-41-46","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","Yes","No","No","No","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"62-55-13-64","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","Yes","No","No","No",,2,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"No","No","No","No","Yes","No","No",
"42-85-64-91","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",,5,"Yes","No",,"No",,,,,,"No","Yes","Yes","No","Yes","Yes","No","No",,"No","No","Yes","No","No","No","No",
"90-50-65-07","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No",,3,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"54-70-24-21","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","No","Yes","No","No","No","No",,5,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"38-66-21-90","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"Yes","No","Yes","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"32-53-90-85","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","Yes","No","No","No",,1,"Yes","Yes","Yes","Yes","No","No","Yes","No",,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"67-43-43-96","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","Yes","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"30-12-86-30","Dirt road/ bush road","Almost not passable","Yes","Yes","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"Yes","Yes","Yes","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"18-64-04-51","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","No","No","Yes","No",,15,"Yes","No",,"No",,,,,,"No","No","Yes","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"44-00-42-23","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","No","No",,3,"Yes","Yes","Yes","No",,,,,,"Yes","Yes","Yes","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"49-30-59-44","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","No","No","No","No",,20,"Yes","No",,"No",,,,,,"No","No","Yes","No","Yes","No","No","No",,"Yes","No","No","No","No","Yes","No",
"08-14-33-80","Murram/ gravel road","Very well passable, in both rainy and dry season","No","No","No","No","No","No","No","Yes",,3,"Yes","Yes","Yes","No",,,,,,"No","Yes","No","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"03-68-26-31","Murram/ gravel road","Very well passable, in both rainy and dry season","No","No","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"76-88-86-20","Tarmac road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"41-48-09-97","Dirt road/ bush road","Well passable","Yes","Yes","Yes","No","Yes","No","No","No",,1,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"21-76-07-53","Murram/ gravel road","Almost not passable","Yes","Yes","Yes","No","No","No","Yes","No",,30,"No",,,,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No",
"01-41-01-54","Tarmac road","Very well passable, in both rainy and dry season","No","No","Yes","No","No","No","No","No",,20,"Yes","No",,"No",,,,,,"No","No","Yes","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"13-11-49-85","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","Yes","No",,5,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"72-37-75-96","Murram/ gravel road","Very well passable, in both rainy and dry season","No","Yes","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"Yes","Yes","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"71-85-96-60","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","Yes","Yes","No","Yes","No",,1,"Yes","No",,"No",,,,,,"No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","Yes","No",
"92-03-64-77","Murram/ gravel road","Well passable","Yes","No","No","No","Yes","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"33-40-16-02","Murram/ gravel road","Very well passable, in both rainy and dry season","No","No","Yes","No","Yes","No","No","No",,1,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"55-06-75-57","Dirt road/ bush road","Well passable","Yes","Yes","Yes","Yes","No","No","No","No",,3,"Yes","No",,"No",,,,,,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"01-05-06-43","Dirt road/ bush road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,1,"Yes","Yes","Yes","No",,,,,,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"12-46-80-99","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","Yes","No","No","No","No",,10,"Yes","No",,"No",,,,,,"No","No","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"34-76-42-19","Murram/ gravel road","Well passable","Yes","No","Yes","No","No","No","No","No",,2,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"62-44-56-00","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","Yes","No","Yes","No",,6,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"35-05-05-79","Dirt road/ bush road","Almost not passable","Yes","Yes","Yes","No","No","No","No","No",,5,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"00-88-32-67","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","No","Yes","No","Yes","No","No","No",,3,"No",,,,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No",
"65-77-01-81","Dirt road/ bush road","Only passable with certain vehicles/ at certain times","Yes","No","Yes","No","No","No","No","No",,5,"Yes","No",,"No",,,,,,"No","Yes","Yes","No","No","No","No","No",,"Yes","No","No","No","No","Yes","No",
"68-46-66-56","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,15,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"30-46-23-21","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","No","No","No","No","No","No",,10,"Yes","No",,"No",,,,,,"No","No","No","No","No","No","Yes","No",,,"No","No","No","No","Yes","No",
"13-17-41-36","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","Yes","Yes","No","Yes","No",,3,"Yes","No",,"No",,,,,,"No","Yes","Yes","Yes","No","No","No","No",,"Yes","Yes","No","No","No","No","No",
"99-55-34-47","Murram/ gravel road","Only passable with certain vehicles/ at certain times","Yes","Yes","Yes","No","No","No","Yes","No",,10,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
"82-90-83-43","Murram/ gravel road","Very well passable, in both rainy and dry season","Yes","Yes","Yes","No","No","No","No","No",,30,"Yes","No",,"No",,,,,,"No","No","No","Yes","No","No","No","No",,"No","No","No","No","No","Yes","No",
