interview__key,ctry,region,dist,ward,village,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"00-90-86-19","Tanzania","Morogoro","Kilombero","Kisawasawa","MPANGA","Kikandekande","100060810","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-39-09-00","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053509","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-52-50-05","Tanzania","Morogoro","Kilombero","Kibaoni","kilama","Kilama A","100053515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-72-94-92","Tanzania","Morogoro","Kilombero","Kisawasawa","Mpanga","Kikandekande","100060803","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-19-75-80","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052407","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"29-86-85-66","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama","Kilama A","100053502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-69-40-10","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050310","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-12-79-34","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-78-46-88","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama","Kilama A","100053513","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-25-02-09","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060813","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"88-73-32-16","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050305","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"55-56-00-41","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060814","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-77-61-74","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054514","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-67-48-86","Tanzania","Morogoro","Kilombero","Chita","chita","Mlumbaji 'A'","100050307","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-42-36-98","Tanzania","Morogoro","Kilombero","Chita","LUFULU","Ihanga","100051315","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-40-74-03","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama","Kilama A","100053511","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"06-67-72-60","Tanzania","Morogoro","Kilombero","Kisawasawa","MPANGA","Kikandekande","100060812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-69-62-69","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050312","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-95-19-41","Tanzania","Morogoro","Kilombero","Kisawasawa","Mpanga","Kikandekande","100060806","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-71-59-88","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-01-19-20","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060802","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-30-46-81","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060815","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"05-55-74-03","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-78-80-92","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066101","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"25-17-27-31","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067213","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-39-63-39","Tanzania","Morogoro","Kilombero","Chita","LUFULU","Ihanga","100051306","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"81-42-10-54","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060801","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"81-46-38-58","Tanzania","Morogoro","Kilombero","Mchombe","mngeta","Kibulubutu","100067202","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-94-56-34","Tanzania","Morogoro","Kilombero","Chita","lufulo","Ihanga","100051313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-87-22-92","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067209","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"30-69-73-88","Tanzania","Morogoro","Kilombero","Mbingu","kibugumo","Kibugumo","100065102","No","Yes","Other (Specify)","household head and spouse dead and their daughter married and migrate to another region","Yes","Yes",1,"Head of the household",,"Yes"
"72-71-89-86","Tanzania","Morogoro","Kilombero","Chita","chita","Mlumbaji 'A'","100050313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-04-05-87","Tanzania","Morogoro","Kilombero","Chita","lufulo","Ihanga","100051314","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"69-48-65-88","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066104","No","Yes","Refused","","Yes","Yes",1,"Head of the household",,"Yes"
"18-22-43-52","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051305","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"92-56-88-52","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051308","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-32-94-30","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050306","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-41-77-21","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051309","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-58-27-54","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051303","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-48-51-56","Tanzania","Morogoro","Kilombero","Chita","Mlumbaji","Mlumbaji 'A'","100050301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-03-04-40","Tanzania","Morogoro","Kilombero","Kibaoni","Ilama","Kilama A","100053506","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-41-31-34","Tanzania","Morogoro","Kilombero","Kiberege","##N/A##","Minazini","100055604",,,,"",,"No",,,,
"48-62-05-19","Tanzania","Morogoro","Kilombero","Chita","Mlumbaji","Mlumbaji 'A'","100050308","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-11-97-07","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066105","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-19-22-90","Tanzania","Morogoro","Kilombero","Mbingu","Mbingu","Kibugumo","100065108","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-32-69-47","Tanzania","Morogoro","Kilombero","Mbingu","kibugumo","Kibugumo","100065103","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-95-12-00","Tanzania","Morogoro","Kilombero","Kisawasawa","Mpanga","Kikandekande","100060804","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-93-15-62","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051302","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"40-11-92-91","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050302","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"00-61-02-75","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053508","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-43-51-64","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050304","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-26-65-92","Tanzania","Morogoro","Kilombero","Mbingu","Ijima","Kibugumo","100065111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-79-59-51","Tanzania","Morogoro","Kilombero","Chita","lufulu","Ihanga","100051311","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-16-65-76","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050314","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"06-40-10-58","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065114","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-73-60-05","Tanzania","Morogoro","Kilombero","Chita","CHING'ANDA","Ihanga","100051312","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"64-68-41-59","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-68-91-94","Tanzania","Morogoro","Kilombero","Idete","idandu","Idandu","100052404","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-17-34-04","Tanzania","Morogoro","Kilombero","Idete","Idantu","Idandu","100052415","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-41-72-83","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052408","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"29-97-06-38","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-55-47-04","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066110","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-92-45-03","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066108","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"77-97-94-83","Tanzania","Morogoro","Kilombero","Idete","idandu","Idandu","100052410","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"44-20-73-48","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065110","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-52-06-68","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053505","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"35-89-93-14","Tanzania","Morogoro","Kilombero","Mbingu","Kibugumo","Kibugumo","100065107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-90-60-06","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-86-47-77","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066114","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"61-98-86-86","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066113","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"61-87-19-25","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065115","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"16-64-40-00","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065105","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-67-33-19","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052414","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"14-75-52-28","Tanzania","Morogoro","Kilombero","Idete","Idunda","Idandu","100052413","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-96-11-00","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066115","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"68-35-97-06","Tanzania","Morogoro","Kilombero","Mbingu","mbungu","Londo","100066112","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"00-22-25-11","Tanzania","Morogoro","Kilombero","Mchombe","Mkusi","Mkusi","100068203","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"03-51-85-17","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065101","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"26-31-55-52","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067204","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"82-96-57-24","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-34-87-15","Tanzania","Morogoro","Ulanga","Lupiro","Milola","Kiningu","100087014","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-44-39-67","Tanzania","Morogoro","Kilombero","Mbingu","Igima","Kibugumo","100065112","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-85-71-84","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-10-23-73","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052402","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"27-45-94-38","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068204","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"07-14-85-97","Tanzania","Morogoro","Kilombero","Idete","idandu","Idandu","100052411","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-58-44-60","Tanzania","Morogoro","Ulanga","Lupiro","Milola","Kiningu","100087009","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-97-37-44","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-51-59-02","Tanzania","Morogoro","Kilombero","Mchombe","MKUSI","Mkusi","100068214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-34-54-09","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068207","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-46-62-21","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-92-29-73","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-17-48-58","Tanzania","Morogoro","Kilombero","Mbingu","mbingu","Londo","100066103","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"85-72-34-53","Tanzania","Morogoro","Ulanga","Lupiro","MILOLA","Kiningu","100087008","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"73-56-72-00","Tanzania","Morogoro","Kilombero","Mbingu","kibugumo","Kibugumo","100065104","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"39-00-66-90","Tanzania","Morogoro","Kilombero","Mchombe","MKUSI","Mkusi","100068213","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"52-72-83-96","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067211","Yes",,,"",,"No",1,"Representative of the head","Self/HH head","Yes"
"27-89-15-08","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068210","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"38-15-27-24","Tanzania","Morogoro","Ulanga","Lupiro","Milola","Kiningu","100087010","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-53-41-40","Tanzania","Morogoro","Ulanga","Lupiro","MILOLA","Kiningu","100087007","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"90-85-65-68","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067207","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"07-04-06-31","Tanzania","Morogoro","Kilombero","Mchombe","Mkusi","Mkusi","100068212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"00-51-21-96","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067214","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"29-09-67-77","Tanzania","Morogoro","Kilombero","Mchombe","MKUSI","Mkusi","100068215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-57-30-30","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068201","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"06-67-52-73","Tanzania","Morogoro","Ulanga","Lupiro","MILOLA","Kiningu","100087006","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-98-43-96","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085911","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"95-39-48-28","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-57-06-65","Tanzania","Morogoro","Kilombero","Mchombe","Mkusi","Mkusi","100068208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-32-71-90","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087004","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"91-48-09-94","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085914","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"20-98-55-75","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067203","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"60-93-12-22","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087002","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-84-40-54","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087001","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-25-10-78","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068202","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-72-13-14","Tanzania","Morogoro","Kilombero","Mchombe","mngeta","Kibulubutu","100067212","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"03-15-75-14","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-83-75-40","Tanzania","Morogoro","Kilombero","Mchombe","Mngeta","Kibulubutu","100067215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-57-49-63","Tanzania","Morogoro","Ulanga","Lupiro","Milola","Kiningu","100087015","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"70-71-45-76","Tanzania","Morogoro","Ulanga","Msogezi","MSOGEZI","Msogezi 'B'","100092215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"60-32-51-97","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087011","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-97-46-11","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi","Msogezi 'B'","100092213","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-86-44-24","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-33-62-20","Tanzania","Morogoro","Ulanga","Msogezi","MSOGEZI","Msogezi 'B'","100092203","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"36-53-13-35","Tanzania","Morogoro","Ulanga","Isongo","uponela","Kisiwani","100083701","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"84-76-53-05","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085910","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-02-03-01","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi B","Msogezi 'B'","100092205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-80-97-44","Tanzania","Morogoro","Ulanga","Isongo","Uponera","Kisiwani","100083713","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"76-93-73-76","Tanzania","Morogoro","Ulanga","Isongo","uponela","Kisiwani","100083702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-71-79-01","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087013","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"76-37-92-47","Tanzania","Morogoro","Ulanga","Isongo","uponela","Kisiwani","100083708","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-40-73-54","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi","Msogezi 'B'","100092208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-42-92-11","Tanzania","Morogoro","Ulanga","Msogezi","msogezi B","Msogezi 'B'","100092202","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"37-29-80-51","Tanzania","Morogoro","Ulanga","Msogezi","msogezi","Msogezi 'B'","100092206","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"50-63-32-01","Tanzania","Morogoro","Ulanga","Isongo","Uponera","Kisiwani","100083703","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"46-39-02-59","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087005","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"62-41-43-18","Tanzania","Morogoro","Ulanga","Kichangani","kichangani","Kichangani Kati","100085912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-20-80-35","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani  Kati","Kichangani Kati","100085905","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-49-64-65","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi","Msogezi 'B'","100092207","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-98-22-95","Tanzania","Morogoro","Ulanga","Isongo","Uponela","Kisiwani","100083705","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"68-55-46-57","Tanzania","Morogoro","Ulanga","Lupiro","milola","Kiningu","100087012","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"42-72-39-66","Tanzania","Morogoro","Ulanga","Isongo","Uponera","Kisiwani","100083712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-09-40-22","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi","Msogezi 'B'","100092211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"95-71-61-75","Tanzania","Morogoro","Ulanga","Isongo","Uponela","Kisiwani","100083710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-85-83-34","Tanzania","Morogoro","Ulanga","Msogezi","Msogezi","Msogezi 'B'","100092214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-65-02-29","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085916","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-34-31-80","Tanzania","Morogoro","Ulanga","Isongo","Uponera","Kisiwani","100083714","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-55-85-33","Tanzania","Morogoro","Ulanga","Msogezi","MSOGEZI","Msogezi 'B'","100092210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-53-56-12","Tanzania","Morogoro","Kilombero","Mchombe","mkusi","Mkusi","100068211","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"27-46-53-11","Tanzania","Morogoro","Kilombero","Mchombe","Kibulubutu","Kibulubutu","100067205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-92-74-48","Tanzania","Morogoro","Kilombero","Chita","LUFULU","Ihanga","100051307","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"59-22-70-12","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani","Kichangani Kati","100085915","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"02-60-78-89","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050303","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"16-17-09-10","Tanzania","Morogoro","Ulanga","Kichangani","kichangani","Kichangani Kati","100085906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-43-83-44","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani kati","Kichangani Kati","100085902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-46-63-78","Tanzania","Morogoro","Ulanga","Isongo","Uponela Kisiwani","Kisiwani","100083711","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"78-47-97-25","Tanzania","Morogoro","Mailnyi","Sofi","kiswago","Saganotia","100126410","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-28-85-33","Tanzania","Morogoro","Ulanga","Msogezi","msogezi B","Msogezi 'B'","100092209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-69-53-39","Tanzania","Morogoro","Kilombero","Mchombe","site","Kibulubutu","100067206","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"34-87-20-64","Tanzania","Morogoro","Ulanga","Kichangani","Kichangani Kati","Kichangani Kati","100085901","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"36-80-61-02","Tanzania","Morogoro","Ulanga","Kichangani","kichangani","Kichangani Kati","100085903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-69-42-68","Tanzania","Morogoro","Kilombero","Mbingu","igima","Kibugumo","100065109","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-42-84-32","Tanzania","Morogoro","Kilombero","Mchombe","Kiburubutu","Kibulubutu","100067208","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-28-03-90","Tanzania","Morogoro","Ulanga","Msogezi","msogezi","Msogezi 'B'","100092201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-65-87-56","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055608","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-43-86-95","Tanzania","Morogoro","Mailnyi","Sofi","KISWAGO","Saganotia","100126402","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"88-70-65-41","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050315","No","Yes","Household moved to another village/town/district","","Yes","Yes",0,,,
"76-49-57-67","Tanzania","Morogoro","Ulanga","Msogezi","msogezi","Msogezi 'B'","100092204","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"79-79-17-52","Tanzania","Morogoro","Kilombero","Chita","Mlumbaji","Mlumbaji 'A'","100050309","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"53-44-93-49","Tanzania","Morogoro","Ulanga","Msogezi","msogezi","Msogezi 'B'","100092212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-67-08-82","Tanzania","Morogoro","Kilombero","Chita","lufuru","Ihanga","100051304","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"43-85-20-59","Tanzania","Morogoro","Ulanga","Isongo","Mponela","Kisiwani","100083715","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"11-14-22-98","Tanzania","Morogoro","Kilombero","Chita","Ihanga","Ihanga","100051301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
