interview__key,ctry,region,dist,ward,village,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"53-27-67-24","Tanzania","Iringa","Iringa","Mlowa","MALINZANGA","Matalawe","20002646","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-02-62-52","Tanzania","Iringa","Iringa","Nduli","Izazi","Sokoni","20003153","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"10-89-66-70","Tanzania","Iringa","Iringa","Nyang'oro","mseke","Mseke 'A'","20004341","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"28-72-52-28","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003151","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-15-58-91","Tanzania","Iringa","Iringa","Nduli","kigasi","Kigasi 'A' & Kigasi 'B'","20003141","No","Yes","Other (Specify)","household dead and he was living alone so no one at home","Yes","Yes",,,,
"57-65-92-31","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003152","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-69-73-93","Tanzania","Iringa","Iringa","Mlowa","MALIZANGA","Matalawe","20002655","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-71-54-16","Tanzania","Iringa","Iringa","Wasa","Ihomasa","Vikula","20003443","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-00-37-24","Tanzania","Iringa","Iringa","Wasa","IHOMASA","Vikula","20003442","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"60-73-62-17","Tanzania","Iringa","Iringa","Nduli","izazi","Sokoni","20003142","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-68-23-18","Tanzania","Iringa","Iringa","Mlowa","malizanga","Matalawe","20002645","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-36-25-09","Tanzania","Iringa","Iringa","Mlowa","Matalawa","Matalawe","20002650","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-13-03-64","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Shuleni","100062909","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-53-28-17","Tanzania","Iringa","Iringa","Nduli","Izazi","Sokoni","20003144","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"18-06-29-93","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062910","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"86-17-31-91","Tanzania","Iringa","Kilolo","Boma la Ng'ombe","Lyamuko","Ibumila","20004545","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-05-05-84","Tanzania","Iringa","Iringa","Mlowa","malinzaga","Matalawe","20002641","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"24-72-79-56","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-10-85-53","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-86-13-71","Tanzania","Iringa","Iringa","Itunundu","kimande","Mwatenga","20001149","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"47-19-77-59","Tanzania","Iringa","Iringa","Mlowa","Matalawe","Matalawe","20002654","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-38-19-68","Tanzania","Iringa","Iringa","Mlowa","matalawe","Matalawe","20002649","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-95-06-00","Tanzania","Iringa","Iringa","Wasa","Ulata","Mwefu & Nganawasi","20003342","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-03-96-63","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003147","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-65-32-18","Tanzania","Iringa","Iringa","Lumuli","Lumuli","Kibalali","20001945","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-11-50-00","Tanzania","Iringa","Iringa","Wasa","Ihomasa","Vikula","20003441","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"93-65-33-33","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003149","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-33-01-98","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003146","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-85-83-28","Tanzania","Iringa","Iringa","Nduli","Mkungugu","Kigasi 'A' & Kigasi 'B'","20003145","No","Yes","Household not found","","Yes","Yes",,,,
"83-02-65-23","Tanzania","Iringa","Iringa","Mlowa","malizanga","Matalawe","20002642","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-88-41-02","Tanzania","Iringa","Iringa","Lumuli","Kibalali","Kibalali","20001942","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-06-10-95","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062913","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"96-49-31-22","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062901","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"10-07-11-91","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-05-66-13","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Shuleni","100062914","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-07-01-10","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Mwamaloba","100061904","No","No",,"","Yes","Yes",,,,
"37-48-11-93","Tanzania","Morogoro","Kilombero","Mang'ula","kitongoji cha posta","Mwamaloba","100061905","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-06-61-48","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062907","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"89-00-56-37","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062906","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"28-16-54-68","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061911","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-25-43-31","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-83-81-59","Tanzania","Morogoro","Kilombero","Mang'ula","Mshikamano","Mwamaloba","100061909","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"94-91-64-84","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudendi","Shuleni","100062902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-84-03-84","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062905","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"41-54-65-45","Tanzania","Iringa","Iringa","Itunundu","Kimande","Mwatenga","20001142","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"55-68-02-17","Tanzania","Morogoro","Kilombero","Mang'ula","Mngudeni","Mwamaloba","100061901","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-43-79-24","Tanzania","Morogoro","Kilombero","Mang'ula","mwaya tazara","Mwamaloba","100061906","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"06-98-04-04","Tanzania","Morogoro","Kilombero","Mang'ula","Mngudeni","Mwamaloba","100061908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-67-43-42","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Shuleni","100062908","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"46-95-07-61","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061903","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"97-29-47-65","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061910","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"74-85-56-04","Tanzania","Morogoro","Kilombero","Mang'ula","MGUDENI","Shuleni","100062911","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"50-63-58-49","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061914","No","Yes","Household moved to another village/town/district","","Yes","Yes",,,,
"37-89-69-52","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061913","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"29-36-47-57","Tanzania","Morogoro","Kilombero","Mang'ula","Mama Roba","Mwamaloba","100061907","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-44-22-62","Tanzania","Morogoro","Kilombero","Mang'ula","Mgudeni","Mwamaloba","100061912","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"02-51-86-61","Tanzania","Morogoro","Kilombero","Mkula","katurukila","Relini","100069311","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"18-39-49-03","Tanzania","Morogoro","Kilombero","Mkula","Magombela","Relini","100069304","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"64-03-84-99","Tanzania","Morogoro","Kilombero","Mkula","Magombela","Relini","100069302","Yes",,,"",,"No",1,"Representative of the head","Grandson","Yes"
"49-82-95-52","Tanzania","Morogoro","Kilombero","Sanje","MSOLWA UJAMAA","Msufini","100070415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-52-11-34","Tanzania","Morogoro","Kilombero","Sanje","Msolwa ujamaa","Msufini","100070407","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"59-43-90-91","Tanzania","Morogoro","Kilombero","Sanje","Msufini","Msufini","100070404","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"30-40-96-29","Tanzania","Morogoro","Kilombero","Sanje","MSOLWA UJAMAA","Msufini","100070414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-67-24-08","Tanzania","Morogoro","Kilombero","Mang'ula","mgudeni","Mwamaloba","100061915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-50-93-36","Tanzania","Morogoro","Kilombero","Mkula","magombela","Relini","100069303","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-76-57-66","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069309","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"69-63-24-75","Tanzania","Morogoro","Kilombero","Mkula","magombela","Relini","100069306","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"98-67-98-63","Tanzania","Morogoro","Kilombero","Sanje","msolwa ujamaa","Msufini","100070408","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-72-61-17","Tanzania","Morogoro","Kilombero","Sanje","msolwa ujamaa","Msufini","100070409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-84-88-65","Tanzania","Morogoro","Kilombero","Sanje","Msufini","Msufini","100070405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-81-03-80","Tanzania","Morogoro","Kilombero","Sanje","Msufini","Msufini","100070402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-19-96-03","Tanzania","Morogoro","Kilombero","Sanje","msolwa ujamaa","Msufini","100070406","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"83-97-00-24","Tanzania","Morogoro","Kilombero","Mkula","magombera","Relini","100069305","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-19-90-07","Tanzania","Morogoro","Kilombero","Mang'ula","kiswanya","Shuleni","100062903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-29-31-08","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055614","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"17-42-40-28","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069314","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"45-79-64-22","Tanzania","Morogoro","Kilombero","Kiberege","SIGINALI","Mbalaji","100056607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-96-72-87","Tanzania","Morogoro","Kilombero","Sanje","msola ujamaa","Msufini","100070412","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-29-74-86","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056606","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-00-29-50","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056605","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"59-86-12-12","Tanzania","Morogoro","Kilombero","Sanje","msolo ujamaa","Msufini","100070403","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-11-26-21","Tanzania","Morogoro","Kilombero","Mkula","Magombela","Relini","100069301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"62-32-74-83","Tanzania","Morogoro","Kilombero","Mkula","Magombela","Relini","100069307","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-96-93-13","Tanzania","Morogoro","Kilombero","Sanje","msola ujamaa","Msufini","100070413","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-68-16-29","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069315","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"81-19-19-51","Tanzania","Morogoro","Kilombero","Mkula","Magombela","Relini","100069313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-94-31-99","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056614","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-37-92-04","Tanzania","Morogoro","Kilombero","Kiberege","SIGNAL","Mbalaji","100056613","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-55-58-12","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056602","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-96-07-43","Tanzania","Morogoro","Kilombero","Sanje","msolwa ujamaa","Msufini","100070401","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"93-06-19-65","Tanzania","Morogoro","Kilombero","Kiberege","Signali","Mbalaji","100056611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-66-34-17","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055613","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-59-99-19","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"31-05-57-57","Tanzania","Morogoro","Kilombero","Sanje","msola ujamaa","Msufini","100070410","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"10-22-42-13","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055606","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-11-12-15","Tanzania","Morogoro","Kilombero","Sanje","msolwa ujamaa","Msufini","100070411","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"46-31-75-02","Tanzania","Morogoro","Kilombero","Kiberege","Signali","Mbalaji","100056601","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-59-45-61","Tanzania","Morogoro","Kilombero","Kiberege","parisi","Mbalaji","100056608","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-58-66-87","Tanzania","Morogoro","Kilombero","Kiberege","SIGNAL","Mbalaji","100056610","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"61-83-81-67","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055601","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"05-38-54-18","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055605","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"83-79-00-11","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069308","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"01-37-46-42","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-21-05-43","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069310","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"91-17-37-47","Tanzania","Morogoro","Kilombero","Kiberege","mkasu","Minazini","100055609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-30-57-92","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-37-91-60","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-41-06-23","Tanzania","Morogoro","Kilombero","Kiberege","mkasu","Minazini","100055615","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"72-86-62-61","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055612","No","Yes","Other (Specify)","household was sick for a long time, moved to other region for treatment no one else was found","Yes","Yes",1,"Head of the household",,"Yes"
"10-25-72-61","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055602","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-97-42-13","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-84-03-01","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-68-95-71","Tanzania","Morogoro","Kilombero","Kiberege","Signali","Mbalaji","100056615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-87-67-76","Tanzania","Morogoro","Kilombero","Kiberege","signal","Mbalaji","100056604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-06-55-30","Tanzania","Morogoro","Kilombero","Kidatu","Kitatu B","Kidatu B","100057710","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"27-68-03-52","Tanzania","Morogoro","Kilombero","Kidatu","kidatu B","Kidatu B","100057715","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"31-09-93-80","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu B","100057713","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"99-42-64-05","Tanzania","Morogoro","Kilombero","Kidatu","KIDATU","Kidatu A","100058706","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"50-99-25-24","Tanzania","Morogoro","Kilombero","Kidatu","kidatu","Kidatu B","100057708","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-58-14-96","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu B","100057705","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"20-64-96-32","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu B","Kidatu B","100057714","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"05-63-81-75","Tanzania","Morogoro","Kilombero","Kidatu","KIDATU A","Kidatu A","100058708","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"30-58-59-34","Tanzania","Morogoro","Kilombero","Kidatu","KIDATU A","Kidatu A","100058704","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-78-49-16","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu A","100058701","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-38-96-08","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu B","Kidatu B","100057711","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-41-82-14","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu A","100058715","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-49-23-24","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu B","Kidatu B","100057712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-07-36-19","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu A","Kidatu A","100058709","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-35-86-78","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058707","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-62-04-43","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu B","100057703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-36-66-29","Tanzania","Morogoro","Kilombero","Mkula","Magombera","Relini","100069312","No","Yes","Other (Specify)","Dead","Yes","Yes",1,"Head of the household",,"Yes"
"23-98-09-79","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu B","100057709","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-40-48-73","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu","Kidatu B","100057701","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-94-03-72","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-02-51-45","Tanzania","Morogoro","Kilombero","Kiberege","Mkasu","Minazini","100055610","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-26-66-95","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054512","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-04-04-09","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-43-64-15","Tanzania","Morogoro","Kilombero","Kibaoni","maendeleo","Maendeleo","100054509","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"07-17-03-20","Tanzania","Morogoro","Kilombero","Kidatu","kidatu","Kidatu B","100057706","Yes",,,"",,"No",1,"Representative of the head","Brother","Yes"
"83-78-16-55","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"82-41-37-73","Tanzania","Morogoro","Kilombero","Kidatu","kidatu","Kidatu A","100058711","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"57-66-78-32","Tanzania","Morogoro","Kilombero","Kidatu","kidatu","Kidatu A","100058713","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"19-38-64-11","Tanzania","Morogoro","Kilombero","Kidatu","kidatu","Kidatu B","100057702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-79-30-27","Tanzania","Morogoro","Kilombero","Kidatu","Village B","Kidatu B","100057707","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-36-46-03","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-33-47-98","Tanzania","Morogoro","Kilombero","Kidatu","Kidatu B","Kidatu B","100057704","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"71-36-42-24","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058714","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"53-26-25-13","Tanzania","Morogoro","Kilombero","Kidatu","kidatu A","Kidatu A","100058705","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-14-84-43","Tanzania","Morogoro","Kilombero","Kibaoni","MBASA","Maendeleo","100054511","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-05-61-84","Tanzania","Morogoro","Kilombero","Kisawasawa","MPANGA","Kikandekande","100060808","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"10-79-21-80","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053514","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"71-25-75-41","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-05-98-97","Tanzania","Morogoro","Kilombero","Kibaoni","maendeleo","Maendeleo","100054503","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"10-73-90-09","Tanzania","Morogoro","Kilombero","Kibaoni","maendeleo","Maendeleo","100054502","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"84-88-48-48","Tanzania","Morogoro","Kilombero","Kibaoni","maendeleo","Maendeleo","100054504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-31-68-36","Tanzania","Morogoro","Kilombero","Kibaoni","Mbasa","Maendeleo","100054506","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-71-98-33","Tanzania","Morogoro","Kilombero","Kibaoni","maendeleo","Maendeleo","100054508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"27-11-46-19","Tanzania","Morogoro","Kilombero","Kibaoni","Maendeleo","Maendeleo","100054501","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"42-55-71-95","Tanzania","Morogoro","Kilombero","Idete","Idunda","Idandu","100052403","No","No",,"","Yes","Yes",1,"Head of the household",,"Yes"
"53-10-63-62","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053503","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"75-46-17-40","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054507","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"65-21-97-07","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053507","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"71-15-20-71","Tanzania","Morogoro","Kilombero","Kibaoni","kilama","Kilama A","100053501","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-78-55-42","Tanzania","Morogoro","Kilombero","Kibaoni","Kilama A","Kilama A","100053512","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"79-58-56-71","Tanzania","Morogoro","Kilombero","Kibaoni","kilama","Kilama A","100053510","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"03-48-58-80","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060805","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-44-99-33","Tanzania","Morogoro","Kilombero","Kisawasawa","Mpanga","Kikandekande","100060807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-68-49-71","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054510","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"68-16-01-33","Tanzania","Morogoro","Kilombero","Kibaoni","mbasa","Maendeleo","100054513","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"61-84-87-27","Tanzania","Morogoro","Kilombero","Kibaoni","Maendeleo","Maendeleo","100054505","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-39-81-92","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052412","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-10-37-83","Tanzania","Morogoro","Kilombero","Kisawasawa","mpanga","Kikandekande","100060809","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"20-43-08-03","Tanzania","Morogoro","Kilombero","Idete","Idandu","Idandu","100052405","Yes",,,"",,"No",1,"Representative of the head","Daughter-in-law","Yes"
"82-59-96-75","Tanzania","Morogoro","Kilombero","Chita","Chita","Mlumbaji 'A'","100050311","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
