interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4b_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"90-50-65-07",1.4,15.28954022988506,.9398297872340425,5.81,15.18747126436782,.33,6.093055954088952,2.556551724137931,24.93,6.042600574712644,.9617211948790896,27.75,3.6,3.19,2.62,116.7007707293055,"00.02:51:20",171.3333333333333,"2023-06-29","07:02:29"
"54-70-24-21",2.45,15.28954022988506,.9398297872340425,5.83,21.67,2.369262865090403,9.184999999999999,3.14,19.29,6.042600574712644,.32,21.408,2.21,2.36,3.737280575539568,116.2415140324617,"00.03:32:40",212.6666666666667,"2023-06-28","12:27:30"
"38-66-21-90",2.35,23.65,1.25,3.83,15.18747126436782,2.369262865090403,6.093055954088952,1.31,27.08,4.15,1.45,6.97,1.3,1.88,2.68,101.5497900835472,"00.02:53:24",173.4,"2023-06-29","06:47:12"
"32-53-90-85",1.63,26.31,2.105,4.41,20.95,3.82,6.1,1.15,26.46,4.98,.55,5.19,2.79,3.32,2.88,112.645,"00.02:11:13",131.2166666666667,"2023-06-28","05:18:29"
"67-43-43-96",1.83,21.43,1.09,3.840975609756097,17.41,.15,6.093055954088952,2.13,30.07,4.55,.28,64.7,3.34,4.800000000000001,3.26,164.974031563845,"00.02:46:33",166.55,"2023-06-29","06:56:18"
"30-12-86-30",2.77,15.28954022988506,1.08,5.58,13.43,5.1,6.093055954088952,1.18,34.36,8.130000000000001,.46,5.19,1.54,1.96,2.58,104.742596183974,"00.02:36:25",156.4166666666667,"2023-06-28","10:32:55"
"18-64-04-51",2.22,15.28954022988506,1.86,3.840975609756097,15.86,2.369262865090403,7.41,2.556551724137931,41.17,7.29,.63,23.33,2.189914040114613,4.16,4.06,134.2362444689841,"00.03:10:13",190.2166666666667,"2023-06-28","05:35:02"
"44-00-42-23",2.81,25.01,1.8,3.41,17.11,.1,8.51,3.22,41.17,7.16,.9617211948790896,21.408,2.29,3.24,6.59,144.7897211948791,"00.03:09:54",189.9,"2023-06-29","06:53:52"
"49-30-59-44",2.01,13.97,.9399999999999999,2.99,17.87,3.5,4.92,3.65,17.78,4.98,.28,21.408,2.38,3.59,3.18,103.448,"00.01:33:14",93.23333333333333,"2023-06-29","09:43:54"
"08-14-33-80",3,15.57,.55,5.88,11.39,.09,4.64,2.556551724137931,30.74,6.79,.78,11.08,3.6,2.561504297994269,2.8,102.0280560221322,"00.02:27:46",147.7666666666667,"2023-06-29","07:31:12"
"03-68-26-31",2.65,7.994999999999999,.9398297872340425,4.67,17.61,.19,5.27,3.26,27.45,7.4,.86,5.95,3.6,2.95,4.35,95.14482978723404,"00.01:52:34",112.5666666666667,"2023-06-29","06:47:28"
"76-88-86-20",2.494899713467049,19.83,.62,4.87,24.015,3.98,9.184999999999999,5.12,25.85136494252874,6.042600574712644,.46,64.7,2.02,4.75,2.61,176.5488652307084,"00.03:26:14",206.2333333333333,"2023-06-29","10:40:12"
"41-48-09-97",4.29,26.15,.9398297872340425,3.840975609756097,15.18747126436782,2.369262865090403,9.184999999999999,2.556551724137931,25.85136494252874,6.15,.33,18.21,2.37,2.98,3.737280575539568,124.1477367686546,"00.03:27:21",207.35,"2023-06-29","06:38:38"
"21-76-07-53",4.7,8.460000000000001,.9398297872340425,3.840975609756097,15.18747126436782,3.77,8.75,2.46,25.85136494252874,6.042600574712644,1.05,21.408,2.3,2.561504297994269,3.37,110.6917464765936,"00.05:47:24",347.4,"2023-06-28","12:34:43"
"01-41-01-54",1.45,15.28954022988506,.34,3.840975609756097,15.18747126436782,2.369262865090403,6.093055954088952,2.556551724137931,41.17,6.83,.78,31.44,1.35,4.800000000000001,3.86,137.3568576473263,"00.03:54:20",234.3333333333333,"2023-06-29","07:10:02"
"13-11-49-85",1.43,19.02,.92,3.39,18.86,4.35,8.92,3.17,23.11,5.81,1.31,19.32,2.3,2.561504297994269,6.26,120.7315042979943,"00.02:08:03",128.05,"2023-06-30","07:18:24"
"72-37-75-96",2.494899713467049,15.28954022988506,.52,3.840975609756097,15.18747126436782,1.48,4.03,1.06,14.86,4.32,.28,15.96,2.189914040114613,2.561504297994269,1.805,85.8793051555849,"00.01:47:51",107.85,"2023-06-28","12:04:15"
"71-85-96-60",1.235,13.89,.65,3.69,16.46,.07,5.87,1.16,29.7,5.65,1.18,7.95,2.9,4.800000000000001,5.41,100.615,"00.01:38:32",98.53333333333333,"2023-06-29","08:56:18"
"92-03-64-77",2.494899713467049,23.71,.55,4.95,15.18747126436782,3.85,6.093055954088952,2.556551724137931,41.17,6.86,.33,19.19,2.189914040114613,2.561504297994269,3.737280575539568,135.4306775697102,"00.03:39:10",219.1666666666667,"2023-06-30","07:19:24"
"33-40-16-02",3.55,11.9,1.58,4.49,21.3,.41,4.62,2.45,29.71,5.29,.28,7.36,1.23,1.8,2.33,98.3,"00.02:05:56",125.9333333333333,"2023-06-30","09:13:48"
"55-06-75-57",2.494899713467049,16.76,.67,3.28,22.37,2.76,8.08,2.85,18.2,6.68,.51,5.19,2.66,4.800000000000001,2.13,99.43489971346705,"00.03:48:00",228,"2023-06-30","07:05:58"
