interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4b_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"01-05-06-43",1.59,26.31,.83,3.01,15.18747126436782,2.369262865090403,4.8,1.76,21.1,6.042600574712644,.5600000000000001,21.408,1.98,3.68,1.93,112.5573347041709,"00.02:36:58",156.9666666666667,"2023-06-30","09:44:20"
"12-46-80-99",2.18,15.28954022988506,.48,6.05,22.04,.13,6.093055954088952,1.26,32.5,6.9,.28,64.7,2.25,3.25,2.58,165.982596183974,"00.02:58:49",178.8166666666667,"2023-06-30","07:10:04"
"34-76-42-19",4.53,17.36,.9398297872340425,3.840975609756097,24.015,.15,6.093055954088952,2.556551724137931,31.75,8.050000000000001,1.82,10.2,2.189914040114613,3.52,2.58,119.5953271153316,"00.02:26:47",146.7833333333333,"2023-06-30","07:21:13"
"62-44-56-00",1.235,15.28954022988506,.6899999999999999,2.75,15.18747126436782,3.79,4.38,2.12,22.57,4.81,1.42,13.32,1.27,4.28,3.08,96.19201149425288,"00.01:50:22",110.3666666666667,"2023-06-30","12:34:19"
"35-05-05-79",1.47,17.27,1.14,5.14,24.01,2.369262865090403,5.08,.945,33.35,6.042600574712644,.3,21.408,1.95,1,5.12,126.594863439803,"00.02:22:03",142.05,"2023-06-30","08:20:15"
"00-88-32-67",2.64,9.949999999999999,.9398297872340425,5.93,16.8,.1,6.093055954088952,5.08,26.83,4.9,.91,42.72,2.13,2.78,4.82,132.622885741323,"00.01:56:45",116.75,"2023-07-01","07:27:47"
"65-77-01-81",1.39,15.28954022988506,.6899999999999999,6.165,14.63,3.94,6.093055954088952,1.48,25.85136494252874,6.042600574712644,.34,11.31,2.189914040114613,2.4,3.737280575539568,101.5487563168696,"00.02:45:36",165.6,"2023-06-30","09:34:29"
"68-46-66-56",2.494899713467049,26.16,.91,4.61,24.015,6.085,9.184999999999999,1.12,25.85136494252874,5.43,.34,37.88,2.189914040114613,2.561504297994269,3.737280575539568,152.5699635696442,"00.03:10:37",190.6166666666667,"2023-07-01","08:16:03"
"30-46-23-21",4.54,25.19,.49,4.62,20.48,.11,4.22,3.5,23.33,4.63,1.52,10.78,2.189914040114613,1.88,3.737280575539568,111.2171946156542,"00.02:15:58",135.9666666666667,"2023-07-01","05:44:56"
"13-17-41-36",3.13,15.28954022988506,1.27,4.36,13.62,2.369262865090403,7.71,1.08,21.18,6.042600574712644,.9617211948790896,7.23,2.7,2.01,6.59,95.54312486456719,"00.02:20:41",140.6833333333333,"2023-06-30","11:36:23"
"99-55-34-47",1.74,11.52,.99,3.82,17.67,3.68,7.79,3.31,24.03,4.62,1.93,20.02,2.04,2.85,3.5,109.51,"00.01:48:24",108.4,"2023-07-01","06:42:18"
"82-90-83-43",2.494899713467049,15.28954022988506,.47,3.840975609756097,15.18747126436782,2.369262865090403,6.093055954088952,4.27,25.85136494252874,6.042600574712644,.28,13.8,2.189914040114613,2.561504297994269,2.36,103.1005894920056,"00.01:36:46",96.76666666666667,"2023-07-01","12:38:09"
"98-51-51-03",2.494899713467049,15.28954022988506,.9398297872340425,6.03,17.46,.12,8.449999999999999,2.556551724137931,27.87,8.865,.33,29.03,2.189914040114613,2.561504297994269,6.59,130.777239792833,"00.02:42:20",162.3333333333333,"2023-07-01","11:48:26"
"10-71-84-42",2.494899713467049,22.03,1.18,4.98,18.6,2.369262865090403,6.05,2.94,31.36,6.45,1.52,8.140000000000001,3.34,3.95,5.88,121.2841625785575,"00.02:15:05",135.0833333333333,"2023-07-01","11:09:00"
"49-18-02-61",5.145,8.25,.75,3.840975609756097,19.72,.07,7.18,3.91,21.56,5.86,1.24,64.7,1.89,2.92,5.59,152.6259756097561,"00.02:05:21",125.35,"2023-07-01","05:42:47"
"58-97-08-64",5.145,10.17,.6,3.24,15.27,3.46,4.83,3.58,24.82,5.02,.9617211948790896,29.85,2.65,4.800000000000001,2.04,116.4367211948791,"00.02:06:57",126.95,"2023-07-01","08:34:13"
"61-93-54-26",1.64,19.97,.55,5.64,10.91,3.4,8.4,2.4,26.25,5.42,1.25,7.87,2.189914040114613,3.83,5.87,105.5899140401146,"00.01:48:43",108.7166666666667,"2023-06-30","08:12:11"
"51-95-58-91",1.235,14.05,.71,2.96,16.37,5.44,9.184999999999999,1.13,26.12,5.44,1.92,21.408,3.26,2.95,2.69,114.868,"00.02:21:36",141.6,"2023-07-01","08:57:13"
"32-49-75-13",5.145,15.28954022988506,.75,6.15,15.18747126436782,2.369262865090403,6.093055954088952,1.84,41.17,6.042600574712644,.55,64.7,2.189914040114613,2.9,2.01,172.3868449282595,"00.03:45:20",225.3333333333333,"2023-06-30","07:02:00"
"68-39-51-63",1.235,10.01,.9398297872340425,2.205,15.67,.2,4.61,2.556551724137931,19.39,4.83,1,5.69,2.53,1.57,1.805,74.24138151137197,"00.02:14:15",134.25,"2023-07-01","05:44:13"
"46-13-75-58",2.88,21.94,.9398297872340425,3.840975609756097,15.18747126436782,6.085,9.184999999999999,3.69,40.54,7.19,.9617211948790896,11.38,3.6,1.15,3.22,131.7899978562371,"00.03:25:28",205.4666666666667,"2023-07-01","09:15:44"
"40-78-00-02",5.145,16.16,.42,4.39,15.39,.13,6,2.556551724137931,20.76,4.19,.31,21.408,1.39,1,2.53,101.7795517241379,"00.01:43:56",103.9333333333333,"2023-07-04","13:09:23"
"69-63-50-52",1.61,10.91,.38,2.38,10.4,3.26,4.76,2.22,17.8,5.85,1.37,6.67,3.6,3.86,4.3,79.37,"00.01:26:15",86.25,"2023-07-01","06:59:34"
"20-96-52-92",2.494899713467049,7.994999999999999,.9398297872340425,3.27,14.82,4.13,4.95,2.53,17.03,4.11,.62,5.22,2.26,2.9,4.58,77.84972950070109,"00.01:16:47",76.78333333333333,"2023-07-03","07:05:04"
"37-33-23-29",1.72,14.26,2.105,4.17,15.18747126436782,2.369262865090403,6.34,1.49,35.74,6.77,.9617211948790896,11.63,2.189914040114613,2.561504297994269,5.2,112.6948736624462,"00.03:01:18",181.3,"2023-07-01","06:31:45"
"55-09-60-79",1.76,10.19,2.105,2.39,13.27,2.76,5.27,2.63,15.36,7.76,.63,6.7,3.6,3.75,3.51,81.685,"00.01:23:11",83.18333333333334,"2023-07-01","08:21:54"
"13-88-02-80",2.494899713467049,16.95,.39,3.73,14.5,2.59,5.71,.945,16.35,4.7,1.2,8.5,2.189914040114613,1,4.32,85.56981375358167,"00.01:30:04",90.06666666666666,"2023-07-03","06:19:21"
"50-55-09-07",2.84,15.28954022988506,.9398297872340425,3.11,15.18747126436782,.11,5.77,5.12,24.92,8.865,1.24,8.800000000000001,3.6,1,3.45,100.2418412814869,"00.01:29:59",89.98333333333333,"2023-07-03","09:15:50"
"85-93-95-50",2.494899713467049,14.49,.88,3.840975609756097,11.1,.12,6.093055954088952,2.556551724137931,25.85136494252874,6.042600574712644,.9617211948790896,21.408,2.27,4.800000000000001,6.59,109.4991697135705,"00.02:37:17",157.2833333333333,"2023-07-03","07:05:53"
"97-19-27-00",1.62,8.31,.66,2.58,12.63,3.19,4.58,2.33,22.9,4.31,.63,28.27,1.79,1.58,2.95,98.33,"00.01:55:58",115.9666666666667,"2023-07-04","07:34:52"
"60-48-30-05",2.17,15.28954022988506,.34,6.07,11.57,.24,4.78,5.12,25.37,6.11,1.43,5.55,1.87,1.63,1.805,89.34454022988506,"00.01:20:18",80.3,"2023-07-05","05:24:43"
"80-01-40-08",2.89,8.32,.9398297872340425,3.67,11.78,3.26,3.89,5.12,35.5,6.89,1.05,8.66,3.33,1.65,6.59,103.539829787234,"00.01:47:51",107.85,"2023-07-04","08:33:17"
"29-52-09-79",1.94,13.2,.34,4.75,12.07,4.9,5.3,5.12,24.63,4.61,.9617211948790896,64.7,2.61,2.07,2.41,149.6117211948791,"00.02:16:43",136.7166666666667,"2023-07-03","11:47:17"
"07-76-06-35",3.11,14.44,1.09,4.02,24.015,2.369262865090403,7.72,4.95,27.87,6.042600574712644,.9617211948790896,21.408,2.189914040114613,1.05,6.59,127.8264986747968,"00.03:26:04",206.0666666666667,"2023-07-03","08:41:45"
"73-75-27-37",5.145,10.46,1.12,2.205,8.309999999999999,.14,5.02,1,29.11,6.07,.5,51.23,2.15,2.561504297994269,4.74,129.7615042979943,"00.01:45:31",105.5166666666667,"2023-07-04","10:59:04"
"99-26-76-45",1.7,8.26,.9398297872340425,3.1,9.359999999999999,2.369262865090403,6.093055954088952,2.69,17.02,4.75,.51,5.79,1.43,3.46,2.13,69.60214860641339,"00.01:04:05",64.08333333333333,"2023-07-06","12:02:32"
"91-46-41-86",1.4,12.22,1.02,3.840975609756097,11.99,1.38,6.51,1.28,25.85136494252874,4.045,.28,6.26,1.73,2.29,2.87,82.96734055228484,"00.01:28:49",88.81666666666666,"2023-07-03","08:52:57"
"67-86-22-06",3.27,15.28954022988506,.9398297872340425,4.51,9.539999999999999,.08,6.093055954088952,4.15,22.66,6.86,1.12,30.31,3.36,3.4,1.805,113.387425971208,"00.01:27:56",87.93333333333334,"2023-07-06","13:13:25"
"98-64-51-77",2.494899713467049,15.28954022988506,.67,3,12.5,.08,5.83,2.556551724137931,23.76,4.14,.9617211948790896,11.65,1.23,2.79,3.737280575539568,90.6899934379087,"00.01:08:49",68.81666666666666,"2023-07-03","11:01:52"
"83-59-27-80",3.27,15.28954022988506,.84,6.165,16.38,5.48,5.01,1.97,41.17,8.539999999999999,.31,21.408,3.46,2.561504297994269,3.737280575539568,135.5913251034189,"00.02:21:49",141.8166666666667,"2023-07-05","06:13:27"
"12-54-62-85",1.235,12.27,.6,2.32,8.309999999999999,.07,6.093055954088952,2.46,25.27,4.59,.53,7.73,2.13,3.19,2.89,79.68805595408895,"00.01:39:08",99.13333333333334,"2023-07-03","08:36:25"
"47-32-93-31",1.37,13.57,.66,3.42,11.41,2.71,4.33,2.63,21.04,5.15,1.66,10.4,2.21,1.92,2.93,85.41,"00.01:25:53",85.88333333333334,"2023-07-04","06:00:15"
"45-06-90-36",3.25,15.81,1.21,6.165,15.88,5.13,6.98,2.14,29.17,8.130000000000001,.96,21.408,1.58,2.28,4.16,124.253,"00.02:09:16",129.2666666666667,"2023-07-05","07:46:23"
"24-42-82-26",1.44,26.31,.59,2.28,10.62,2.369262865090403,5.93,1.86,16.56,6.99,.38,7.22,3.45,2.57,3.24,91.8092628650904,"00.01:59:11",119.1833333333333,"2023-07-03","10:24:56"
"22-27-70-86",2.23,19.79,1.58,4.13,16.96,2.369262865090403,6.4,.945,34.46,5.85,.38,21.408,2.08,1,4.24,123.8222628650904,"00.02:38:32",158.5333333333333,"2023-07-05","05:23:55"
"04-24-78-04",2.37,11.16,.6,4.41,15.25,5.12,4.66,.945,22.69,6.44,1.71,7.73,1.78,1.76,2.56,89.185,"00.01:27:00",87,"2023-07-04","08:21:05"
"83-44-01-42",1.63,16.99,.38,3.840975609756097,15.18747126436782,5.42,5.49,4.9,31.01,4.78,.28,8.49,1.26,1.63,3.96,105.2484468741239,"00.03:00:58",180.9666666666667,"2023-07-03","09:07:07"
"55-32-62-10",1.28,15.28954022988506,2.105,3.840975609756097,15.18747126436782,2.369262865090403,8.9,.945,25.29,4.69,.48,8.17,1.43,2.06,4.28,96.31724996909938,"00.03:42:19",222.3166666666667,"2023-07-03","06:00:50"
"16-97-28-87",2.494899713467049,18.49,1.05,3.97,11.91,4.33,6.093055954088952,.945,14.86,8.09,.9617211948790896,9.460000000000001,1.23,1.66,3.05,88.59467686243509,"00.01:39:47",99.78333333333333,"2023-07-03","10:40:51"
"79-79-53-26",5.145,15.28954022988506,1.18,3.66,22.03,3.77,6.093055954088952,.945,29.42,7.91,.33,15.77,2.4,1.35,6.59,121.882596183974,"00.02:06:21",126.35,"2023-07-04","06:01:15"
"86-05-40-89",2.494899713467049,14.58,.89,2.83,23.38,.1,4.14,.945,28.57,7.87,.9617211948790896,10.48,1.29,4.41,5.47,108.4116209083461,"00.01:55:04",115.0666666666667,"2023-07-03","08:24:14"
"06-02-25-50",1.41,7.994999999999999,.9398297872340425,3.68,14.35,.07,5.45,1.15,35.7,5.05,.83,34.33,2.189914040114613,4.21,3.737280575539568,121.0920244028882,"00.01:25:02",85.03333333333333,"2023-07-03","09:26:48"
"07-64-12-97",2.26,9.51,.45,3.3,12.12,2.48,4.1,3.01,22.31,4.39,.96,5.86,2.97,3.17,3.737280575539568,80.62728057553956,"00.01:52:38",112.6333333333333,"2023-07-03","07:31:08"
"67-73-53-75",3.8,13.37,.9398297872340425,3.76,11.96,.19,6.093055954088952,2.556551724137931,18.39,7.08,.28,20.45,2.01,1.37,2.93,95.17943746546092,"00.01:32:32",92.53333333333333,"2023-07-06","10:24:20"
"96-07-74-28",1.32,15.28954022988506,.49,4.81,22.73,.14,5.54,2.556551724137931,25.85136494252874,4.48,.9617211948790896,46.95,2.189914040114613,2.561504297994269,3.29,139.1605964295397,"00.02:55:20",175.3333333333333,"2023-07-05","05:43:32"
"13-42-68-56",1.3,8.02,.9398297872340425,3.18,23.88,2.369262865090403,4.91,2.556551724137931,16.25,4.82,1.31,5.53,3.08,2.84,2.17,83.15564437646238,"00.01:20:13",80.21666666666667,"2023-07-05","12:02:49"
"78-89-03-74",4.74,14.44,.75,4.63,21.36,6.085,4.85,1.55,25.62,4.045,.76,21.408,1.77,1.21,3.12,116.338,"00.02:32:41",152.6833333333333,"2023-07-06","06:08:02"
"29-15-86-87",1.73,16.13,.43,3.51,18.03,3.66,5.78,2.556551724137931,29.96,6.73,.57,11.35,1.23,1.3,3.79,106.7565517241379,"00.01:50:00",110,"2023-07-06","06:02:17"
"83-15-50-69",2.05,15.89,.34,5.85,19.11,.09,5.59,1.18,20.07,6.69,2.04,7.42,2.26,2.54,2.98,94.09999999999999,"00.01:38:21",98.34999999999999,"2023-07-05","09:17:32"
"96-73-61-56",2.494899713467049,15.07,.34,2.44,11.26,.09,4.25,1.42,19.33,6.01,.98,6.46,2.73,3.6,2.36,78.83489971346705,"00.01:30:00",90,"2023-07-05","07:21:55"
"68-46-53-43",2.494899713467049,14.79,.66,3.07,10.31,2.369262865090403,8.359999999999999,.945,25.85136494252874,7.26,1.17,21.408,1.73,2.06,3.56,106.0385275210862,"00.01:35:05",95.08333333333333,"2023-07-05","08:48:35"
"65-84-91-55",4.68,7.994999999999999,.4,3.95,11.95,.14,4.36,1.27,18.6,4.43,.9617211948790896,5.54,2.189914040114613,1.61,2.06,70.1366352349937,"00.01:12:30",72.5,"2023-07-06","08:04:01"
"79-25-63-35",1.235,16.35,1.04,4.75,21.23,2.369262865090403,5.14,4.8,24.47,7.09,1.55,10.37,3.49,2.561504297994269,4.92,111.3657671630847,"00.02:10:38",130.6333333333333,"2023-07-06","11:03:29"
"80-29-04-22",1.67,22.13,2.105,3.4,21.7,.22,6.4,1.96,25.85136494252874,5.8,.34,5.19,1.45,1.88,4.85,104.9463649425287,"00.02:42:08",162.1333333333333,"2023-07-05","09:55:13"
"15-34-92-71",1.42,15.28954022988506,.9398297872340425,3.81,15.18747126436782,2.369262865090403,9.184999999999999,4.34,25.85136494252874,6.042600574712644,2.04,21.408,1.41,2.97,3.737280575539568,116.0003502393583,"00.02:40:50",160.8333333333333,"2023-07-04","10:08:45"
"28-29-76-59",1.42,8.279999999999999,.9,3.55,20.84,2.92,6.73,1.59,25.51,5.54,1.32,5.51,1.69,1.67,4.48,91.95,"00.01:42:45",102.75,"2023-07-06","08:06:46"
"26-01-09-21",1.36,7.994999999999999,1.17,3.62,15.18747126436782,.07,4.02,1.04,26.49,4.76,.5,21.408,1.93,1.58,1.89,93.02047126436781,"00.01:33:47",93.78333333333333,"2023-07-05","05:54:42"
"29-37-06-51",2.46,7.994999999999999,.95,3.42,14.39,4.88,3.835,5.12,30.03,8.865,2.04,17.07,2.03,3.98,3.06,110.125,"00.01:58:53",118.8833333333333,"2023-07-06","06:24:38"
"81-06-47-80",2.87,14.33,1.3,3.71,24.015,4.66,4.75,3.7,15.77,6.14,.9617211948790896,6.86,2.93,4.1,1.93,98.02672119487909,"00.01:43:04",103.0666666666667,"2023-07-05","05:16:26"
"65-79-07-96",1.88,13.46,.65,5.46,15.18747126436782,.08,3.835,5.12,31.5,6.57,.9617211948790896,21.408,2.189914040114613,2.561504297994269,3.737280575539568,114.6008913728954,"00.02:56:28",176.4666666666667,"2023-07-05","07:52:41"
"10-31-70-66",1.79,15.28954022988506,.8,5.09,18.92,2.369262865090403,4.62,1.86,40.11,6.62,.9617211948790896,39.37,1.23,1.91,4.55,145.4905242898546,"00.02:25:27",145.45,"2023-07-01","10:56:00"
"32-61-55-41",2.43,15.94,1.26,3.59,10.99,2.24,4.65,2.67,14.86,4.56,.34,21.408,1.67,2.42,6.59,95.618,"00.03:40:36",220.6,"2023-07-05","05:40:17"
"33-65-05-28",2.5,12.51,1.05,2.26,11.63,2.82,5.09,1.61,23.21,5.31,.3,8.210000000000001,1.37,1.53,2.45,81.85000000000001,"00.01:55:26",115.4333333333333,"2023-07-06","10:23:56"
"37-31-29-27",2.494899713467049,15.28954022988506,.5600000000000001,3.64,24.015,4.44,9.184999999999999,1.21,25.85136494252874,4.35,.98,21.408,2.189914040114613,2.27,3.737280575539568,121.620999501535,"00.02:38:45",158.75,"2023-07-01","05:45:39"
"13-98-20-22",2.494899713467049,19.82,.34,5.98,10.48,2.369262865090403,9.184999999999999,1.85,26.28,4.97,.28,6.35,2.59,2.56,3.66,99.20916257855745,"00.01:50:59",110.9833333333333,"2023-07-06","09:52:27"
"04-80-94-39",1.94,17.73,1.41,3.52,14.39,2.75,5.54,2.42,21,5.85,1.05,7.29,2.09,1.69,6.45,95.12,"00.01:52:40",112.6666666666667,"2023-07-06","07:57:09"
"28-75-01-80",2.36,13.59,.8,4.39,11.89,3.64,5.5,4.3,25.85136494252874,7.63,1.24,14.49,1.89,4.34,6.24,108.1513649425287,"00.02:15:01",135.0166666666667,"2023-07-01","08:07:37"
"30-19-51-31",1.55,15.28954022988506,.9398297872340425,2.81,19.56,2.369262865090403,5.05,.945,25.03,7.71,.52,21.84,1.87,2.09,3.15,110.7236328822095,"00.02:31:26",151.4333333333333,"2023-07-05","07:25:27"
"29-29-81-12",2.23,8.15,.53,2.52,15.18747126436782,2.81,6.093055954088952,2.556551724137931,25.85136494252874,6.79,.28,8.529999999999999,1.48,1.54,1.97,86.51844388512343,"00.01:01:23",61.38333333333333,"2023-07-06","09:18:40"
"83-66-69-06",2.53,15.28954022988506,.34,2.83,11.65,.21,3.835,.945,14.86,6.042600574712644,.9617211948790896,36.55,1.36,1.06,2.69,101.1538619994768,"00.01:22:38",82.63333333333334,"2023-07-05","08:12:46"
"26-43-59-91",1.58,20.29,.57,3.36,17.25,5.55,4.72,2.556551724137931,21.23,5.35,.83,18.77,1.23,1.46,6.59,111.3365517241379,"00.01:43:26",103.4333333333333,"2023-07-01","07:23:10"
"97-96-91-38",5.145,17.59,1.16,3.43,10.29,.25,4.8,2.556551724137931,27.65,6.2,.3,24.14,1.36,1.51,2.04,108.4215517241379,"00.01:48:21",108.35,"2023-07-01","09:22:19"
"27-34-90-31",1.79,7.994999999999999,.36,3.840975609756097,18.69,4.24,5.1,1.38,18.46,4.59,.9617211948790896,5.19,1.51,1.25,4.06,79.41769680463518,"00.01:53:57",113.95,"2023-07-01","10:07:01"
"23-72-17-40",1.53,14.06,.72,5.52,24.015,2.369262865090403,9.184999999999999,1.56,22.16,4.33,.6899999999999999,7.08,1.63,1.5,3.737280575539568,100.08654344063,"00.03:13:39",193.65,"2023-07-01","06:56:08"
"39-58-22-39",2.77,17.25,.9398297872340425,3.41,24.015,3.85,4.43,2.556551724137931,22.24,7.11,.96,22.34,1.61,1.53,2.57,117.581381511372,"00.01:59:40",119.6666666666667,"2023-07-01","12:01:31"
"97-79-33-71",2.494899713467049,15.28954022988506,.74,3.96,16.52,5.82,5.15,2.556551724137931,25.85136494252874,5.3,.31,12.96,1.23,1,2.06,101.2423566100188,"00.01:44:51",104.85,"2023-07-01","06:48:52"
"69-57-31-01",1.58,10.19,.83,2.97,8.309999999999999,5.73,6.88,3.74,32.37,8.865,.43,24.33,2.44,1.76,1.85,112.275,"00.01:51:30",111.5,"2023-07-03","09:01:43"
"60-54-64-58",1.68,18.31,1.05,4.08,19.57,2.369262865090403,5.64,1.87,37.71,8.16,1.2,23.38,3.6,2.561504297994269,3.23,134.4107671630847,"00.02:39:36",159.6,"2023-07-01","13:12:26"
"89-99-48-67",1.71,15.28954022988506,1.35,5.74,21.29,3.4,4.9,5.12,27.37,7.32,.85,22.43,3.36,2.561504297994269,3.737280575539568,126.4283251034189,"00.02:17:09",137.15,"2023-07-03","08:52:34"
"44-61-50-65",4.58,15.28954022988506,.73,4.85,13.36,2.369262865090403,8.49,2.43,14.89,6.13,.9617211948790896,5.19,1.81,3.51,4.58,89.17052428985455,"00.01:12:08",72.13333333333334,"2023-07-03","05:29:32"
"12-80-78-48",2.494899713467049,9.32,.7,3.24,15.43,2.02,5.2,2.13,20.41,5.54,.9617211948790896,19.87,1.58,4.800000000000001,3.57,97.26662090834614,"00.01:39:50",99.83333333333333,"2023-07-03","06:51:02"
"28-02-97-48",1.235,13.19,1.66,2.75,15.18747126436782,.27,5.16,1.73,17.08,6.042600574712644,2.04,29.65,1.55,1,2.77,101.3150718390805,"00.01:38:54",98.90000000000001,"2023-07-05","08:00:05"
"70-19-76-68",1.47,18.61,.9398297872340425,4.62,15.45,2.369262865090403,5.27,2.78,41.17,6.042600574712644,.98,64.7,1.56,4.43,4.74,175.1316932270371,"00.02:29:40",149.6666666666667,"2023-07-03","06:08:51"
"46-78-87-50",1.26,18.07,.34,2.88,15.24,2.47,4.91,3.1,20.42,7.13,.39,8.17,2.53,1.27,3.66,91.84,"00.02:00:51",120.85,"2023-07-04","08:01:28"
"18-43-40-98",2.23,15.28954022988506,.9398297872340425,2.37,9,.09,3.94,1.49,15.64,4.88,1.11,8.699999999999999,1.79,1,3.95,72.41937001711911,"00.01:02:13",62.21666666666667,"2023-07-03","07:47:40"
"50-39-55-52",2.39,7.994999999999999,.9398297872340425,4.84,16.96,3.92,3.84,.945,19.12,5.34,1.54,10.34,1.39,1.48,4.6,85.63982978723405,"00.01:37:46",97.76666666666667,"2023-07-04","06:15:44"
"82-64-50-66",1.45,26.25,.83,3.840975609756097,15.18747126436782,4.6,7.34,4.73,26.14,5.69,1.68,9.98,3.6,2.95,3.28,117.5484468741239,"00.02:55:14",175.2333333333333,"2023-07-05","09:28:41"
"46-02-32-25",1.76,14.41,1.08,4.48,11.23,.23,5.03,2.61,30.04,6.042600574712644,2.01,21.49,1.34,2.33,4.56,108.6426005747126,"00.01:45:41",105.6833333333333,"2023-07-03","10:48:41"
"51-99-40-78",1.61,20.1,.74,2.91,8.98,.14,6.093055954088952,2.556551724137931,21.65,8.08,.3,9.35,2.36,1.65,4.39,90.90960767822688,"00.01:35:30",95.5,"2023-07-04","09:43:26"
"45-83-32-93",1.43,26.31,1.03,5.37,15.69,5.26,7.08,3.36,23.97,8.289999999999999,1.51,7.34,3.58,3.11,2.42,115.75,"00.02:16:58",136.9666666666667,"2023-07-01","09:48:44"
"33-22-63-71",1.83,10.07,.6899999999999999,3.87,17.51,5.19,9.184999999999999,2.556551724137931,27.36,5.45,1.18,6.18,2.189914040114613,1.54,2.46,97.26146576425255,"00.01:59:06",119.1,"2023-07-05","08:20:12"
"95-96-92-75",4.19,13.4,1.8,4.88,24.015,2.369262865090403,4.58,5.12,31.32,7.66,1.58,7.57,3.49,4.42,1.805,118.1992628650904,"00.02:21:25",141.4166666666667,"2023-07-03","06:51:58"
"19-37-18-76",2.75,12.69,1.2,4.66,15.38,3.49,5.68,1.87,25.77,7.01,.28,5.19,1.89,4.18,3.79,95.83,"00.02:05:19",125.3166666666667,"2023-07-05","11:18:18"
"74-28-59-17",1.31,15.17,.51,2.98,10.37,2.369262865090403,6.093055954088952,2.32,37.63,6.042600574712644,.28,39.72,1.93,3.72,4.85,135.294919393892,"00.02:16:16",136.2666666666667,"2023-07-03","08:23:49"
"48-48-94-57",1.78,15.42,1.32,2.205,19.33,2.369262865090403,7.02,2.96,41.17,8.75,.92,11.56,2.189914040114613,4.63,3.39,125.014176905205,"00.01:41:23",101.3833333333333,"2023-07-04","10:22:05"
"03-43-60-42",3.03,9.18,.34,4.11,15.33,4.14,4.48,.945,20.11,5.64,.88,7.45,1.33,2.45,3.61,83.02500000000001,"00.01:21:45",81.75,"2023-07-05","05:24:54"
"58-75-54-61",1.8,21.31,1.53,3.05,21.1,2.369262865090403,8.27,2.38,20.6,5.54,1.35,8.99,1.79,1,3.23,104.3092628650904,"00.02:08:31",128.5166666666667,"2023-07-03","05:24:36"
"49-89-37-09",1.39,9.390000000000001,.34,4.13,14.77,1.77,6.9,3.34,21.47,6.32,1.25,12.09,2.22,1.27,2.43,89.08,"00.01:29:52",89.86666666666666,"2023-07-04","10:04:59"
"76-49-10-53",2.21,26.31,1.7,5.08,12.15,.07,9.184999999999999,2.556551724137931,32.71,5.75,.38,21.408,2.1,3.13,3.56,128.2995517241379,"00.03:13:16",193.2666666666667,"2023-07-04","08:15:24"
"76-59-40-83",4.09,19.84,2.105,5.49,13.05,.07,6.48,5.12,21.27,4.47,2.04,21.408,2.71,3.22,3.83,115.193,"00.02:13:35",133.5833333333333,"2023-07-04","06:19:49"
"32-82-77-77",2.494899713467049,26.19,.9398297872340425,3.840975609756097,21.03,2.13,4.76,4.65,25.85136494252874,6.67,.52,12.97,2.05,1.79,2.35,118.2370700529859,"00.02:17:29",137.4833333333333,"2023-07-04","08:15:31"
"83-91-87-26",1.47,9.890000000000001,.9398297872340425,3.840975609756097,8.720000000000001,4.12,6.56,2.556551724137931,17.78,4.1,1.02,5.19,1.71,2.561504297994269,3.737280575539568,74.19614199466191,"00.01:46:59",106.9833333333333,"2023-07-04","10:21:07"
"51-80-93-49",1.33,7.994999999999999,.9398297872340425,3.4,12.04,2.09,3.835,1.19,25.85136494252874,6.042600574712644,1.57,6.72,1.23,1.35,1.81,77.39379530447542,"00.01:05:22",65.36666666666666,"2023-07-05","06:55:22"
"29-06-51-62",5.145,7.994999999999999,.9398297872340425,2.91,10.99,.1,5.19,1.33,25.85136494252874,4.97,1.02,8.34,1.25,3.27,2.86,82.16119472976278,"00.01:24:36",84.59999999999999,"2023-07-04","08:07:14"
"47-99-10-89",2.494899713467049,15.28954022988506,.48,3.840975609756097,15.18747126436782,.25,7.53,3.73,24.27,8.73,.46,13.07,3.33,2.561504297994269,1.92,103.1443911154703,"00.01:50:33",110.55,"2023-07-04","11:19:20"
"81-41-75-01",1.93,15.28954022988506,1.84,5.36,15.18747126436782,2.369262865090403,6.093055954088952,5.12,31.72,8.865,.44,18.61,3.6,3.98,6.59,126.9943303134322,"00.03:35:33",215.55,"2023-07-01","05:57:41"
"76-68-21-05",2.49,23.15,1.58,5.03,9.66,.18,4.76,3.51,36.06,8.865,1.03,20.99,3.6,1.75,2.07,124.725,"00.02:11:49",131.8166666666667,"2023-07-04","10:19:58"
"47-73-43-68",2.494899713467049,11.37,1.76,4.64,10.87,2.19,4.5,3.7,33.48,4.9,.39,7.02,1.97,1.53,5.92,96.73489971346704,"00.02:23:10",143.1666666666667,"2023-07-04","06:17:04"
"51-60-71-39",1.51,15.28954022988506,.79,5.08,15.12,6.085,9.1,2.04,27.83,4.54,.9,19.66,2.189914040114613,4.800000000000001,6.08,121.0144542699997,"00.01:55:24",115.4,"2023-07-04","07:40:02"
