interview__key,buyers__1,buyers__2,buyers__3,buyers__4,buyers__5,buyers__6,buyers__7,buyers__96,sl_oth_1,cp03__1,cp03__2,cp03__3,cp03__4,cp03__5,cp03__6,cp03__7,cp03__8,cp03__9,cp03__10,cp03__11,cp03__12,cp02__1,cp02__2,cp02__3,cp02__96,cp0_other,markt_output_dist,markt_input_dist,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3
"06-40-10-58",1,1,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"40-73-60-05",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",4,4,"No","","no",,,,,,,
"64-68-41-59",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"15-68-91-94",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,35,"No","","no",,,,,,,
"26-17-34-04",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","",0,35,"No","","no",,,,,,,
"76-41-72-83",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","",35,35,"No","","no",,,,,,,
"29-97-06-38",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"46-55-47-04",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","came home",1,25,"No","","no",,,,,,,
"46-92-45-03",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"77-97-94-83",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",30,30,"No","","no",,,,,,,
"44-20-73-48",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"74-52-06-68",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"35-89-93-14",0,1,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"39-90-60-06",0,1,0,0,0,0,0,0,"","No","No","No","Yes","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"86-86-47-77",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",1,2,"No","","no",,,,,,,
"61-98-86-86",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","came to home",1,4,"No","","no",,,,,,,
"61-87-19-25",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",1,1,"No","","no",,,,,,,
"16-64-40-00",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"18-67-33-19",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","",30,.5,"No","","no",,,,,,,
"14-75-52-28",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"72-96-11-00",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"68-35-97-06",1,0,1,0,0,0,0,0,"","No","Yes","No","No","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"00-22-25-11",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"03-51-85-17",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"26-31-55-52",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",1,1,"No","","no",,,,,,,
"82-96-57-24",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"98-34-87-15",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"20-44-39-67",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",1,1,"No","","no",,,,,,,
"73-85-71-84",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",25,5,"No","","no",,,,,,,
"57-10-23-73",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","no crop was transported",35,35,"No","","no",,,,,,,
"27-45-94-38",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,5,"No","","no",,,,,,,
"07-14-85-97",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","No","No","",33,33,"No","","no",,,,,,,
"55-58-44-60",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"54-97-37-44",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","has not transport to buyers",6,6,"No","","no",,,,,,,
"25-51-59-02",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"98-34-54-09",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"69-46-62-21",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",6,6,"No","","no",,,,,,,
"69-92-29-73",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"37-17-48-58",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"85-72-34-53",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"73-56-72-00",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","yes","No","Yes","No","No","Yes","No","No"
"39-00-66-90",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",3,3,"No","","no",,,,,,,
"52-72-83-96",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"27-89-15-08",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","came home",6,6,"No","","no",,,,,,,
"38-15-27-24",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"32-53-41-40",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"90-85-65-68",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"07-04-06-31",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",.25,.25,"No","","no",,,,,,,
"00-51-21-96",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"29-09-67-77",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","SHE DID NOT CULTIVATE",2,2,"No","","no",,,,,,,
"18-57-30-30",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",.25,4,"No","","no",,,,,,,
"06-67-52-73",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"63-98-43-96",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"95-39-48-28",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",6,6,"No","","no",,,,,,,
"09-57-06-65",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",1,5,"No","","no",,,,,,,
"10-32-71-90",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"91-48-09-94",1,0,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"20-98-55-75",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","None",2.5,295,"No","","no",,,,,,,
"60-93-12-22",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"08-84-40-54",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"19-25-10-78",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","No","",.5,5,"No","","no",,,,,,,
"71-72-13-14",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"03-15-75-14",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"44-83-75-40",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"50-57-49-63",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"70-71-45-76",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","SHE DID NOT SELL",15,15,"No","","no",,,,,,,
"60-32-51-97",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"52-97-46-11",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",19,19,"No","","no",,,,,,,
"57-86-44-24",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"32-33-62-20",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","THEY DID NOT SELL",15,15,"No","","no",,,,,,,
"36-53-13-35",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"84-76-53-05",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",1,1,"No","","no",,,,,,,
"43-02-03-01",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","none",15,15,"No","","no",,,,,,,
"11-80-97-44",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"76-93-73-76",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",5,3,"No","","no",,,,,,,
"65-71-79-01",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","no crops sold",.25,1,"No","","no",,,,,,,
"76-37-92-47",0,0,0,0,0,0,1,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","nothing was sold",4,3,"No","","no",,,,,,,
"70-40-73-54",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"88-42-92-11",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any crop to buyers",15,15,"No","","no",,,,,,,
"37-29-80-51",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any to buyers",15,15,"No","","no",,,,,,,
"50-63-32-01",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",5,5,"No","","no",,,,,,,
"46-39-02-59",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","No","",1,2,"No","","no",,,,,,,
"62-41-43-18",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,2,"No","","no",,,,,,,
"28-20-80-35",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",5,5,"No","","no",,,,,,,
"56-49-64-65",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"56-98-22-95",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","yes","No","Yes","No","No","Yes","No","No"
"68-55-46-57",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",200,1,"No","","no",,,,,,,
"42-72-39-66",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,5,"No","","no",,,,,,,
"92-09-40-22",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",20,20,"No","","no",,,,,,,
"95-71-61-75",0,0,0,0,0,0,1,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","no",,,,,,,
"78-85-83-34",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",20,19,"No","","no",,,,,,,
"88-65-02-29",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",1.5,1.5,"No","","no",,,,,,,
"04-34-31-80",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"91-55-85-33",0,0,0,0,0,0,1,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","SHE DID NOT SELL",15,15,"No","","no",,,,,,,
"40-53-56-12",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",1,5,"No","","no",,,,,,,
"27-46-53-11",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",4,10,"No","","no",,,,,,,
"08-92-74-48",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"59-22-70-12",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",1,5,"No","","no",,,,,,,
"02-60-78-89",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",2,2,"No","","no",,,,,,,
"16-17-09-10",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"04-43-83-44",0,0,0,0,0,0,1,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","Yes","nothing transported",3,5,"No","","no",,,,,,,
"35-46-63-78",0,0,0,0,0,0,1,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","yes","No","Yes","No","No","Yes","No","No"
"78-47-97-25",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","has not transport any",1,5,"No","","no",,,,,,,
"19-28-85-33",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport",15,15,"No","","no",,,,,,,
"37-69-53-39",0,1,0,0,0,0,0,0,"","No","No","No","No","Yes","No","Yes","No","No","No","No","No","Yes","No","No","No","",3,3,"No","","no",,,,,,,
"34-87-20-64",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",5,5,"No","","no",,,,,,,
"36-80-61-02",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",25,1,"No","","no",,,,,,,
"86-69-42-68",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"20-42-84-32",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","Yes","No","No","",1,1,"No","","no",,,,,,,
"80-28-03-90",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","No","",20,20,"No","","no",,,,,,,
"76-65-87-56",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"32-43-86-95",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"88-70-65-41",1,0,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"76-49-57-67",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","no crops sold",20,20,"No","","no",,,,,,,
"79-79-17-52",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","No","",1,3,"No","","no",,,,,,,
"53-44-93-49",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","No","",20,20,"No","","no",,,,,,,
"65-67-08-82",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any to buyers",2.5,2.5,"No","","no",,,,,,,
"43-85-20-59",1,1,0,0,0,0,1,0,"","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","products was not sold",5,5,"No","","no",,,,,,,
"11-14-22-98",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"31-06-08-24",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",3,3,"No","","no",,,,,,,
"01-43-23-45",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","Yes","No","",1,5,"No","","no",,,,,,,
"45-46-82-37",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",2,2,"No","","no",,,,,,,
"11-87-22-26",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"13-55-89-83",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"34-71-86-92",0,1,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1.5,1,"No","","no",,,,,,,
"59-34-02-76",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","came home",1,5,"No","","no",,,,,,,
"94-38-09-90",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","nothing was sold",11,11,"No","","no",,,,,,,
"78-25-48-01",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","non sold",7,7,"No","","no",,,,,,,
"46-93-32-00",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",12,12,"No","","no",,,,,,,
"12-39-85-61",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",2,2,"No","","no",,,,,,,
"28-05-35-45",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"30-60-59-31",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",3,5,"No","","no",,,,,,,
"47-75-15-04",0,0,0,0,0,0,1,0,"","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","none",12,12,"No","","no",,,,,,,
"53-29-56-16",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","nothing sold and nothing was transported",1,1,"No","","no",,,,,,,
"35-42-89-22",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"88-29-43-39",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"59-28-36-67",1,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",12,12,"No","","no",,,,,,,
"86-03-36-52",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"23-49-64-16",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",7,7,"No","","no",,,,,,,
"08-79-12-23",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"26-41-89-58",0,1,0,0,0,0,0,0,"","No","Yes","Yes","No","No","Yes","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","",10,10,"No","","no",,,,,,,
"68-77-96-37",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"52-83-38-94",1,0,0,0,0,0,0,0,"","Yes","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","No","",33,33,"No","","no",,,,,,,
"67-08-14-84",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","none",2,2,"No","","no",,,,,,,
"43-44-83-36",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"97-03-37-68",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"26-04-46-11",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","Yes","Yes","Yes","No","Yes","No","No","",12,12,"No","","no",,,,,,,
"64-89-33-44",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","Yes","No","No","",5,5,"No","","no",,,,,,,
"09-37-28-22",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",12,12,"No","","no",,,,,,,
"11-87-63-69",0,0,0,0,0,0,1,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","No","",2,2,"No","","no",,,,,,,
"21-48-73-26",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","Yes","No","Yes","No","No","",11,11,"No","","no",,,,,,,
"95-62-47-68",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","Yes","Yes","No","Yes","No","No","",12,12,"No","","no",,,,,,,
"22-57-11-64",0,0,0,0,0,0,1,0,"","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","none",12,12,"No","","no",,,,,,,
"16-16-37-56",1,0,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","",2,2,"No","","no",,,,,,,
"90-41-66-63",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","did not transport any",1,1,"No","","no",,,,,,,
"86-61-37-71",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","",100,30,"No","","no",,,,,,,
"51-98-81-10",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"86-70-80-56",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","No","No","No","No","Yes","Yes","No","No","Yes","No","",5,5,"No","","no",,,,,,,
"61-70-60-57",0,1,0,0,0,0,0,0,"","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","",1,1,"No","","no",,,,,,,
"28-51-95-56",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","",1,1,"No","","no",,,,,,,
"51-09-05-08",0,0,0,0,0,0,1,0,"","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","Yes","SHE DID NOT SELL",5,5,"No","","no",,,,,,,
"35-94-61-77",0,0,0,0,0,0,1,0,"","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","",1,1,"No","","no",,,,,,,
"36-72-98-05",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No","",8,8,"No","","no",,,,,,,
"40-64-72-16",0,1,0,0,0,0,0,0,"","No","No","No","No","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","",15,15,"No","","no",,,,,,,
"98-62-02-19",1,0,0,0,0,0,0,0,"","No","No","No","No","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No","",.25,.25,"No","","no",,,,,,,
