interview__key,r_infu__id,as07__1,as07__2,as07__3,as07__4,as07__5,as07__6,as07__7,as07__8,as07__9,as07__96,as07__n88,as07__n99,as07_oth,network_mostinf_gender,network_mostinf_eth,network_eth_oth,network_mostinf_agegrp,as08,as09
"22-68-37-41",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",7,0
"75-57-77-41",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",5,4
"75-57-77-41",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 40s",10,9
"75-57-77-41",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other, Specify","nyachusa","In their 30s",10,10
"04-02-68-66",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",0,0
"02-25-96-16",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Women","Hehe","","&gt;70",0,0
"02-25-96-16",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Hehe","","&gt;70",0,0
"02-25-96-16",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","wanji","&gt;70",0,0
"48-71-75-24",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 50s",29,0
"48-71-75-24",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 60s",20,0
"48-71-75-24",3,"No","No","No","No","No","No","No","Yes","No","No","No","No",,"Women","Hehe","","In their 30s",29,0
"81-80-02-23",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Kinga","In their 20s",2,1
"81-80-02-23",2,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Women","Other, Specify","Kinga","In their 20s",29,2
"81-80-02-23",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Bena","","In their 20s",2,2
"42-14-73-23",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",2,2
"76-93-41-01",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",4,0
"76-93-41-01",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Women","Hehe","","In their 50s",4,0
"95-12-78-81",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",0,0
"95-12-78-81",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Bena","","&gt;70",2,2
"95-12-78-81",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Bena","","In their 50s",3,1
"20-49-21-26",1,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Hehe","","In their 40s",20,15
"20-49-21-26",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Hehe","","In their 50s",20,20
"20-49-21-26",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Bena","","In their 30s",5,3
"93-19-03-86",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",20,2
"93-19-03-86",2,"No","No","No","No","Yes","No","No","No","No","Yes","No","No",,"Men","Hehe","","In their 50s",16,0
"93-19-03-86",3,"No","No","No","No","Yes","No","No","No","No","Yes","No","No",,"Men","Hehe","","In their 60s",1,0
"83-16-53-05",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","mkinga","In their 40s",3,0
"83-16-53-05",2,"No","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",4,1
"83-16-53-05",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other, Specify","mkinga","In their 40s",20,0
"96-79-62-23",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Hehe","","In their 50s",0,0
"96-79-62-23",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",5,0
"96-79-62-23",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Hehe","","In their 40s",15,3
"45-89-04-52",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Hehe","","In their 40s",0,0
"45-89-04-52",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Other, Specify","mkinga","In their 30s",0,0
