interview__key,lnd_mes,lnd_mes_1,lnd01,lnd02,lnd03,lnd04,lnd08,lnd09,lnd06,lnd_ten01,lnd_ten02,lnd_ten03,lnd_ten04,lnd_ten08,lnd_ten09,lnd_ten06,lnd_07,lnd_08,lnd_08_1,lnd_09,lnd_09_1,lnd_10,lnd_11,lnd_12,lnd_13__1,lnd_13__2,lnd_13__3,lnd_13__4,lnd_13__5,lnd_13__6,lnd_13__7,lnd_13__8,lnd_13__9,lnd_13__10,lnd_13__96,lnd_13_oth,f01,f03,f04__1,f04__2,f04__3,f04__96,f04_1,f05,lnd_14,lnd_15,lnd_16,lnd_17,lnd_18,lnd_18_oth,num_plots,more_plot,more_plot_explain
"15-76-60-42","Acres","",4,3,5,0,.5,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,2000,"Slight decrease","Massive decrease","No",,,"",4,"Yes","for agriculture activities"
"31-41-38-46","Acres","",2,0,.5,0,.25,0,0,"Private owned with land title",,"Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",3,"Yes","to expand agriculture activities"
"01-03-25-84","Acres","",2,1,0,0,0,0,0,"State owned","State owned",,,,,,"Yes","Within family","","Nowhere","","Yes","unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,600,"Slight increase","Slight increase","No",,,"",3,"Yes","for farming purpose"
"31-13-18-39","Hectares","",1,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",1,"No","too old to work on farming activities"
"49-33-75-72","Acres","",3,0,2,0,.75,0,0,"Leased/rented",,"Private owned with land title",,"Private owned with land title",,,"Yes","Other individuals","","Clan / Elder","","Yes","unlikely","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,4500,"Massive decrease","Massive decrease","No",,,"",3,"Yes","I have much money compared to earlier I need to increase plots with that reason"
"72-79-79-86","Acres","",1,0,0,0,0,0,0,"State owned",,,,,,,"Yes","Within family","","Village headman / chairperson","","Yes","Maybe, maybe not","Yes","No","No","No","No","No","No","Yes","No","No","No","No",,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","I don't have enough money to buy another plot"
"86-17-23-69","Acres","",4,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",1,"No","I AM ELDERY"
"35-55-11-33","Acres","",1,0,.5,0,1,0,0,"Leased/rented",,"State owned",,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","No","No","No","No","No","No","Yes","No","No",,"Yes",.5,"No","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",1,"No","No money to buy another plot"
"74-41-75-97","Acres","",3,2,1.5,0,1,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","No","Yes","No","No","Yes","No","No","No","No",,"No",,,,,,,1100,"Slight decrease","Massive decrease","No",,,"",1,"Yes","To increase productivity"
"75-64-48-24","Acres","",1,0,0,0,.25,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",0,"Yes","securing land for children"
"46-90-31-29","Hectares","",4,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",4,"No","I have enough  land now"
"32-45-37-94","Acres","",.15,0,0,0,.1,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"Yes",.15,"Yes","No","No","No",,0,"Slight increase","Slight decrease","No",,,"",1,"No","I can't afford to buy another piece of land"
"29-06-99-56","Acres","",3.5,3.5,1,0,.5,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,400,"Massive decrease","Massive decrease","No",,,"",3,"No","Pesaro ngumu"
"86-92-94-72","Acres","",2,2,0,0,.25,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"Yes","Within family","","LC Court","","Yes","unlikely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive increase","Slight decrease","No",,,"",1,"No","My farmland is enough"
"95-96-07-01","Acres","",1.75,0,0,0,.5,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",.5,"Yes","No","No","No",,100,"Slight decrease","Massive decrease","No",,,"",0,"Yes","farming"
"56-10-42-62","Acres","",2,0,1,0,.25,0,0,"State owned",,"State owned",,"State owned",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,170,"Slight decrease","Massive decrease","No",,,"",3,"No","They are both aged to own a plot"
"39-85-42-75","Acres","",1.25,0,.25,0,.25,0,0,"Private owned with land title",,"Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,50,"Slight decrease","Massive decrease","No",,,"",1,"Yes","For farming"
"51-15-10-63","Acres","",2,.5,0,0,.45,0,2,"Private owned with no land title","Private owned with land title",,,"Private owned with no land title",,"Private owned with land title","No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"Yes",1,"Yes","No","Yes","No",,35,"Slight decrease","Massive decrease","Yes",300000,"Private individual/Money lender","",3,"Yes","a have a family so as kids will inherit  for agriculture  activities"
"81-75-45-31","Acres","",4,2,5,0,.5,0,0,"Leased/rented","Leased/rented","Private owned with no land title",,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"Yes",1,"Yes","No","No","No",,3000,"Slight decrease","Massive decrease","No",,,"",2,"Yes","increase the types of crops in different  areas"
"57-29-61-37","Acres","",4,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"Yes",4,"Yes","No","No","No",,0,"Massive increase","Massive decrease","No",,,"",2,"Yes","Inorder to plant crops like peas, potatoes and cabbage"
"92-19-38-79","Acres","",10,10,2,5,.5,0,0,"Private owned with no land title","Private owned with land title","Private owned with land title","Private owned with no land title","Private owned with no land title",,,"Yes","Within family","","Nowhere","","Yes","Maybe, maybe not","No",,,,,,,,,,,,,"Yes",5,"Yes","No","No","No",,600,"Slight decrease","Massive decrease","No",,,"",4,"Yes","Give to children"
"51-61-36-83","Acres","",18,0,7,2,.5,0,0,"Private owned with land title",,"Private owned with land title","Private owned with land title","Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,7600,"Massive decrease","Massive decrease","No",,,"",3,"Yes","I want to invest for my  grandchildren"
"26-90-05-49","Acres","",2,0,0,0,1,.25,0,"Private owned with land title",,,,"Private owned with land title","Private owned with land title",,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","Slight decrease","No",,,"",2,"No","I don't have much money to buy other plot"
"66-97-67-27","Acres","",2,1,0,0,.25,0,0,"Private owned with no land title","Private owned with land title",,,"Private owned with no land title",,,"Yes","Government","","Village headman / chairperson","","Yes","unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,50,"Slight increase","Massive decrease","Yes",500000,"Credit Union","",3,"No","The three farms are enough, I would like to invest more on the children's education."
"78-48-49-89","Acres","",2.5,0,2.5,0,1,0,0,"Private owned with land title",,"Private owned with no land title",,"Private owned with land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,600,"Massive increase","Massive decrease","No",,,"",2,"No","I need another farm to plant more crops"
"98-05-66-83","Acres","",3.5,4,0,4,1.25,0,0,"Private owned with land title","Private owned with land title",,"Private owned with land title","Private owned with land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,600,"Slight decrease","Massive decrease","No",,,"",3,"No","expenses"
"78-17-71-31","Acres","",3.5,1,.5,0,.25,0,0,"Private owned with land title","Private owned with land title","Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",.5,"No","No","Yes","No",,60,"Massive decrease","Massive decrease","No",,,"",3,"No","Expenses"
"35-97-55-04","Acres","",6,0,0,2,.75,0,0,"Private owned with land title",,,"Private owned with land title","Private owned with no land title",,,"No",,"",,"",,"Likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,150,"Slight decrease","Massive decrease","No",,,"",1,"No","i cant maximize production since i am weak by buying new plot"
"01-00-08-00","Acres","",6,4,0,0,0,0,0,"Private owned with no land title","Private owned with no land title",,,,,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,600,"The same","The same","No",,,"",2,"No","I already have a lot of land"
"23-16-40-98","Acres","",10,3,4,0,.5,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,2000,"Slight decrease","Slight decrease","No",,,"",6,"Yes","to preapare land for children"
"33-60-15-24","Acres","",2,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"No","old enough to cultivate"
"83-29-00-04","Acres","",4,0,0,0,.25,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,5,"Slight decrease","Massive decrease","No",,,"",2,"Yes","because the family depends on him so he need more land to   cultivate"
"39-46-43-34","Acres","",3,.5,0,0,0,0,0,"Private owned with no land title","Private owned with no land title",,,,,,"Yes","Within family","","Village headman / chairperson","","Yes","Likely","Yes","No","No","No","Yes","No","No","No","Yes","No","No","No",,"No",,,,,,,20,"The same","The same","No",,,"",1,"No","I don't have money to add another plot"
"83-88-85-49","Acres","",2,0,0,0,.25,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,140,"Slight decrease","Slight decrease","No",,,"",1,"No","the plot i have is still enough for cultivation"
"86-33-34-77","Acres","",1.5,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,70,"Slight decrease","Massive decrease","No",,,"",1,"No","im no longer energetic"
"85-40-54-06","Acres","",2,0,0,0,.25,0,0,"Leased/rented",,,,"Private owned with land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","im too old i have no money to buy"
"99-20-43-65","Acres","",4,2,1,0,1,0,0,"Private owned with land title","Private owned with land title","Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,1000,"Slight decrease","Massive decrease","No",,,"",1,"No","She is aged enough to own another plot"
"84-47-44-08","Acres","",6,7,1,0,1,0,0,"Private owned with land title","Private owned with land title","Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,100,"Slight decrease","Massive decrease","No",,,"",3,"Yes","agriculture activities"
"95-71-45-18","Acres","",2,0,.5,0,.5,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,300,"Massive decrease","Massive decrease","No",,,"",2,"No","the plot is enough"
"43-23-29-59","Acres","",2,0,2,0,.125,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,260,"Slight decrease","Massive decrease","No",,,"",2,"Yes","planting trees"
"65-07-52-31","Acres","",1,3,1,0,.5,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"Yes","Other individuals","","Neighbours","","No","Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Slight decrease","Massive decrease","No",,,"",4,"No","she is too old"
"24-72-94-40","Acres","",3,7,0,0,5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,0,"The same","The same","No",,,"",1,"No","I don't have money to buy another farm"
"27-52-71-52","Acres","",3.75,3.75,1,1.25,3,0,0,"Private owned with land title","Private owned with land title","Private owned with land title","Private owned with land title","Private owned with land title",,,"Yes","Within family","","Clan / Elder","","Yes","Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","Yes","No","No",,0,"Slight decrease","Massive decrease","No",,,"",4,"Yes","To increase size of land for crop production"
"21-67-72-81","Acres","",5,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,30,"Slight decrease","Massive decrease","No",,,"",2,"Yes","to expand agriculture activities"
"40-08-15-69","Acres","",6,2,2,0,0,0,0,"Private owned with land title","Private owned with land title","Private owned with land title",,,,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,70,"Slight decrease","Massive decrease","No",,,"",1,"No","the plot i have is enough for my family"
"40-09-03-46","Acres","",3,0,.25,0,1,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,100,"Massive decrease","Massive decrease","No",,,"",3,"No","aging"
"88-78-79-65","Acres","",.5,.5,0,0,0,0,0,"Private owned with no land title","Private owned with no land title",,,,,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","we are not financially stable"
"72-36-26-24","Acres","",.75,.5,0,0,.25,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,0,"Slight increase","Slight decrease","No",,,"",2,"Yes","I need the farm to plant different crops for consumption."
"07-13-49-69","Acres","",4,1,0,0,0,0,0,"Private owned with land title","Private owned with land title",,,,,,"Yes","Other individuals","","Nowhere","","Yes","unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",4,"No","we don't have ability to cultivate more land"
"02-58-47-09","Acres","",1,1,2,0,3,0,0,"Leased/rented","Leased/rented","Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,600,"Massive decrease","Massive decrease","No",,,"",1,"Yes","Increase crop production"
"22-68-37-41","Acres","",3,1,0,0,.5,0,0,"Private owned with land title","Private owned with no land title",,,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,1000,"Slight decrease","Massive decrease","No",,,"",3,"Yes","THE CURRENT PLOT IS NOT ENOUGH TO RUN MY FAMILY"
"75-57-77-41","Acres","",1,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,20,"Slight decrease","Massive decrease","No",,,"",1,"No","NO MONEY"
"04-02-68-66","Acres","",1.5,1.5,0,0,.5,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",1,"Yes","increase farming area"
"02-25-96-16","Acres","",1.5,0,0,0,.25,0,0,"Private owned with land title",,,,"Private owned with land title",,,"Yes","Within family","","Magistrate","","Yes","Maybe, maybe not","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",1,"No","don't have  money  to  purchase"
"48-71-75-24","Acres","",2,0,0,0,0,0,1,"Private owned with no land title",,,,,,"Leased/rented","Yes","Other individuals","","Village headman / chairperson","","Yes","Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","The same","No",,,"",2,"Yes","to increase farming activities"
"81-80-02-23","Acres","",1,0,0,0,.5,0,0,"Leased/rented",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",1,"Yes","To increase our agriculture production"
"42-14-73-23","Acres","",2,2,.25,0,1,0,0,"Private owned with land title","Private owned with land title","Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,18,"Slight decrease","Slight decrease","No",,,"",3,"Yes","increase farming and income"
"76-93-41-01","Acres","",0,0,0,0,.125,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",0,"Yes","farming"
"95-12-78-81","Acres","",4,1,0,1,1,0,0,"Private owned with land title","Private owned with land title",,"Private owned with land title","Private owned with land title",,,"Yes","Within family","","Village headman / chairperson","","Yes","Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,30,"Slight decrease","Massive decrease","No",,,"",5,"No","lack of areas"
"20-49-21-26","Acres","",0,0,0,0,.5,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,8,"Slight decrease","Massive decrease","No",,,"",0,"Yes","farming"
"93-19-03-86","Acres","",1,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"No","sick and old"
"83-16-53-05","Acres","",.5,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"No","am old enough so  can't do more farming"
"96-79-62-23","Acres","",2,0,0,0,0,0,0,"Private owned with land title",,,,,,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,60,"The same","The same","No",,,"",1,"No","it is enough for my family"
"45-89-04-52","Acres","",.5,0,.25,0,.25,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,120,"Slight decrease","Massive decrease","No",,,"",1,"Yes","For farming"
"12-50-51-44","Acres","",2,0,0,0,.125,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"Massive increase","Massive decrease","No",,,"",2,"No","The 2 farms are enough for us"
"64-36-21-26","Acres","",5,0,0,0,.25,0,0,"Private owned with land title",,,,"Private owned with land title",,,"Yes","Other individuals","","LC Court","","Yes","Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Massive decrease","Massive decrease","No",,,"",2,"No","low income"
"78-84-99-05","Acres","",2.5,0,0,0,.25,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Slight decrease","Massive decrease","No",,,"",1,"Yes","farming"
"37-66-37-12","Acres","",1.5,0,.25,0,.25,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with land title",,,"Yes","Within family","","Tried to sort out ourselves","","Yes","Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"No","we are old to work hard on farming activities"
"52-54-55-08","Acres","",2,0,0,0,0,0,0,"Private owned with land title",,,,,,,"No",,"",,"",,"Very unlikely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No",,,,,,,20,"The same","The same","No",,,"",2,"No","financially unstable"
"32-13-89-08","Acres","",5.5,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight increase","Massive increase","No",,,"",5,"No","EXPENSES"
"85-25-22-09","Acres","",2,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"Massive increase","Slight decrease","No",,,"",1,"Yes","I want another farm so that I can give it as an inheritance to my grandchildren"
"72-82-24-11","Acres","",4,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",4,"Yes","No","No","No",,10,"Slight increase","Slight decrease","No",,,"",1,"No","The farm I have is enough"
"36-18-65-12","Acres","",3,0,0,0,.25,0,0,"Leased/rented",,,,"Leased/rented",,,"No",,"",,"",,"Very likely","No",,,,,,,,,,,,,"Yes",.5,"Yes","No","No","No",,40,"Slight decrease","Massive decrease","No",,,"",0,"Yes","cultivation"
"42-45-66-86","Acres","",4,2,0,0,.5,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Very unlikely","Yes","No","No","Yes","No","No","No","No","No","Yes","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",4,"No","NO MONEY"
"44-14-86-31","Acres","",2,1,1,0,1.5,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,5,"Slight decrease","Massive decrease","No",,,"",10,"No","the plots are enough"
"84-19-29-35","Acres","",4.5,1.5,.25,0,1,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No",,"No",,,,,,,20,"Slight decrease","Slight decrease","No",,,"",2,"Yes","to secure land for children"
"39-19-67-67","Acres","",3,0,0,0,1.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,70,"Massive decrease","Massive decrease","Yes",450000,"NGO/Development Project","",2,"Yes","agriculture  activities"
"43-82-97-85","Acres","",3,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,10,"Massive increase","Slight decrease","No",,,"",1,"Yes","Inorder to plant more crops for food"
"91-14-48-53","Acres","",7,0,0,0,.5,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"Likely","No",,,,,,,,,,,,,"No",,,,,,,5,"Slight decrease","Massive decrease","No",,,"",1,"Yes","building a house"
"20-26-28-94","Acres","",4,2,0,0,0,0,0,"Private owned with land title","Private owned with land title",,,,,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",2,"No","we are not financially stable"
"23-89-23-81","Acres","",3,2,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,20,"Massive decrease","Massive decrease","No",,,"",2,"Yes","agriculture activieties"
"52-40-25-11","Acres","",5,0,.25,0,1,0,0,"Leased/rented",,"Private owned with land title",,"Private owned with land title",,,"No",,"",,"",,"Likely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No",,,,,,,20,"Massive decrease","Massive decrease","No",,,"",2,"Yes","To add more  land for agricultural purposes"
"58-44-00-29","Acres","",3,2,.25,0,1,0,0,"Private owned with no land title","Private owned with no land title","Private owned with no land title",,"Private owned with land title",,,"Yes","Within family","","Village headman / chairperson","","Yes","Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,100,"Slight decrease","Slight decrease","No",,,"",4,"Yes","for businesses  purpose and agriculture"
"94-81-60-01","Acres","",1.5,1,0,0,1,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"No",,"",,"",,"Likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",2,"Yes","increase production"
"00-76-76-29","Acres","",3,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,10,"Slight decrease","Massive decrease","No",,,"",3,"Yes","so as to be able to provide necessities for the family"
"30-24-92-73","Acres","",3,2,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,15,"Slight decrease","Massive decrease","No",,,"",3,"No","financial difficulties"
"23-53-41-46","Acres","",.5,.5,0,0,.5,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",1,"No","satisfied with area own"
