interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"97-46-80-41",4,"Iron sheets","","Other➡️ Please specify","bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"65-11-27-59",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"88-74-63-20",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"74-15-98-92",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"53-98-64-81",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"79-94-33-31",7,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"44-47-90-17",6,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"29-83-03-47",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"50-57-96-51",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"55-37-25-70",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"71-34-06-10",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"19-06-46-71",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"38-40-25-06",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"01-06-26-91",5,"Iron sheets","","Other➡️ Please specify","bricks with mud","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"58-64-10-38",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"13-95-57-54",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"47-67-62-28",7,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"96-80-22-06",4,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"11-11-66-21",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"62-90-81-91",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"61-58-38-15",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"60-05-03-82",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"53-26-53-30",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"52-64-71-85",1,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"20-65-75-92",1,"Iron sheets","","Other➡️ Please specify","bricks with mud","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"15-48-45-49",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"12-80-86-60",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with cement","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"79-49-70-48",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"17-50-60-85",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"69-60-70-64",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"50-18-09-61",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"92-88-71-89",6,"Iron sheets","","Other➡️ Please specify","bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"63-56-49-05",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"35-15-30-36",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"60-45-66-66",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"27-04-54-49",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"74-33-74-42",8,"Iron sheets","","Other➡️ Please specify","bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"62-89-56-95",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"22-97-51-26",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"12-39-62-46",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"49-65-69-49",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"15-16-01-28",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"12-72-22-77",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"08-25-51-14",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"32-65-79-67",7,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"19-38-65-61",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"17-45-14-15",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"44-89-53-23",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"18-93-14-98",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"55-94-46-33",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"34-96-75-45",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"81-41-37-07",1,"Thatched grass","","Grass","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"81-12-37-94",3,"Iron sheets","","Other➡️ Please specify","burnt bricks","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"90-10-67-97",6,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"42-77-91-16",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"39-99-71-22",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"63-27-82-21",2,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"12-57-09-17",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-80-14-71",3,"Iron sheets","","Other➡️ Please specify","bricks with mud","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"20-35-04-67",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"66-80-39-89",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"65-65-92-08",4,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"28-72-09-15",10,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"93-50-38-85",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"54-94-37-06",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"18-40-54-13",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"86-74-30-03",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"42-16-79-97",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Uncovered pit latrine",""
"40-03-97-68",5,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"29-78-34-46",2,"Iron sheets","","Other➡️ Please specify","burnt brick wall","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"80-80-63-46",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"82-00-06-77",2,"Thatched grass","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"39-18-34-69",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"06-74-60-98",3,"Iron sheets","","Other➡️ Please specify","Burnt bricks with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"96-59-50-58",6,"Iron sheets","","Other➡️ Please specify","burnt bricks","Sand","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"31-14-26-53",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"96-00-21-83",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
