interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"70-19-76-68",5,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"46-78-87-50",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"18-43-40-98",3,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"50-39-55-52",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"82-64-50-66",6,"Iron sheets","","Other➡️ Please specify","burt bricks with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"46-02-32-25",4,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"51-99-40-78",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"45-83-32-93",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"33-22-63-71",4,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"95-96-92-75",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"19-37-18-76",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"74-28-59-17",6,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"48-48-94-57",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"03-43-60-42",4,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"58-75-54-61",10,"Concrete","","Tin/iron sheets/mabaati","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"49-89-37-09",10,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"76-49-10-53",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"76-59-40-83",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"32-82-77-77",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"83-91-87-26",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"51-80-93-49",6,"Concrete","","Tin/iron sheets/mabaati","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-06-51-62",6,"Thatched grass","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"47-99-10-89",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"81-41-75-01",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"76-68-21-05",3,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"47-73-43-68",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"51-60-71-39",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"10-22-07-48",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"36-41-17-07",8,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"52-56-02-56",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"32-96-32-91",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"54-77-99-69",5,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"10-69-04-21",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"25-34-66-08",9,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"29-70-97-81",4,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"16-38-85-69",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"34-85-34-32",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"87-75-27-62",7,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"03-56-68-20",5,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"96-99-31-77",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"43-76-23-18",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"47-55-12-39",4,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"26-14-45-15",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"92-21-19-80",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"69-22-78-98",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"72-81-88-52",9,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"99-60-35-75",4,"Iron sheets","","Unburnt bricks with mud","","Other➡️ Please specify","burnt bricks with mud","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"22-09-50-57",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"88-99-86-73",4,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"71-42-32-14",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"30-04-61-14",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"67-60-72-31",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"32-10-01-18",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"22-48-15-22",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"06-04-90-02",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"89-93-26-33",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"16-51-24-24",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"85-00-63-86",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"24-74-06-95",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"76-24-30-21",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"56-71-52-33",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"27-56-82-36",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"98-24-74-63",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"33-63-66-85",6,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"36-81-79-37",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"98-23-40-44",2,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"37-22-37-99",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"00-67-21-61",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"51-87-88-69",4,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"00-01-36-74",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"07-23-47-52",4,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"07-42-94-81",6,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"23-53-17-58",8,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"36-44-48-22",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"66-23-65-75",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"94-52-36-12",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"34-33-60-75",3,"Thatched grass","","Wood","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"94-14-40-52",4,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"85-43-64-12",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"48-73-27-78",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"95-30-04-02",2,"Concrete","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"92-70-85-41",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"48-49-97-86",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"84-79-52-42",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"49-71-84-27",8,"Iron sheets","","Wood","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"62-50-68-38",4,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"27-08-48-72",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"77-27-65-41",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"70-31-22-22",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"94-42-67-72",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"44-03-12-81",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"02-54-15-71",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"62-99-04-33",4,"Thatched grass","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"42-85-59-02",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"02-53-80-77",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"50-80-96-28",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"11-91-04-75",6,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"25-18-28-61",6,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"59-58-64-54",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"68-47-48-14",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"64-84-94-47",6,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"47-86-51-93",8,"Tin","","Wood","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"89-64-71-91",7,"Other➡️ Please specify","burnt bricks with water","Wood","","Sand","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"32-24-09-18",3,"Concrete","","Wood","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"54-13-98-82",8,"Thatched grass","","Bricks with cement","","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"21-11-21-29",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"81-55-77-74",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"23-00-40-40",3,"Concrete","","Wood","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"17-59-86-59",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"89-73-28-02",7,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"14-55-50-79",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","VIP latrine",""
"60-36-21-40",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"57-25-85-63",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"80-36-08-51",4,"Tin","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"73-98-72-78",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-58-14-95",8,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"08-00-46-02",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"45-96-62-88",6,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"58-44-41-63",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"36-02-91-03",3,"Concrete","","Wood","","Smooth earth (soil)","","Piped water (house or public)","","Uncovered pit latrine",""
"29-24-40-33",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"64-42-73-18",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"56-97-76-00",8,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"37-93-28-73",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"03-58-95-42",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"15-23-04-89",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"51-35-95-32",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"32-54-58-03",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"45-15-07-99",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"59-16-11-16",5,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"78-92-27-80",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"24-78-22-03",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"61-90-23-18",10,"Iron sheets","","Other➡️ Please specify","burnt bricks with cement","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"36-41-14-75",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"15-24-20-62",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"13-30-97-65",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"62-39-49-91",7,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"37-93-31-47",4,"Iron sheets","","Concrete","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"41-29-34-43",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"24-91-36-31",4,"Iron sheets","","Other➡️ Please specify","burnt brick with cement","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"85-94-51-81",6,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"05-53-82-60",8,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"79-66-45-07",4,"Concrete","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"78-15-69-36",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"53-49-72-57",5,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"66-30-66-08",4,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"36-62-86-65",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"93-72-05-88",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"64-59-07-31",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"14-20-80-15",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"78-03-04-37",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"56-24-05-48",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"53-23-20-20",8,"Tin","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"52-44-39-84",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"67-64-28-49",3,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"75-72-38-92",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"37-95-25-26",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"16-25-25-05",5,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"61-27-42-98",7,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"47-23-15-41",6,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"19-28-77-73",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"68-18-94-35",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"93-17-92-46",2,"Thatched grass","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"93-76-84-35",8,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"44-86-19-68",6,"Iron sheets","","Other➡️ Please specify","burnt brick with mud","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"99-24-36-43",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit latrine without a slab",""
"18-82-63-90",4,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","VIP latrine",""
"86-57-20-12",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"38-84-93-57",8,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"27-07-91-33",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"50-08-65-68",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"78-04-92-62",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"52-85-47-82",5,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"19-35-88-74",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"59-09-71-58",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"74-51-37-03",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","Covered pit patrine with slab",""
"75-11-11-88",9,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"22-78-28-40",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"25-98-64-43",4,"Iron sheets","","Other➡️ Please specify","burnt bricks and mud","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"56-29-47-60",7,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"82-22-01-30",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"15-47-66-05",3,"Iron sheets","","Wood","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"04-89-61-71",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"58-73-17-40",4,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"82-66-58-84",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"40-67-36-34",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"76-04-73-59",4,"Iron sheets","","Wood","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"84-25-35-86",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"29-66-30-52",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"50-37-18-88",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"62-42-00-50",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"94-15-10-76",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"42-39-21-50",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","Other➡️ Please specify","he doesn't have a toilet(he is building now)"
"84-84-86-66",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"53-27-67-24",5,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Flush toilet",""
"02-02-62-52",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"10-89-66-70",4,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"28-72-52-28",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"89-15-58-91",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"57-65-92-31",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"78-69-73-93",3,"Iron sheets","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"86-71-54-16",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"49-00-37-24",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Flush toilet",""
"60-73-62-17",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"16-68-23-18",8,"Iron sheets","","Other➡️ Please specify","burnt bricks with mud","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
