interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"37-84-88-65","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"14-81-03-80","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"53-19-96-03","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","trust","indifferent","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried"
"83-97-00-24","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","indifferent","indifferent","Not at all worried","Worried","Worried","Worried","Slightly worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"46-19-90-07","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","indifferent","trust","trust","trust","trust","Slightly worried","Worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"92-29-31-08","Agree","Agree","Disagree","Strongly agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","distrust","trust","trust","Worried","Not at all worried","Worried","Extremely worried","Worried","Worried","Worried","Not at all worried","Slightly worried","Not at all worried"
"17-42-40-28","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"45-79-64-22","Disagree","Agree","Indifferent (neither nor)","Agree","Disagree","Indifferent (neither nor)","Disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Extremely worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"13-96-72-87","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Disagree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","strongly distrust","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"19-29-74-86","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Not at all worried","Slightly worried","Slightly worried","Worried","Worried","Slightly worried","Slightly worried","Worried","Slightly worried","Slightly worried"
"35-00-29-50","Strongly disagree","Strongly disagree","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","trust","trust","Not at all worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"59-86-12-12","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"76-11-26-21","Agree","Agree","Agree","Strongly disagree","Agree","Agree","Strongly disagree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","trust","trust","trust","trust","strongly distrust","Not at all worried","Not at all worried","Very worried","Worried","Worried","Very worried","Very worried","Extremely worried","Slightly worried","Extremely worried"
"62-32-74-83","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly disagree","Agree","Agree","Strongly agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Not at all worried","Extremely worried","Extremely worried","Very worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried"
"38-96-93-13","Disagree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","distrust","Not at all worried","Extremely worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"29-68-16-29","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"81-19-19-51","Agree","Agree","Agree","Disagree","Agree","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Extremely worried","Very worried","Not at all worried","Not at all worried","Worried","Very worried","Not at all worried","Worried"
"66-94-31-99","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"49-37-92-04","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"21-55-58-12","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Slightly worried","Worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"12-96-07-43","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"93-06-19-65","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"11-66-34-17","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","trust","trust","Not at all worried","Worried","Not at all worried","Worried","Not at all worried","Worried","Worried","Worried","Worried","Worried"
"56-59-99-19","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","indifferent","indifferent","indifferent","indifferent","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"31-05-57-57","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","strongly distrust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"10-22-42-13","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"78-11-12-15","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","distrust","trust","trust","Slightly worried","Worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"46-31-75-02","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"08-59-45-61","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","trust","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"44-58-66-87","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Very worried","Not at all worried","Not at all worried"
"61-83-81-67","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"05-38-54-18","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","strongly trust","trust","strongly trust","trust","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"83-79-00-11","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
"01-37-46-42","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","indifferent","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried"
"12-21-05-43","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"91-17-37-47","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","strongly trust","indifferent","trust","indifferent","indifferent","Worried","Worried","Very worried","Very worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"78-30-57-92","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"46-37-91-60","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","trust","indifferent","Not at all worried","Very worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"21-41-06-23","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","indifferent","Not at all worried","Worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"72-86-62-61","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","strongly trust","strongly trust","trust","trust","trust","Not at all worried","Worried","Not at all worried","Worried","Very worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"10-25-72-61","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Not at all worried","Extremely worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Very worried"
"09-97-42-13","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","trust","trust","Not at all worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"40-84-03-01","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","indifferent","strongly trust","indifferent","indifferent","distrust","Worried","Worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Worried","Not at all worried","Not at all worried"
"67-68-95-71","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"40-87-67-76","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","distrust","trust","trust","trust","strongly distrust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Worried","Worried","Worried"
"53-06-55-30","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","strongly distrust","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"27-68-03-52","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","trust","trust","trust","trust","indifferent","Worried","Not at all worried","Worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"31-09-93-80","Strongly disagree","Indifferent (neither nor)","Agree","Disagree","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Very worried","Worried","Very worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Worried","Slightly worried"
"99-42-64-05","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","strongly distrust","distrust","distrust","Slightly worried","Worried","Worried","Not at all worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Very worried","Extremely worried"
"50-99-25-24","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly distrust","strongly trust","strongly trust","trust","indifferent","Worried","Worried","Slightly worried","Very worried","Worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"43-58-14-96","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"20-64-96-32","Agree","Agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","trust","trust","distrust","distrust","distrust","Slightly worried","Worried","Slightly worried","Worried","Slightly worried","Worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried"
"05-63-81-75","Strongly agree","Strongly agree","Agree","Disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","strongly trust","trust","trust","strongly trust","indifferent","Worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"30-58-59-34","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Extremely worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"37-78-49-16","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"52-38-96-08","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly distrust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"74-41-82-14","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"39-49-23-24","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Agree","Agree","Disagree","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","trust","trust","distrust","trust","trust","Slightly worried","Slightly worried","Extremely worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"01-07-36-19","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"18-35-86-78","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Slightly worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried"
"48-62-04-43","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","indifferent","indifferent","indifferent","Slightly worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Worried","Slightly worried"
"37-36-66-29","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Not at all worried","Slightly worried","Extremely worried","Slightly worried","Very worried"
"23-98-09-79","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried","Slightly worried"
"17-40-48-73","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Slightly worried","Slightly worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"10-94-03-72","Agree","Agree","Disagree","Disagree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Disagree","Disagree","Disagree","trust","trust","trust","trust","distrust","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried","Worried","Worried","Worried","Worried","Not at all worried"
"99-02-51-45","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","strongly distrust","indifferent","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"80-26-66-95","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","strongly trust","strongly trust","strongly trust","trust","Not at all worried","Very worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Worried","Worried"
"83-04-04-09","Agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly distrust","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"90-43-64-15","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","distrust","Worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"07-17-03-20","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly disagree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","indifferent","Worried","Worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"83-78-16-55","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried"
"82-41-37-73","Disagree","Strongly agree","Disagree","Disagree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","distrust","distrust","distrust","distrust","Not at all worried","Worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Not at all worried"
"57-66-78-32","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","strongly distrust","indifferent","trust","trust","strongly distrust","Slightly worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried"
"19-38-64-11","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly disagree","Disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","trust","trust","strongly distrust","Worried","Worried","Not at all worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Worried"
