interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"15-76-60-42","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","indifferent","indifferent","indifferent","Slightly worried","Slightly worried","Slightly worried","Very worried","Slightly worried","Slightly worried","Worried","Worried","Worried","Worried"
"31-41-38-46","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Disagree","Indifferent (neither nor)","Disagree","distrust","distrust","distrust","trust","distrust","Not at all worried","Slightly worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"01-03-25-84","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","distrust","trust","strongly distrust","Not at all worried","Worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
"31-13-18-39","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Disagree","Agree","Agree","Strongly disagree","strongly trust","strongly trust","indifferent","indifferent","indifferent","Not at all worried","Worried","Extremely worried","Worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried"
"49-33-75-72","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","indifferent","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"72-79-79-86","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","distrust","Slightly worried","Worried","Slightly worried","Not at all worried","Not at all worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"86-17-23-69","Agree","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","distrust","trust","trust","trust","distrust","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"35-55-11-33","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Extremely worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"74-41-75-97","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Agree","Agree","Agree","strongly trust","trust","trust","indifferent","distrust","Extremely worried","Worried","Worried","Slightly worried","Slightly worried","Worried","Worried","Not at all worried","Extremely worried","Worried"
"75-64-48-24","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Disagree","trust","indifferent","trust","indifferent","indifferent","Slightly worried","Worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
"46-90-31-29","Strongly agree","Strongly disagree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly disagree","Disagree","Indifferent (neither nor)","Disagree","strongly distrust","distrust","strongly distrust","strongly trust","strongly distrust","Worried","Slightly worried","Worried","Not at all worried","Not at all worried","Slightly worried","Worried","Very worried","Extremely worried","Slightly worried"
"32-45-37-94","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Very worried","Worried","Worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried"
"29-06-99-56","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","trust","trust","indifferent","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Slightly worried","Not at all worried","Not at all worried"
"86-92-94-72","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","indifferent","indifferent","Not at all worried","Slightly worried","Slightly worried","Worried","Slightly worried","Worried","Not at all worried","Worried","Worried","Slightly worried"
"95-96-07-01","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","indifferent","trust","indifferent","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Worried","Worried","Worried"
"56-10-42-62","Strongly disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Strongly disagree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","indifferent","indifferent","Slightly worried","Very worried","Worried","Very worried","Worried","Not at all worried","Very worried","Worried","Worried","Slightly worried"
"39-85-42-75","Strongly agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Strongly disagree","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","trust","indifferent","indifferent","strongly trust","trust","Worried","Very worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"51-15-10-63","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","trust","strongly trust","trust","Worried","Extremely worried","Very worried","Slightly worried","Worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Very worried"
"81-75-45-31","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","trust","trust","strongly distrust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Very worried","Very worried","Very worried","Worried"
"57-29-61-37","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Slightly worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried"
"92-19-38-79","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Very worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried"
"51-61-36-83","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","indifferent","distrust","distrust","strongly distrust","Very worried","Worried","Not at all worried","Worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"26-90-05-49","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Very worried","Worried","Not at all worried","Not at all worried"
"66-97-67-27","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Very worried","Slightly worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"78-48-49-89","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"98-05-66-83","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"78-17-71-31","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","trust","trust","trust","trust","Not at all worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Extremely worried"
"35-97-55-04","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","trust","trust","indifferent","trust","indifferent","Slightly worried","Not at all worried","Worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"01-00-08-00","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","distrust","trust","distrust","indifferent","distrust","Worried","Worried","Worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"23-16-40-98","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Worried","Worried","Not at all worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"33-60-15-24","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","distrust","distrust","indifferent","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried"
"83-29-00-04","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","Strongly disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","strongly trust","indifferent","indifferent","indifferent","Not at all worried","Slightly worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"39-46-43-34","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","trust","indifferent","indifferent","distrust","Worried","Worried","Worried","Not at all worried","Worried","Worried","Not at all worried","Slightly worried","Not at all worried","Slightly worried"
"83-88-85-49","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"86-33-34-77","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","strongly trust","trust","strongly distrust","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Worried","Worried","Not at all worried"
"85-40-54-06","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"99-20-43-65","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","strongly trust","trust","Slightly worried","Worried","Not at all worried","Extremely worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"84-47-44-08","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"95-71-45-18","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Not at all worried","Not at all worried","Not at all worried","Very worried","Worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"43-23-29-59","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","trust","strongly trust","strongly trust","strongly trust","Slightly worried","Not at all worried","Worried","Very worried","Slightly worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried"
"65-07-52-31","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","strongly distrust","Worried","Worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Not at all worried","Worried"
"24-72-94-40","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Not at all worried","Worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried","Worried"
"27-52-71-52","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","indifferent","trust","indifferent","Worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
"21-67-72-81","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"40-08-15-69","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Disagree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","distrust","distrust","indifferent","indifferent","strongly distrust","Worried","Worried","Not at all worried","Slightly worried","Not at all worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"40-09-03-46","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","distrust","trust","Not at all worried","Slightly worried","Not at all worried","Slightly worried","Worried","Very worried","Very worried","Slightly worried","Very worried","Very worried"
"88-78-79-65","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Slightly worried","Not at all worried","Worried","Slightly worried","Slightly worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"72-36-26-24","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"07-13-49-69","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","distrust","Worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"02-58-47-09","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Worried","Worried","Worried","Worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"22-68-37-41","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Agree","trust","trust","distrust","trust","indifferent","Not at all worried","Not at all worried","Not at all worried","Worried","Extremely worried","Not at all worried","Very worried","Worried","Very worried","Worried"
"75-57-77-41","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","trust","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"04-02-68-66","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","trust","trust","trust","Slightly worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Slightly worried"
"02-25-96-16","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Extremely worried","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Worried","Slightly worried","Slightly worried"
"48-71-75-24","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","trust","strongly trust","trust","trust","trust","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Extremely worried"
"81-80-02-23","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried","Worried","Slightly worried","Very worried"
"42-14-73-23","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","indifferent","Slightly worried","Slightly worried","Slightly worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried"
"76-93-41-01","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","indifferent","Worried","Very worried","Very worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"95-12-78-81","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Slightly worried","Slightly worried","Not at all worried","Very worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Worried"
"20-49-21-26","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly agree","Disagree","Indifferent (neither nor)","Disagree","Disagree","Disagree","indifferent","indifferent","indifferent","indifferent","indifferent","Worried","Not at all worried","Not at all worried","Slightly worried","Worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
"93-19-03-86","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Disagree","Strongly agree","Indifferent (neither nor)","Strongly disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","indifferent","indifferent","distrust","Worried","Extremely worried","Worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Very worried","Slightly worried","Not at all worried"
"83-16-53-05","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Disagree","Strongly disagree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","indifferent","distrust","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"96-79-62-23","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","distrust","trust","trust","trust","trust","Slightly worried","Worried","Worried","Not at all worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"45-89-04-52","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","distrust","distrust","strongly distrust","distrust","Worried","Not at all worried","Not at all worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"12-50-51-44","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"64-36-21-26","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","trust","strongly trust","strongly distrust","Worried","Slightly worried","Not at all worried","Worried","Worried","Extremely worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"78-84-99-05","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Worried","Worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"37-66-37-12","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly disagree","Strongly disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly distrust","trust","strongly trust","Worried","Very worried","Worried","Not at all worried","Not at all worried","Worried","Extremely worried","Worried","Worried","Not at all worried"
"52-54-55-08","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","distrust","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"32-13-89-08","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Worried","Worried","Worried","Worried","Worried"
"85-25-22-09","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"72-82-24-11","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
