interview__key,lndprep__1,lndprep__2,lndprep__3,lndprep__4,cp021__1,cp021__2,cp021__3,cp021_source__1,cp021_source__2,cp021_source__3,cp021_source__4,cp021_source__5,cp021_source__6,cp021_source__96,cp021_source_other,cp_plantdays,cp_weedays,cp_hvstdays,cp_lbrdays,irr_train,cp026__1,cp026__2,cp026__3,cp026__4,cp026__5,cp026__6,cp026__7,cp026__96,cp026_oth,cp028,cp028_inst__1,cp028_inst__2,cp028_inst__3,cp028_inst__4,cp028_inst__5,cp028_inst__6,cp028_inst__7,cp029,cp030,cp031,cp032,crop_residue__1,crop_residue__2,crop_residue__3,crop_residue__4,crop_residue__5,crop_residue__96
"15-68-91-94",0,1,0,0,"No","Yes","No",,,,,,,,,4,7,7,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"26-17-34-04",0,1,0,0,"No","Yes","No",,,,,,,,,2,60,30,8,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"76-41-72-83",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,8,30,20,8,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"29-97-06-38",0,1,0,0,"Yes","No","No",,,,,,,,,2,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"46-55-47-04",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,1,2,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"46-92-45-03",0,1,0,0,"Yes","No","No",,,,,,,,,1,7,8,14,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"77-97-94-83",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,1,30,21,40,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"44-20-73-48",0,1,1,0,"Yes","Yes","No",,,,,,,,,1,10,2,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"74-52-06-68",0,1,0,0,"Yes","No","No",,,,,,,,,5,5,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"35-89-93-14",0,1,0,0,"No","Yes","No",,,,,,,,,3,5,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"39-90-60-06",0,1,0,0,"No","Yes","No",,,,,,,,,3,25,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"86-86-47-77",0,1,1,1,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,2,1,7,1,1,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"61-98-86-86",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"61-87-19-25",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,30,30,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"16-64-40-00",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,14,25,20,30,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"18-67-33-19",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,3,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"14-75-52-28",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,28,14,35,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"72-96-11-00",0,1,0,0,"Yes","Yes","No",,,,,,,,,7,14,21,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"68-35-97-06",0,1,0,0,"Yes","Yes","No",,,,,,,,,6,45,16,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"00-22-25-11",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,8,3,11,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"03-51-85-17",0,1,0,0,"No","Yes","No",,,,,,,,,4,60,2,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"26-31-55-52",0,1,0,0,"Yes","No","No",,,,,,,,,14,14,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"82-96-57-24",0,1,0,0,"No","Yes","No",,,,,,,,,1,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"98-34-87-15",0,1,0,0,"No","Yes","No",,,,,,,,,2,38,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"20-44-39-67",0,1,0,0,"No","Yes","No",,,,,,,,,1,0,7,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"73-85-71-84",0,1,0,0,"Yes","No","No",,,,,,,,,2,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"57-10-23-73",0,0,0,1,"Yes","No","No",,,,,,,,,7,30,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"27-45-94-38",0,0,1,0,"No","Yes","No",,,,,,,,,1,21,10,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"07-14-85-97",0,1,0,0,"No","Yes","Yes","No","No","No","No","No","No","Yes",,1,2,10,13,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,1,0,0,0
"55-58-44-60",0,1,0,0,"No","Yes","No",,,,,,,,,8,15,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"54-97-37-44",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,3,3,3,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"25-51-59-02",0,1,0,0,"Yes","Yes","No",,,,,,,,,4,6,7,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"98-34-54-09",0,1,0,0,"No","Yes","No",,,,,,,,,2,14,7,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,0,1,0,0,0
"69-46-62-21",0,1,0,0,"No","Yes","No",,,,,,,,,4,60,6,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"69-92-29-73",0,1,0,0,"Yes","No","No",,,,,,,,,3,7,14,10,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"37-17-48-58",0,1,0,0,"Yes","No","No",,,,,,,,,1,21,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"85-72-34-53",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"73-56-72-00",0,1,0,0,"No","Yes","Yes","No","No","No","No","No","No","Yes",,4,10,14,24,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"39-00-66-90",0,1,0,0,"No","Yes","No",,,,,,,,,3,31,21,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"52-72-83-96",0,1,0,0,"Yes","No","No",,,,,,,,,1,5,5,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"27-89-15-08",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,7,7,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"38-15-27-24",1,0,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,11,38,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"32-53-41-40",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,2,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"90-85-65-68",0,1,0,0,"No","Yes","No",,,,,,,,,10,44,4,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"07-04-06-31",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,4,4,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"00-51-21-96",0,1,0,0,"Yes","No","No",,,,,,,,,5,14,10,24,1,"Yes","Yes","No","No","No","No","No","No",,,,,,,,,,,,,,0,0,1,0,0,0
"29-09-67-77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-57-30-30",0,1,1,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,6,65,30,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"06-67-52-73",0,0,1,0,"No","Yes","Yes","Yes","No","No","No","No","No","No",,2,44,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"63-98-43-96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"95-39-48-28",0,1,0,0,"No","Yes","No",,,,,,,,,2,18,4,6,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"09-57-06-65",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,31,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"10-32-71-90",0,1,0,0,"Yes","No","No",,,,,,,,,1,30,10,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"91-48-09-94",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,2,21,12,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"20-98-55-75",0,1,0,0,"Yes","No","No",,,,,,,,,2,14,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"60-93-12-22",0,1,0,0,"No","Yes","No",,,,,,,,,1,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"08-84-40-54",0,1,0,0,"Yes","No","No",,,,,,,,,1,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"19-25-10-78",0,1,0,0,"Yes","Yes","No",,,,,,,,,4,60,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"71-72-13-14",0,1,0,0,"No","Yes","No",,,,,,,,,3,21,14,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"03-15-75-14",0,1,0,0,"Yes","Yes","No",,,,,,,,,10,10,15,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"44-83-75-40",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,6,6,10,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"50-57-49-63",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,5,3,8,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"70-71-45-76",0,1,0,0,"Yes","No","No",,,,,,,,,7,31,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"60-32-51-97",0,1,0,0,"No","Yes","No",,,,,,,,,1,5,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"52-97-46-11",0,1,0,0,"Yes","No","No",,,,,,,,,17,16,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"57-86-44-24",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,14,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"32-33-62-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-53-13-35",0,1,0,0,"Yes","No","No",,,,,,,,,2,7,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"84-76-53-05",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,14,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"43-02-03-01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11-80-97-44",0,1,0,0,"Yes","No","No",,,,,,,,,1,10,8,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"76-93-73-76",0,1,0,0,"Yes","No","No",,,,,,,,,2,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"65-71-79-01",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,30,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"76-37-92-47",0,1,0,0,"Yes","No","No",,,,,,,,,2,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"70-40-73-54",0,1,0,0,"Yes","No","No",,,,,,,,,3,14,14,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"88-42-92-11",0,1,0,0,"Yes","No","No",,,,,,,,,1,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"37-29-80-51",0,1,0,0,"Yes","No","No",,,,,,,,,3,20,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"50-63-32-01",0,1,0,0,"Yes","No","No",,,,,,,,,2,14,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"46-39-02-59",0,1,0,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,1,25,1,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"62-41-43-18",0,1,0,0,"No","Yes","Yes","No","No","No","No","No","No","Yes",,3,14,8,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"28-20-80-35",0,1,0,1,"Yes","Yes","No",,,,,,,,,4,38,25,10,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"56-49-64-65",0,1,0,0,"Yes","No","No",,,,,,,,,30,21,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"56-98-22-95",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,14,14,3,"Yes","Yes","Yes","Yes","No","Yes","Yes","No",,,,,,,,,,,,,,0,1,0,0,0,0
"68-55-46-57",0,1,0,0,"Yes","Yes","No",,,,,,,,,1,21,3,0,0,,,,,,,,,,,"Yes","No","No","No","No","No","No",,,,,0,1,1,0,0,0
"42-72-39-66",0,1,0,0,"Yes","No","No",,,,,,,,,1,14,15,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"92-09-40-22",0,1,0,0,"Yes","No","No",,,,,,,,,1,3,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"95-71-61-75",0,1,0,0,"Yes","No","No",,,,,,,,,14,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"78-85-83-34",0,1,0,0,"Yes","No","No",,,,,,,,,17,24,11,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"88-65-02-29",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"04-34-31-80",0,1,0,0,"Yes","No","No",,,,,,,,,1,14,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"91-55-85-33",0,1,0,0,"Yes","No","No",,,,,,,,,3,31,31,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"40-53-56-12",0,1,1,0,"Yes","No","No",,,,,,,,,10,7,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"27-46-53-11",0,1,0,0,"Yes","No","No",,,,,,,,,4,30,1,7,1,"Yes","Yes","Yes","Yes","No","Yes","No","No",,,,,,,,,,,,,,1,1,1,0,0,0
"08-92-74-48",0,1,0,0,"No","Yes","No",,,,,,,,,7,62,31,7,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"59-22-70-12",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,20,5,8,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"02-60-78-89",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,6,14,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"16-17-09-10",0,1,0,0,"No","Yes","No",,,,,,,,,3,7,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"04-43-83-44",0,1,0,0,"No","Yes","No",,,,,,,,,2,1,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"35-46-63-78",0,1,0,0,"Yes","No","No",,,,,,,,,7,14,14,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"78-47-97-25",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,4,30,5,35,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"19-28-85-33",0,1,0,0,"Yes","No","No",,,,,,,,,8,28,33,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"37-69-53-39",0,1,0,0,"Yes","Yes","No",,,,,,,,,7,90,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"34-87-20-64",0,1,0,0,"No","Yes","No",,,,,,,,,1,20,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"36-80-61-02",0,1,0,0,"No","No","Yes","No","No","No","No","No","No","Yes",,2,60,5,5,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"86-69-42-68",0,1,0,0,"Yes","No","No",,,,,,,,,2,7,2,0,1,"Yes","Yes","Yes","Yes","Yes","No","No","No",,,,,,,,,,,,,,1,0,0,0,0,0
"20-42-84-32",0,1,0,0,"No","Yes","No",,,,,,,,,1,1,4,2,1,"Yes","Yes","Yes","No","No","No","No","No",,,,,,,,,,,,,,0,1,1,0,0,0
"80-28-03-90",0,1,0,0,"Yes","No","No",,,,,,,,,2,7,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"76-65-87-56",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,20,10,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"32-43-86-95",0,1,0,0,"No","Yes","No",,,,,,,,,2,62,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"88-70-65-41",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,5,120,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"76-49-57-67",0,1,1,0,"Yes","No","No",,,,,,,,,5,40,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"79-79-17-52",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,1,4,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"53-44-93-49",0,1,0,0,"Yes","No","No",,,,,,,,,30,30,30,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"65-67-08-82",0,1,0,0,"Yes","No","No",,,,,,,,,9,14,2,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"43-85-20-59",0,1,0,0,"Yes","No","No",,,,,,,,,3,21,3,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"11-14-22-98",0,1,0,0,"Yes","No","No",,,,,,,,,2,3,7,7,1,"Yes","No","No","No","Yes","Yes","No","No",,,,,,,,,,,,,,0,1,0,0,0,0
"31-06-08-24",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,30,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"01-43-23-45",0,1,0,0,"No","Yes","Yes","No","No","No","Yes","No","No","No",,3,12,14,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"45-46-82-37",0,0,0,1,"Yes","No","No",,,,,,,,,1,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"11-87-22-26",0,1,0,0,"No","Yes","No",,,,,,,,,2,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"13-55-89-83",0,1,0,0,"No","Yes","No",,,,,,,,,7,7,2,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"34-71-86-92",0,1,0,0,"No","Yes","No",,,,,,,,,2,28,21,40,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"59-34-02-76",0,1,0,0,"No","Yes","No",,,,,,,,,2,10,7,2,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"94-38-09-90",0,1,0,0,"Yes","No","No",,,,,,,,,28,30,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"78-25-48-01",0,1,0,0,"No","Yes","No",,,,,,,,,30,30,21,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"46-93-32-00",0,1,0,0,"Yes","No","No",,,,,,,,,14,30,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"12-39-85-61",0,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,4,60,5,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"28-05-35-45",1,0,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,6,59,67,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"30-60-59-31",0,1,0,0,"Yes","Yes","No",,,,,,,,,7,62,7,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"47-75-15-04",0,1,0,0,"No","Yes","No",,,,,,,,,7,4,6,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"53-29-56-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-42-89-22",0,1,0,0,"No","Yes","No",,,,,,,,,1,1,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0
"88-29-43-39",0,0,0,1,"Yes","No","No",,,,,,,,,1,14,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"59-28-36-67",0,1,0,0,"No","No","Yes","Yes","No","No","No","No","No","No",,1,14,14,28,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"86-03-36-52",0,1,0,0,"No","Yes","No",,,,,,,,,1,30,10,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"23-49-64-16",0,1,0,0,"Yes","No","No",,,,,,,,,28,28,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"08-79-12-23",1,1,0,0,"No","Yes","Yes","No","No","Yes","No","No","No","No",,5,25,55,80,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"26-41-89-58",0,1,1,0,"Yes","Yes","No",,,,,,,,,10,28,20,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"68-77-96-37",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,32,31,30,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"52-83-38-94",0,1,0,0,"No","Yes","No",,,,,,,,,4,7,10,20,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"67-08-14-84",0,1,0,0,"No","Yes","No",,,,,,,,,3,30,2,2,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"43-44-83-36",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,2,11,4,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"97-03-37-68",1,0,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,31,30,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"26-04-46-11",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,7,3,5,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"64-89-33-44",0,1,0,0,"No","Yes","No",,,,,,,,,30,30,21,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"09-37-28-22",0,1,0,0,"No","Yes","No",,,,,,,,,1,7,3,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"11-87-63-69",0,1,0,0,"Yes","Yes","Yes","No","No","Yes","No","No","No","No",,2,90,7,7,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"21-48-73-26",0,1,0,0,"No","Yes","No",,,,,,,,,14,60,21,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0
"95-62-47-68",0,1,0,0,"Yes","No","No",,,,,,,,,28,14,40,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"22-57-11-64",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,30,14,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"16-16-37-56",0,1,0,0,"No","Yes","No",,,,,,,,,3,14,14,3,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"90-41-66-63",0,1,0,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,4,60,11,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,0,0
"86-61-37-71",0,1,0,0,"Yes","Yes","Yes","No","No","No","Yes","No","No","No",,2,60,3,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0
"51-98-81-10",0,1,1,0,"No","No","Yes","No","No","Yes","No","No","No","No",,8,60,14,4,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"86-70-80-56",0,1,1,0,"Yes","No","No",,,,,,,,,7,14,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"61-70-60-57",0,1,0,0,"No","Yes","No",,,,,,,,,8,30,14,5,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"28-51-95-56",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,2,40,1,40,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"51-09-05-08",0,1,0,0,"Yes","Yes","No",,,,,,,,,2,14,7,1,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"35-94-61-77",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,1,28,28,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"36-72-98-05",0,1,0,0,"No","Yes","No",,,,,,,,,10,20,15,13,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"40-64-72-16",0,1,0,0,"Yes","No","No",,,,,,,,,14,21,20,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"98-62-02-19",0,1,0,0,"Yes","Yes","No",,,,,,,,,6,45,1,4,0,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,0
"23-24-36-18",0,1,0,0,"No","Yes","No",,,,,,,,,2,59,9,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"88-50-89-00",0,0,1,0,"No","No","Yes","No","Yes","Yes","No","No","No","No",,3,60,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"25-45-17-13",0,1,0,0,"No","Yes","No",,,,,,,,,8,32,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0
"83-60-66-04",0,1,0,0,"No","No","Yes","No","No","Yes","No","No","No","No",,1,14,14,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
"20-14-81-13",0,1,0,0,"No","Yes","No",,,,,,,,,7,30,30,35,0,,,,,,,,,,,"No","No","No","No","No","Yes","No",,,,,0,1,0,0,0,0
"97-46-80-41",0,1,1,0,"Yes","No","Yes","No","No","Yes","No","No","No","No",,3,2,7,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0
