interview__key,r_forset_product__id,fstqty,fstpdt_unt,fstpdt_unt_oth,fstpdt_sl,fstpdt_slqty,fstpdt_slunit,fstpdt_slunit_oth,fstpdt_slpssd,fstpdt_slprc,fstpdt_exp,fstpdt_expamt,fstpdt_ch,fstpdt_ch2,f027,f028
"28-75-01-80","Medicinal plants",3,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"28-75-01-80","Mushrooms",2,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"30-19-51-31","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","forest are are not turned into agricultural area"
"29-29-81-12","Firewood",20,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"83-66-69-06","Firewood",108,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"26-43-59-91","Firewood",60,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","DEFORESTATION"
"97-96-91-38","Firewood",60,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"23-72-17-40","Firewood",140,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"39-58-22-39","Firewood",200,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"69-57-31-01","Firewood",200,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"60-54-64-58","Firewood",270,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting alot of trees"
"60-54-64-58","Wood for charcoal production",30,"Numbers","","Yes",15,"Numbers","","Yes",20000,"No",,"Slight decrease","Massive decrease","","alot of trees have been cut down"
"60-54-64-58","Sand, stone, mud",4,"Canter","","No",,,"",,,"No",,"The same","The same","",""
"89-99-48-67","Firewood",260,"Bunches","","No",,,"",,,"No",,"Massive increase","Massive decrease","Through deforestation there is an increase in firewood.",""
"89-99-48-67","Medicinal plants",2,"Kilograms","","No",,,"",,,"No",,"Massive increase","Slight decrease","By planting trees we can increase medicinal plants",""
"89-99-48-67","Tea leaves",5,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","There was no clearing of vegetation in farms and no cutting of trees",""
"89-99-48-67","Mushrooms",10,"Kilograms","","No",,,"",,,"No",,"Massive increase","Slight decrease","There is no rainfall hence I except less mushrooms",""
"44-61-50-65","Firewood",104,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","There was no deforestation",""
"44-61-50-65","Mushrooms",20,"Kilograms","","No",,,"",,,"No",,"Massive increase","Massive decrease","It's dry season and there is no rain",""
"12-80-78-48","Firewood",520,"Kilograms","","No",,,"",,,"No",,"Massive increase","Massive decrease","Alot of people weren't cutting trees for firewood back then",""
"12-80-78-48","Mushrooms",10,"Kilograms","","No",,,"",,,"No",,"Massive increase","Slight decrease","Back then there was many trees hence alot of mushrooms compared to now.",""
"70-19-76-68","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Deforestation"
"70-19-76-68","Mushrooms",8,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"46-78-87-50","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","expansion of farm lands"
"82-64-50-66","Firewood",108,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","alot of people have been permitted to harvest trees in forest",""
"46-02-32-25","Firewood",162,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","cutting down forests"
"51-99-40-78","Firewood",110,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"45-83-32-93","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cultivation activities"
"45-83-32-93","Mushrooms",10,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cultivation activities"
"33-22-63-71","Firewood",48,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"95-96-92-75","Firewood",216,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","less tree plantations with more cutting down of trees"
"95-96-92-75","Wild fruits",3240,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting down of trees impacts unavailability of the fruits"
"19-37-18-76","Firewood",48,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight increase","They plant trees often",""
"19-37-18-76","Mushrooms",3,"Debe","","Yes",3,"Debe","","No",10000,"No",,"The same","The same","",""
"74-28-59-17","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","overexploitation , deforestation and increase of number of purchases of farm by people outside the village who protects their farm to harvest tree"
"48-48-94-57","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant trees",""
"48-48-94-57","Wild fruits",74,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees to increase more fruits",""
"48-48-94-57","Mushrooms",10,"Kilograms","","No",,,"",,,"No",,"Slight increase","Massive decrease","More rain means more mushrooms. We need to plant more mushrooms and trees.",""
"03-43-60-42","Firewood",48,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","nearby trees have been cutted so we have to cultivate far away"
"49-89-37-09","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"76-49-10-53","Firewood",108,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population  increase"
"76-49-10-53","Wood for charcoal production",84,"Debe","","No",,,"",,,"Yes",2000,"Slight decrease","Massive decrease","","the use of natural gas"
"76-59-40-83","Firewood",54,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"76-59-40-83","Wood for charcoal production",12,"Debe","","No",,,"",,,"Yes",2000,"The same","The same","",""
"76-59-40-83","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"76-59-40-83","Tea leaves",2,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"51-80-93-49","Firewood",58,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"29-06-51-62","Firewood",52,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"47-99-10-89","Firewood",162,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","high rate of deforestation"
"47-99-10-89","Wood for charcoal production",24,"Debe","","No",,,"",,,"Yes",2000,"Slight decrease","Massive decrease","","deforestation  without Afforestation"
"47-99-10-89","Wild fruits",500,"Grams","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"81-41-75-01","Firewood",1,"Canter","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"76-68-21-05","Firewood",54,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","burning down of forests"
"47-73-43-68","Firewood",4,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase and coal production"
"51-60-71-39","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive decrease","Planting trees increases the availability of firewood",""
"51-60-71-39","Wild fruits",10,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","By planting trees we increase wild fruits",""
"51-60-71-39","Mushrooms",30,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","The presences of rainfall increases mushrooms",""
"10-22-07-48","Firewood",60,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"36-41-17-07","Firewood",96,"Bale / Bundle","","Yes",5,"Bale / Bundle","","No",3000,"No",,"Massive decrease","Massive decrease","","increasing of charcoal activities"
"52-56-02-56","Firewood",240,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"52-56-02-56","Mushrooms",4,"Debe","","Yes",4,"Debe","","No",10000,"No",,"Slight decrease","Slight decrease","","No rain"
"32-96-32-91","Firewood",48,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"32-96-32-91","Medicinal plants",3,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"32-96-32-91","Tea leaves",10,"Kilograms","","No",,,"",,,"No",,"The same","Massive increase","",""
"32-96-32-91","Mushrooms",10,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Climate change"
"54-77-99-69","Firewood",166,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increased human population  hence increased need for firewood"
"54-77-99-69","Wood for charcoal production",21,"Debe","","No",,,"",,,"Yes",4500,"Slight decrease","Massive decrease","","1.increased human population 2.most of area are now agricultural land"
"10-69-04-21","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Most of land occupied and increase of population"
"25-34-66-08","Firewood",260,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight decrease","By planting trees we can increase firewood",""
"25-34-66-08","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","The presence of many trees increases the availability of wild fruits",""
"29-70-97-81","Firewood",162,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","there no alot of forest anymore"
"29-70-97-81","Wild fruits",16200,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting down trees carrying the fruits"
"16-38-85-69","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","climate change"
"16-38-85-69","Medicinal plants",1,"Liters","","No",,,"",,,"No",,"The same","The same","",""
"16-38-85-69","Mushrooms",3,"Liters","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","No rain"
"34-85-34-32","Other➡️specify",12,"Debe","","No",,,"",,,"Yes",3500,"Massive decrease","Massive decrease","","increased population and deforestation"
"87-75-27-62","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase and agriculture activities"
"87-75-27-62","Mushrooms",10,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","shortage of rainfall"
"03-56-68-20","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive increase","","Land clearance"
"03-56-68-20","Wild fruits",3,"Debe","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Land clearance"
"96-99-31-77","Firewood",54,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting down trees without replacing"
"43-76-23-18","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase and in rease in agricultural  activities"
"43-76-23-18","Wild fruits",10,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Drought"
"47-55-12-39","Firewood",324,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increased human population"
"26-14-45-15","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"26-14-45-15","Mushrooms",2,"Debe","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"92-21-19-80","Firewood",24,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"69-22-78-98","Firewood",104,"Bunches","","No",,,"",,,"Yes",70000,"Slight decrease","Massive decrease","","restrictions on harvesting firewood in forest"
"72-81-88-52","Firewood",12,"Other (please specify)","power tiller","No",,,"",,,"Yes",15000,"Massive decrease","Massive decrease","","deforestation"
"99-60-35-75","Firewood",2,"Bunches","","No",,,"",,,"Yes",50000,"Massive decrease","Massive decrease","","most of area are sold to private people and fence them so firewood is now scarce"
"22-09-50-57","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive decrease","We should plant more trees to increase firewood",""
"88-99-86-73","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","no enough forest"
"71-42-32-14","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Building activities"
"71-42-32-14","Wood for charcoal production",104,"Debe","","No",,,"",,,"Yes",3000,"Slight decrease","Massive decrease","","deforestation"
"71-42-32-14","Wild fruits",1,"Debe","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"71-42-32-14","Medicinal plants",3,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"71-42-32-14","Tea leaves",1,"Debe","","No",,,"",,,"No",,"The same","The same","",""
"30-04-61-14","Firewood",162,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","competition among users"
"30-04-61-14","Medicinal plants",1,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"32-10-01-18","Wood for charcoal production",84,"Debe","","No",,,"",,,"Yes",180000,"Massive decrease","Massive decrease","","increased population"
"22-48-15-22","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"06-04-90-02","Firewood",48,"Wheelbarrow","","No",,,"",,,"Yes",120000,"Slight decrease","Slight decrease","","Law enforcement prohibit cutting down of trees"
"06-04-90-02","Wild fruits",3,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"06-04-90-02","Tea leaves",10,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Drought"
"06-04-90-02","Mushrooms",20,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Drought"
"89-93-26-33","Firewood",54,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"16-51-24-24","Firewood",52,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees to increase firewood",""
"16-51-24-24","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight increase","Massive decrease","We should plant more trees to get wild fruits",""
"85-00-63-86","Firewood",48,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Drought"
"24-74-06-95","Firewood",5,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","OVERPOPULATION"
"76-24-30-21","Firewood",162,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","random cutting down of trees"
"76-24-30-21","Wild fruits",540,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"56-71-52-33","Firewood",96,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive increase","There is lots of trees on the mountains",""
"56-71-52-33","Tea leaves",1,"Liters","","No",,,"",,,"No",,"The same","The same","",""
"27-56-82-36","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","lack of capital for purchasing land"
"98-24-74-63","Firewood",156,"Bunches","","No",,,"",,,"No",,"Massive increase","Massive decrease","We should plant trees after cutting firewood",""
"33-63-66-85","Firewood",30,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","I don't know"
"98-23-40-44","Firewood",162,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","limited forests due to mass forest harvest"
"37-22-37-99","Firewood",106,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"00-67-21-61","Firewood",2000,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"00-67-21-61","Mushrooms",10,"Debe","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEPLETION OF NATURAL RESOURCES"
"00-67-21-61","Honey",5,"Debe","","Yes",4,"Debe","","No",200000,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"51-87-88-69","Firewood",52,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased human population and the needs of firewood also prohibition of cutting trees without a permit"
"00-01-36-74","Firewood",20,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased  population"
"07-23-47-52","Firewood",2,"Canter","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population increase"
"07-42-94-81","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"23-53-17-58","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increasing of agriculture activities"
"66-23-65-75","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","mass forest harvest"
"94-52-36-12","Firewood",2,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"94-52-36-12","Wood for charcoal production",52,"Debe","","No",,,"",,,"Yes",3000,"Slight decrease","Slight decrease","","deforestation"
"34-33-60-75","Firewood",98,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"94-14-40-52","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"85-43-64-12","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation  without  Afforestation"
"85-43-64-12","Wood for charcoal production",12,"Debe","","No",,,"",,,"Yes",2000,"Slight decrease","Massive decrease","","Lack of trees"
"85-43-64-12","Wild fruits",1,"Debe","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"85-43-64-12","Medicinal plants",2,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","lack  of trees"
"48-73-27-78","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","nearest area are now agricultural farm"
"92-70-85-41","Firewood",52,"Wheelbarrow","","No",,,"",,,"Yes",1300000,"Slight increase","Slight decrease","We should plant more trees",""
"48-49-97-86","Firewood",20,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"84-79-52-42","Firewood",12,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"49-71-84-27","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"62-50-68-38","Firewood",144,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population increase"
"62-50-68-38","Wild fruits",1,"Debe","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population increase"
"62-50-68-38","Mushrooms",10,"Liters","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population increase"
"27-08-48-72","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","climatic change"
"27-08-48-72","Wood for charcoal production",104,"Debe","","No",,,"",,,"Yes",3000,"Slight decrease","Slight decrease","","climatic change"
"77-27-65-41","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population  increase"
"77-27-65-41","Wild fruits",5,"Debe","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Land clearance"
"77-27-65-41","Tea leaves",3,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population  increase"
"70-31-22-22","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"94-42-67-72","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","encreasing of agriculture activities"
"94-42-67-72","Wild fruits",5,"Liters","","No",,,"",,,"No",,"The same","Slight decrease","",""
"44-03-12-81","Firewood",156,"Bunches","","No",,,"",,,"Yes",150000,"Massive decrease","Massive decrease","","deforestation"
"44-03-12-81","Tea leaves",50,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"02-54-15-71","Firewood",30,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"62-99-04-33","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"42-85-59-02","Firewood",260,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"42-85-59-02","Wild fruits",10,"Debe","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"02-53-80-77","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees and avoid cutting trees recklessly",""
"02-53-80-77","Wild fruits",20,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","By planting trees there is more availability of wild fruits",""
"02-53-80-77","Mushrooms",10,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","By planting trees and conserving nature.",""
"50-80-96-28","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population  increase"
"50-80-96-28","Wood for charcoal production",84,"Debe","","No",,,"",,,"Yes",3000,"Slight decrease","Massive decrease","","population  increase"
"11-91-04-75","Firewood",52,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","you require a permit to harvest firewood"
"25-18-28-61","Firewood",216,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","random cutting down trees"
"25-18-28-61","Medicinal plants",250,"Grams","","No",,,"",,,"No",,"The same","The same","",""
"59-58-64-54","Firewood",378,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","limited area of picking firewood"
"68-47-48-14","Sand, stone, mud",3,"Tonnes","","No",,,"",,,"No",,"The same","Slight decrease","",""
"64-84-94-47","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"64-84-94-47","Mushrooms",2,"Debe","","No",,,"",,,"No",,"The same","The same","",""
"47-86-51-93","Firewood",36,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"89-64-71-91","Firewood",104,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"32-24-09-18","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"54-13-98-82","Wood for charcoal production",7,"Debe","","No",,,"",,,"Yes",20000,"Slight decrease","Slight decrease","","cost of production and government laws resulted to less number of producer"
"21-11-21-29","Firewood",169,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"81-55-77-74","Firewood",20,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFOTESTATION"
"23-00-40-40","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"17-59-86-59","Firewood",52,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees to increase firewood",""
"17-59-86-59","Wild fruits",3,"Kilograms","","No",,,"",,,"No",,"Massive increase","Slight decrease","The presence of rain causes plants to grow and wild fruits to increase",""
"17-59-86-59","Mushrooms",2,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"89-73-28-02","Firewood",3,"Wheelbarrow","","No",,,"",,,"Yes",60000,"Slight increase","Slight decrease","We should plant more trees",""
"89-73-28-02","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight increase","Massive decrease","We need to plant more trees to increase wild fruits",""
"14-55-50-79","Firewood",36,"Wheelbarrow","","No",,,"",,,"Yes",180000,"Slight decrease","Massive decrease","","deforestation"
"60-36-21-40","Firewood",2,"Wheelbarrow","","No",,,"",,,"Yes",140000,"Slight increase","Slight decrease","We should plant more trees",""
"60-36-21-40","Wild fruits",10,"Kilograms","","No",,,"",,,"No",,"Massive increase","Slight decrease","We need to plant more trees to increase wild fruits",""
"57-25-85-63","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"57-25-85-63","Mushrooms",10,"Liters","","No",,,"",,,"No",,"The same","Slight decrease","",""
"80-36-08-51","Firewood",48,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"73-98-72-78","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"48-58-14-95","Firewood",120,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"45-96-62-88","Firewood",104,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased population and needs for fuel"
"58-44-41-63","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"58-44-41-63","Wild fruits",1,"Debe","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"58-44-41-63","Medicinal plants",3,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"58-44-41-63","Tea leaves",4,"Kilograms","","No",,,"",,,"No",,"The same","Massive decrease","",""
"36-02-91-03","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"29-24-40-33","Firewood",104,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees and find an alternative source of energy",""
"29-24-40-33","Wild fruits",2,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more fruit trees",""
"29-24-40-33","Medicinal plants",1,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"29-24-40-33","Tea leaves",1,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight increase","","Many farmers were not planting tea leaves back then"
"29-24-40-33","Mushrooms",1,"Kilograms","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant trees and ensure environmental conservation to increase mushrooms.",""
"64-42-73-18","Firewood",312,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive decrease","We should plant more trees",""
"56-97-76-00","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"37-93-28-73","Firewood",108,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people deforestate so much"
"03-58-95-42","Firewood",96,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population increase"
"03-58-95-42","Mushrooms",10,"Liters","","No",,,"",,,"No",,"Massive increase","Massive increase","There is enough rain",""
"15-23-04-89","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"51-35-95-32","Firewood",12,"Canter","","No",,,"",,,"Yes",600000,"Massive decrease","Massive decrease","","most of places have been reserved"
"32-54-58-03","Firewood",50,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"45-15-07-99","Firewood",260,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees and use an alternative energy for cooking",""
"59-16-11-16","Firewood",108,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","most of places have been reserved"
"78-92-27-80","Firewood",78,"Bunches","","No",,,"",,,"Yes",160000,"Massive decrease","Massive decrease","","don't know the reason"
"24-78-22-03","Firewood",54,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","nearby forest have been burnt down"
"24-78-22-03","Wild fruits",4,"Debe","","No",,,"",,,"No",,"The same","The same","",""
"24-78-22-03","Medicinal plants",500,"Grams","","No",,,"",,,"No",,"The same","The same","",""
"61-90-23-18","Firewood",1,"Canter","","No",,,"",,,"Yes",50000,"Massive decrease","Massive decrease","","limeted to harvest forest by the authorities"
"36-41-14-75","Firewood",52,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","We should plant more trees",""
"15-24-20-62","Firewood",144,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Forests are private owned"
"15-24-20-62","Wild fruits",5,"Debe","","Yes",3,"Debe","","No",6000,"No",,"Slight decrease","Slight decrease","","Alot of people go to gather the fruits"
"15-24-20-62","Tea leaves",1,"Liters","","No",,,"",,,"No",,"The same","The same","",""
"13-30-97-65","Firewood",16,"Debe","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEFORESTATION"
"13-30-97-65","Mushrooms",2,"Debe","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","DEPLETION OF NATURAL RESOURCES"
"62-39-49-91","Firewood",54,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"62-39-49-91","Wild fruits",1080,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","cutting down of forests"
"41-29-34-43","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"41-29-34-43","Wild fruits",3,"Debe","","No",,,"",,,"No",,"The same","Slight decrease","",""
"41-29-34-43","Mushrooms",3,"Debe","","No",,,"",,,"No",,"The same","Slight decrease","",""
"24-91-36-31","Firewood",54,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","limited access to harvest forest"
"85-94-51-81","Firewood",156,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increased use of firewood and use of firewood to preparation of burnt bricks"
