interview__key,r_purpose_tr__id,road_4__1,road_4__2,road_4__3,road_4__4,road_4__5,road_4__6,road_4__7,road_4__8,road_4__96,road_5
"15-76-60-42","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"15-76-60-42","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"15-76-60-42","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"15-76-60-42","Got to workplace","No","No","No","No","Yes","No","No","No","No","Almost every week"
"31-41-38-46","Go to the market","No","No","No","Yes","Yes","No","No","No","No","Once or twice a month"
"31-41-38-46","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"31-41-38-46","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"31-41-38-46","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"01-03-25-84","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"01-03-25-84","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"01-03-25-84","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"01-03-25-84","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"31-13-18-39","Go to the market","Yes","No","No","No","No","No","No","No","No","A few times a year"
"31-13-18-39","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"49-33-75-72","Go to the market","Yes","Yes","No","No","No","No","No","No","No","Once or twice a month"
"49-33-75-72","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","A few times a year"
"49-33-75-72","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"49-33-75-72","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"49-33-75-72","Visit recreational places","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"49-33-75-72","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"72-79-79-86","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"72-79-79-86","Go to school","Yes","No","No","No","No","No","No","No","No","A few times a year"
"72-79-79-86","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"86-17-23-69","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"86-17-23-69","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"86-17-23-69","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"35-55-11-33","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"35-55-11-33","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"35-55-11-33","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"35-55-11-33","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"74-41-75-97","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"74-41-75-97","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"75-64-48-24","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"75-64-48-24","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"46-90-31-29","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"46-90-31-29","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"46-90-31-29","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"46-90-31-29","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"32-45-37-94","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"32-45-37-94","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"29-06-99-56","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"29-06-99-56","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"29-06-99-56","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"86-92-94-72","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"86-92-94-72","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"86-92-94-72","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"95-96-07-01","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-96-07-01","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"56-10-42-62","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"56-10-42-62","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"39-85-42-75","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"39-85-42-75","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"39-85-42-75","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"51-15-10-63","Go to the market","No","No","Yes","No","No","No","No","No","No","Once a week or more often"
"51-15-10-63","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"51-15-10-63","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"81-75-45-31","Go to the market","Yes","No","Yes","No","Yes","No","No","No","No","Almost every week"
"81-75-45-31","Go to school","No","No","Yes","No","Yes","No","No","No","No","Once a week or more often"
"81-75-45-31","Access medical treatment","No","No","Yes","No","Yes","No","No","No","No","Less often"
"81-75-45-31","Got to workplace","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"81-75-45-31","Visit friends/ relatives","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"57-29-61-37","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"57-29-61-37","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"92-19-38-79","Go to the market","Yes","No","No","No","Yes","No","No","No","No","Almost every week"
"92-19-38-79","Go to school","Yes","No","No","No","Yes","No","No","No","No","Almost every week"
"92-19-38-79","Got to workplace","Yes","No","No","No","Yes","No","No","No","No","Almost every week"
"51-61-36-83","Go to the market","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Go to school","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Got to workplace","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Visit friends/ relatives","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Visit recreational places","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Go to the field","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"51-61-36-83","Other➡️specify:","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"26-90-05-49","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"26-90-05-49","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"26-90-05-49","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"26-90-05-49","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"26-90-05-49","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"66-97-67-27","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"66-97-67-27","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"66-97-67-27","Access medical treatment","No","No","No","No","Yes","No","No","No","No","Once or twice a month"
"66-97-67-27","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"78-48-49-89","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"78-48-49-89","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"78-48-49-89","Got to workplace","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"78-48-49-89","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"98-05-66-83","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"98-05-66-83","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"98-05-66-83","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"78-17-71-31","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"78-17-71-31","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"78-17-71-31","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"78-17-71-31","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"78-17-71-31","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"35-97-55-04","Go to the market","No","No","No","Yes","No","No","No","No","No","Once or twice a month"
"35-97-55-04","Access medical treatment","No","No","No","Yes","No","No","No","No","No","Once or twice a month"
"35-97-55-04","Visit friends/ relatives","No","No","No","Yes","No","No","No","No","No","Once or twice a month"
"01-00-08-00","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"01-00-08-00","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"01-00-08-00","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"23-16-40-98","Go to the market","No","No","No","Yes","Yes","No","No","No","No","Once or twice a month"
"23-16-40-98","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"23-16-40-98","Access medical treatment","No","No","No","Yes","No","No","No","No","No","Once or twice a month"
"23-16-40-98","Got to workplace","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"23-16-40-98","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"23-16-40-98","Go to the field","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"33-60-15-24","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"33-60-15-24","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"33-60-15-24","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-29-00-04","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-29-00-04","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-29-00-04","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-29-00-04","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"39-46-43-34","Go to school","No","No","No","Yes","No","No","No","No","No","A few times a year"
"39-46-43-34","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-88-85-49","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"86-33-34-77","Go to the market","Yes","Yes","No","Yes","Yes","No","No","No","No","Once a week or more often"
"86-33-34-77","Access medical treatment","No","No","No","No","Yes","No","No","No","No","Almost every week"
"86-33-34-77","Visit friends/ relatives","No","No","No","No","Yes","No","No","No","No","Almost every week"
"85-40-54-06","Access medical treatment","No","No","Yes","No","No","No","No","No","No","A few times a year"
"99-20-43-65","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"99-20-43-65","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"84-47-44-08","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"84-47-44-08","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"84-47-44-08","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"84-47-44-08","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"84-47-44-08","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"84-47-44-08","Go to the field","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"95-71-45-18","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-71-45-18","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-71-45-18","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-71-45-18","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-71-45-18","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"43-23-29-59","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"43-23-29-59","Visit recreational places","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"43-23-29-59","Other➡️specify:","No","No","No","Yes","No","No","No","No","No","A few times a year"
"65-07-52-31","Go to the market","No","No","No","No","Yes","No","No","No","No","Once or twice a month"
"65-07-52-31","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"65-07-52-31","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"65-07-52-31","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"24-72-94-40","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"24-72-94-40","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"24-72-94-40","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"27-52-71-52","Go to the market","Yes","Yes","No","No","No","No","No","No","No","Almost every week"
"27-52-71-52","Go to school","Yes","Yes","No","No","No","No","No","No","No","Almost every week"
"27-52-71-52","Access medical treatment","Yes","Yes","No","Yes","Yes","No","No","No","No","Almost every week"
"27-52-71-52","Got to workplace","Yes","Yes","No","No","No","No","No","No","No","Almost every week"
"21-67-72-81","Go to the market","Yes","No","No","Yes","Yes","No","No","No","No","Almost every week"
"21-67-72-81","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"21-67-72-81","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"21-67-72-81","Got to workplace","Yes","Yes","No","No","Yes","No","No","No","No","Once a week or more often"
"21-67-72-81","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"21-67-72-81","Go to the field","Yes","Yes","No","No","Yes","No","No","No","No","Almost every week"
"40-08-15-69","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"40-08-15-69","Go to school","No","No","No","No","Yes","No","No","No","No","Almost every week"
"40-08-15-69","Access medical treatment","No","No","No","No","Yes","No","No","No","No","A few times a year"
"40-08-15-69","Got to workplace","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"40-08-15-69","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"40-09-03-46","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"40-09-03-46","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"40-09-03-46","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"88-78-79-65","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"88-78-79-65","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"88-78-79-65","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"72-36-26-24","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"72-36-26-24","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"07-13-49-69","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"07-13-49-69","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"07-13-49-69","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"02-58-47-09","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"02-58-47-09","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"02-58-47-09","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"22-68-37-41","Go to the market","Yes","Yes","No","No","Yes","No","No","No","No","Once a week or more often"
"22-68-37-41","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"22-68-37-41","Access medical treatment","Yes","Yes","No","No","No","No","No","No","No","Once a week or more often"
"22-68-37-41","Visit friends/ relatives","Yes","Yes","No","No","No","No","No","No","No","Once a week or more often"
"75-57-77-41","Go to the market","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"75-57-77-41","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"75-57-77-41","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"75-57-77-41","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"04-02-68-66","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"04-02-68-66","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"04-02-68-66","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"04-02-68-66","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"02-25-96-16","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"48-71-75-24","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"48-71-75-24","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"48-71-75-24","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"48-71-75-24","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"48-71-75-24","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"48-71-75-24","Visit recreational places","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"81-80-02-23","Go to the market","Yes","Yes","No","No","No","No","No","No","No","Once a week or more often"
"81-80-02-23","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"81-80-02-23","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"81-80-02-23","Visit friends/ relatives","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"42-14-73-23","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"42-14-73-23","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"42-14-73-23","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"42-14-73-23","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"76-93-41-01","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"76-93-41-01","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"76-93-41-01","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"76-93-41-01","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"95-12-78-81","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-12-78-81","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-12-78-81","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"95-12-78-81","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"20-49-21-26","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"20-49-21-26","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"20-49-21-26","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"93-19-03-86","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"93-19-03-86","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"93-19-03-86","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"93-19-03-86","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"83-16-53-05","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"83-16-53-05","Go to school","Yes","No","No","No","No","No","No","No","No","Less often"
"83-16-53-05","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"96-79-62-23","Go to the market","No","No","No","No","Yes","No","No","No","No","Once or twice a month"
"96-79-62-23","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"96-79-62-23","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"96-79-62-23","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"96-79-62-23","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"45-89-04-52","Visit friends/ relatives","No","No","No","No","Yes","No","No","No","No","Once or twice a month"
"12-50-51-44","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"12-50-51-44","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"12-50-51-44","Go to the field","Yes","No","No","No","No","No","No","No","No","Almost every week"
"64-36-21-26","Go to the market","Yes","No","No","Yes","Yes","No","No","No","No","Once a week or more often"
"64-36-21-26","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"64-36-21-26","Visit recreational places","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"78-84-99-05","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"78-84-99-05","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"78-84-99-05","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"37-66-37-12","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"37-66-37-12","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"52-54-55-08","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"52-54-55-08","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"52-54-55-08","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"32-13-89-08","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"32-13-89-08","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"32-13-89-08","Access medical treatment","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"32-13-89-08","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"85-25-22-09","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"85-25-22-09","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"72-82-24-11","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"72-82-24-11","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"72-82-24-11","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"36-18-65-12","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"42-45-66-86","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"42-45-66-86","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"42-45-66-86","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"44-14-86-31","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"44-14-86-31","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"44-14-86-31","Access medical treatment","Yes","No","No","Yes","Yes","No","No","No","No","Varies/don’t know"
"44-14-86-31","Visit friends/ relatives","No","No","No","No","Yes","No","No","No","No","Less often"
"84-19-29-35","Go to the market","No","No","No","Yes","No","No","No","No","No","Once a week or more often"
"84-19-29-35","Access medical treatment","No","No","No","Yes","Yes","No","No","No","No","Once or twice a month"
"39-19-67-67","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"39-19-67-67","Go to school","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"39-19-67-67","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"39-19-67-67","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"39-19-67-67","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"39-19-67-67","Go to the field","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"43-82-97-85","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"43-82-97-85","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"43-82-97-85","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"43-82-97-85","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"91-14-48-53","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"91-14-48-53","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"91-14-48-53","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"20-26-28-94","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"20-26-28-94","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"20-26-28-94","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"20-26-28-94","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"23-89-23-81","Go to the market","Yes","Yes","No","No","Yes","No","No","No","No","Once a week or more often"
"23-89-23-81","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"23-89-23-81","Access medical treatment","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"23-89-23-81","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"23-89-23-81","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"52-40-25-11","Go to the market","Yes","Yes","No","No","Yes","No","No","No","No","Almost every week"
"52-40-25-11","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"52-40-25-11","Access medical treatment","Yes","Yes","No","No","Yes","No","No","No","No","Once or twice a month"
"58-44-00-29","Go to the market","Yes","No","No","No","Yes","No","No","No","No","Once or twice a month"
"58-44-00-29","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"58-44-00-29","Access medical treatment","No","No","No","No","Yes","No","No","No","No","Once or twice a month"
"58-44-00-29","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"58-44-00-29","Visit friends/ relatives","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"94-81-60-01","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"94-81-60-01","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"94-81-60-01","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"00-76-76-29","Go to the market","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"00-76-76-29","Access medical treatment","No","No","No","No","Yes","No","No","No","No","A few times a year"
"30-24-92-73","Access medical treatment","No","No","No","No","Yes","No","No","No","No","Varies/don’t know"
"23-53-41-46","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"23-53-41-46","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"23-53-41-46","Got to workplace","Yes","No","No","No","No","No","No","No","No","Almost every week"
"62-55-13-64","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"62-55-13-64","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"62-55-13-64","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"62-55-13-64","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"42-85-64-91","Go to the market","Yes","No","No","No","Yes","No","No","No","No","Once a week or more often"
"42-85-64-91","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"42-85-64-91","Access medical treatment","No","No","No","No","Yes","No","No","No","No","A few times a year"
"42-85-64-91","Got to workplace","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"42-85-64-91","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"42-85-64-91","Visit recreational places","No","No","No","No","Yes","No","No","No","No","Once a week or more often"
"42-85-64-91","Go to the field","Yes","No","No","No","Yes","No","No","No","No","Almost every week"
"90-50-65-07","Go to the market","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"90-50-65-07","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
