interview__key,lnd_mes,lnd_mes_1,lnd01,lnd02,lnd03,lnd04,lnd08,lnd09,lnd06,lnd_ten01,lnd_ten02,lnd_ten03,lnd_ten04,lnd_ten08,lnd_ten09,lnd_ten06,lnd_07,lnd_08,lnd_08_1,lnd_09,lnd_09_1,lnd_10,lnd_11,lnd_12,lnd_13__1,lnd_13__2,lnd_13__3,lnd_13__4,lnd_13__5,lnd_13__6,lnd_13__7,lnd_13__8,lnd_13__9,lnd_13__10,lnd_13__96,lnd_13_oth,f01,f03,f04__1,f04__2,f04__3,f04__96,f04_1,f05,lnd_14,lnd_15,lnd_16,lnd_17,lnd_18,lnd_18_oth,num_plots,more_plot,more_plot_explain
"31-67-19-52","Acres","",0,3,0,0,0,0,1,,"Private owned with no land title",,,,,"Private owned with no land title","No",,"",,"",,"unlikely","Yes","Yes","No","Yes","No","No","No","Yes","No","No","No","No",,"Yes",3,"Yes","No","No","No",,1,"Slight decrease","Slight decrease","No",,,"",1,"Yes","for my land use purposes"
"85-11-91-18","Acres","",2,2,1,0,0,0,5,"Communally owned","Communally owned","Communally owned",,,,"Communally owned","No",,"",,"",,"unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",3,"Yes","For future use"
"38-04-18-34","Acres","",3,2,0,0,1,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"The same","The same","No",,,"",0,"Yes","for my children"
"34-73-96-50","Acres","",5,3,0,0,4,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","for investment"
"93-29-80-09","Acres","",0,0,0,0,2,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","Massive decrease","No",,,"",1,"Yes","to do farming"
"63-89-80-49","Acres","",0,0,0,0,0,0,0,,,,,,,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","there is still a lot of free land"
"97-84-26-58","Acres","",3,4,0,0,0,0,0,"Communally owned","Communally owned",,,,,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",4,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",8,"Yes","For future use"
"44-14-26-56","Acres","",4,4,4,0,0,0,1,"Communally owned","Communally owned","Communally owned",,,,"Communally owned","No",,"",,"",,"Very unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"Yes",3,"Yes","No","No","No",,0,"Massive increase","Slight decrease","No",,,"",5,"Yes","Availability of land"
"01-78-65-09","Acres","",0,0,0,0,4,0,0,,,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"No","no resources"
"77-02-48-37","Acres","",0,0,0,0,1,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","enough and does not require anymore"
"46-96-59-64","Acres","",1,2,0,0,0,0,0,"Communally owned","Communally owned",,,,,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","because my kids are many"
"01-51-99-07","Acres","",.5,0,0,3,.1,0,0,"Co-share/ co-farming",,,"Leased/rented","Co-share/ co-farming",,,"Yes","Other individuals","","Other (please specify)","perkerra scheme board","Yes","unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,5,"Slight decrease","Massive decrease","No",,,"",1,"No","money is not available"
"39-75-97-43","Acres","",2,.15,0,0,.1,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,5,"Slight decrease","Massive decrease","No",,,"",1,"No","money is not available"
"11-52-82-38","Acres","",2,0,0,0,.5,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,8,"Slight decrease","Massive decrease","No",,,"",1,"Yes","current one isn't enough for the growing family needs"
"19-06-13-08","Acres","",1.5,0,0,0,2,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",2,"No","the ones that I have are enough to me"
"74-04-26-51","Acres","",1,0,0,0,.25,0,0,"Leased/rented",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","development"
"37-83-74-10","Acres","",1,0,0,.5,.5,0,0,"Private owned with no land title",,,"Private owned with no land title","Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"No","am satisfied with the ones that I have"
"39-40-38-02","Acres","",1,0,0,50,2,0,0,"Private owned with no land title",,,"Communally owned","Private owned with no land title",,,"Yes","Other individuals","","Village headman / chairperson","","No","Very likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",2,"No","No","Yes","No",,0,"Slight decrease","Slight increase","No",,,"",2,"Yes","get a place I can practice crop farming"
"14-71-87-39","Acres","",1,2.5,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"Yes","Other➡️ Please specify","neighbour","Village headman / chairperson","","Yes","Likely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"The same","Slight decrease","No",,,"",1,"Yes","The area is not productive for now hence need to buy elsewhere"
"86-00-55-84","Acres","",1,.5,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",.5,"No","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",1,"No","no intention so far"
"76-73-19-09","Acres","",0,0,0,0,0,0,0,,,,,,,,"Yes","Within family","","Magistrate","","No","Very likely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","currently living on a neighbour's small piece of land, want to acquire one of my own"
"17-23-66-97","Acres","",.5,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Likely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",.5,"Yes","No","Yes","No",,9,"Slight decrease","Massive decrease","No",,,"",1,"Yes","secure inheritance for the sons"
"71-45-81-79","Acres","",2,0,0,0,2,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"Yes","for my own investment"
"53-00-83-03","Acres","",0,1,0,0,1,0,0,,"Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Very likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",1,"No","No","No","Yes",,0,"Slight decrease","Slight decrease","No",,,"",1,"No","am old age and I don't see the need of having additional plot"
"70-80-16-39","Acres","",1,.5,0,0,.5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"No","to invest in business"
"11-00-74-85","Acres","",1,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","rental"
"16-44-32-23","Acres","",1,1,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"Yes","Within family","","Clan / Elder","","Yes","Likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,0,"Massive increase","The same","No",,,"",3,"Yes","Atleast to built rentals"
"49-09-04-04","Acres","",0,0,0,0,.25,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"Very likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"Yes",.2,"No","Yes","No","No",,1,"The same","Slight decrease","No",,,"",1,"Yes","do crop farming"
"33-01-13-01","Acres","",1,0,0,0,.25,20,0,"Private owned with no land title",,,,"Private owned with no land title","Communally owned",,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No",,"Yes",1,"No","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","buy land for rental construction in an urban area"
"79-39-40-36","Acres","",0,0,0,0,.25,0,4,,,,,"Leased/rented",,"Private owned with land title","No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight increase","No",,,"",0,"Yes","to built rental houses"
"65-53-51-27","Acres","",1,0,0,0,.5,0,0,"Leased/rented",,,,"State owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",0,"No","Lack of funds"
"64-11-62-56","Acres","",1,0,0,.25,.5,0,0,"State owned",,,"State owned","State owned",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Massive decrease","Massive decrease","No",,,"",1,"Yes","for future generations"
"79-53-04-50","Acres","",1,0,0,0,1,0,0,"Leased/rented",,,,"Leased/rented",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","Due to lack of funds"
"14-13-86-20","Acres","",3,1,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"Yes","Other individuals","","Nowhere","","No","Very likely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","not now"
"19-99-67-92","Acres","",2.5,0,0,0,.5,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Likely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"Yes",1,"No","Yes","No","No",,0,"Massive decrease","Massive decrease","No",,,"",0,"Yes","To invest in commercial rental housing"
"65-80-65-49","Acres","",.5,.5,0,0,1,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Very unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive decrease","Massive decrease","No",,,"",2,"No","lack of funds"
"08-76-57-31","Acres","",2,3,0,0,1,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"Yes","Other individuals","","Clan / Elder","","Yes","unlikely","Yes","No","No","Yes","Yes","No","No","No","No","Yes","No","No",,"Yes",.5,"Yes","No","No","No",,0,"Massive decrease","Massive decrease","No",,,"",2,"Yes","To invest in agriculture"
"02-57-88-54","Acres","",.5,0,0,0,2,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",3,"No","this is enough for me"
"36-87-83-91","Acres","",.5,3.5,0,0,0,0,0,"Communally owned","Communally owned",,,,,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",3,"Yes","for cultivation"
"99-46-97-26","Acres","",0,0,0,0,3,0,0,,,,,"Private owned with no land title",,,"Yes","Other individuals","","Clan / Elder","","Yes","Very likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","rentals"
"76-21-46-00","Acres","",1,1,0,0,.25,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"Yes","Within family","","LC Court","","Yes","Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,10,"Massive decrease","Massive decrease","No",,,"",0,"Yes","The family is expanding"
"63-02-11-31","Acres","",2,.25,.75,0,.15,0,1,"State owned","State owned","Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title","No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"Yes",1,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"No","school fee payment first"
"45-95-07-81","Acres","",2,5,0,0,5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","I have enough land"
"15-84-79-29","Acres","",1,1,0,0,5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"Yes","Other individuals","","Nowhere","","No","Very likely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","satisfied"
"52-10-39-37","Acres","",3,0,0,0,1,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","to allocate to my children"
"57-47-06-86","Acres","",0,0,0,0,2,0,0,,,,,"Co-share/ co-farming",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight increase","No",,,"",0,"No","no capitation"
"70-03-65-67","Acres","",3,0,0,0,4,0,0,"Communally owned",,,,"Communally owned",,,"Yes","Other individuals","","Clan / Elder","","Yes","Likely","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","for my own children"
"48-58-26-00","Acres","",1.5,.25,0,0,10,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight increase","Slight increase","No",,,"",0,"No","I'm satisfied with what I have"
"48-53-15-07","Acres","",2,0,3,0,2,0,0,"Communally owned",,"Communally owned",,"Communally owned",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",2,"Yes","for farming"
"44-97-24-07","Acres","",1,4,0,.25,.75,0,0,"Leased/rented","Private owned with no land title",,"Private owned with no land title","Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",4,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",4,"Yes","for more crop lands and residential areas for future generations."
"63-58-57-56","Acres","",2,1,0,0,0,0,0,"Communally owned","Communally owned",,,,,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"The same","The same","No",,,"",0,"No","satisfied"
"50-43-62-27","Acres","",0,0,0,0,2,0,0,,,,,"Communally owned",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","no resources to acquire the plot"
"80-45-95-05","Acres","",2,0,0,5,3,0,0,"Private owned with no land title",,,"Communally owned","Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","the household is not in a position to purchase the plot"
"63-29-07-40","Acres","",1,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"Yes","Within family","","Neighbours","","Yes","unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",1,"Yes","for family expansion"
"54-48-29-18","Acres","",3,0,0,0,2,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",2,"Yes","I wish to find a good plot to do farming"
"50-16-00-20","Acres","",0,0,0,0,3,0,0,,,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"Yes","for children investment"
"45-36-57-50","Acres","",.5,3,0,0,15,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",3,"No","satisfied"
"49-75-44-53","Acres","",0,1,0,0,10,0,0,,"Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",2,"No","It has no value having more than two"
"35-67-10-08","Acres","",0,0,0,0,1,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","Slight decrease","No",,,"",0,"No","am satisfied"
"12-79-91-83","Acres","",0,0,0,0,2,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",0,"No","no capital"
"19-90-00-01","Acres","",0,0,0,0,5,0,0,,,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",2,"No","satisfied"
"29-86-40-08","Acres","",1,0,0,0,5,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"Yes","for own business"
"10-69-61-22","Acres","",2,0,0,0,0,0,4,"Communally owned",,,,,,"Communally owned","No",,"",,"",,"unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"Yes",2,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","For future use"
"73-57-30-20","Acres","",1.5,1.5,0,0,4,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",2,"No","satisfied"
"98-91-04-48","Acres","",3,0,0,0,1,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",2,"No","am satisfied with the acres that I have"
"74-01-41-82","Acres","",.5,.5,0,0,0,0,0,"Communally owned","Communally owned",,,,,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",.5,"No","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","for future use"
"30-00-59-90","Acres","",1.5,1.5,0,0,1,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","Yes","Yes","No","No","No","No","No","No","No","No",,"Yes",1,"No","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","for future use"
"66-77-39-39","Acres","",0,0,0,0,2,0,0,,,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","Slight decrease","No",,,"",1,"No","that one plot is enough for me"
"35-78-11-70","Acres","",0,3,0,0,1,0,0,,"Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",2,"No","Too old to acquire"
"75-25-98-04","Acres","",0,0,0,1,1,0,0,,,,"Private owned with no land title","Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","The same","No",,,"",1,"No","am okay with this one acre,it will remain to be for my grandchild incase I die"
"09-00-12-98","Acres","",2,0,0,1,.25,0,0,"Private owned with no land title",,,"Private owned with no land title","Private owned with no land title",,,"Yes","Other individuals","","Village headman / chairperson","","No","Likely","No",,,,,,,,,,,,,"No",,,,,,,20,"Slight decrease","Slight decrease","No",,,"",1,"Yes","to get a safer place away from floods"
"13-38-59-03","Acres","",1,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","go where water for irrigation is available"
"26-77-14-31","Acres","",1,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","somewhere safe from floods, large family"
"04-52-21-75","Acres","",2,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"Yes","Other➡️ Please specify","neighbour","Village headman / chairperson","","Yes","Likely","Yes","No","Yes","Yes","No","No","No","Yes","No","No","No","No",,"No",,,,,,,0,"The same","Slight decrease","No",,,"",0,"Yes","to do more farming"
"49-10-89-14","Acres","",2,1,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,8,"Slight decrease","Massive decrease","No",,,"",1,"Yes","to get more farming land"
"15-13-85-83","Acres","",1.5,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",1.5,"Yes","No","No","No",,2,"Slight decrease","Massive decrease","No",,,"",1,"Yes","to relocate my family since my current  location is affected by floods"
"81-99-34-25","Acres","",0,0,0,0,2,0,0,,,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Massive increase","Massive increase","No",,,"",2,"No","this is enough for me and my last born hassan"
"96-35-08-20","Acres","",1,0,0,0,.5,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"Yes","Other individuals","","Village headman / chairperson","","Yes","Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",1,"Yes","during rainy seasons were affected by floods here"
"78-02-12-77","Acres","",2,2,0,0,.5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"Yes","Other individuals","","Village headman / chairperson","","No","Very likely","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"No",,,,,,,12,"Massive decrease","Massive decrease","No",,,"",2,"No","Due to lack of funds"
"66-37-18-93","Acres","",2,1,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Yes",1,"Yes","No","No","No",,20,"Slight decrease","Massive decrease","No",,,"",2,"Yes","for future generations"
"77-89-79-33","Acres","",3,1.5,0,0,.5,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Massive decrease","No",,,"",1,"Yes","rental"
"09-97-47-73","Acres","",1,0,0,0,.25,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"Yes",1,"Yes","No","No","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","rental"
"62-45-31-86","Acres","",4,0,0,0,20,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"No","satisfied"
"96-13-78-99","Acres","",2,3,0,0,15,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","satisfied"
"25-35-15-07","Acres","",3,0,0,0,2,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"Yes","For personal investment"
"10-80-25-79","Acres","",0,5,0,0,5,0,0,,"Communally owned",,,"Communally owned",,,"No",,"",,"",,"Very unlikely","Yes","No","No","Yes","No","No","No","Yes","No","No","No","No",,"No",,,,,,,0,"The same","The same","No",,,"",1,"No","satisfied"
"46-89-14-96","Acres","",2,0,0,0,8,0,0,"Private owned with no land title",,,,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"No","lack of capital"
"80-24-04-77","Acres","",0,0,0,0,2,0,0,,,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"Yes","children investment"
"26-82-89-21","Acres","",2,2,0,0,5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"The same","The same","No",,,"",0,"No","Satisfied with what I have now"
"22-43-50-27","Acres","",3,0,0,0,5,0,0,"Leased/rented",,,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"Yes","for my siblings"
"41-41-55-55","Acres","",4,0,2,0,10,0,0,"Private owned with no land title",,"Private owned with no land title",,"Private owned with no land title",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",0,"Yes","for business purposes"
"26-69-32-41","Acres","",3,1,0,0,.5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",1.5,"Yes","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","For future use"
"68-81-12-32","Acres","",5,2,0,0,.5,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",5,"Yes","No","No","No",,0,"Slight decrease","Slight decrease","No",,,"",0,"Yes","For future use"
"46-49-14-82","Acres","",5,1,0,0,1,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"unlikely","Yes","No","No","Yes","No","No","No","No","No","No","No","No",,"Yes",7,"Yes","No","Yes","No",,0,"Slight decrease","Massive decrease","No",,,"",0,"Yes","For future use"
