interview__key,markt_output_dist,markt_input_dist,markt_buyer,markt_buyer_oth,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3,subsidy_supplier__96,subsidy_supplier__n888,subsidy_supplier__n999,subsidy_supplier_oth
"71-59-52-11",15,15,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"31-09-36-85",8,8,"Market in this village","","No","","No",,,,,,,,,,,
"29-04-00-40",,,,"",,"",,,,,,,,,,,,
"72-18-38-35",,,,"",,"",,,,,,,,,,,,
"83-34-07-73",,,,"",,"",,,,,,,,,,,,
"70-36-24-93",7,7,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"64-46-73-61",,,,"",,"",,,,,,,,,,,,
"13-37-47-48",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"22-02-49-30",,,,"",,"",,,,,,,,,,,,
"97-28-37-38",,,,"",,"",,,,,,,,,,,,
"04-02-73-28",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"57-09-51-71",,,,"",,"",,,,,,,,,,,,
"45-10-68-85",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"72-72-49-77",15,2,"Market in this village","","No","","No",,,,,,,,,,,
"61-58-42-30",8,1,"Market in this village","","No","","No",,,,,,,,,,,
"46-76-02-18",15,3,"Market in this village","","No","","No",,,,,,,,,,,
"32-71-82-87",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"51-19-72-02",17,17,"Urban market (town) in this region","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"98-92-34-42",8,.5,"Market in this village","","No","","No",,,,,,,,,,,
"49-20-15-79",,,,"",,"",,,,,,,,,,,,
"19-17-82-94",17,17,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"26-53-83-57",7,7,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"35-77-55-36",,,,"",,"",,,,,,,,,,,,
"60-19-93-23",,,,"",,"",,,,,,,,,,,,
"98-71-23-55",,,,"",,"",,,,,,,,,,,,
"88-09-79-89",7,1,"Market in this village","","No","","No",,,,,,,,,,,
"17-30-57-13",,,,"",,"",,,,,,,,,,,,
"34-24-20-27",4,4,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"13-99-53-09",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"62-74-89-68",15,3,"Market in this village","","No","","No",,,,,,,,,,,
"10-78-86-05",,,,"",,"",,,,,,,,,,,,
"58-17-83-09",56,56,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"86-94-71-57",2.5,2.5,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"13-61-09-88",,,,"",,"",,,,,,,,,,,,
"33-63-66-86",,,,"",,"",,,,,,,,,,,,
"31-45-42-89",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"53-01-20-30",3.2,3.2,"Market in this village","","No","","No",,,,,,,,,,,
"13-52-61-75",6,6,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"64-05-06-14",,,,"",,"",,,,,,,,,,,,
"78-32-01-29",6,6,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"33-80-34-20",,,,"",,"",,,,,,,,,,,,
"10-62-40-22",,,,"",,"",,,,,,,,,,,,
"82-40-44-86",9,9,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"52-02-93-49",,,,"",,"",,,,,,,,,,,,
"94-99-56-40",,,,"",,"",,,,,,,,,,,,
"32-71-99-16",2.5,2.5,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"91-09-88-25",,,,"",,"",,,,,,,,,,,,
"53-58-51-62",,,,"",,"",,,,,,,,,,,,
"95-92-63-73",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"06-17-24-58",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"23-78-50-31",,,,"",,"",,,,,,,,,,,,
"20-84-25-59",,,,"",,"",,,,,,,,,,,,
"97-31-09-83",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"56-22-99-66",11,11,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"05-92-75-52",6,6,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"56-78-97-61",,,,"",,"",,,,,,,,,,,,
"89-05-59-72",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"50-93-16-91",13,13,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"89-68-31-84",20,20,"Market in this village","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"37-58-34-11",,,,"",,"",,,,,,,,,,,,
"33-93-90-01",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"00-04-89-61",20,20,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"98-42-90-09",9,9,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"81-57-29-94",,,,"",,"",,,,,,,,,,,,
"55-74-55-01",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"35-03-81-94",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"87-29-60-32",,,,"",,"",,,,,,,,,,,,
"59-04-53-64",,,,"",,"",,,,,,,,,,,,
"82-68-38-51",,,,"",,"",,,,,,,,,,,,
"64-96-99-21",,,,"",,"",,,,,,,,,,,,
"36-02-93-74",8,8,"Others ➡️ Specify","not sold, for family consumption","No","","No",,,,,,,,,,,
"56-43-23-52",7,3,"Market in this village","","No","","No",,,,,,,,,,,
"42-33-55-75",,,,"",,"",,,,,,,,,,,,
"67-03-64-23",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"34-93-29-30",,,,"",,"",,,,,,,,,,,,
"74-55-51-40",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"64-62-65-29",4,4,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"30-54-31-50",9,9,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"42-02-08-83",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"04-71-60-91",,,,"",,"",,,,,,,,,,,,
"37-15-67-95",10,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"42-23-71-10",,,,"",,"",,,,,,,,,,,,
"50-11-26-74",9,9,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"41-04-96-60",10,10,"Market in this village","","No","","No",,,,,,,,,,,
"64-11-10-98",,,,"",,"",,,,,,,,,,,,
"57-81-30-05",4,4,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"88-77-78-80",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"50-74-95-60",18,18,"Large city market in this or other region","","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No",
"99-69-07-36",,,,"",,"",,,,,,,,,,,,
"94-52-87-82",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"36-65-12-21",5,5,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"97-41-99-18",,,,"",,"",,,,,,,,,,,,
"90-57-88-40",,,,"",,"",,,,,,,,,,,,
"38-86-39-27",,,,"",,"",,,,,,,,,,,,
"03-07-08-19",15,3,"Market in this village","","No","","No",,,,,,,,,,,
"72-39-10-40",6,6,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"06-58-90-91",,,,"",,"",,,,,,,,,,,,
"20-64-53-81",.5,.5,"Market in this village","","No","","No",,,,,,,,,,,
"64-24-49-94",12,12,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"84-08-92-59",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"80-92-01-63",8,8,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"39-04-13-87",,,,"",,"",,,,,,,,,,,,
"12-81-58-78",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"07-91-23-12",,,,"",,"",,,,,,,,,,,,
"46-43-23-18",,,,"",,"",,,,,,,,,,,,
"48-70-52-60",20,20,"Direct individuals not in a market","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"64-66-30-53",,,,"",,"",,,,,,,,,,,,
"07-19-59-75",,,,"",,"",,,,,,,,,,,,
"03-69-84-05",28,28,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"55-07-48-89",2,25,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"84-64-87-37",,,,"",,"",,,,,,,,,,,,
"01-15-12-42",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"99-30-86-99",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"43-03-84-96",,,,"",,"",,,,,,,,,,,,
"16-96-89-30",7,7,"Urban market (town) in this region","","Yes","MAIZE","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"26-40-62-78",4,4,"Market in this village","","No","","No",,,,,,,,,,,
"45-82-95-63",28,28,"Direct individuals not in a market","","Yes","MAIZE","No",,,,,,,,,,,
"19-12-89-41",5,5,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"86-61-90-88",12,8,"Direct individuals not in a market","","Yes","MAIZE","No",,,,,,,,,,,
"01-74-93-41",,,,"",,"",,,,,,,,,,,,
"38-25-54-65",,,,"",,"",,,,,,,,,,,,
"21-70-86-32",,,,"",,"",,,,,,,,,,,,
"02-81-96-02",26,26,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",
"54-34-58-95",,,,"",,"",,,,,,,,,,,,
"76-19-75-88",4,4,"Market in this village","","No","","No",,,,,,,,,,,
"66-74-73-77",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"08-37-41-83",20,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"68-02-84-17",5,5,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No",
"75-80-31-44",25,25,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","No","Yes","No","No",
"27-87-86-78",,,,"",,"",,,,,,,,,,,,
"69-86-48-74",5,5,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",
"71-45-11-71",7,7,"Urban market (town) in this region","","Yes","MAIZE","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"04-56-93-47",,,,"",,"",,,,,,,,,,,,
"48-20-93-40",10,17,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"77-28-28-65",,,,"",,"",,,,,,,,,,,,
"11-74-52-10",15,15,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"15-73-69-92",,,,"",,"",,,,,,,,,,,,
"18-25-85-30",,,,"",,"",,,,,,,,,,,,
"97-74-49-80",10,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"65-28-28-23",8,5,"Direct individuals not in a market","","Yes","MAIZE","No",,,,,,,,,,,
"60-02-55-31",,,,"",,"",,,,,,,,,,,,
"82-11-02-31",,,,"",,"",,,,,,,,,,,,
"57-80-52-25",7,7,"Others ➡️ Specify","Kenya seed","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"72-15-05-10",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"74-51-85-05",,,,"",,"",,,,,,,,,,,,
"86-09-61-31",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"93-25-93-51",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"46-18-65-43",,,,"",,"",,,,,,,,,,,,
"04-39-31-02",8,8,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"95-71-10-81",8,8,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",
"12-15-65-08",,,,"",,"",,,,,,,,,,,,
"44-29-85-16",,,,"",,"",,,,,,,,,,,,
"71-69-40-35",2,2,"Market in this village","","No","","Yes","No","No","Yes","No","No","No","No","Yes","No","No",
"06-79-89-11",,,,"",,"",,,,,,,,,,,,
"21-46-83-44",,,,"",,"",,,,,,,,,,,,
"53-46-63-99",25,25,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"92-47-39-90",,,,"",,"",,,,,,,,,,,,
"48-13-13-53",5,.1,"Market in this village","","No","","No",,,,,,,,,,,
"22-45-98-08",,,,"",,"",,,,,,,,,,,,
"05-13-82-78",,,,"",,"",,,,,,,,,,,,
"38-34-24-20",7,3,"Market in this village","","No","","No",,,,,,,,,,,
"95-32-48-88",,,,"",,"",,,,,,,,,,,,
"38-26-85-56",5,3,"Market in this village","","No","","No",,,,,,,,,,,
"14-26-58-26",,,,"",,"",,,,,,,,,,,,
"98-72-74-27",,,,"",,"",,,,,,,,,,,,
"71-71-39-84",7,3,"Market in this village","","No","","No",,,,,,,,,,,
"22-94-31-61",,,,"",,"",,,,,,,,,,,,
"76-87-83-96",,,,"",,"",,,,,,,,,,,,
"76-33-66-65",,,,"",,"",,,,,,,,,,,,
"20-69-31-32",,,,"",,"",,,,,,,,,,,,
"32-73-67-08",,,,"",,"",,,,,,,,,,,,
"52-15-60-99",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"82-73-01-57",20,20,"Market in this village","","No","","No",,,,,,,,,,,
"89-62-46-70",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"54-18-77-83",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"54-86-93-60",,,,"",,"",,,,,,,,,,,,
"33-07-96-51",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"10-60-87-78",8,8,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"60-37-22-12",,,,"",,"",,,,,,,,,,,,
"65-07-81-76",,,,"",,"",,,,,,,,,,,,
"94-01-94-60",11,11,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"26-94-35-48",7,3,"Market in this village","","No","","No",,,,,,,,,,,
"34-70-02-31",10,10,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"04-31-65-65",,,,"",,"",,,,,,,,,,,,
"95-85-00-75",4,4,"Market in this village","","No","","No",,,,,,,,,,,
"41-04-08-56",4.2,4.2,"Market in this village","","No","","No",,,,,,,,,,,
"36-17-00-87",,,,"",,"",,,,,,,,,,,,
"05-33-40-10",11,11,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"27-67-11-74",,,,"",,"",,,,,,,,,,,,
"42-16-66-43",15,4,"Market in this village","","No","","No",,,,,,,,,,,
"07-13-95-29",8,8,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"96-93-55-42",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"35-46-21-62",,,,"",,"",,,,,,,,,,,,
"40-51-79-00",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"80-05-91-55",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"59-22-24-47",,,,"",,"",,,,,,,,,,,,
"78-46-05-26",20,20,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"01-54-87-19",,,,"",,"",,,,,,,,,,,,
"64-06-48-62",,,,"",,"",,,,,,,,,,,,
"21-65-85-03",27,27,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"03-81-70-83",.5,.5,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","Yes","No","No","No",
"22-43-82-01",,,,"",,"",,,,,,,,,,,,
"40-89-32-79",,,,"",,"",,,,,,,,,,,,
"94-65-34-20",8,3,"Market in this village","","No","","No",,,,,,,,,,,
"17-73-42-21",.2,.1,"Market in this village","","No","","No",,,,,,,,,,,
"86-29-59-93",,,,"",,"",,,,,,,,,,,,
"88-87-27-22",,,,"",,"",,,,,,,,,,,,
"17-95-26-62",,,,"",,"",,,,,,,,,,,,
"86-23-74-18",,,,"",,"",,,,,,,,,,,,
"69-47-17-72",,,,"",,"",,,,,,,,,,,,
"77-46-09-31",,,,"",,"",,,,,,,,,,,,
"97-62-36-16",8,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"39-46-61-12",,,,"",,"",,,,,,,,,,,,
"51-78-77-10",,,,"",,"",,,,,,,,,,,,
"95-19-67-91",30,30,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"90-10-35-11",100,10,"Large city market in this or other region","","No","","No",,,,,,,,,,,
"43-53-25-48",,,,"",,"",,,,,,,,,,,,
"91-87-02-88",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"54-62-08-69",18,18,"Urban market (town) in this region","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"37-56-30-78",,,,"",,"",,,,,,,,,,,,
"08-23-42-65",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"59-85-68-42",15,15,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"84-09-48-58",,,,"",,"",,,,,,,,,,,,
"75-58-20-42",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"00-68-70-04",30,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"51-54-98-03",,,,"",,"",,,,,,,,,,,,
"90-58-96-49",,,,"",,"",,,,,,,,,,,,
"07-07-62-62",18,18,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"26-08-54-15",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"98-80-86-00",,,,"",,"",,,,,,,,,,,,
"19-36-93-83",,,,"",,"",,,,,,,,,,,,
"39-74-73-78",15,15,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"73-63-00-42",,,,"",,"",,,,,,,,,,,,
"15-80-74-06",,,,"",,"",,,,,,,,,,,,
"40-74-32-61",,,,"",,"",,,,,,,,,,,,
"95-10-30-55",8,8,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"93-89-51-75",,,,"",,"",,,,,,,,,,,,
"75-95-38-57",6,2,"Market in this village","","No","","No",,,,,,,,,,,
"34-96-82-10",,,,"",,"",,,,,,,,,,,,
"90-41-75-26",,,,"",,"",,,,,,,,,,,,
"93-64-37-20",,,,"",,"",,,,,,,,,,,,
"91-66-07-16",11,11,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"60-51-83-59",,,,"",,"",,,,,,,,,,,,
"76-32-07-05",,,,"",,"",,,,,,,,,,,,
"16-40-92-10",18,18,"Large city market in this or other region","","Yes","MAIZE","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"24-75-24-45",,,,"",,"",,,,,,,,,,,,
"93-05-25-38",8,8,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"59-77-15-06",.5,.2,"Market in this village","","No","","No",,,,,,,,,,,
"43-11-20-48",,,,"",,"",,,,,,,,,,,,
"38-02-62-89",12,12,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"21-01-77-10",,,,"",,"",,,,,,,,,,,,
"81-78-91-05",12,12,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"47-09-64-37",12,12,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"34-25-65-08",17,17,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"86-44-30-89",4,4,"Market in this village","","No","","No",,,,,,,,,,,
"74-03-89-65",,,,"",,"",,,,,,,,,,,,
"56-65-93-48",15,15,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"66-39-11-55",9,9,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"14-03-04-43",,,,"",,"",,,,,,,,,,,,
"27-47-38-04",2.5,2.5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"43-92-12-14",,,,"",,"",,,,,,,,,,,,
"05-86-89-30",,,,"",,"",,,,,,,,,,,,
"84-33-11-24",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"79-96-52-99",4,4,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"27-91-30-19",,,,"",,"",,,,,,,,,,,,
"49-11-32-04",,,,"",,"",,,,,,,,,,,,
"88-01-30-83",,,,"",,"",,,,,,,,,,,,
"53-42-52-41",,,,"",,"",,,,,,,,,,,,
"18-88-95-82",6,6,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"44-20-34-87",,,,"",,"",,,,,,,,,,,,
"62-58-98-18",,,,"",,"",,,,,,,,,,,,
"10-26-36-54",,,,"",,"",,,,,,,,,,,,
"97-96-81-02",,,,"",,"",,,,,,,,,,,,
"29-40-66-47",12,12,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"18-40-35-80",,,,"",,"",,,,,,,,,,,,
"79-71-02-69",40,40,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"25-22-65-60",,,,"",,"",,,,,,,,,,,,
"89-59-08-73",,,,"",,"",,,,,,,,,,,,
"91-40-38-85",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"17-33-53-75",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"48-20-09-62",4,1,"Market in this village","","No","","No",,,,,,,,,,,
"29-88-28-45",1,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"92-61-60-00",,,,"",,"",,,,,,,,,,,,
"98-05-61-12",,,,"",,"",,,,,,,,,,,,
"49-80-41-29",,,,"",,"",,,,,,,,,,,,
"56-67-61-31",1,1,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",
"93-39-60-64",,,,"",,"",,,,,,,,,,,,
"75-50-72-64",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"13-68-33-58",2,2,"Market in this village","","No","","No",,,,,,,,,,,
"67-51-21-12",25,25,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"92-63-14-10",,,,"",,"",,,,,,,,,,,,
"23-95-53-31",15,15,"Others ➡️ Specify","we don't sell,only for consumption at home","No","","No",,,,,,,,,,,
"76-83-42-25",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"34-04-41-33",4,4,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"65-40-10-81",11,11,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"32-27-90-36",21,21,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"34-35-99-68",,,,"",,"",,,,,,,,,,,,
"96-83-30-59",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"08-93-39-25",40,40,"Rural market in the neighbouring village","","Yes","MAIZE","No",,,,,,,,,,,
"70-80-52-20",30,30,"Others ➡️ Specify","we don't sell, only for consumption at home","No","","No",,,,,,,,,,,
"98-33-69-97",4,1,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"72-65-40-82",,,,"",,"",,,,,,,,,,,,
"28-81-45-53",38,38,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"06-80-46-73",38,38,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"09-02-42-42",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"16-61-64-98",,,,"",,"",,,,,,,,,,,,
"29-61-04-95",6,6,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"39-38-75-31",18,18,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"49-39-29-75",,,,"",,"",,,,,,,,,,,,
"30-17-77-88",4,3,"Market in this village","","No","","No",,,,,,,,,,,
"29-08-77-29",6,6,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"69-05-41-80",3,3,"Market in this village","","No","","No",,,,,,,,,,,
"21-49-13-73",7,5,"Market in this village","","No","","No",,,,,,,,,,,
"75-38-27-75",,,,"",,"",,,,,,,,,,,,
"14-85-47-22",20,20,"Direct individuals not in a market","","Yes","MAIZE","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"53-81-07-04",30,30,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"65-80-02-03",,,,"",,"",,,,,,,,,,,,
"69-30-60-03",,,,"",,"",,,,,,,,,,,,
"21-15-99-40",,,,"",,"",,,,,,,,,,,,
"44-56-27-24",42,42,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"75-37-22-90",12,12,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"67-01-06-94",,,,"",,"",,,,,,,,,,,,
"04-57-01-84",10,10,"Market in this village","","No","","No",,,,,,,,,,,
"53-87-70-93",,,,"",,"",,,,,,,,,,,,
"89-42-22-50",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"41-64-40-11",,,,"",,"",,,,,,,,,,,,
"89-49-22-36",45,45,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"20-63-38-57",,,,"",,"",,,,,,,,,,,,
"84-72-64-66",20,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"63-42-88-22",10,25,"Market in this village","","No","","No",,,,,,,,,,,
"22-88-22-30",,,,"",,"",,,,,,,,,,,,
"27-50-41-80",,,,"",,"",,,,,,,,,,,,
"87-50-20-38",3,3,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"78-63-95-63",10,6,"Market in this village","","No","","No",,,,,,,,,,,
"21-75-94-85",,,,"",,"",,,,,,,,,,,,
"20-46-30-59",2,9,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"12-17-56-74",8,8,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"80-41-60-05",4,4,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"50-77-28-73",35,35,"Direct individuals not in a market","","Yes","MAIZE","No",,,,,,,,,,,
"42-38-30-13",1,1,"Rural market in the neighbouring village","","Yes","MAIZE","Yes","Yes","No","Yes","No","Yes","No","Yes","No","No","No",
"05-33-62-23",,,,"",,"",,,,,,,,,,,,
"17-87-80-73",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"73-58-06-14",18,18,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"22-13-82-99",,,,"",,"",,,,,,,,,,,,
"49-72-13-69",40,40,"Urban market (town) in this region","","Yes","MAIZE","No",,,,,,,,,,,
"72-23-50-93",,,,"",,"",,,,,,,,,,,,
"24-20-09-18",25,25,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"02-65-40-62",5,2,"Market in this village","","No","","No",,,,,,,,,,,
"65-04-66-76",5,5,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"87-33-92-13",7,4,"Market in this village","","No","","No",,,,,,,,,,,
"61-75-70-64",,,,"",,"",,,,,,,,,,,,
"23-31-62-51",7,7,"Market in this village","","No","","No",,,,,,,,,,,
"95-05-18-77",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"87-43-52-74",2,9,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"61-21-03-67",45,45,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","Yes","Yes","No","Yes","No","Yes","No","No","No",
"72-29-78-52",23,23,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"11-76-72-18",,,,"",,"",,,,,,,,,,,,
"97-14-88-73",45,45,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"68-19-50-42",11,11,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"95-00-37-38",,,,"",,"",,,,,,,,,,,,
"94-73-96-31",,,,"",,"",,,,,,,,,,,,
"40-23-79-37",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"49-36-92-60",,,,"",,"",,,,,,,,,,,,
"21-46-54-95",15,15,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
