interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,cp_stor,crop_oth_uses,cpunits2_oth,ouses_unit,ouses_unit_oth,cpamt,cpunits2,crop_ouse_oth,crp_irrig,irrig,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__5,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,reason_imp_seed__1,reason_imp_seed__2,reason_imp_seed__3,reason_imp_seed__4,reason_imp_seed__5,reason_imp_seed__6,reason_imp_seed__7,reason_imp_seed__96,reason_imp_seed_oth,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,reason_fert__1,reason_fert__2,reason_fert__3,reason_fert__4,reason_fert__5,reason_fert__6,reason_fert__7,reason_fert__96,reason_fert_oth,cp09,cp11
"03-81-70-83","MAIZE","1","No","Yes",1000,"Kilograms","","Yes",800,"Kilograms","",84,"No","No","Yes","No","No","No","No",,,200,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"94-65-34-20","BEANS/COWPEA","1","Yes","Yes",2,"Gorogoro","","No",,,"",,,,,,,,,,,2,"Gorogoro","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"94-65-34-20","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"17-73-42-21","BEANS/COWPEA","1.5","Yes","Yes",8,"Gorogoro","","No",,,"",,,,,,,,,,,5,"Gorogoro","","0",,"",2,"Gorogoro","","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","No",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"17-73-42-21","MAIZE","1.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"97-62-36-16","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"97-62-36-16","MILLET/MAIWA","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No",,"No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"95-19-67-91","MAIZE","6","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"90-10-35-11","MAIZE","1.5","No","Yes",2900,"Kilograms","","Yes",1800,"Kilograms","",60,"No","Yes","No","No","No","No","No",,,200,"Kilograms","","0",,"",0,,"","Yes","0","",,"","900","Kilograms","","Yes","Well/borehole","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"90-10-35-11","TOMATO","1","No","Yes",61,"Crates","","Yes",60,"Crates","",4000,"No","Yes","No","No","No","No","No",,,1,"Crates","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"91-87-02-88","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"54-62-08-69","BEANS/COWPEA","2.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","Yes",,,,,,,,,,"Yes","Yes"
"54-62-08-69","MAIZE","2.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"Yes","Yes",,,,,,,,,,"Yes","Yes"
"08-23-42-65","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"59-85-68-42","MAIZE","1","No","Yes",8,"90 kg bag","","No",,,"",,,,,,,,,,,8,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"75-58-20-42","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No",,"No",,"Yes","Yes"
"00-68-70-04","BEANS/COWPEA","1","Yes","Yes",32,"Kilograms","","No",,,"",,,,,,,,,,,2,"Kilograms","","0",,"",0,,"","Yes","0","",,"","30","Kilograms","","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"00-68-70-04","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"00-68-70-04","MANGO","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,"No","Yes","No","Yes","No","No","No","No","No","No","No",,"No","No"
"07-07-62-62","MAIZE","1","No","Yes",1000,"Kilograms","","Yes",800,"Kilograms","",80,"No","No","Yes","No","No","No","No",,,200,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"07-07-62-62","TOMATO","0.25","No","Yes",7,"Crates","","Yes",6,"Crates","",3000,"No","Yes","No","No","No","No","No",,,1,"Crates","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"26-08-54-15","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"39-74-73-78","MAIZE","6","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","Yes"
"95-10-30-55","BEANS/COWPEA","0.5","No","Yes",10,"Kilograms","","No",,,"",,,,,,,,,,,10,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"95-10-30-55","MAIZE","1.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"75-95-38-57","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"75-95-38-57","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"91-66-07-16","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No",,"No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"16-40-92-10","MAIZE","0.5","No","Yes",1200,"Kilograms","","Yes",1000,"Kilograms","",80,"No","No","Yes","No","No","No","No",,,200,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"93-05-25-38","MAIZE","3","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"59-77-15-06","BEANS/COWPEA","4","Yes","Yes",5,"Kilograms","","No",,,"",,,,,,,,,,,5,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"59-77-15-06","MAIZE","4","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"38-02-62-89","MAIZE","3","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"81-78-91-05","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"81-78-91-05","TOMATO","0.5","No","Yes",5,"Other (please specify)","probox car","Yes",4,"Other (please specify)","Probox car",40000,"No","Yes","No","No","No","No","No",,,1,"Other (please specify)","Probox","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"47-09-64-37","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"34-25-65-08","BEANS/COWPEA","2.5","Yes","Yes",20,"Kilograms","","No",,,"",,,,,,,,,,,20,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"34-25-65-08","MAIZE","2.5","Yes","Yes",2,"90 kg bag","","No",,,"",,,,,,,,,,,2,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"34-25-65-08","MILLET/MAIWA","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","No"
"86-44-30-89","BEANS/COWPEA","3","Yes","Yes",10,"Kilograms","","No",,,"",,,,,,,,,,,10,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","Yes"
"86-44-30-89","MAIZE","3","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","Yes","No","No","No","No","No","No",,"No","Yes"
"56-65-93-48","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","Yes"
"66-39-11-55","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"No","Yes"
"66-39-11-55","GREEN GRAMS","1.5","No","Yes",3,"100 kg bag","","Yes",2,"100 kg bag","",11000,"No","Yes","No","No","No","No","No",,,1,"100 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"27-47-38-04","OKRO","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","Yes","No","No","No","No","No",,"No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No","No","No","Yes","No",,"Yes","No"
"27-47-38-04","GREEN VEGETABLE","0.25","Yes","Yes",30,"Kilograms","","No",,,"",,,,,,,,,,,30,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","Yes","No","No","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No","No","No","Yes","No",,"Yes","No"
"27-47-38-04","SUGAR CANE","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","Yes","No","No","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,,,"Yes",,,"No","Yes","No","No","No","No","No","No","No","Yes","No",,"Yes","No"
"27-47-38-04","AVOCADO PEAR","0.25","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","Yes","No","No","No","No","No",,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,,,,,,,"Yes","No","No","No","No","No","No","No","Yes","No",,"Yes","No"
"84-33-11-24","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","Yes"
"79-96-52-99","MAIZE","2.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"18-88-95-82","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"29-40-66-47","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","Others, specify","Lake","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"79-71-02-69","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"91-40-38-85","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"17-33-53-75","GROUND NUT/PEANUTS","0.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,"No","No","No","No","Yes","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"17-33-53-75","MILLET/MAIWA","0.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,"Yes",,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"17-33-53-75","GREEN GRAMS","0.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No","Yes","No",,,,"Yes",,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"48-20-09-62","BEANS/COWPEA","4","Yes","Yes",16,"Gorogoro","","No",,,"",,,,,,,,,,,10,"Gorogoro","","0",,"",4,"Gorogoro","","Yes","0","",,"","4","Gorogoro","","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"48-20-09-62","MAIZE","3","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"48-20-09-62","GREEN VEGETABLE","0.2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","Well/borehole","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"29-88-28-45","MAIZE","0.5","No","Yes",2,"90 kg bag","","No",,,"",,,,,,,,,,,1,"90 kg bag","","0",,"",0,,"","Yes","0","",,"","1","90 kg bag","","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"Yes","Yes"
"56-67-61-31","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"75-50-72-64","MAIZE","2","No","Yes",3.5,"100 kg bag","","No",,,"",,,,,,,,,,,3,"Debe","","0",,"",2,"Gorogoro","","Yes","0","",,"","2","100 kg bag","","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"13-68-33-58","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","Yes"
"67-51-21-12","MAIZE","0.5","Yes","Yes",2,"90 kg bag","","No",,,"",,,,,,,,,,,2,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","No"
"67-51-21-12","MILLET/MAIWA","0.5","Yes","Yes",45,"Kilograms","","Yes",10,"Kilograms","",100,"No","Yes","No","No","No","No","No",,,35,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"23-95-53-31","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","No","No","No","No","No","No","Yes","No",,"No","No"
"76-83-42-25","MAIZE","0.5","No","Yes",9,"90 kg bag","","No",,,"",,,,,,,,,,,8,"90 kg bag","","0",,"",1,"90 kg bag","","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"34-04-41-33","MAIZE","3.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
