interview__key,r_crop__id,crop_area,cp06,crop_harvest,crop_output,crop_unit,crop_unit_1,crop_sale,crop_saleamt,crop_slunits,crop_slunits_1,crop_price,crop_buyer__1,crop_buyer__2,crop_buyer__3,crop_buyer__4,crop_buyer__5,crop_buyer__6,crop_buyer__96,crop_buyer_oth,crop_buyer_where,crop_homecons,crop_clunits,crop_cunits_1,crop_inkind_pay,payment_unit,payment_unit_oth,crop_gifts,gift_unit,gift_unit_oth,cp_stor,crop_oth_uses,cpunits2_oth,ouses_unit,ouses_unit_oth,cpamt,cpunits2,crop_ouse_oth,crp_irrig,irrig,irrig_others,irrig_method__1,irrig_method__2,irrig_method__3,irrig_method__4,irrig_method__5,irrig_method__96,irrig_method__n888,irrig_method__n999,seed,var_trait_1__1,var_trait_1__2,var_trait_1__3,var_trait_1__4,var_trait_1__5,var_trait_1__6,var_trait_1__7,var_trait_1__8,var_trait_1__9,var_trait_1__10,var_trait_1__11,var_trait_1__12,var_trait_1__13,var_trait_1__14,var_trait_1__15,var_trait_1__16,var_trait_1__17,var_trait_1__18,var_trait_1__19,var_trait_1__20,var_trait_1__96,var_trait_1_other,reason_imp_seed__1,reason_imp_seed__2,reason_imp_seed__3,reason_imp_seed__4,reason_imp_seed__5,reason_imp_seed__6,reason_imp_seed__7,reason_imp_seed__96,reason_imp_seed_oth,seed_source_1,seed_source_oth_1,seed_amt_1,seed_amtunits,seed_amtunits_oth,seed_price_1,cp07,cp08,reason_fert__1,reason_fert__2,reason_fert__3,reason_fert__4,reason_fert__5,reason_fert__6,reason_fert__7,reason_fert__96,reason_fert_oth,cp09,cp11
"98-27-33-85","MAIZE","1","No","Yes",4,"90 kg bag","","Yes",1,"90 kg bag","",6000,"Yes","No","No","No","No","No","No",,,3,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"68-07-50-59","MAIZE","1","No","Yes",2500,"Kilograms","","Yes",1800,"Kilograms","",84,"No","No","Yes","No","No","No","No",,,700,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"68-07-50-59","GREEN GRAMS","1","No","Yes",600,"Kilograms","","Yes",400,"Kilograms","",130,"Yes","No","No","No","No","No","No",,,200,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No",,"No","No",,"No","No","No","No","No","No","Yes","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"69-15-02-37","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"69-15-02-37","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"02-78-83-36","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"02-78-83-36","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"02-78-83-36","SORGHUM","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,"No","No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"97-59-33-64","MAIZE","2","No","Yes",8,"90 kg bag","","Yes",7,"90 kg bag","",7200,"No","No","Yes","No","No","No","No",,,1,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"62-96-19-75","BEANS/COWPEA","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"Yes","Yes"
"62-96-19-75","MAIZE","2","No","Yes",28,"90 kg bag","","Yes",24,"90 kg bag","",5000,"No","Yes","No","No","No","No","No",,,1,"90 kg bag","","0",,"",0,,"","Yes","0","",,"","3","90 kg bag","","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"73-91-22-23","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"32-86-73-25","OTHER SPECIFY","1","No","Yes",15,"Kilograms","","Yes",15,"Kilograms","",300,"No","Yes","No","No","No","No","No",,,0,,"","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"72-97-03-54","BEANS/COWPEA","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"72-97-03-54","MAIZE","1","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"15-89-37-89","MAIZE","0.5","No","Yes",300,"Kilograms","","No",,,"",,,,,,,,,,,300,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"12-79-12-74","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","No","No","Yes","No","No","No","No","No",,"No","No"
"84-49-36-60","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
"84-49-36-60","GREEN VEGETABLE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","Yes",,"No","No","No","No","No","No",,"No","No"
"50-30-24-70","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"50-30-24-70","GREEN GRAMS","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"73-01-79-27","MAIZE","1.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"61-70-56-76","BEANS/COWPEA","0.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","No","Yes",,"No","No","No","No","No","No",,"No","No"
"61-70-56-76","MAIZE","0.5","Yes","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","No","Yes",,"No","No","No","No","No","No",,"No","No"
"61-70-56-76","GREEN VEGETABLE","0.2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No",,"No","No","No","No","No","No",,"No","No",,,,,,,,,,,,,,,,,"Yes","No","Yes",,"No","No","No","No","No","No",,"No","No"
"69-39-88-08","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","No"
"46-71-69-87","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"46-71-69-87","OTHER(SPECIFY)","0.5","No","Yes",40,"Kilograms","","Yes",30,"Kilograms","",3000,"Yes","No","No","No","No","No","No",,,5,"Kilograms","","0",,"",5,"Kilograms","","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"65-63-71-66","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No",,,"Yes","No"
"15-51-80-47","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No","Yes",,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","Yes"
"36-59-31-86","MAIZE","1","No","Yes",1980,"Kilograms","","Yes",1800,"Kilograms","",60,"No","No","Yes","No","No","No","No",,,180,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"73-83-46-14","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","No"
"07-04-05-10","MAIZE","0.1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"99-97-90-90","OTHER SPECIFY","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes","No","No","No","No","No",,"No",,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"99-97-90-90","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"85-50-39-09","OTHER SPECIFY","0.25","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No",,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"85-50-39-09","MAIZE","1","No","Yes",36,"90 kg bag","","Yes",33,"90 kg bag","",3000,"No","Yes","No","No","No","No","No",,,2,"90 kg bag","","0",,"",1,"90 kg bag","","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"46-32-17-36","BEANS/COWPEA","1","No","Yes",2,"90 kg bag","","Yes",1,"90 kg bag","",9000,"Yes","No","No","No","No","No","No",,,1,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"Yes",,"No","No","No","No","No","No",,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","Yes"
"46-32-17-36","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No",,"No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"85-98-37-69","MAIZE","1.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"65-26-91-15","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,"No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"No","Yes"
"65-45-62-39","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"47-59-10-25","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"43-25-90-61","MAIZE","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No",,"Yes","No","No","No","No","No","No",,"No","No"
"49-70-00-09","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"06-94-49-47","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"19-04-54-37","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"No","No","Yes","No","No","No","No","No","No",,,"No","No"
"59-57-12-16","MAIZE","2","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"49-28-72-36","BEANS/COWPEA","2","Yes","Yes",4,"100 kg bag","","Yes",3,"100 kg bag","",10000,"No","No","Yes","No","No","No","No",,,1,"100 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No",,"No","No","No","No",,"No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No",,,"Yes","Yes"
"49-28-72-36","MAIZE","4","No","Yes",10,"90 kg bag","","No",,,"",,,,,,,,,,,5,"90 kg bag","","4","90 kg bag","",1,"90 kg bag","","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"49-28-72-36","MELON/EGUSI","2","No","Yes",3,"Canter","","Yes",3,"Canter","",45000,"No","Yes","No","No","No","No","No",,,0,,"","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,,"No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"49-28-72-36","GREEN VEGETABLE","0.3","No","Yes",100,"Kilograms","","Yes",70,"Kilograms","",35,,"Yes","No","No",,"No","No",,,28,"Kilograms","","0",,"",2,"Kilograms","","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,,"No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","No","Yes","No","No","No","No","No",,"No",,"Yes","Yes"
"93-14-44-32","BEANS/COWPEA","0.5","No","Yes",400,"Kilograms","","Yes",350,"Kilograms","",120,"Yes",,"No","No","No","No","No",,,50,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","Others, specify","lake","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"93-14-44-32","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","Others, specify","lake","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"51-90-88-91","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"12-47-74-84","MAIZE","1","No","Yes",8,"90 kg bag","","Yes",8,"100 kg bag","",4000,"No","No","Yes","No","No","No","No",,,0,,"","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","No","Yes","No","No",,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"Yes","Yes",,,,,,,,,,"Yes","Yes"
"66-45-27-28","MAIZE","3","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"61-66-59-51","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No",,"No","Yes"
"78-64-43-02","MAIZE","4","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"78-64-43-02","GREEN VEGETABLE","1","No","Yes",360,"Kilograms","","Yes",320,"Kilograms","",40,"No","Yes","No","No","No","No","No",,,40,"Kilograms","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No",,"No","Yes","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,"Yes",,,,"Yes","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes"
"09-79-38-80","MAIZE","10","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","No","No","No","No","No","Yes","No",,"No","No"
"03-23-67-97","BEANS/COWPEA","1.5","No","Yes",1.5,"90 kg bag","","Yes",1,"90 kg bag","",6200,"Yes","No","No","No","No","No","No",,,1,"50 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes","No","No","No","No","No","No",,,"Yes","Yes"
"03-23-67-97","MAIZE","1.5","No","Yes",54,"90 kg bag","","Yes",48,"90 kg bag","",5400,"No","No","Yes","No","No","No","No",,,4,"90 kg bag","","2","90 kg bag","",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"No",,,,,,,,,,,,,,,,,"No","Yes",,,,,,,,,,"Yes","Yes"
"84-81-25-13","MAIZE","2","No","Yes",8,"90 kg bag","","Yes",5,"90 kg bag","",4000,"Yes","No","No","No","No","No","No",,,3,"90 kg bag","","0",,"",0,,"","No","0","",,"",,,"","Yes","River/ stream","","No","No","No","No","Yes","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","Yes",,"No","No","No","No","No","No","No",,,"No","No","No","No","No","Yes","No",,,,,,,,"No","No","Yes","No","No","No","No","No","No",,,"No","Yes"
"01-19-86-40","MAIZE","1","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","Yes"
"69-16-25-63","MAIZE","6","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No","No","No","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","No","Yes","No","No","No","No","No","No",,"No","No"
"58-95-91-31","BEANS/COWPEA","0.5","No","No",,,"",,,,"",,,,,,,,,,,,,"",,,"",,,"","No",,"",,"",,,"","No",,"",,,,,,,,,,"No","No","Yes","No",,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,,,,,,,"No","No","Yes",,"No","No","No","No","No","No",,"No","No"
