interview__key,ctry,region,dist,ward,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"95-85-00-75","Kenya","Baringo","Tiaty East","Tangulbei","Modok","100021443815","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"41-04-08-56","Kenya","Baringo","Tiaty East","Tangulbei","Modok","100021443813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-17-00-87","Kenya","Baringo","Tiaty East","Tangulbei","Seretion","100021454516","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"05-33-40-10","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154705","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"27-67-11-74","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110806","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"42-16-66-43","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454410","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"07-13-95-29","Kenya","Baringo","Baringo South","Marigat","Nkoipiriri","100011121314","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-93-55-42","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-46-21-62","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121507","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"40-51-79-00","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121806","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"80-05-91-55","Kenya","Baringo","Tiaty East","Churo","Churo Centre","100021032602","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-22-24-47","Kenya","Baringo","Baringo South","Marigat","Kiwanja Ndege","100011110211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"78-46-05-26","Kenya","Baringo","Tiaty East","Churo","Kaptuya","100021032801","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"01-54-87-19","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"64-06-48-62","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-65-85-03","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154702","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"03-81-70-83","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110605","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"22-43-82-01","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-89-32-79","Kenya","Baringo","Baringo South","Marigat","Kiwanja Ndege","100011110205","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-65-34-20","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032406","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"17-73-42-21","Kenya","Baringo","Tiaty East","Churo","Churo Centre","100021032614","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"86-29-59-93","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-87-27-22","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121810","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-95-26-62","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121511","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"86-23-74-18","Kenya","Baringo","Baringo South","Marigat","Maji Ndege","100011121708","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"69-47-17-72","Kenya","Baringo","Tiaty East","Tangulbei","Relenoi","100021454013","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-46-09-31","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121805","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"97-62-36-16","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154707","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"39-46-61-12","Kenya","Baringo","Tiaty East","Tangulbei","Seretion","100021454515","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"51-78-77-10","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121801","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"95-19-67-91","Kenya","Baringo","Tiaty East","Tangulbei","Seretion","100021454514","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"90-10-35-11","Kenya","Baringo","Baringo South","Marigat","Kiwanja Ndege","100011110215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-53-25-48","Kenya","Baringo","Tiaty East","Churo","Churo Centre","100021032612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-87-02-88","Kenya","Baringo","Tiaty East","Tangulbei","Sosion","100021454206","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"54-62-08-69","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121815","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-56-30-78","Kenya","Baringo","Tiaty East","Churo","Kaptuya","100021032808","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-23-42-65","Kenya","Baringo","Tiaty East","Tangulbei","Sosion","100021454210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-85-68-42","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121512","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"84-09-48-58","Kenya","Baringo","Tiaty East","Tangulbei","Relenoi","100021454014","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-58-20-42","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"00-68-70-04","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154701","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-54-98-03","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121814","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"90-58-96-49","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121804","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"07-07-62-62","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"26-08-54-15","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454405","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"98-80-86-00","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121803","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-36-93-83","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454404","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"39-74-73-78","Kenya","Baringo","Tiaty East","Churo","Kaptuya","100021032807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"73-63-00-42","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-80-74-06","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-74-32-61","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454412","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"95-10-30-55","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110809","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"93-89-51-75","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-95-38-57","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032404","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"34-96-82-10","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110804","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-41-75-26","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-64-37-20","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121808","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-66-07-16","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121505","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"60-51-83-59","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454413","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-32-07-05","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121802","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-40-92-10","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121509","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"24-75-24-45","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-05-25-38","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454401","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"59-77-15-06","Kenya","Baringo","Tiaty East","Churo","Churo Centre","100021032609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"43-11-20-48","Kenya","Baringo","Tiaty East","Tangulbei","Relenoi","100021454001","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-02-62-89","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-01-77-10","Kenya","Baringo","Baringo South","Marigat","Tirngongwonin","100011121809","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"81-78-91-05","Kenya","Baringo","Baringo South","Marigat","Twetye","100011121510","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"47-09-64-37","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454411","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"34-25-65-08","Kenya","Baringo","Baringo South","Marigat","Chepkech","100011154709","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"86-44-30-89","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032412","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"74-03-89-65","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110614","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"56-65-93-48","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032413","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"66-39-11-55","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110805","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-03-04-43","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110602","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"27-47-38-04","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110603","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"43-92-12-14","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032703","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"05-86-89-30","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110606","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"84-33-11-24","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032306","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"79-96-52-99","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032713","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-91-30-19","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110609","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-11-32-04","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-01-30-83","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032710","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-42-52-41","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332009","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-88-95-82","Kenya","Baringo","Tiaty East","Churo","Nyalilpich","100021032402","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"44-20-34-87","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454414","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"62-58-98-18","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110608","No","No",,"","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"10-26-36-54","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110615","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"97-96-81-02","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032501","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-40-66-47","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332012","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-40-35-80","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110814","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-71-02-69","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332113","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"25-22-65-60","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454406","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"89-59-08-73","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"91-40-38-85","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332110","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"17-33-53-75","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121914","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"48-20-09-62","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032704","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"29-88-28-45","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332115","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"92-61-60-00","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-05-61-12","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032315","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-80-41-29","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032708","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-67-61-31","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-39-60-64","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121909","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"75-50-72-64","Kenya","Baringo","Tiaty East","Tangulbei","Sosion","100021454207","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"13-68-33-58","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032707","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"67-51-21-12","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121908","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"92-63-14-10","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032513","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"23-95-53-31","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121912","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-83-42-25","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332111","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"34-04-41-33","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032714","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-40-10-81","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032712","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-27-90-36","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-35-99-68","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110601","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-83-30-59","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-93-39-25","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332014","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"70-80-52-20","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332102","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"98-33-69-97","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032705","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-65-40-82","Kenya","Baringo","Tiaty East","Tangulbei","Pombo","100021454103","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"28-81-45-53","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332108","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"06-80-46-73","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332109","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"09-02-42-42","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032307","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"16-61-64-98","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110803","No","No",,"","Yes","Yes",1,"Head of the household",,"Yes"
"29-61-04-95","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032210","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"39-38-75-31","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332011","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-39-29-75","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032702","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-17-77-88","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032311","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"29-08-77-29","Kenya","Baringo","Baringo South","Marigat","Marti","100011110901","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"69-05-41-80","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032301","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-49-13-73","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032509","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-38-27-75","Kenya","Baringo","Tiaty East","Tangulbei","Sosion","100021454203","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-85-47-22","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332003","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-81-07-04","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332103","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-80-02-03","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032503","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-30-60-03","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121913","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-15-99-40","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032209","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"44-56-27-24","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332101","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"75-37-22-90","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032204","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Daughter","Yes"
"67-01-06-94","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332002","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-57-01-84","Kenya","Baringo","Tiaty East","Churo","Chepelow","100021032701","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"53-87-70-93","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032211","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-42-22-50","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332112","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"41-64-40-11","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121910","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-49-22-36","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332001","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-63-38-57","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032213","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"84-72-64-66","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332114","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-42-88-22","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-88-22-30","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332004","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-50-41-80","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032215","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-50-20-38","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032314","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"78-63-95-63","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"21-75-94-85","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332104","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-46-30-59","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121905","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"12-17-56-74","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-41-60-05","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032302","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"50-77-28-73","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332006","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"42-38-30-13","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332013","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"05-33-62-23","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-87-80-73","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032201","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-58-06-14","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-13-82-99","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032502","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-72-13-69","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332015","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-23-50-93","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332007","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"24-20-09-18","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-65-40-62","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032207","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Son","Yes"
"65-04-66-76","Kenya","Baringo","Baringo South","Marigat","Nkoipiriri","100011121301","Yes",,,"",,"No",1,"Representative of the head","Daughter-in-law","Yes"
"87-33-92-13","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032510","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"61-75-70-64","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121907","No","Yes","Other (Specify)","The respondent is deceased and he was staying alone.","Yes","Yes",1,"Head of the household",,"Yes"
"23-31-62-51","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032304","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"95-05-18-77","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110813","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"87-43-52-74","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"61-21-03-67","Kenya","Baringo","Baringo South","Makutani","Eletepes","100011332010","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"72-29-78-52","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121911","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"11-76-72-18","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032214","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"97-14-88-73","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-19-50-42","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032205","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"95-00-37-38","Kenya","Baringo","Baringo South","Marigat","Kewamur","100011121901","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"94-73-96-31","Kenya","Baringo","Baringo South","Makutani","Nenteiyo","100011332105","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"40-23-79-37","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032514","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"49-36-92-60","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454407","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-46-54-95","Kenya","Baringo","Baringo South","Marigat","Marti","100011110904","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"65-71-98-91","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032309","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"58-91-32-30","Kenya","Baringo","Tiaty East","Tangulbei","Lochel/Kang'iruru","100021454415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"18-10-16-95","Kenya","Baringo","Baringo South","Marigat","Kapkun South","100011110309","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-74-87-97","Kenya","Baringo","Tiaty East","Tangulbei","Pombo","100021454111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"42-18-27-84","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032208","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"65-19-88-53","Kenya","Baringo","Tiaty East","Churo","Chepngotiny","100021032504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-92-07-98","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032308","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-74-25-12","Kenya","Baringo","Tiaty East","Churo","Cheptaran","100021032203","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
