interview__key,ctry,region,dist,ward,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"31-67-19-52","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243011","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"85-11-91-18","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-04-18-34","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243401","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-73-96-50","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243003","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-29-80-09","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243407","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-89-80-49","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-84-26-58","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243408","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-14-26-56","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-78-65-09","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243404","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"77-02-48-37","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243413","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-96-59-64","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243406","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-51-99-07","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-75-97-43","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110401","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"11-52-82-38","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110412","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"19-06-13-08","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121404","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-04-26-51","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"37-83-74-10","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-40-38-02","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"14-71-87-39","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121415","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"86-00-55-84","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121402","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"76-73-19-09","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"17-23-66-97","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110413","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-45-81-79","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243001","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"53-00-83-03","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121413","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-80-16-39","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110407","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"11-00-74-85","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"16-44-32-23","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110406","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-09-04-04","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121401","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-01-13-01","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121412","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"79-39-40-36","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-53-51-27","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110408","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"64-11-62-56","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110410","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"79-53-04-50","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121408","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"14-13-86-20","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121407","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-99-67-92","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-80-65-49","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121406","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-76-57-31","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121411","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-57-88-54","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243004","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-87-83-91","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243403","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"99-46-97-26","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-21-46-00","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"63-02-11-31","Kenya","Baringo","Baringo South","Marigat","Kaptich","100011110411","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-95-07-81","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243012","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"15-84-79-29","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243411","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-10-39-37","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243005","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"57-47-06-86","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243010","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-03-65-67","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243414","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-58-26-00","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243014","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"48-53-15-07","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243410","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-97-24-07","Kenya","Baringo","Baringo South","Marigat","Nailiapu","100011121410","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"63-58-57-56","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243405","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-43-62-27","Kenya","Baringo","Tiaty East","Mondi","Mosoin","100021243409","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-45-95-05","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243608","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"63-29-07-40","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243610","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-48-29-18","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-16-00-20","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-36-57-50","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243609","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"49-75-44-53","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243602","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"35-67-10-08","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243606","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"12-79-91-83","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243601","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"19-90-00-01","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243611","Yes",,,"",,"No",1,"Representative of the head","Other female member","Yes"
"29-86-40-08","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243604","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"10-69-61-22","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243605","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"73-57-30-20","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243612","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"98-91-04-48","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121014","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-01-41-82","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243614","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-00-59-90","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243603","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"66-77-39-39","Kenya","Baringo","Tiaty East","Mondi","Lumuyek","100021243613","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"35-78-11-70","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-25-98-04","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121015","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-00-12-98","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121003","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"13-38-59-03","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121004","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-77-14-31","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121011","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"04-52-21-75","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121001","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"49-10-89-14","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121002","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-13-85-83","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121005","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"81-99-34-25","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121013","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-35-08-20","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121010","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"78-02-12-77","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121006","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"66-37-18-93","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121007","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-89-79-33","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121012","No","Yes","Other (Specify)","relocated and merged with his brother  and now living in the same compound","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"09-97-47-73","Kenya","Baringo","Baringo South","Marigat","Sesia","100011121009","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"62-45-31-86","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443908","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"96-13-78-99","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243515","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"25-35-15-07","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-80-25-79","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243506","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"46-89-14-96","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243511","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"80-24-04-77","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243512","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-82-89-21","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243503","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"22-43-50-27","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"41-41-55-55","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243510","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"26-69-32-41","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243509","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"68-81-12-32","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243514","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"46-49-14-82","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243501","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"92-16-89-27","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121108","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-28-41-84","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121113","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"23-46-40-42","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121106","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"93-71-36-41","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121104","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"07-56-93-09","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443905","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"40-07-12-46","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-88-48-96","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110514","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-70-18-69","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110509","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"82-09-53-31","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243313","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"10-84-11-85","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243305","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"93-36-47-93","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243306","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"40-02-31-47","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443906","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-25-14-79","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443904","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"96-32-88-00","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121608","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-07-79-13","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443907","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"05-61-96-62","Kenya","Baringo","Baringo South","Marigat","Lesua","100011121206","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"37-32-16-74","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443915","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-96-64-70","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121107","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"74-21-41-84","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443913","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"82-96-41-85","Kenya","Baringo","Baringo South","Marigat","Lesua","100011121207","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"58-44-33-27","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121105","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-25-56-87","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121101","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-98-25-96","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121114","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"09-54-26-75","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243507","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"41-61-78-73","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443901","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"90-86-53-30","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"16-75-57-30","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243505","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"60-19-22-98","Kenya","Baringo","Tiaty East","Mondi","Chepkokoch","100021243513","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-29-58-98","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121109","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"51-48-94-50","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110512","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"97-20-59-08","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121110","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"21-43-02-41","Kenya","Baringo","Baringo South","Marigat","Nairangi Nkare","100011121115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"82-77-24-98","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110501","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-99-96-16","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110504","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-95-59-62","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243304","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"86-57-96-89","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443902","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-47-81-44","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"36-96-75-03","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"08-94-02-07","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121601","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"37-79-35-25","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443903","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-65-92-38","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243208","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"64-78-16-16","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443914","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"21-44-80-94","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243210","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"09-64-46-58","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110808","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"59-85-28-37","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243212","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-86-17-42","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243203","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"19-38-28-96","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110610","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"15-65-55-76","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243209","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"06-65-59-46","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243314","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"31-55-25-17","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243211","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"46-83-77-72","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243303","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"13-16-83-24","Kenya","Baringo","Tiaty East","Mondi","Ademeyon","100021243315","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"55-65-07-83","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110506","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-58-06-14","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-67-77-44","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243205","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-73-95-73","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121612","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"81-01-27-26","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121602","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"29-63-05-43","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243201","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-97-70-98","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243214","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-06-78-78","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243213","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"09-89-86-48","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-77-69-23","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243202","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"34-54-53-25","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443910","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-15-04-81","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121606","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"30-29-61-21","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443909","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"32-65-13-57","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243207","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"64-69-72-73","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443911","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"25-20-08-58","Kenya","Baringo","Tiaty East","Tangulbei","Chepukat","100021443912","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"12-04-44-96","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121613","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-37-09-60","Kenya","Baringo","Tiaty East","Mondi","Chemiril","100021243204","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"26-04-59-05","Kenya","Baringo","Baringo South","Marigat","Ndubet","100011110511","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"98-27-33-85","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121614","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"65-84-88-76","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"88-58-36-62","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"68-07-50-59","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110616","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"69-15-02-37","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243106","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"02-78-83-36","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243108","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-59-33-64","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"62-96-19-75","Kenya","Baringo","Baringo South","Marigat","Chepkerkeren","100011121605","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"73-91-22-23","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243113","Yes",,,"",,"No",1,"Representative of the head","Sister-in-law","Yes"
"20-05-42-35","Kenya","Baringo","Tiaty East","Mondi","Kaitunga","100021243009","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"41-87-52-98","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243105","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-31-43-37","Kenya","Baringo","Baringo South","Marigat","Sirinyo","100011110604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"53-00-97-20","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243104","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-41-86-29","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110802","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"32-86-73-25","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110807","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"72-97-03-54","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032303","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"15-89-37-89","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110801","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"12-79-12-74","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243112","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"84-49-36-60","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243114","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"50-30-24-70","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"73-01-79-27","Kenya","Baringo","Baringo South","Marigat","Lesua","100011121215","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"61-70-56-76","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243107","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"02-74-92-32","Kenya","Baringo","Tiaty East","Mondi","Markasian","100021243115","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"69-39-88-08","Kenya","Baringo","Baringo South","Marigat","Ilngeriyoi","100011154613","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"97-74-84-66","Kenya","Baringo","Tiaty East","Churo","Marigat","100021032312","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-82-53-55","Kenya","Baringo","Baringo South","Marigat","Ilkarkar","100011110815","Yes",,,"",,"No",1,"Head of the household",,"Yes"
