interview__key,r_forset_product__id,fstqty,fstpdt_unt,fstpdt_unt_oth,fstpdt_sl,fstpdt_slqty,fstpdt_slunit,fstpdt_slunit_oth,fstpdt_slpssd,fstpdt_slprc,fstpdt_exp,fstpdt_expamt,fstpdt_ch,fstpdt_ch2,f027,f028
"71-70-88-23","Wood for charcoal production",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"71-70-88-23","Honey",60,"Kilograms","","Yes",50,"Kilograms","","No",400,"No",,"The same","The same","",""
"50-33-80-84","Firewood",72,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","There is prolonged drought experienced in the area"
"50-33-80-84","Honey",2,"Debe","","Yes",2,"Debe","","No",6000,"No",,"Slight increase","Slight decrease","The bees might be affected by the drought",""
"21-95-76-65","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population is high and people have cut down trees indiscriminately"
"91-60-65-39","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increases"
"42-15-16-06","Firewood",1,"90 kg bag","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"42-15-16-06","Wood for charcoal production",10,"90 kg bag","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"00-11-52-27","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","forest degradation"
"87-56-56-81","Firewood",432,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","drought"
"81-79-89-86","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","defforestation"
"81-79-89-86","Honey",2,"Debe","","Yes",2,"Debe","","No",5000,"No",,"Slight decrease","Massive decrease","","charcoal  burning"
"10-18-23-80","Firewood",500,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","many users"
"65-08-75-81","Firewood",500,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"71-59-52-11","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"31-09-36-85","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population growth"
"29-04-00-40","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","settlements"
"72-18-38-35","Firewood",108,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"72-18-38-35","Wood for charcoal production",3,"100 kg bag","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"83-34-07-73","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","drought"
"83-34-07-73","Wood for charcoal production",10,"90 kg bag","","Yes",5,"90 kg bag","","No",350,"No",,"Massive decrease","Massive decrease","","deforestation"
"70-36-24-93","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","destruction of the forest"
"64-46-73-61","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"64-46-73-61","Timber or poles",12,"Bale / Bundle","","Yes",12,"Bale / Bundle","","No",2500,"No",,"The same","The same","",""
"13-37-47-48","Firewood",80,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive increase","People are migrating",""
"13-37-47-48","Wood for charcoal production",25,"90 kg bag","","Yes",20,"90 kg bag","","No",500,"No",,"Slight decrease","Slight decrease","","longer logs readiness period"
"13-37-47-48","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"The same","Slight decrease","",""
"13-37-47-48","Medicinal plants",1,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"22-02-49-30","Firewood",90,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","defforestation"
"22-02-49-30","Honey",2,"Debe","","Yes",2,"Debe","","No",4000,"No",,"Slight decrease","Massive decrease","","charcoal  burning"
"97-28-37-38","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","forest destruction and land degradation"
"97-28-37-38","Wood for charcoal production",10,"90 kg bag","","Yes",350,"90 kg bag","","No",350,"No",,"Massive decrease","Massive decrease","","tree cover is tremendously depleting"
"04-02-73-28","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"04-02-73-28","Wood for charcoal production",10,"Bale / Bundle","","Yes",10,"Bale / Bundle","","No",1500,"Yes",10000,"Slight decrease","Massive decrease","","massive charcoal burning activities"
"04-02-73-28","Timber or poles",30,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","high demand for fencing poles"
"04-02-73-28","Honey",8,"Kilograms","","Yes",4,"Kilograms","","No",300,"No",,"Slight decrease","Massive decrease","","prolonged droughts in the region."
"57-09-51-71","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"45-10-68-85","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"72-72-49-77","Firewood",108,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"61-58-42-30","Firewood",72,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"46-76-02-18","Firewood",80,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"46-76-02-18","Wood for charcoal production",2,"100 kg bag","","Yes",2,"100 kg bag","","Yes",500,"No",,"Massive decrease","Massive decrease","","Deforestation"
"32-71-82-87","Firewood",60,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Prolonged drought experienced in the area"
"32-71-82-87","Medicinal plants",1,"50 kg bag","","Yes",1,"50 kg bag","","No",100,"No",,"Massive decrease","Massive decrease","","Due to prolonged drought"
"32-71-82-87","Honey",2,"Debe","","Yes",2,"Tins (eg milk tins)","","No",2000,"No",,"Slight decrease","Slight decrease","","The prolonged period of drought might affects bees leading to migration."
"51-19-72-02","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population"
"51-19-72-02","Wood for charcoal production",35,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population and charcoal activities"
"98-92-34-42","Firewood",80,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Deforestation"
"49-20-15-79","Firewood",60,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"19-17-82-94","Firewood",450,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"26-53-83-57","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","human activities"
"35-77-55-36","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Massive decrease","deforestation of the natural forest for charcoal burning.",""
"35-77-55-36","Wood for charcoal production",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population and clearing of vegetation for charcoal burning."
"60-19-93-23","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive increase","Massive increase","increase prosopis in the area",""
"98-71-23-55","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"88-09-79-89","Firewood",120,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"17-30-57-13","Firewood",10,"Bale / Bundle","","No",,,"",,,"No",,"Massive increase","Massive increase","increase availability of prosopis",""
"17-30-57-13","Wood for charcoal production",2,"Bale / Bundle","","Yes",2,"Bale / Bundle","","No",500,"No",,"Massive increase","Massive increase","increase availability of prosopis in the area",""
"34-24-20-27","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"13-99-53-09","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"62-74-89-68","Firewood",72,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"10-78-86-05","Firewood",96,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Increased charcoal production activities in the area."
"58-17-83-09","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"86-94-71-57","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increasing population, deforestation"
"13-61-09-88","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","defforestation  and population  increase"
"33-63-66-86","Firewood",72,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"33-63-66-86","Wood for charcoal production",72,"100 kg bag","","Yes",84,"100 kg bag","","Yes",400,"No",,"Slight decrease","Massive decrease","","Deforestation"
"31-45-42-89","Firewood",450,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","many users"
"53-01-20-30","Firewood",450,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","many users"
"13-52-61-75","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","land demarcation  and population  increase"
"64-05-06-14","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population growth"
"78-32-01-29","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"33-80-34-20","Wood for charcoal production",2,"90 kg bag","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"10-62-40-22","Wood for charcoal production",1,"90 kg bag","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","forest destruction"
"82-40-44-86","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"52-02-93-49","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","forest degradation"
"94-99-56-40","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","prolonged drought"
"32-71-99-16","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation, increasing population"
"91-09-88-25","Firewood",40,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","land demarcation , increase of population  and charcoal burning"
"53-58-51-62","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","overgrowth of prosopis"
"95-92-63-73","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population growth"
"06-17-24-58","Firewood",400,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"23-78-50-31","Firewood",96,"Bunches","","No",,,"",,,"No",,"Massive increase","Massive increase","Increased growth and spread of prosopis juliflora.",""
"20-84-25-59","Firewood",96,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Growing population in the area leading to more vegetation clearing."
"97-31-09-83","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"56-22-99-66","Firewood",96,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Increased human activities including harvesting and sale of firewood."
"56-22-99-66","Wood for charcoal production",24,"25kg bag","","Yes",24,"50 kg bag","","Yes",500,"No",,"Slight decrease","Massive decrease","","Due to increased clearing of land for residential purposes."
"05-92-75-52","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"56-78-97-61","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"89-05-59-72","Firewood",36,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"89-05-59-72","Wood for charcoal production",20,"100 kg bag","","Yes",15,"100 kg bag","","Yes",200,"No",,"Slight decrease","Massive decrease","","Deforestation"
"50-93-16-91","Firewood",96,"Bale / Bundle","","Yes",40,"Bale / Bundle","","No",100,"No",,"Slight decrease","Massive decrease","","land dermacation hence personalized"
"50-93-16-91","Wood for charcoal production",30,"90 kg bag","","Yes",25,"90 kg bag","","No",500,"No",,"Slight decrease","Massive decrease","","trees for logs depleted"
"50-93-16-91","Honey",6,"2kg packet","","Yes",5,"2kg packet","","No",1500,"No",,"Massive decrease","Massive decrease","","flowers and rains reduced"
"89-68-31-84","Firewood",144,"Bunches","","No",,,"",,,"No",,"Massive increase","Slight increase","Due to increased growth and spread of prosopis juliflora which is cut for firewood",""
"89-68-31-84","Wood for charcoal production",60,"50 kg bag","","Yes",60,"50 kg bag","","Yes",500,"No",,"Massive increase","Massive increase","Due to increased growth and spread of prosopis juliflora",""
"37-58-34-11","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","settlements is becoming dense"
"33-93-90-01","Firewood",80,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Land dermarcation limits extraction"
"33-93-90-01","Wild fruits",100,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","heavy clearance of natural vegetation"
"00-04-89-61","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"98-42-90-09","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"81-57-29-94","Firewood",40,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"55-74-55-01","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"55-74-55-01","Wood for charcoal production",40,"90 kg bag","","Yes",35,"90 kg bag","","No",550,"No",,"Slight decrease","Massive decrease","","trees cover reducing highly"
"55-74-55-01","Wild fruits",50,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","high rate clearance of natural vegetation"
"55-74-55-01","Medicinal plants",20,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","heavy extraction"
"35-03-81-94","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","tree depletion as a result of the climate change"
"87-29-60-32","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increasing population, clearing trees and bushes for human habitat"
"59-04-53-64","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Dermacated  lands"
"59-04-53-64","Medicinal plants",1,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","said plants depleted"
"59-04-53-64","Honey",10,"Liters","","Yes",6,"Liters","","No",700,"Yes",500,"Slight decrease","Massive decrease","","effects of drought on flowers"
"82-68-38-51","Firewood",40,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight increase","schrubs grew nearer to farms",""
"64-96-99-21","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"36-02-93-74","Firewood",192,"Bale / Bundle","","No",,,"",,,"Yes",1200,"Massive decrease","Massive decrease","","land demarcations,deforestation"
"56-43-23-52","Firewood",108,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"42-33-55-75","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"67-03-64-23","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"34-93-29-30","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increasing population"
"74-55-51-40","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"64-62-65-29","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population"
"64-62-65-29","Wood for charcoal production",20,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population"
"30-54-31-50","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"42-02-08-83","Firewood",80,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"42-02-08-83","Wood for charcoal production",24,"100 kg bag","","Yes",24,"100 kg bag","","Yes",500,"No",,"Slight decrease","Massive decrease","","Deforestation"
"37-15-67-95","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"42-23-71-10","Firewood",160,"Bunches","","Yes",120,"Bunches","","No",100,"No",,"Massive decrease","Massive decrease","","Increased cutting of trees for firewood to be sold due to poverty level of the residents."
"50-11-26-74","Firewood",400,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"50-11-26-74","Honey",6,"Liters","","No",,,"",,,"No",,"The same","The same","",""
"41-04-96-60","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"41-04-96-60","Wood for charcoal production",4,"Bale / Bundle","","Yes",4,"90 kg bag","","No",500,"No",,"Slight decrease","Massive decrease","","population growth"
"41-04-96-60","Honey",4,"Tins (eg milk tins)","","Yes",4,"Tins (eg milk tins)","","No",1200,"No",,"Slight decrease","Massive decrease","","population"
"64-11-10-98","Firewood",1000,"Bunches","","Yes",600,"Bunches","","No",200,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"57-81-30-05","Firewood",120,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"88-77-78-80","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"50-74-95-60","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","charcoal burning in the area will reduce firewood availability."
"50-74-95-60","Wood for charcoal production",12,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population  and charcoal burning activities"
"50-74-95-60","Honey",200,"Kilograms","","Yes",200,"Kilograms","","No",340,"No",,"Slight decrease","Massive decrease","","rampant drought in the area."
"99-69-07-36","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"94-52-87-82","Firewood",108,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"94-52-87-82","Wood for charcoal production",50,"100 kg bag","","Yes",40,"100 kg bag","","Yes",450,"No",,"Slight decrease","Massive decrease","","Deforestation"
"36-65-12-21","Firewood",96,"Bunches","","No",,,"",,,"No",,"Massive increase","Massive increase","Continued growth and spread of prosopis juliflora in the area.",""
"97-41-99-18","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase and also charcoal burning"
"97-41-99-18","Wild fruits",50,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Climate change"
"90-57-88-40","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"38-86-39-27","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","indiscriminate cutting down of trees"
"03-07-08-19","Firewood",100,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"72-39-10-40","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"06-58-90-91","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","drought"
"20-64-53-81","Firewood",300,"Bale / Bundle","","No",,,"",,,"Yes",10000,"Massive decrease","Massive decrease","","population increase"
"64-24-49-94","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"84-08-92-59","Firewood",100,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"80-92-01-63","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"39-04-13-87","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","charcoal burning"
"39-04-13-87","Wood for charcoal production",6,"90 kg bag","","Yes",6,"90 kg bag","","No",500,"No",,"Massive decrease","Massive decrease","","deforestation"
"12-81-58-78","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"12-81-58-78","Timber or poles",3,"Bale / Bundle","","No",,,"",,,"Yes",200,"Massive decrease","Massive decrease","","population increase"
"07-91-23-12","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive increase","Massive increase","increase availability of prosopis",""
"46-43-23-18","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","charcoal  burning and land demarcation"
"48-70-52-60","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive increase","",""
"48-70-52-60","Wood for charcoal production",80,"90 kg bag","","Yes",70,"90 kg bag","","No",500,"No",,"Slight increase","Slight decrease","More People will be doing",""
"48-70-52-60","Timber or poles",200,"Numbers","","Yes",150,"Numbers","","No",50,"No",,"Slight increase","Slight decrease","heavy exploitation",""
"48-70-52-60","Honey",12,"2kg packet","","Yes",10,"2kg packet","","No",1500,"No",,"Slight increase","Slight decrease","flowers depleted",""
"64-66-30-53","Firewood",96,"Bunches","","No",,,"",,,"No",,"Massive increase","Massive increase","Increasing growth and spread of prosopis juliflora",""
"03-69-84-05","Firewood",240,"Bale / Bundle","","Yes",144,"Bale / Bundle","","No",100,"No",,"Massive decrease","Massive decrease","","deforestation"
"55-07-48-89","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","increase in population"
"84-64-87-37","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","persistence in drought"
"01-15-12-42","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"01-15-12-42","Wild fruits",2,"Debe","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"01-15-12-42","Honey",3,"Debe","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Charcoal burning"
"99-30-86-99","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population growth"
"43-03-84-96","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"16-96-89-30","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","charcoal  burning  and land clearance for farming"
"26-40-62-78","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","charcoal production"
"45-82-95-63","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation, increasing population"
"19-12-89-41","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are uprooting prosopis trees which we use to fetch firewood"
"86-61-90-88","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"01-74-93-41","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","competition for firewood"
"38-25-54-65","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"21-70-86-32","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","tree destruction as a result of charcoal burning,settlements and roads"
"21-70-86-32","Medicinal plants",20,"Liters","","Yes",20,"Liters","","No",300,"No",,"Massive decrease","Massive decrease","","its demand is high and more will be collected/harvested"
"02-81-96-02","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive increase","Massive increase","increase prosopis in the area",""
"54-34-58-95","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population increase"
"54-34-58-95","Timber or poles",60,"Numbers","","No",,,"",,,"Yes",50,"Slight decrease","Massive decrease","","high demand for fencing poles"
"76-19-75-88","Firewood",1,"Kilograms","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population growth"
"66-74-73-77","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","population"
"08-37-41-83","Firewood",40,"Bale / Bundle","","No",,,"",,,"Yes",3000,"Massive increase","Slight decrease","prosobis cover",""
"08-37-41-83","Medicinal plants",10,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","prosobis growth disadvantaged other plants"
"68-02-84-17","Firewood",50,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","clearing of bushes for crop farming."
"75-80-31-44","Firewood",96,"Bunches","","No",,,"",,,"No",,"Slight increase","Massive increase","Continued growth and spread of prosopis juliflora in the area",""
"27-87-86-78","Firewood",80,"Bale / Bundle","","Yes",70,"Bale / Bundle","","No",100,"No",,"Slight increase","The same","Prosobis Increases",""
"69-86-48-74","Firewood",120,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","accessing lands where we can fetch firewood is possible,the owners can't allow"
"71-45-11-71","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","charcoal  burning"
"04-56-93-47","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","competition"
"48-20-93-40","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Clearance of natural vegetation"
"48-20-93-40","Timber or poles",150,"Numbers","","Yes",100,"Numbers","","No",100,"No",,"Slight decrease","Massive decrease","","Plots and ownership changes"
"48-20-93-40","Wild fruits",50,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","heavy extraction"
"77-28-28-65","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population growth"
"11-74-52-10","Firewood",90,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"15-73-69-92","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting down of trees is immensely high and this will lead to reduction of firewood"
"18-25-85-30","Firewood",400,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","charcoal burning"
"97-74-49-80","Firewood",100,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"65-28-28-23","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","deforestation"
"60-02-55-31","Firewood",15,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","the population of people fetching firewood is increasing hence there is massive decrease"
"82-11-02-31","Firewood",200,"Bale / Bundle","","Yes",100,"Bale / Bundle","","No",100,"No",,"The same","The same","",""
"82-11-02-31","Wood for charcoal production",150,"25kg bag","","Yes",150,"Numbers","","No",300,"No",,"Slight decrease","Slight decrease","","increased charcoal production"
"82-11-02-31","Wild fruits",30,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"57-80-52-25","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","most lands converted to farm land"
"72-15-05-10","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","over use, land demarcation"
"72-15-05-10","Honey",1,"Debe","","Yes",1,"Debe","","No",5000,"No",,"Slight decrease","Massive decrease","","climate change, pesticides and charcoal  burning"
"74-51-85-05","Firewood",90,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"86-09-61-31","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Population growth"
"93-25-93-51","Firewood",192,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"46-18-65-43","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population growth"
"04-39-31-02","Firewood",80,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Farmlands increased"
