interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s14_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"93-36-47-93",4.33,27.76,1.31,4.71,1.38,6.248379790940766,3.57,4.38,26.74,6.68,.28,25.738,1.71,1.89,2.08,2.79,121.5963797909408,"00.02:13:46",133.7666666666667,"2023-07-21","08:53:06"
"40-02-31-47",6.4,13.52,.45,4.82,4.7,6.74,2.53,3.38,18.76,4,.22,21.94,.7,3.247140319715808,3.526886120996441,3.92,98.85402644071225,"00.01:46:26",106.4333333333333,"2023-08-02","09:36:39"
"35-25-14-79",3.610871886120997,17.85,.45,2.28,5.33,5.41,2.65,2.213,14.901,6.207379679144385,.8519434628975265,17.04,1.568812056737589,3.247140319715808,3.526886120996441,2.55,89.68703352561275,"00.01:22:48",82.8,"2023-08-02","07:37:01"
"96-32-88-00",2.55,13.62,.84,6.29,.13,10.46,5.030604982206405,8.857999999999999,35.239,8.779999999999999,.46,18.48,1.2,3.33,7.628,4.5,127.3956049822064,"00.02:07:30",127.5,"2023-08-02","07:35:03"
"30-07-79-13",3.44,26.4,.45,2.93,5.71,11.74,5.030604982206405,3.32,18.15,7.37,.3,15.79,1.76,3.61,2.39,2.26,110.6506049822064,"00.01:51:32",111.5333333333333,"2023-08-02","10:39:09"
"05-61-96-62",2.16,18.18393939393939,1.466543209876543,4.42,4.434168126094571,6.248379790940766,8.01,8.300000000000001,26.72,6.207379679144385,.49,15.34,2.82,3.247140319715808,3.526886120996441,3.83,115.4044366407079,"00.02:52:25",172.4166666666667,"2023-07-19","05:55:06"
"37-32-16-74",5.53,18.18393939393939,1.21,5.34,4.74,5.57,5.030604982206405,8.857999999999999,25.12,6.207379679144385,1.29,13.24,2.19,5.84,3.47,3.532326820603908,115.3522508758941,"00.02:31:03",151.05,"2023-08-02","07:57:27"
"06-96-64-70",2.48,28.69,1.59,5.96,.14,6.248379790940766,5.92,6.78,30.63,4.7,.32,21.5,1.43,5.22,4.79,2.72,129.1183797909408,"00.02:19:57",139.95,"2023-07-20","07:17:48"
"74-21-41-84",6.15,29.118,.45,2.71,3.59,8.15,2.76,4.25,15.66,4.88,.9399999999999999,10.73,1.29,1.52,2.57,3.532326820603908,98.30032682060391,"00.02:28:03",148.05,"2023-08-02","10:37:58"
"82-96-41-85",3.610871886120997,18.18393939393939,1.466543209876543,3.918877005347594,4.434168126094571,9.41,5.030604982206405,8.857999999999999,27.69,6.15,.3,16.39,2.24,2.41,7.628,2.28,120.0010046035855,"00.03:10:34",190.5666666666667,"2023-07-19","08:34:47"
"58-44-33-27",3.610871886120997,12.52,1.14,5.09,.18,7.27,5.24,5.061836007130124,23.83916221033868,6.207379679144385,.35,17.17390374331551,2.964999999999999,2.38,3.05,2.1,98.1781535260497,"00.03:01:37",181.6166666666667,"2023-07-20","06:23:01"
"88-25-56-87",3.610871886120997,18.18393939393939,1.31,5.69,.57,6.248379790940766,4.67,4.76,27.52,6.23,2.109,11.7,1.55,3.247140319715808,3.74,3.532326820603908,104.6716582113209,"00.01:31:07",91.11666666666666,"2023-07-20","10:40:20"
"86-98-25-96",5.1,18.18393939393939,1.466543209876543,3.918877005347594,11.856,9.77,5.030604982206405,5.061836007130124,17.06,6.207379679144385,.49,24.36,2.28,5.958,6.45,6.089,129.2821802776444,"00.01:54:44",114.7333333333333,"2023-07-20","09:45:58"
"09-54-26-75",5.46,21.72,.57,2.84,.16,4.41,2.74,2.48,15.34,4.05,1.27,19.11,2.45,2.85,5.17,6.089,96.709,"00.01:39:44",99.73333333333333,"2023-07-20","11:24:13"
"41-61-78-73",3.46,25.6,.45,5.71,7.99,7.38,2.82,8.857999999999999,28.87,5.69,.61,21.65,1.65,1.53,2.22,2.14,126.628,"00.02:11:28",131.4666666666667,"2023-08-02","08:00:56"
"90-86-53-30",2.53,18.18393939393939,.8100000000000001,3.27,.19,5.34,2.53,2.32,29.52,6.207379679144385,.26,19.62,1.27,3.92,5.43,3.532326820603908,104.9336458936877,"00.01:23:48",83.8,"2023-07-20","09:42:32"
"16-75-57-30",6.4,10.41,1.33,5.66,8.43,12.168,4.62,3.01,35.239,7.44,.25,25.07,.82,3.247140319715808,1.39,3.69,129.1741403197158,"00.02:15:20",135.3333333333333,"2023-07-20","06:01:46"
"60-19-22-98",2.93,18.18393939393939,.59,3.918877005347594,4.434168126094571,.74,2.64,2.213,23.83916221033868,5.17,.23,16.04,.79,1.75,1.17,3.37,88.00914673572024,"00.01:02:01",62.01666666666667,"2023-07-20","08:35:53"
"97-29-58-98",4,28,.75,4.25,.26,6.248379790940766,5.030604982206405,3.8,24.42,6.207379679144385,.7,17.39,2.43,1.98,2.62,2.88,110.9663644522916,"00.02:23:35",143.5833333333333,"2023-07-20","11:10:13"
"51-48-94-50",2.19,25.68,2.93,4.69,4.434168126094571,8.09,6.46,4.08,31.95,6.89,.39,12.01,2.14,1.72,4.6,2.02,120.2741681260946,"00.02:17:58",137.9666666666667,"2023-07-21","05:12:54"
"97-20-59-08",2.57,18.18393939393939,1.466543209876543,4.36,4.434168126094571,12.168,7.6,5.061836007130124,16.4,6.1,1.33,18.41,2.92,3.247140319715808,3.526886120996441,2.94,110.7185131777529,"00.03:15:33",195.55,"2023-07-20","07:15:10"
"21-43-02-41",1.98,18.18393939393939,.45,3.918877005347594,.43,.29,2.75,2.213,17.59,6.207379679144385,.8519434628975265,15.18,1.15,2.2,3.9,2.11,79.40513954132889,"00.01:39:23",99.38333333333334,"2023-07-20","09:25:36"
"82-77-24-98",4.87,19.89,2.15,4.63,7.91,6.248379790940766,5.030604982206405,5.99,23.83916221033868,6.207379679144385,1.61,17.17390374331551,2.964999999999999,4.44,3.526886120996441,3.532326820603908,120.0136433475461,"00.03:39:54",219.9,"2023-07-21","10:33:55"
"68-99-96-16",3,18.18393939393939,2.98,5.78,.14,7.13,8.539999999999999,6.78,28.46,8.948999999999998,2.109,10.87,2.964999999999999,2.88,6.43,4.69,119.8869393939394,"00.02:58:30",178.5,"2023-07-21","07:37:19"
"47-95-59-62",3.610871886120997,16.4,1.32,3.11,4.434168126094571,10.65,2.86,5.58,23.31,5.29,.78,25.738,1.35,1.84,3.95,3.532326820603908,113.7553668328195,"00.02:15:45",135.75,"2023-07-21","10:14:01"
"86-57-96-89",1.98,11.33,.53,3.5,4.434168126094571,4.72,5.030604982206405,5.061836007130124,23.83916221033868,6.207379679144385,.85,12.92,1.568812056737589,3.247140319715808,3.526886120996441,6.089,94.83498950236401,"00.01:39:12",99.2,"2023-08-02","11:59:12"
"68-47-81-44",2.61,15.35,1.83,2.39,.14,.13,5.4,2.82,23.83916221033868,5.62,1.93,12.45,.7,1.77,3.43,2.02,82.42916221033867,"00.02:24:20",144.3333333333333,"2023-08-08","06:32:07"
"36-96-75-03",6.4,14.15,1.466543209876543,4.01,.7,4.26,8.539999999999999,2.88,24.43,6.207379679144385,.8519434628975265,15.88,1.568812056737589,3.247140319715808,3.526886120996441,6.089,104.2077048493683,"00.05:02:21",302.35,"2023-08-02","05:16:49"
"08-94-02-07",6.4,12.73,1.466543209876543,3.918877005347594,4.434168126094571,8.26,5.46,5.061836007130124,32.93,6.207379679144385,.8519434628975265,25.738,1.568812056737589,3.247140319715808,3.526886120996441,3.532326820603908,125.3339128085445,"00.00:09:55",9.916666666666666,"2023-08-02","08:04:09"
"37-79-35-25",4.86,16.57,.5,3.918877005347594,.13,3.62,2.53,5.061836007130124,23.83916221033868,6.207379679144385,.28,18.76,1.568812056737589,3.247140319715808,3.526886120996441,3.532326820603908,98.15242022001453,"00.01:15:12",75.2,"2023-08-02","09:04:55"
"71-65-92-38",2.19,11.13,3.502999999999998,2.94,4.23,9.050000000000001,7.39,6.68,22.17,7.1,.31,24.75,1.22,1.59,3.526886120996441,4.95,112.7298861209964,"00.01:53:09",113.15,"2023-07-18","06:44:56"
"64-78-16-16",2.11,17.75,1.14,2.64,6.86,5.76,3.54,3.97,14.901,4.23,2.109,12.06,1.13,4.83,1.8,3.532326820603908,88.36232682060391,"00.03:09:06",189.1,"2023-08-02","12:19:53"
"21-44-80-94",2.88,13.89,1.64,3.26,4.434168126094571,9.43,8.460000000000001,8.857999999999999,27.25,6.99,2.109,23.44,1.1,1.72,3.526886120996441,3.1,122.088054247091,"00.02:04:15",124.25,"2023-07-18","09:54:25"
"09-64-46-58",5.99,16.09,1.466543209876543,6.29,4.434168126094571,6.248379790940766,8.039999999999999,5.061836007130124,23.83916221033868,7.07,2.109,25.738,1.568812056737589,3.247140319715808,3.526886120996441,5.75,126.4699278418305,"00.06:46:34",406.5666666666667,"2023-08-03","08:02:53"
"59-85-28-37",3.610871886120997,18.18393939393939,1.466543209876543,4.9,9.890000000000001,10.07,5.030604982206405,5.061836007130124,19.26,7.12,1.71,18.93,1.57,1.51,2.43,2.17,112.9137954792735,"00.02:37:39",157.65,"2023-07-18","10:20:11"
"59-86-17-42",2.65,13.91,1.47,6.29,.85,9.800000000000001,8.539999999999999,5.061836007130124,30.03,5.92,.43,25.738,.78,3.05,3.526886120996441,5.46,123.5067221281266,"00.02:01:35",121.5833333333333,"2023-07-18","10:43:37"
"19-38-28-96",3.610871886120997,18.18393939393939,3.502999999999998,2.271,.3,.19,8.539999999999999,5.64,25.83,6.05,.7,10.28,1.89,2.11,4.27,3.98,97.34881128006039,"00.02:21:38",141.6333333333333,"2023-08-08","06:48:58"
"15-65-55-76",3.92,24.93,.45,5.44,5.64,9.640000000000001,2.58,8.199999999999999,25.3,7.52,.53,17.17390374331551,.73,2.39,1.56,4.64,120.6439037433155,"00.02:20:09",140.15,"2023-07-18","08:54:00"
"06-65-59-46",5.41,13.39,1.18,4.7,5.69,.43,2.81,5.061836007130124,25.51,4.28,.54,18.77,1.568812056737589,1.71,2.16,3.23,96.44064806386771,"00.01:38:07",98.11666666666666,"2023-07-21","06:33:04"
"31-55-25-17",4.88,26.48,1.73,4.82,1.02,8.48,6.38,6.36,26.83,6.85,.55,25.07,1.44,4.52,1.46,3.61,130.48,"00.02:12:36",132.6,"2023-07-18","07:34:09"
"46-83-77-72",4.15,15.96,1.51,3.97,9.59,12.168,7.92,7.48,16.69,7.74,1.8,12.11,1.04,2.51,6.37,2.02,113.028,"00.03:01:59",181.9833333333333,"2023-07-21","06:50:17"
"13-16-83-24",3.07,18.86,.6,4.21,6.06,.13,3.11,6.23,34.45,5.88,.26,15.19,.7,1.77,1.16,4.61,106.29,"00.01:38:26",98.43333333333334,"2023-07-21","10:53:31"
"55-65-07-83",2.08,19.93,3.03,2.5,10.33,9.91,5.88,3.12,21.05,4.77,.8519434628975265,19.55,.8,1.89,4.97,2.73,113.3919434628975,"00.01:54:02",114.0333333333333,"2023-07-21","11:25:27"
"19-58-06-14",2.25,11.45,.8100000000000001,2.93,.36,5.76,3.82,4.31,22.23,4.98,.32,22.75,1.22,2.61,1.71,3.05,90.56,"00.01:35:45",95.75,"2023-07-18","08:47:08"
"07-67-77-44",6.4,18.18393939393939,1.32,4.99,.2,7.62,3.01,7.78,23.83916221033868,5.95,.32,17.17390374331551,1.61,3.02,5.24,3.01,109.6670053475936,"00.02:51:03",171.05,"2023-07-18","09:22:26"
"30-73-95-73",3.610871886120997,14.14,3.502999999999998,5.12,5.72,6.248379790940766,6.08,5.061836007130124,23.83916221033868,6.89,.33,17.17390374331551,1.3,2.39,2.13,2.92,106.4571536378461,"00.02:30:29",150.4833333333333,"2023-08-02","06:12:02"
"81-01-27-26",2.23,12.41,2.41,3.39,5.63,.13,6.62,2.213,15.25,6.207379679144385,.66,10.84,.72,1.51,1.5,2.83,74.55037967914438,"00.01:16:50",76.83333333333333,"2023-08-02","08:34:25"
"29-63-05-43",4.04,18.18393939393939,.77,4.16,.19,12.168,3.62,5.061836007130124,33.87,6.09,.51,20.27,1.97,3.53,7.24,3.52,125.1937754010695,"00.02:36:24",156.4,"2023-07-18","06:27:27"
"69-97-70-98",3.06,9.571000000000002,.5600000000000001,3.35,.25,.65,3.78,4.08,35.239,6.207379679144385,.61,17.17390374331551,2.21,3.29,5.37,2.24,97.64128342245991,"00.01:36:10",96.16666666666667,"2023-07-18","13:15:55"
"15-06-78-78",3.610871886120997,12.12,.76,4.49,7.64,9.859999999999999,2.78,5.19,20.54,7.69,1.29,16.34,1.568812056737589,3.247140319715808,3.526886120996441,3.49,104.1437103835708,"00.02:04:15",124.25,"2023-07-18","12:02:39"
"09-89-86-48",1.98,18.18393939393939,1.466543209876543,3.7,.13,6.248379790940766,2.8,3.12,14.901,7.29,.8519434628975265,17.17390374331551,1.568812056737589,1.96,2,3.37,86.74452165770732,"00.01:10:39",70.65000000000001,"2023-08-02","09:52:55"
"66-77-69-23",1.99,9.571000000000002,1.19,3.99,.32,8,3.9,2.213,18.85,5.83,.41,20.2,.84,4.03,5.33,4.87,91.53400000000001,"00.01:34:46",94.76666666666667,"2023-07-18","06:54:50"
"34-54-53-25",3.610871886120997,9.571000000000002,.48,3.918877005347594,3.5,6.58,5.030604982206405,2.37,23.83916221033868,4,.22,14.85,1.35,2.61,1.2,3.532326820603908,86.66284290461759,"00.01:12:40",72.66666666666667,"2023-08-02","09:47:30"
"54-15-04-81",4,29.118,2.87,4.49,9.09,12.168,8.539999999999999,5.79,23.28,7.21,.8519434628975265,12.57,2,3.247140319715808,7.628,4.39,137.2430837826133,"00.02:33:41",153.6833333333333,"2023-08-02","05:32:05"
"30-29-61-21",3.610871886120997,9.571000000000002,1.466543209876543,3.83,2.79,7.78,5.030604982206405,3.58,19.2,4.37,.55,20.78,1.568812056737589,3.247140319715808,3.526886120996441,2.35,93.25185857565378,"00.01:47:26",107.4333333333333,"2023-08-02","10:59:52"
"32-65-13-57",3.610871886120997,23.96,2.55,3.918877005347594,.16,5.35,2.78,8.119999999999999,31.92,6.64,.5600000000000001,10.67,2.11,3.247140319715808,4.53,2.34,112.4668892111844,"00.02:01:19",121.3166666666667,"2023-07-18","12:36:12"
"64-69-72-73",2.59,29.118,.52,3.918877005347594,.13,6.248379790940766,2.53,2.213,21.98,5.41,.25,14.09,.7,3.247140319715808,3.526886120996441,2.85,99.3222832370006,"00.04:03:21",243.35,"2023-08-02","12:33:35"
"25-20-08-58",3.6,14.21,.45,2.3,4.09,6.81,2.59,3.92,17.47,6.207379679144385,.27,14.87,1.568812056737589,3.247140319715808,1.16,2.27,85.03333205559778,"00.01:21:15",81.25,"2023-08-02","08:05:17"
"12-04-44-96",2.01,13.65,1.466543209876543,3.918877005347594,5.47,6.22,2.53,2.69,19.26,4.96,1.38,15.96,.86,2.76,3.86,3.532326820603908,90.52774703582804,"00.01:30:02",90.03333333333333,"2023-08-02","10:49:02"
"97-37-09-60",3.19,11.06,3.21,3.57,.48,5.5,2.53,5.061836007130124,31.69,5.75,.8519434628975265,9.731000000000002,1.03,4.54,1.85,3.532326820603908,93.57710629063156,"00.01:37:22",97.36666666666666,"2023-07-18","06:25:10"
"26-04-59-05",2.22,21.45,.96,5.91,.21,4.5,5.66,6.39,23.83916221033868,4.52,.31,16.93,1.39,3.31,4.04,2.46,104.0991622103387,"00.01:48:35",108.5833333333333,"2023-07-21","08:54:02"
"98-27-33-85",3.610871886120997,15.99,.8100000000000001,2.7,9.49,8.06,4.77,3.91,29.88,7.53,2.09,21.54,1.15,5.63,3.98,3.48,124.620871886121,"00.02:02:25",122.4166666666667,"2023-08-02","08:40:08"
"65-84-88-76",3.3,18.73,.48,2.93,.24,.51,4.45,3.03,17.65,6.36,.3,10.5,1.28,1.95,7.628,2.02,81.358,"00.01:26:55",86.91666666666667,"2023-07-19","06:07:43"
"88-58-36-62",4.76,13.86,.45,3.15,.3,8.9,2.76,8.857999999999999,32.05,6.5,.91,17.08,1.47,5.958,2.01,6.089,115.105,"00.01:52:20",112.3333333333333,"2023-07-19","06:57:50"
"68-07-50-59",3.79,24.31,1.466543209876543,4.05,4.434168126094571,6.1,8.539999999999999,5.061836007130124,23.83916221033868,7.27,1.13,14.78,2.964999999999999,4.88,7.628,5.94,126.1847095534399,"00.03:58:30",238.5,"2023-08-08","06:35:25"
"69-15-02-37",5.79,11.36,.75,2.87,6.55,8.630000000000001,6.34,4.94,19.68,5.09,.31,24.73,1.03,1.59,1.51,6.089,107.259,"00.01:45:21",105.35,"2023-07-19","06:02:42"
"02-78-83-36",4.83,21.3,1.87,3.79,9.82,5.2,4.03,5.75,26.97,8.948999999999998,1.73,23.39,.72,1.88,2.84,2.79,125.859,"00.02:08:33",128.55,"2023-07-19","12:19:50"
"97-59-33-64",3.64,28.43,1.09,2.271,9.32,7.06,6.65,4.83,27.09,5.49,.22,17.82,2.964999999999999,5.27,4.91,4.99,132.046,"00.02:11:43",131.7166666666667,"2023-08-02","06:19:00"
"62-96-19-75",2.02,14.42,.54,5.38,11.81,7.87,6.92,3.63,29.12,6.22,.37,17.15,.91,2.36,6.01,2.23,116.96,"00.02:07:07",127.1166666666667,"2023-08-02","05:22:07"
"73-91-22-23",5.16,18.18393939393939,.62,5.56,7.34,.23,3.85,6.41,30.37,5.44,1.18,17.47,.99,2.95,1.61,2.72,110.0839393939394,"00.01:35:48",95.8,"2023-07-19","08:13:39"
"20-05-42-35",6.01,22.1,.67,4.34,.45,.99,2.93,3.23,27.2,6.207379679144385,1.43,19.22,.96,4.83,4.26,4.04,108.8673796791444,"00.01:48:00",108,"2023-07-22","07:08:23"
"41-87-52-98",2.51,18.18393939393939,.5600000000000001,3,.6,.23,3.12,4.96,23.83916221033868,5.38,.64,10.34,1.568812056737589,1.99,7.48,2.17,86.57191366101567,"00.01:05:21",65.34999999999999,"2023-07-19","08:07:42"
"69-31-43-37",2.91,9.571000000000002,1.466543209876543,2.87,4.434168126094571,6.248379790940766,4.64,5.061836007130124,23.23,4.3,1.55,9.731000000000002,1.19,3.247140319715808,1.16,3.532326820603908,85.14239427436172,"00.01:19:10",79.16666666666667,"2023-08-08","06:21:19"
"53-00-97-20",6.24,16.73,1.32,2.96,.44,.21,5.25,6.72,20.14,7.55,.23,23.89,1.05,5.958,4.16,4.27,107.118,"00.01:52:47",112.7833333333333,"2023-07-19","06:39:55"
"33-41-86-29",6.4,21.44,.59,3.918877005347594,.17,7.42,4.98,4.3,28.9,5.94,.75,21.25,1.54,4.03,5.03,4.64,121.2988770053476,"00.02:49:06",169.1,"2023-08-03","08:09:11"
"32-86-73-25",2.11,10.05,1.466543209876543,3.22,9.369999999999999,7.38,6.41,8.857999999999999,35.239,5.88,.22,17.17390374331551,1.21,3.25,4.93,2.45,119.2174469531921,"00.01:51:01",111.0166666666667,"2023-08-05","06:53:38"
"72-97-03-54",5.38,11.25,2.64,2.58,4.89,12.168,5.030604982206405,5.061836007130124,23.8,7.32,2.109,9.890000000000001,.7,3.49,1.61,3.532326820603908,101.4517678099404,"00.02:53:49",173.8166666666667,"2023-08-09","07:15:13"
"15-89-37-89",3.610871886120997,16.18,1.55,2.65,4.7,5.93,5.030604982206405,7.19,23.83916221033868,7.44,.41,16.32,1.87,5.958,4.47,3.13,110.2786390786661,"00.02:47:10",167.1666666666667,"2023-08-05","06:18:52"
"12-79-12-74",2.55,10.25,1.13,2.73,6.92,.13,8.33,5.97,19.27,8.948999999999998,.98,15.45,1.2,1.59,5.11,3.57,94.12899999999999,"00.01:39:55",99.91666666666667,"2023-07-19","10:31:15"
"84-49-36-60",2.54,19.2,.55,6.29,9.859999999999999,11.56,6.72,8.857999999999999,31.6,6.21,.62,12.51,1.52,2.14,5.48,5.01,130.668,"00.03:16:54",196.9,"2023-07-19","07:22:13"
"50-30-24-70",2.37,17.8,.53,5.56,10.78,11.83,5.09,8.640000000000001,24.31,6.13,1.72,17.17390374331551,1.568812056737589,3.247140319715808,7.628,4.85,129.2278561197689,"00.04:31:58",271.9666666666666,"2023-08-03","08:41:40"
"73-01-79-27",3.610871886120997,17.09,2.35,3.7,5.85,4.65,4.51,2.213,23.03,5,.42,17.17390374331551,1.03,2.01,3.526886120996441,3.52,99.68466175043295,"00.01:57:15",117.25,"2023-07-19","11:46:29"
"61-70-56-76",2.29,17.62,.92,4.96,11.4,10.18,5.030604982206405,5.061836007130124,23.83916221033868,5.08,2.109,17.17390374331551,1.4,2.8,3.83,2.81,116.5045069429907,"00.03:05:52",185.8666666666667,"2023-07-19","10:30:22"
"02-74-92-32",3.610871886120997,9.571000000000002,1.466543209876543,2.49,4.434168126094571,.28,4.86,4.06,33.21,6.207379679144385,.82,17.17390374331551,1.69,1.8,3.05,2.86,97.583866644552,"00.02:14:28",134.4666666666667,"2023-07-19","06:16:56"
"69-39-88-08",3.12,24.64,1.83,4.3,6.98,.21,4.18,7.24,22.53,5.76,.41,16.02,1.88,5.56,5.94,3.06,113.66,"00.02:29:28",149.4666666666667,"2023-07-18","08:29:03"
"97-74-84-66",4.16,15.4,.74,2.93,4.434168126094571,3.94,2.53,2.213,14.901,4.74,.36,18.87,.78,5.51,3.526886120996441,2.96,87.99505424709102,"00.01:38:13",98.21666666666667,"2023-08-09","10:04:40"
"15-82-53-55",2.61,21.31,.73,3.72,.3,.13,4.09,3.8,17.58,6.08,.32,11.28,1.46,4.26,3.11,2.02,82.8,"00.02:44:10",164.1666666666667,"2023-08-03","07:12:40"
"46-71-69-87",2.64,24.38,3.17,3.918877005347594,11.856,6.248379790940766,7.33,6.99,23.83916221033868,8.85,.72,19.7,2.75,2.98,7.628,3.46,136.460419006627,"00.02:50:43",170.7166666666667,"2023-07-19","05:52:01"
"05-64-42-77",2.67,10.04,1.08,4.59,.48,.18,5.85,2.213,19.72,6.34,.37,24.16,.8100000000000001,5.958,7.56,2.67,94.691,"00.01:39:24",99.40000000000001,"2023-07-19","13:14:10"
"65-63-71-66",3.610871886120997,18.18393939393939,2.7,5.16,6.86,12.168,6.75,5.59,35.239,6.207379679144385,.8519434628975265,24.37,1.568812056737589,5.76,4.85,5.85,145.7199464788399,"00.04:42:56",282.9333333333333,"2023-07-18","06:23:45"
"15-51-80-47",2.72,16.9,.6899999999999999,2.37,4.76,6.24,4.96,3.33,23.83916221033868,6.207379679144385,.3,24.19,1.17,1.77,1.16,2.25,102.8565418894831,"00.01:39:56",99.93333333333334,"2023-08-08","11:23:11"
"32-74-61-81",6.01,16.86,1.68,2.28,4.434168126094571,5.03,3.1,3.8,24.58,5.71,1.95,17.17390374331551,1.78,3.6,5.3,2.74,106.0280718694101,"00.01:28:36",88.59999999999999,"2023-08-03","06:01:34"
"36-59-31-86",3.610871886120997,14.27,.8100000000000001,3.56,11.2,6.248379790940766,2.61,5.07,31.02,4.78,.91,15.31,1.08,3.44,4.28,2.67,110.8692516770618,"00.01:49:28",109.4666666666667,"2023-07-19","07:46:06"
"73-83-46-14",4.74,18.08,3.26,3.918877005347594,7.75,5.44,8.07,8.857999999999999,24.62,7.24,.51,16.17,2.17,3.247140319715808,6.94,2.8,123.8140173250634,"00.02:34:35",154.5833333333333,"2023-07-18","05:55:42"
"07-04-05-10",3.610871886120997,29.118,1.466543209876543,3.918877005347594,4.434168126094571,6.248379790940766,5.030604982206405,8.77,23.83916221033868,6.207379679144385,.31,17.17390374331551,1.11,3.247140319715808,3.526886120996441,3.8,121.8119170740977,"00.03:24:25",204.4166666666667,"2023-07-18","08:48:57"
"99-97-90-90",2.79,22.62,1.46,3.78,9.359999999999999,6.248379790940766,4.3,6.37,22.9,7.26,.31,17.17390374331551,1.61,4.31,3.526886120996441,2.93,116.9491696552527,"00.02:19:39",139.65,"2023-07-19","09:15:45"
"53-39-03-44",3.610871886120997,26.39,.93,3.5,.32,8.85,4.44,5.061836007130124,27.55,6.33,.43,24.98,2.46,3.247140319715808,3.526886120996441,3.532326820603908,125.1590611545673,"00.02:23:44",143.7333333333333,"2023-07-18","09:10:07"
"85-50-39-09",1.98,29.118,2.32,6.29,4.434168126094571,6.248379790940766,8.539999999999999,5.061836007130124,23.83916221033868,8.948999999999998,.99,20.96,1.91,3.247140319715808,4.92,3.532326820603908,132.3400132748239,"00.04:52:52",292.8666666666667,"2023-07-18","06:11:30"
"46-32-17-36",2.7,17.44,.49,5.12,10.98,9.26,7.07,3.59,24.35,8.279999999999999,.3,17.17390374331551,2.92,5.04,3.526886120996441,6.089,124.3297898643119,"00.02:30:42",150.7,"2023-07-18","09:23:40"
"85-98-37-69",2.04,18.18393939393939,3.502999999999998,5.77,6.17,9.66,3.79,3.68,18.86,5.4,.35,14.58,1.54,3.247140319715808,3.526886120996441,3.87,104.1709658346516,"00.03:05:13",185.2166666666667,"2023-07-18","09:41:20"
"65-26-91-15",3.15,9.859999999999999,1.466543209876543,2.66,5.26,6.248379790940766,4.65,5.14,33.92,6.66,.26,21.78,2.19,4.55,7.628,2.02,117.4429230008173,"00.01:52:13",112.2166666666667,"2023-07-18","11:59:35"
"65-45-62-39",2.08,16.71,.54,4.3,4.68,6.248379790940766,6.62,5.35,23.83916221033868,4.97,.8519434628975265,19.47,1.43,4.85,7.628,3.532326820603908,113.0998122847809,"00.02:08:45",128.75,"2023-07-19","09:44:11"
"47-59-10-25",2.69,20.76,1.466543209876543,2.86,6.2,5.91,5.5,6.8,16.43,5.05,.25,12.84,1.58,2.28,6.18,3.21,100.0065432098765,"00.03:14:39",194.65,"2023-07-18","09:57:19"
"03-90-73-99",1.98,9.571000000000002,.83,3.39,.14,5.64,3.51,7.16,31.88,6.48,.28,19.08,2.57,3.56,2.63,3.67,102.371,"00.01:44:19",104.3166666666667,"2023-07-19","12:02:22"
"43-25-90-61",2.81,9.571000000000002,.45,2.42,4.2,7.27,2.88,3.65,28.43,5.94,.75,20.34,1.09,3.86,2.82,3.64,100.121,"00.01:36:50",96.83333333333333,"2023-07-19","09:36:43"
"49-70-00-09",3.610871886120997,18.18393939393939,1.5,4.63,4.434168126094571,6.248379790940766,5.030604982206405,4.2,19.03,6.207379679144385,2.04,23.86,1.568812056737589,5.07,3.526886120996441,3.22,112.3610420361805,"00.05:15:26",315.4333333333333,"2023-07-18","09:14:43"
"06-94-49-47",5.24,22.22,.68,3.918877005347594,4.434168126094571,12.168,5.030604982206405,3.02,35.239,8.948999999999998,.22,17.17390374331551,2.48,2.52,3.526886120996441,3.36,130.1804399779605,"00.02:49:19",169.3166666666667,"2023-07-19","08:34:15"
"19-04-54-37",6.4,23.97,2.07,6,6.19,7.7,6.12,6.46,35.239,6.207379679144385,1.93,11.91,2.964999999999999,2.76,7.628,2.87,136.4193796791444,"00.04:20:28",260.4666666666666,"2023-07-18","12:21:49"
"59-57-12-16",3.610871886120997,15.99,.75,4.72,5.49,9.6,3.98,4.53,31.03,6.74,.8519434628975265,21.74,1.52,1.77,5.3,2.34,119.9628153490185,"00.02:01:57",121.95,"2023-07-19","05:32:08"
"49-28-72-36",1.98,21.41,1.73,3.918877005347594,4.434168126094571,12.168,5.030604982206405,5.061836007130124,23.83916221033868,6.207379679144385,.8519434628975265,22.69,2.964999999999999,5.8,3.526886120996441,3.532326820603908,125.1461844147596,"00.06:32:21",392.35,"2023-07-19","09:18:41"
"93-14-44-32",3.65,14.83,1.33,2.93,4.434168126094571,6.248379790940766,8.539999999999999,8.857999999999999,23.25,6.207379679144385,.8519434628975265,14.5,1.568812056737589,3.247140319715808,3.526886120996441,3.08,107.0527095565271,"00.04:00:54",240.9,"2023-07-18","06:00:33"
"51-90-88-91",3.610871886120997,18.18393939393939,1.49,5.37,6.96,.14,7.78,5.061836007130124,23.83916221033868,7.94,.42,17.17390374331551,2.79,4.97,3.526886120996441,3.36,112.6165993618412,"00.03:50:43",230.7166666666667,"2023-07-19","05:29:13"
