interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s14_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"46-49-14-82",3.89,20.42,.68,3.07,4.434168126094571,5.82,5.030604982206405,8.857999999999999,23.83916221033868,5.39,.8519434628975265,17.4,1.13,2.97,4.84,2.02,110.6438787815372,"00.03:33:58",213.9666666666667,"2023-07-20","13:21:34"
"92-16-89-27",3.8,18.18393939393939,2.9,2.271,.18,.13,4.79,2.33,23.83916221033868,5.24,1.37,10.88,1.65,5.05,4.28,3.532326820603908,90.42642842488199,"00.01:22:50",82.83333333333333,"2023-07-20","09:36:21"
"01-28-41-84",4.51,18.49,1.466543209876543,4.95,.18,.21,8.539999999999999,5.07,23.83916221033868,7.62,1.88,25.37,2.12,4.47,5.96,3.68,118.3557054202152,"00.03:40:56",220.9333333333333,"2023-07-20","11:49:01"
"23-46-40-42",6.4,29.118,1.466543209876543,3.51,11.856,10.01,8.539999999999999,5.95,23.83916221033868,8.050000000000001,.51,25.738,2.83,5.07,7.32,5.67,155.8777054202152,"00.02:52:29",172.4833333333333,"2023-07-20","05:52:10"
"93-71-36-41",3.610871886120997,15.44,2.1,4.12,4.434168126094571,6.248379790940766,5.57,6.7,19.3,6.08,1.6,10.97,1.39,4.62,5.51,3.532326820603908,101.2257466237602,"00.02:07:01",127.0166666666667,"2023-07-20","05:24:30"
"07-56-93-09",4.17,9.571000000000002,1.466543209876543,3.918877005347594,4.72,4.97,5.030604982206405,3.53,25.54,4.14,.8519434628975265,17.62,.96,3.247140319715808,3.1,4.14,96.97610898004388,"00.01:24:06",84.09999999999999,"2023-08-02","08:09:32"
"40-07-12-46",2.96,27.01,3.502999999999998,5.02,.83,8.08,6.02,8.74,22.97,8.84,1.78,9.800000000000001,1.568812056737589,3.98,3.526886120996441,6.089,120.717698177734,"00.03:54:55",234.9166666666667,"2023-07-20","10:19:21"
"68-88-48-96",4.35,21.61,.45,6.29,11.856,12.168,8.390000000000001,4.54,24.81,6.37,.8519434628975265,24.84,1.48,2.67,4.78,2.05,137.5059434628975,"00.02:57:59",177.9833333333333,"2023-07-21","08:06:52"
"86-70-18-69",3.73,20.23,2.52,3.4,6.22,6.42,8.539999999999999,4.49,35.239,4.37,1.07,15.41,1.84,2.64,5.88,5.52,127.519,"00.02:11:35",131.5833333333333,"2023-07-21","05:40:41"
"82-09-53-31",4.5,11.01,.75,4.87,.14,6.69,4.14,2.95,24.76,6.17,.45,17.17390374331551,.84,1.56,2.87,3.55,92.42390374331551,"00.01:47:16",107.2666666666667,"2023-07-21","08:36:50"
"10-84-11-85",3.99,22.85,2.33,5.81,.19,6.248379790940766,5.19,4,25.67,5.73,1.89,17.17390374331551,1.48,1.74,2.58,5.27,112.1422835342563,"00.02:20:31",140.5166666666667,"2023-07-21","06:21:59"
