interview__key,as10,as11,as12,as13,as14,as15,as16__1,as16__2,as16__3,as16__4,as16__5,as16__6,as16__7,as16__8,as16__9,as16__96,as16_oth,as19,as17,as18__1,as18__2,as18__3,as18__4,as18__5,as18__6,as18__7,as18__8,as18__9,as18__10,as18__11,as18__96
"63-11-66-98","No","No","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"90-89-89-25","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"01-16-33-75","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"37-73-98-41","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"48-88-82-47","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"44-96-14-86","No","No","Yes","Yes","Yes",114000,"No","Yes","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"47-83-83-86","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"79-40-96-41","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"60-73-28-03","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-90-62-68","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"67-12-09-24","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"63-23-35-27","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-92-66-81","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"93-87-16-02","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"65-31-14-31","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"19-27-66-46","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"08-44-37-94","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"71-04-48-02","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"24-04-95-50","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"27-66-11-12","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-10-12-08","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"10-98-84-98","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-63-71-09","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-29-74-23","No","No","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"59-89-68-30","Yes","Yes","Yes","Yes","Yes",2000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","Yes","Yes","Yes","No","No","No","Yes","No"
"22-38-73-99","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"81-45-95-70","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"16-03-96-06","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"81-14-42-85","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"22-88-97-60","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"47-75-71-27","No","Yes","Yes","Yes","Yes",1500,"No","No","No","No","No","No","No","Yes","No","Yes",,"Yes","No",,,,,,,,,,,,
"10-39-00-99","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"96-06-62-42","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-59-44-40","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"27-51-81-61","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"44-37-52-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"45-92-75-89","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"85-71-09-15","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-51-39-39","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"36-28-42-39","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"95-09-61-15","Yes","Yes","No","Yes","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"86-63-74-80","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"67-27-36-61","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"08-84-33-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"07-50-91-84","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-71-97-91","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-05-40-32","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-43-28-28","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-59-28-55","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"41-71-16-88","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"91-57-08-43","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"63-99-85-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-43-78-90","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"37-38-94-21","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"77-42-43-43","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"68-60-50-68","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-89-69-47","Yes","Yes","Yes","Yes","Yes",5000,"No","Yes","Yes","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"46-72-66-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-02-52-66","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"55-56-28-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-17-74-11","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"46-53-61-02","No","Yes","Yes","Yes","Yes",800,"No","No","Yes","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"10-77-75-51","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"71-70-88-23","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"50-33-80-84","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"21-95-76-65","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"91-60-65-39","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"42-15-16-06","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"00-11-52-27","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-56-56-81","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"81-79-89-86","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"10-18-23-80","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"65-08-75-81","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-59-52-11","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"31-09-36-85","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"29-04-00-40","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-18-38-35","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"83-34-07-73","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"70-36-24-93","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-46-73-61","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-37-47-48","Yes","Yes","No","Yes","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","Yes","No","No","No","No","No","No","No","No","No"
"22-02-49-30","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-28-37-38","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-02-73-28","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"57-09-51-71","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"45-10-68-85","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-72-49-77","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"61-58-42-30","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"46-76-02-18","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"32-71-82-87","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"51-19-72-02","No","No","No","Yes","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"98-92-34-42","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"49-20-15-79","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"19-17-82-94","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"26-53-83-57","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"35-77-55-36","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"60-19-93-23","No","No","No","No","Yes",10000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"98-71-23-55","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-09-79-89","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"17-30-57-13","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"34-24-20-27","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-99-53-09","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"62-74-89-68","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"10-78-86-05","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"58-17-83-09","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"86-94-71-57","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"13-61-09-88","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"33-63-66-86","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"31-45-42-89","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"53-01-20-30","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-52-61-75","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"64-05-06-14","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-32-01-29","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"33-80-34-20","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"10-62-40-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"82-40-44-86","No","No","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"52-02-93-49","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"94-99-56-40","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"32-71-99-16","Yes","Yes","Yes","Yes","Yes",10000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"91-09-88-25","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"53-58-51-62","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"95-92-63-73","No","No","Yes","Yes","Yes",5000,"No","Yes","Yes","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"06-17-24-58","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"23-78-50-31","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"20-84-25-59","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"97-31-09-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"56-22-99-66","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"05-92-75-52","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"56-78-97-61","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"89-05-59-72","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"50-93-16-91","No","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"89-68-31-84","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"37-58-34-11","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"33-93-90-01","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"00-04-89-61","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-42-90-09","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"81-57-29-94","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"55-74-55-01","No","No","Yes","No","Yes",550,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"35-03-81-94","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-29-60-32","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"59-04-53-64","Yes","No","Yes","Yes","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"82-68-38-51","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"64-96-99-21","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"36-02-93-74","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"56-43-23-52","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"42-33-55-75","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"67-03-64-23","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"34-93-29-30","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-55-51-40","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"64-62-65-29","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"30-54-31-50","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"42-02-08-83","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"04-71-60-91","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"37-15-67-95","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"42-23-71-10","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"50-11-26-74","Yes","No","No","Yes","Yes",5000,"No","Yes","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"41-04-96-60","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-11-10-98","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-81-30-05","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-77-78-80","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"50-74-95-60","Yes","Yes","No","Yes","Yes",2000,"No","Yes","No","Yes","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No"
"99-69-07-36","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"94-52-87-82","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"36-65-12-21","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"97-41-99-18","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"90-57-88-40","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"38-86-39-27","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"03-07-08-19","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-39-10-40","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-58-90-91","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"20-64-53-81","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-24-49-94","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"84-08-92-59","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"80-92-01-63","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"39-04-13-87","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"12-81-58-78","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"07-91-23-12","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-43-23-18","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"48-70-52-60","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No"
"64-66-30-53","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"07-19-59-75","No","No","Yes","Yes","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"03-69-84-05","Yes","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"55-07-48-89","Yes","Yes","No","Yes","Yes",800,"No","Yes","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","Yes","Yes","No","No","No","No","No"
"84-64-87-37","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"01-15-12-42","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"99-30-86-99","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"43-03-84-96","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"16-96-89-30","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"26-40-62-78","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"45-82-95-63","Yes","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"19-12-89-41","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"86-61-90-88","Yes","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"01-74-93-41","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-25-54-65","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"21-70-86-32","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-81-96-02","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"54-34-58-95","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No"
"76-19-75-88","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"66-74-73-77","No","Yes","No","Yes","Yes",500,"No","No","Yes","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"08-37-41-83","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"68-02-84-17","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"75-80-31-44","Yes","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"27-87-86-78","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"69-86-48-74","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes"
"71-45-11-71","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-56-93-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"48-20-93-40","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"77-28-28-65","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-74-52-10","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"15-73-69-92","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"18-25-85-30","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-74-49-80","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-28-28-23","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"60-02-55-31","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"82-11-02-31","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"57-80-52-25","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-15-05-10","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"74-51-85-05","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"86-09-61-31","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"93-25-93-51","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"46-18-65-43","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-39-31-02","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No"
"95-71-10-81","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"12-15-65-08","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"44-29-85-16","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-69-40-35","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-79-89-11","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"21-46-83-44","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"53-46-63-99","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"92-47-39-90","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"48-13-13-53","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"22-45-98-08","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"05-13-82-78","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-34-24-20","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"95-32-48-88","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-26-85-56","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"14-26-58-26","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-72-74-27","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-71-39-84","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"22-94-31-61","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"76-87-83-96","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"76-33-66-65","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"20-69-31-32","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"32-73-67-08","No","No","Yes","Yes","Yes",2000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"52-15-60-99","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"82-73-01-57","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"89-62-46-70","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"54-18-77-83","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"54-86-93-60","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"33-07-96-51","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"10-60-87-78","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"60-37-22-12","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-07-81-76","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"94-01-94-60","Yes","Yes","Yes","Yes","Yes",1000,"No","No","No","No","No","No","No","Yes","No","No",,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"26-94-35-48","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"34-70-02-31","Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"04-31-65-65","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"95-85-00-75","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
