interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"31-67-19-52","Agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"85-11-91-18","Agree","Agree","Agree","Agree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","trust","trust","Worried","Worried","Worried","Very worried","Worried","Worried","Not at all worried","Worried","Very worried","Worried"
"38-04-18-34","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","distrust","distrust","trust","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"34-73-96-50","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","trust","trust","distrust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Not at all worried","Worried","Not at all worried"
"93-29-80-09","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","trust","trust","trust","trust","trust","Worried","Very worried","Worried","Worried","Worried","Worried","Very worried","Worried","Worried","Slightly worried"
"63-89-80-49","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried"
"97-84-26-58","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","strongly trust","Worried","Very worried","Very worried","Worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Extremely worried","Not at all worried"
"44-14-26-56","Strongly agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","trust","trust","Very worried","Worried","Very worried","Worried","Slightly worried","Very worried","Slightly worried","Not at all worried","Very worried","Not at all worried"
"01-78-65-09","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","distrust","indifferent","trust","Worried","Worried","Very worried","Very worried","Extremely worried","Worried","Slightly worried","Slightly worried","Very worried","Slightly worried"
"77-02-48-37","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried"
"46-96-59-64","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Extremely worried"
"01-51-99-07","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","trust","distrust","trust","distrust","Very worried","Worried","Very worried","Slightly worried","Worried","Worried","Very worried","Worried","Slightly worried","Very worried"
"39-75-97-43","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Agree","indifferent","trust","strongly distrust","trust","trust","Very worried","Very worried","Slightly worried","Very worried","Very worried","Worried","Slightly worried","Worried","Not at all worried","Extremely worried"
"11-52-82-38","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","trust","trust","indifferent","trust","trust","Slightly worried","Extremely worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried"
"19-06-13-08","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","strongly distrust","indifferent","strongly trust","indifferent","indifferent","Not at all worried","Worried","Slightly worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"74-04-26-51","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","indifferent","indifferent","indifferent","Slightly worried","Not at all worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried"
"37-83-74-10","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","distrust","strongly distrust","strongly distrust","trust","Not at all worried","Not at all worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"39-40-38-02","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","strongly distrust","indifferent","trust","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Worried","Slightly worried","Not at all worried"
"14-71-87-39","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried"
"86-00-55-84","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","trust","trust","indifferent","strongly trust","strongly trust","Very worried","Worried","Extremely worried","Very worried","Worried","Very worried","Very worried","Very worried","Worried","Very worried"
"76-73-19-09","Agree","Strongly agree","Agree","Disagree","Disagree","Agree","Indifferent (neither nor)","Agree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Agree","distrust","trust","distrust","distrust","trust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Slightly worried","Not at all worried"
"17-23-66-97","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","strongly trust","trust","indifferent","strongly trust","strongly trust","Slightly worried","Worried","Slightly worried","Worried","Worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried"
"71-45-81-79","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","trust","trust","strongly distrust","trust","strongly trust","Slightly worried","Worried","Extremely worried","Worried","Worried","Slightly worried","Worried","Not at all worried","Not at all worried","Slightly worried"
"53-00-83-03","Disagree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","strongly distrust","trust","trust","Not at all worried","Extremely worried","Not at all worried","Very worried","Very worried","Not at all worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried"
"70-80-16-39","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","indifferent","trust","indifferent","indifferent","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Extremely worried","Very worried","Worried"
"11-00-74-85","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","trust","trust","strongly distrust","strongly trust","trust","Not at all worried","Not at all worried","Extremely worried","Very worried","Extremely worried","Not at all worried","Very worried","Worried","Very worried","Not at all worried"
"16-44-32-23","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Very worried","Very worried","Very worried","Worried","Not at all worried","Worried","Worried","Not at all worried"
"49-09-04-04","Agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","strongly trust","trust","indifferent","trust","trust","Worried","Very worried","Very worried","Extremely worried","Very worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried"
"33-01-13-01","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","distrust","trust","Worried","Slightly worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Worried","Not at all worried","Not at all worried"
"79-39-40-36","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","strongly trust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"65-53-51-27","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","indifferent","trust","trust","trust","trust","Very worried","Worried","Worried","Worried","Very worried","Not at all worried","Worried","Very worried","Not at all worried","Worried"
"64-11-62-56","Strongly agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","indifferent","strongly distrust","indifferent","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Very worried","Extremely worried"
"79-53-04-50","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","strongly trust","strongly trust","strongly trust","trust","trust","Very worried","Very worried","Very worried","Worried","Very worried","Not at all worried","Very worried","Very worried","Very worried","Not at all worried"
"14-13-86-20","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","Agree","Disagree","Indifferent (neither nor)","Disagree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Disagree","Indifferent (neither nor)","trust","indifferent","strongly distrust","trust","trust","Worried","Worried","Extremely worried","Very worried","Very worried","Worried","Very worried","Worried","Very worried","Worried"
"19-99-67-92","Indifferent (neither nor)","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","indifferent","trust","indifferent","indifferent","trust","Worried","Worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried"
"65-80-65-49","Agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Strongly disagree","Disagree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","indifferent","indifferent","trust","indifferent","indifferent","Very worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"08-76-57-31","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Worried","Very worried","Worried","Very worried","Worried","Very worried","Worried","Very worried","Worried"
"02-57-88-54","Agree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","trust","trust","Not at all worried","Not at all worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Not at all worried","Not at all worried","Worried"
"36-87-83-91","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","distrust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"99-46-97-26","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Disagree","Disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","trust","distrust","distrust","indifferent","indifferent","Very worried","Very worried","Very worried","Very worried","Extremely worried","Worried","Extremely worried","Worried","Very worried","Worried"
"76-21-46-00","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Strongly disagree","Agree","Disagree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","strongly trust","distrust","trust","distrust","Not at all worried","Not at all worried","Worried","Worried","Very worried","Not at all worried","Very worried","Slightly worried","Not at all worried","Not at all worried"
"63-02-11-31","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Disagree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly disagree","Indifferent (neither nor)","trust","indifferent","distrust","strongly distrust","indifferent","Worried","Worried","Very worried","Very worried","Worried","Not at all worried","Not at all worried","Worried","Extremely worried","Not at all worried"
"45-95-07-81","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly distrust","trust","trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"15-84-79-29","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"52-10-39-37","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","trust","trust","indifferent","indifferent","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Slightly worried"
"57-47-06-86","Agree","Disagree","Indifferent (neither nor)","Agree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","trust","trust","indifferent","indifferent","trust","Slightly worried","Very worried","Very worried","Very worried","Very worried","Extremely worried","Very worried","Not at all worried","Very worried","Worried"
"70-03-65-67","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","distrust","trust","trust","Very worried","Worried","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Not at all worried","Very worried","Not at all worried"
"48-58-26-00","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","strongly trust","strongly trust","strongly trust","strongly trust","Not at all worried","Not at all worried","Not at all worried","Very worried","Very worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried"
"48-53-15-07","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Agree","Disagree","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","indifferent","distrust","indifferent","trust","Worried","Very worried","Worried","Worried","Worried","Extremely worried","Worried","Worried","Extremely worried","Worried"
"44-97-24-07","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Very worried","Very worried","Very worried","Worried"
"63-58-57-56","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"50-43-62-27","Agree","Disagree","Disagree","Agree","Strongly disagree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","distrust","trust","distrust","indifferent","trust","Worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Slightly worried","Very worried","Slightly worried"
"80-45-95-05","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Disagree","Disagree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","distrust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Extremely worried","Worried"
"63-29-07-40","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"54-48-29-18","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Very worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Worried"
"50-16-00-20","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","strongly trust","strongly trust","trust","trust","trust","Not at all worried","Not at all worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Worried","Not at all worried"
"45-36-57-50","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","distrust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"49-75-44-53","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly distrust","strongly trust","strongly distrust","trust","trust","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"35-67-10-08","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Worried"
"12-79-91-83","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","distrust","indifferent","indifferent","Worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Slightly worried","Extremely worried","Slightly worried"
"19-90-00-01","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"29-86-40-08","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","indifferent","indifferent","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Worried","Extremely worried","Slightly worried"
"10-69-61-22","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","indifferent","strongly trust","Slightly worried","Very worried","Extremely worried","Extremely worried","Slightly worried","Slightly worried","Not at all worried","Worried","Extremely worried","Not at all worried"
"73-57-30-20","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"98-91-04-48","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","strongly distrust","strongly distrust","indifferent","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Not at all worried","Very worried","Not at all worried","Not at all worried","Not at all worried"
"74-01-41-82","Strongly agree","Agree","Agree","Agree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","trust","Worried","Very worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Extremely worried","Not at all worried"
"30-00-59-90","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","distrust","trust","distrust","indifferent","trust","Worried","Very worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Extremely worried","Not at all worried"
"66-77-39-39","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","trust","distrust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Worried","Not at all worried"
"35-78-11-70","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","strongly trust","strongly trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"75-25-98-04","Indifferent (neither nor)","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","distrust","distrust","distrust","Very worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"09-00-12-98","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","distrust","strongly trust","distrust","distrust","trust","Worried","Worried","Very worried","Worried","Worried","Very worried","Slightly worried","Worried","Worried","Not at all worried"
"13-38-59-03","Agree","Disagree","Disagree","Indifferent (neither nor)","Disagree","Agree","Agree","Disagree","Strongly disagree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","strongly distrust","distrust","trust","Very worried","Worried","Extremely worried","Extremely worried","Very worried","Worried","Worried","Slightly worried","Extremely worried","Very worried"
"26-77-14-31","Strongly agree","Strongly agree","Agree","Agree","Disagree","Strongly agree","Disagree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","trust","strongly trust","trust","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried"
