interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"17-87-80-73","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",5000,"Monthly",2,.a,"Poverty reduction program","","NGO","","Cash","",0,1,0,0,0,0,0,0,""
"73-58-06-14","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",110000,"Lump sum (single payment)",1,.a,"Poverty reduction program","","NGO","","Cash","",1,0,0,0,0,0,0,0,""
"61-75-70-64","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",110000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,3,4,0,0,0,""
"87-43-52-74","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",45000,"Monthly",1,2,"Poverty reduction program","","NGO","","Cash","",0,0,0,0,1,0,0,0,""
"72-29-78-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3000,"Monthly",2,.a,"Older persons cash transfer","","Other➡️specify","family members","Cash","",0,1,0,2,0,0,0,0,""
"72-29-78-52","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",20000,"Lump sum (single payment)",2,.a,"Poverty reduction program","","NGO","","Cash","",0,1,0,0,0,0,0,2,"fencing land"
"95-00-37-38","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3000,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"21-46-54-95","Savings, interest or other investment income",10000,"Every year",1,.a,,"",,"",,"",0,2,1,0,3,0,0,0,""
"21-46-54-95","Rental income, commercial (shop, store)",2000,"Monthly",1,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"20-74-87-97","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",10,"Monthly",1,.a,"Poverty reduction program","","Other➡️specify","Daughter and sons working as employed","Cash","",0,1,0,2,0,0,0,0,""
"20-74-87-97","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",8000,"Every three months",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,0,2,0,0,0,0,""
"74-74-25-12","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",8000,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
