interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"19-21-27-06",2.63,19.38002865329513,1.53,7.625558739255014,10.25063037249284,4.337118644067797,5.024928366762178,3.720458452722063,24.26126074498567,8.542,2.03,10.4,1.371647727272727,5.778,3.85,110.7316317008534,"00.04:31:28",271.4666666666666,"2023-06-05","06:45:21"
"37-56-42-12",2.89,23.62,2.17,7.625558739255014,15.98,.34,6.28,3.720458452722063,24.26126074498567,5.904485714285714,2.03,22.84,1.89,3.344212034383954,4.359570200573066,127.2555458862055,"00.03:51:20",231.3333333333333,"2023-06-05","06:36:53"
"16-65-20-98",2.43,19.38002865329513,2.18,9.58,17.49,.26,8.212,3.720458452722063,24.26126074498567,8.542,1.41,19.95,1.371647727272727,5.69,8.489999999999998,132.9673955782756,"00.03:37:27",217.45,"2023-06-05","06:40:27"
"09-74-03-14",3.062378223495702,19.38002865329513,1.119318181818182,7.625558739255014,8.73,4.337118644067797,5.024928366762178,1.75,24.26126074498567,8.542,1.000571428571429,17.45193732193732,1.371647727272727,3.344212034383954,4.359570200573066,111.3605302664182,"00.02:46:02",166.0333333333333,"2023-06-05","10:45:49"
"39-03-54-61",3.062378223495702,29.55,1.119318181818182,10.56,12.33,7.42,5.024928366762178,5.35,25.4,8.542,2.03,20.67,1.371647727272727,3.344212034383954,4.94,140.7144845337328,"00.02:45:21",165.35,"2023-06-06","11:34:40"
"86-35-86-55",3.062378223495702,19.38002865329513,1.119318181818182,4.61,10.25063037249284,8.76,5.024928366762178,6.267999999999999,35.14,7.76,2.03,14.41,1.94,3.344212034383954,4.359570200573066,127.459066032821,"00.02:56:35",176.5833333333333,"2023-06-06","06:41:21"
"88-11-61-94",3.062378223495702,26.41,1.119318181818182,7.625558739255014,10.25063037249284,4.337118644067797,5.024928366762178,3.720458452722063,37.694,5.904485714285714,2.03,26.44,1.42,3.344212034383954,4.359570200573066,142.7426589298565,"00.04:06:22",246.3666666666667,"2023-06-06","06:51:03"
"93-61-35-58",3.062378223495702,19.38002865329513,1.39,10.59,10.25063037249284,4.64,8.212,3.33,37.694,6.63,.8100000000000001,13.86,1.371647727272727,3.344212034383954,4.359570200573066,128.9244672115134,"00.03:29:45",209.75,"2023-06-06","06:57:31"
"87-48-20-01",3.56,19.38002865329513,1.119318181818182,11.944,16.06,4.337118644067797,7.87,3.720458452722063,24.26126074498567,5.904485714285714,1.000571428571429,32.556,1.371647727272727,3.344212034383954,8.18,144.6091015814027,"00.04:58:25",298.4166666666667,"2023-06-05","13:12:15"
"66-77-51-72",2.48,32.31,1.97,7.59,17.65,4.337118644067797,6.98,3.720458452722063,36.58,5.904485714285714,1.000571428571429,17.45193732193732,2.242,1.75,2.65,144.6165715615843,"00.03:11:04",191.0666666666667,"2023-06-06","11:34:45"
