interview__key,as10,as11,as12,as13,as14,as15,as16__1,as16__2,as16__3,as16__4,as16__5,as16__6,as16__7,as16__8,as16__9,as16__96,as16_oth,as19,as17,as18__1,as18__2,as18__3,as18__4,as18__5,as18__6,as18__7,as18__8,as18__9,as18__10,as18__11,as18__96
"23-90-90-29","No","Yes","No","Yes","Yes",2500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"99-47-47-96","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"48-69-67-88","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"93-76-93-98","No","No","No","Yes","Yes",100,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"02-49-04-36","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-96-55-67","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"55-00-90-34","No","No","No","No","Yes",6000,"Yes","No","Yes","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"74-92-93-10","No","No","No","No","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"62-57-54-10","No","No","No","No","No",,,,,,,,,,,,,"Yes","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"81-64-58-33","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"51-16-15-92","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"63-16-06-54","No","No","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No"
"32-07-75-14","No","No","No","No","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","Yes","No"
"23-46-49-04","No","No","No","No","Yes",1200,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"81-47-15-41","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-82-45-40","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-03-17-29","No","No","No","Yes","Yes",1900,"Yes","No","No","No","No","No","No","Yes","No","No",,"Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes"
"22-02-08-34","No","Yes","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"35-24-65-37","No","No","No","No","Yes",1000,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"94-94-59-77","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"62-18-60-04","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-57-44-05","No","No","No","No","Yes",5000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"53-63-07-20","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"67-75-50-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-25-92-18","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"49-92-48-01","No","Yes","No","Yes","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"86-85-54-02","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-71-60-55","No","Yes","No","No","Yes",600,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"52-17-01-39","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"85-68-71-94","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-33-53-02","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"73-16-52-51","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"29-32-71-31","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"08-80-55-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"58-68-82-05","No","No","No","No","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes"
"40-89-66-86","No","No","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"88-30-77-96","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-26-90-86","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"49-59-81-92","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"21-01-20-88","No","No","No","Yes","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"79-70-14-90","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"80-75-47-72","No","No","No","No","Yes",250,"Yes","No","No","No","No","No","Yes","No","No","No",,"No","No",,,,,,,,,,,,
"56-08-93-09","No","Yes","No","Yes","Yes",70,"Yes","Yes","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"17-42-48-26","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"48-20-15-07","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"14-03-97-85","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"85-88-72-49","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"44-34-38-88","No","No","No","No","Yes",160,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"83-00-22-24","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"53-00-05-97","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-74-38-33","No","No","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"65-24-72-96","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"67-69-19-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-02-79-39","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"36-55-19-74","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-47-11-50","No","No","No","No","Yes",100,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"34-55-62-08","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"21-53-06-24","No","Yes","No","Yes","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"54-20-19-80","No","No","No","No","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No"
"77-37-06-75","Yes","No","No","No","Yes",1000,"No","Yes","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"17-29-45-21","No","No","No","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"14-98-54-79","No","No","No","No","Yes",150,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"74-43-35-64","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-76-65-17","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
