interview__key,markt_output_dist,markt_input_dist,markt_buyer,markt_buyer_oth,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3,subsidy_supplier__96,subsidy_supplier__n888,subsidy_supplier__n999,subsidy_supplier_oth
"62-23-34-43",180,180,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","Yes","No","No","No","No",
"40-89-37-32",47,47,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"47-88-11-20",1,47,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"92-32-27-35",30,30,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"67-30-34-31",5,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"41-24-19-16",30,30,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"45-68-78-48",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"02-28-32-41",55,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"42-76-32-22",50,50,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"79-53-86-42",25,25,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","No","Yes","No","No",
"27-88-22-86",60,60,"Urban market (town) in this region","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"92-15-50-98",35,35,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"59-62-31-80",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"36-99-50-88",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"44-25-16-47",60,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"59-82-52-95",59,59,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"74-78-76-52",3,3,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"83-63-78-61",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"38-59-12-03",4,1,"Market in this village","","No","","No",,,,,,,,,,,
"52-04-43-36",47,72,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"13-43-00-98",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"52-45-15-44",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"84-06-43-96",50,50,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"85-25-67-57",63,63,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"99-71-69-71",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"90-84-04-84",17,25,"Market in this village","","No","","No",,,,,,,,,,,
"75-65-72-44",5,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"56-76-80-56",5,5,"Rural market in the neighbouring village","","No","","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No",
"95-24-62-42",6,6,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"42-51-00-37",55,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"36-23-13-87",30,30,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"70-84-37-07",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"99-94-97-40",12,12,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","No","Yes","No","No",
"40-68-37-93",26,25,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"08-64-31-45",50,50,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"24-71-47-80",60,60,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"53-67-73-98",,,,"",,"",,,,,,,,,,,,
"89-30-04-89",28,28,"Market in this village","","No","","No",,,,,,,,,,,
"85-35-76-75",50,50,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"34-78-22-26",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"59-51-95-60",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"22-44-88-72",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"35-56-47-30",25,26,"Urban market (town) in this region","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"43-44-87-36",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"25-90-73-61",35,35,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"00-81-85-48",18,18,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"82-05-74-76",,,,"",,"",,,,,,,,,,,,
"69-02-12-40",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"68-49-12-16",25,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"47-72-15-93",25,25,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"46-77-79-60",10,10,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","No","Yes","No","No",
"54-41-53-68",25,25,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"35-84-29-80",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"82-89-49-08",25,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"13-17-77-46",2,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"87-42-29-56",56,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"24-84-60-85",1,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"78-85-83-52",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","Yes","No","No","No",
"78-33-54-01",3,3,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"54-69-71-08",45,45,"Direct individuals not in a market","","No","","Yes","Yes","Yes","No","No","No","No","Yes","No","No","No",
"30-10-42-29",45,45,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"52-71-69-48",,,,"",,"",,,,,,,,,,,,
"88-38-32-86",,,,"",,"",,,,,,,,,,,,
"78-51-51-91",26,26,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"98-42-68-21",18,18,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"23-92-64-64",2,17,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"33-60-76-52",25,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"99-53-97-21",45,45,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"35-30-07-09",10,10,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","No","Yes","No","No",
"84-39-86-14",60,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"33-93-88-48",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"93-94-24-13",2,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"02-86-42-10",80,80,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"18-90-95-90",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"71-80-40-68",1,1,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"03-80-12-55",4,4,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"03-05-82-85",47,47,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"96-34-34-83",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"84-86-67-50",26,26,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"65-50-61-63",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"14-25-07-27",4,4,"Market in this village","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"95-81-39-58",1,1,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"63-48-87-87",,,,"",,"",,,,,,,,,,,,
"49-38-87-08",,,,"",,"",,,,,,,,,,,,
"56-09-22-69",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"52-67-58-90",4,4,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"61-51-30-74",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"90-75-70-65",45,45,"Market in this village","","No","","No",,,,,,,,,,,
"70-34-30-04",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"00-18-21-78",60,6,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"80-41-37-09",65,65,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"62-10-09-84",,,,"",,"",,,,,,,,,,,,
"16-01-99-93",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"91-31-71-31",,,,"",,"",,,,,,,,,,,,
"14-78-47-78",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"07-03-43-18",17,17,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"87-80-74-34",,,,"",,"",,,,,,,,,,,,
"39-19-95-41",45,45,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"13-94-38-36",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"64-10-30-77",1,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"98-88-46-23",65,65,"Market in this village","","No","","No",,,,,,,,,,,
"35-26-63-26",40,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"77-44-63-61",27,27,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"26-64-90-32",1,3,"Direct individuals not in a market","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"15-44-39-66",45,45,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"97-96-32-80",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"65-28-62-87",65,65,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"91-95-41-16",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"65-02-00-05",60,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"48-22-83-32",1,1,"Direct individuals not in a market","","No","","Yes","No","Yes","No","No","Yes","No","No","No","No","No",
"53-04-96-58",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"93-77-89-30",,,,"",,"",,,,,,,,,,,,
"03-06-71-34",25,25,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"38-24-53-68",70,70,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"76-44-39-80",130,130,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"17-98-15-90",45,45,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"43-89-48-48",5,5,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"46-95-44-44",53,53,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"79-36-03-31",2,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"37-08-68-08",150,150,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"76-66-08-56",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"84-78-41-82",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"33-73-65-41",100,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"15-05-96-27",150,150,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"04-08-02-81",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"48-12-37-19",150,150,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"99-22-87-46",65,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"05-46-14-17",,,,"",,"",,,,,,,,,,,,
"21-68-94-15",70,5,"Market in this village","","No","","Yes","Yes","Yes","No","No","Yes","No","No","No","No","No",
"40-56-04-29",150,150,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"58-04-84-61",,,,"",,"",,,,,,,,,,,,
"92-36-21-21",130,130,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"14-57-41-87",130,130,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"96-30-76-58",185,185,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"94-10-09-72",150,150,"Rural market in the neighbouring village","","No","","Yes","Yes","No","No","No","No","Yes","No","No","No","No",
"63-44-25-02",,,,"",,"",,,,,,,,,,,,
"66-67-56-06",180,180,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"61-94-69-82",1,1,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","Yes","No","No","No","No",
"72-52-17-18",150,150,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"90-79-08-36",160,160,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
