interview__key,r_purpose_tr__id,road_4__1,road_4__2,road_4__3,road_4__4,road_4__5,road_4__6,road_4__7,road_4__8,road_4__96,road_5
"51-16-15-92","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"63-16-06-54","Go to the market","No","Yes","Yes","No","No","No","No","No","No","Once a week or more often"
"63-16-06-54","Visit friends/ relatives","Yes","No","Yes","No","No","No","No","No","No","Once a week or more often"
"32-07-75-14","Visit friends/ relatives","Yes","Yes","No","No","No","No","No","No","No","Once a week or more often"
"23-46-49-04","Go to the market","No","No","Yes","No","No","Yes","No","No","No","Once or twice a month"
"23-46-49-04","Access medical treatment","No","No","Yes","No","No","Yes","No","No","No","Less often"
"81-47-15-41","Go to the market","Yes","No","Yes","No","No","No","No","No","No","Less often"
"81-47-15-41","Go to school","Yes","No","No","No","No","No","No","No","No","Less often"
"81-47-15-41","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"74-82-45-40","Go to the market","No","No","Yes","No","No","Yes","No","No","No","Once or twice a month"
"74-82-45-40","Access medical treatment","Yes","No","No","No","No","Yes","No","No","No","Less often"
"71-03-17-29","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"71-03-17-29","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"22-02-08-34","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"22-02-08-34","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"22-02-08-34","Access medical treatment","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"35-24-65-37","Go to the market","Yes","No","Yes","No","No","No","No","No","No","Less often"
"35-24-65-37","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"35-24-65-37","Access medical treatment","Yes","No","Yes","No","No","No","No","No","No","Less often"
"35-24-65-37","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"94-94-59-77","Access medical treatment","Yes","No","No","No","No","No","Yes","No","No","Once or twice a month"
"62-18-60-04","Go to the market","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"62-18-60-04","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"62-18-60-04","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"62-18-60-04","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"13-57-44-05","Go to the market","Yes","No","No","No","No","No","No","Yes","No","Once a week or more often"
"13-57-44-05","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"53-63-07-20","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"53-63-07-20","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"53-63-07-20","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"67-75-50-83","Go to the market","Yes","No","No","No","No","No","No","No","No","Less often"
"67-75-50-83","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"02-25-92-18","Go to the market","No","No","Yes","No","No","Yes","No","No","No","Once or twice a month"
"02-25-92-18","Access medical treatment","Yes","No","No","No","No","Yes","No","No","No","Less often"
"49-92-48-01","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"86-85-54-02","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Almost every week"
"86-85-54-02","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Almost every week"
"25-71-60-55","Go to the market","Yes","No","No","No","No","No","No","No","No","Almost every week"
"25-71-60-55","Access medical treatment","Yes","No","No","No","No","No","No","No","No","A few times a year"
"52-17-01-39","Go to the market","Yes","No","Yes","No","No","No","Yes","No","No","A few times a year"
"52-17-01-39","Go to school","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"52-17-01-39","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"85-68-71-94","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"85-68-71-94","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"85-68-71-94","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"88-33-53-02","Go to the market","No","No","Yes","No","No","No","No","No","No","A few times a year"
"88-33-53-02","Visit friends/ relatives","No","No","Yes","No","No","No","No","No","No","Less often"
"73-16-52-51","Go to the market","Yes","No","No","No","No","No","No","No","No","Varies/don’t know"
"29-32-71-31","Access medical treatment","Yes","No","No","No","No","No","Yes","No","No","Once or twice a month"
"08-80-55-70","Go to the market","No","No","Yes","No","No","No","No","No","No","Once or twice a month"
"58-68-82-05","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"58-68-82-05","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"40-89-66-86","Go to the market","Yes","No","Yes","No","No","No","No","No","No","A few times a year"
"88-30-77-96","Access medical treatment","Yes","No","No","No","No","No","Yes","No","No","Once or twice a month"
"72-26-90-86","Go to school","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"72-26-90-86","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Less often"
"49-59-81-92","Go to the market","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"21-01-20-88","Go to the market","Yes","No","No","No","No","No","No","No","No","Once or twice a month"
"21-01-20-88","Visit friends/ relatives","Yes","No","Yes","No","No","No","No","No","No","Once or twice a month"
"79-70-14-90","Go to the market","Yes","No","No","No","No","No","No","No","No","Less often"
"79-70-14-90","Go to school","Yes","No","No","No","No","No","No","No","No","Almost every week"
"79-70-14-90","Access medical treatment","Yes","No","No","No","No","No","No","No","No","Less often"
"80-75-47-72","Visit friends/ relatives","Yes","No","No","No","No","No","No","No","No","Once a week or more often"
"56-08-93-09","Go to the market","Yes","No","Yes","No","No","No","No","No","No","Less often"
