interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"62-34-36-23","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","trust","strongly trust","trust","trust","trust","Very worried","Extremely worried","Very worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"54-21-12-64","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Not at all worried"
"56-96-68-33","Disagree","Strongly agree","Agree","Disagree","Indifferent (neither nor)","Agree","Disagree","Strongly disagree","Strongly agree","Agree","Disagree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","distrust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"77-02-55-05","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","trust","Extremely worried","Very worried","Very worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"14-81-15-88","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","trust","strongly trust","indifferent","trust","strongly trust","Very worried","Extremely worried","Very worried","Extremely worried","Not at all worried","Worried","Very worried","Not at all worried","Not at all worried","Slightly worried"
"96-74-08-90","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","strongly trust","Extremely worried","Slightly worried","Extremely worried","Extremely worried","Very worried","Worried","Very worried","Slightly worried","Slightly worried","Slightly worried"
"96-06-73-25","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried"
"74-47-72-19","Agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","indifferent","trust","Worried","Worried","Worried","Extremely worried","Slightly worried","Very worried","Extremely worried","Not at all worried","Not at all worried","Slightly worried"
"74-26-40-66","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried"
"14-99-63-02","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Slightly worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Very worried","Worried"
"19-21-27-06","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","strongly trust","strongly trust","Worried","Slightly worried","Very worried","Very worried","Worried","Worried","Slightly worried","Very worried","Slightly worried","Worried"
"37-56-42-12","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","strongly trust","strongly trust","trust","strongly trust","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Very worried","Slightly worried","Not at all worried","Not at all worried"
"16-65-20-98","Agree","Strongly agree","Strongly disagree","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","strongly trust","strongly trust","trust","trust","Not at all worried","Slightly worried","Worried","Slightly worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Worried"
"09-74-03-14","Indifferent (neither nor)","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"39-03-54-61","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Disagree","Disagree","Disagree","Disagree","trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"86-35-86-55","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Disagree","indifferent","strongly distrust","indifferent","indifferent","indifferent","Worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried"
"88-11-61-94","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Slightly worried"
"93-61-35-58","Agree","Strongly agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Extremely worried","Extremely worried","Extremely worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"87-48-20-01","Strongly agree","Strongly agree","Disagree","Disagree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Slightly worried","Extremely worried","Very worried","Extremely worried","Worried","Worried","Extremely worried","Slightly worried","Not at all worried","Very worried"
"66-77-51-72","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Slightly worried","Slightly worried","Worried","Worried","Very worried","Slightly worried","Worried","Slightly worried"
"31-16-66-31","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"88-03-82-39","Disagree","Agree","Strongly disagree","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","strongly trust","strongly trust","trust","trust","Worried","Worried","Very worried","Very worried","Slightly worried","Not at all worried","Very worried","Slightly worried","Not at all worried","Worried"
"59-90-45-51","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","distrust","trust","trust","trust","strongly trust","Very worried","Very worried","Very worried","Extremely worried","Very worried","Very worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"68-61-83-10","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","trust","trust","indifferent","Extremely worried","Very worried","Extremely worried","Extremely worried","Not at all worried","Very worried","Not at all worried","Worried","Worried","Not at all worried"
"96-11-54-44","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Very worried","Very worried","Worried","Worried","Worried","Very worried","Worried"
"70-22-33-16","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried"
"12-54-99-38","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"39-44-22-57","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Disagree","Disagree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"11-92-45-50","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","indifferent","strongly trust","trust","strongly trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"73-14-88-64","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Slightly worried","Worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"59-60-22-11","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"63-18-15-01","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","indifferent","strongly trust","trust","trust","strongly trust","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Not at all worried","Not at all worried"
"40-24-89-40","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"26-37-34-30","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"57-72-53-25","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Worried","Very worried","Very worried","Very worried","Worried","Worried","Very worried","Worried","Worried"
"15-31-68-47","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"54-23-26-42","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Not at all worried"
"06-33-74-17","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","trust","trust","distrust","indifferent","trust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Slightly worried","Worried","Not at all worried"
"09-17-76-18","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Worried","Worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Slightly worried"
"91-72-91-72","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","strongly trust","strongly trust","trust","Worried","Worried","Worried","Very worried","Very worried","Worried","Worried","Slightly worried","Slightly worried","Worried"
"07-58-36-50","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried"
"27-63-39-98","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","indifferent","trust","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Slightly worried"
"31-14-07-01","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Slightly worried","Worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"96-79-76-17","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Disagree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Very worried","Very worried","Very worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"23-90-90-29","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Not at all worried","Worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"99-47-47-96","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"48-69-67-88","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"93-76-93-98","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","strongly trust","Not at all worried","Extremely worried","Worried","Worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"02-49-04-36","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried"
"97-96-55-67","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Slightly worried"
"55-00-90-34","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Worried","Worried","Worried","Worried","Worried","Very worried","Slightly worried","Slightly worried","Slightly worried"
"74-92-93-10","Agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly disagree","Strongly disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","trust","strongly trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried"
"62-57-54-10","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried"
"81-64-58-33","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"51-16-15-92","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Disagree","Disagree","Disagree","trust","strongly trust","trust","trust","strongly trust","Not at all worried","Extremely worried","Worried","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried","Slightly worried"
"63-16-06-54","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","strongly trust","Worried","Worried","Very worried","Very worried","Very worried","Worried","Very worried","Slightly worried","Worried","Slightly worried"
"32-07-75-14","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"23-46-49-04","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","trust","strongly trust","trust","Worried","Worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Worried","Worried","Worried","Not at all worried"
"81-47-15-41","Disagree","Strongly agree","Disagree","Disagree","Indifferent (neither nor)","Disagree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","trust","Not at all worried","Very worried","Extremely worried","Very worried","Worried","Slightly worried","Extremely worried","Slightly worried","Not at all worried","Extremely worried"
"74-82-45-40","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Disagree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"71-03-17-29","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","trust","strongly trust","trust","strongly trust","strongly trust","Worried","Not at all worried","Worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"22-02-08-34","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","strongly trust","trust","strongly trust","strongly trust","strongly trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried","Very worried"
"35-24-65-37","Agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","trust","Worried","Very worried","Extremely worried","Worried","Very worried","Slightly worried","Extremely worried","Slightly worried","Not at all worried","Worried"
"94-94-59-77","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","trust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried"
"62-18-60-04","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Worried","Not at all worried","Not at all worried"
"13-57-44-05","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Not at all worried","Very worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"53-63-07-20","Agree","Strongly agree","Agree","Agree","Disagree","Disagree","Disagree","Agree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","strongly trust","Not at all worried","Extremely worried","Worried","Worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"67-75-50-83","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","trust","Worried","Extremely worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Very worried","Worried","Not at all worried","Slightly worried"
"02-25-92-18","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","trust","trust","trust","Very worried","Very worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Very worried","Worried","Not at all worried"
"49-92-48-01","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Worried","Very worried","Very worried","Worried","Worried","Very worried","Slightly worried","Slightly worried","Worried"
"86-85-54-02","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"25-71-60-55","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","trust","trust","trust","trust","strongly trust","Very worried","Slightly worried","Very worried","Worried","Slightly worried","Slightly worried","Worried","Worried","Slightly worried","Slightly worried"
"52-17-01-39","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"85-68-71-94","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"88-33-53-02","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Not at all worried","Slightly worried","Slightly worried"
