interview__key,r_members__id,lbr13,Ibr13_1,Ibr13_2,Ibr13_3,Ibr13_4,Ibr13_5,Ibr13_6,Ibr13_8,Ibr13_9,years_exp_crp,Ibr13_10,Ibr13_11,Ibr13_12,Ibr13_13,years_exp_liv,onfarm_main_use__1,onfarm_main_use__2,onfarm_main_use__3,onfarm_main_use__4,onfarm_main_use__5,onfarm_main_use__6,onfarm_main_use__7,onfarm_main_use__96,onfarm_main_use_oth
"77-37-06-75",2,"Yes",6,3,6,2,6,2,2,1,9,0,0,,,7,0,0,0,0,0,0,0,1,"salt, soap, and clothing"
"17-29-45-21",1,"Yes",6,2,6,5,6,1,6,2,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"17-29-45-21",2,"Yes",6,1,6,3,6,1,6,2,17,0,0,,,0,0,1,0,0,2,0,0,0,""
"14-98-54-79",1,"Yes",6,2,6,3,6,4,5,5,20,0,0,,,0,0,1,0,0,2,0,0,0,""
"14-98-54-79",2,"Yes",6,1,6,4,6,2,6,3,17,0,0,,,0,0,1,0,0,2,0,0,0,""
"74-43-35-64",1,"Yes",5,0,0,,5,0,0,,18,0,0,,,0,0,0,0,0,0,0,0,1,"she don't sell any maize but for household consumption"
"74-43-35-64",4,"Yes",5,0,4,0,5,0,3,4,3,0,0,,,0,0,0,0,0,0,0,0,1,"she is still under care of the grandmother and all household farm produce is not sold"
"02-76-65-17",1,"Yes",0,0,,,5,1,6,6,38,5,0,6,12,30,0,1,0,0,0,0,0,0,""
"02-76-65-17",2,"Yes",0,0,,,5,1,6,6,30,0,0,,,0,0,1,0,0,0,0,0,0,""
"02-76-65-17",3,"Yes",0,0,,,5,1,6,6,7,5,0,7,12,7,0,1,0,0,0,0,0,0,""
"02-76-65-17",4,"Yes",0,0,,,5,1,6,5,3,5,0,6,12,5,0,1,0,0,0,0,0,0,""
"02-76-65-17",5,"Yes",0,0,,,5,1,6,5,4,5,0,7,12,3,0,1,0,0,0,0,0,0,""
"91-57-65-34",1,"Yes",6,2,5,4,6,2,5,4,40,6,6,7,1,15,0,2,1,3,0,0,0,0,""
"61-08-28-75",1,"Yes",3,3,6,4,3,3,6,4,11,6,6,7,1,1,0,3,1,2,0,0,0,0,""
"61-08-28-75",2,"Yes",3,3,6,4,3,3,6,4,11,6,6,7,1,1,0,1,2,3,0,0,0,0,""
"61-08-28-75",3,"Yes",3,3,1,4,3,3,1,4,5,6,6,2,1,1,0,1,2,3,0,0,0,0,""
"61-08-28-75",4,"Yes",3,3,1,4,3,3,1,4,1,6,6,2,1,1,0,1,3,2,0,0,0,0,""
"61-08-28-75",7,"Yes",3,3,1,4,3,3,1,4,5,6,6,2,1,1,0,1,2,3,0,0,0,0,""
"61-08-28-75",8,"Yes",3,3,1,4,3,3,1,4,3,6,6,7,7,1,0,0,2,1,0,0,0,0,""
"61-08-28-75",10,"Yes",3,3,1,4,3,3,1,4,4,6,6,2,1,1,0,0,1,2,0,0,0,0,""
"08-98-76-07",1,"Yes",0,0,,,5,2,6,6,32,6,6,7,9,32,0,2,1,0,0,0,0,0,""
"08-98-76-07",2,"Yes",0,0,,,6,2,6,5,32,6,6,7,12,31,1,4,2,3,0,0,0,0,""
"08-98-76-07",3,"Yes",0,0,,,5,2,6,5,5,6,6,7,12,6,0,0,0,0,0,0,0,1,"Buying livestock"
"07-58-78-17",1,"Yes",6,2,6,6,6,2,6,6,27,6,6,7,1,25,0,3,1,2,0,0,0,0,""
"07-58-78-17",2,"Yes",6,2,6,4,6,2,6,4,3,0,0,,,0,0,2,1,0,0,0,0,0,""
"07-58-78-17",3,"Yes",6,2,6,4,6,2,6,4,2,0,0,,,0,0,1,2,0,0,0,0,0,""
"07-58-78-17",11,"Yes",6,2,6,5,6,2,6,5,27,0,0,,,0,0,1,3,2,0,0,0,0,""
"50-08-29-58",2,"Yes",4,4,6,3,4,4,6,3,4,6,6,7,1,6,0,1,0,2,0,3,0,0,""
"50-08-29-58",4,"Yes",4,4,6,3,4,4,6,3,4,0,0,,,0,3,1,0,2,0,0,0,0,""
"21-97-24-76",1,"Yes",6,6,6,4,6,6,6,4,15,0,0,,,0,0,2,1,3,0,0,0,0,""
"21-97-24-76",2,"Yes",6,6,6,4,6,6,6,4,10,0,0,,,0,0,1,2,3,0,0,0,0,""
"21-97-24-76",3,"Yes",6,6,6,4,6,6,6,4,3,0,0,,,0,0,2,0,1,0,3,0,0,""
"47-86-23-98",1,"Yes",6,1,6,4,6,3,6,3,21,5,0,7,7,19,0,1,0,0,0,0,0,0,""
"47-86-23-98",2,"Yes",6,1,6,3,6,1,6,4,20,6,0,7,3,17,0,1,0,0,0,0,0,0,""
"58-41-17-07",1,"Yes",0,0,,,6,1,6,7,12,0,0,,,0,0,0,1,0,0,0,0,0,""
"58-41-17-07",2,"Yes",0,0,,,6,1,6,8,12,0,0,,,0,0,0,1,0,0,0,0,0,""
"27-41-68-88",1,"Yes",0,0,,,5,2,5,5,20,6,6,7,12,5,0,1,0,2,0,0,0,0,""
"27-41-68-88",2,"Yes",0,0,,,5,2,5,11,1,0,0,,,0,0,0,0,0,0,0,0,1,"none"
"36-57-67-99",1,"Yes",0,0,,,5,2,5,2,18,2,2,7,10,5,0,0,0,0,0,0,0,1,"we don't sell our produce. it's just for consumption"
"36-57-67-99",2,"Yes",0,0,,,5,2,4,2,18,6,6,7,24,5,0,1,2,3,4,0,0,0,""
"36-57-67-99",3,"Yes",0,0,,,2,1,4,4,1,6,6,7,7,0,0,1,2,3,0,0,0,0,""
"36-57-67-99",4,"Yes",0,0,,,5,2,5,4,3,6,6,4,10,3,0,1,2,3,0,0,0,0,""
"14-01-18-55",1,"Yes",0,0,,,0,5,1,1,50,1,1,2,1,40,0,1,0,0,0,0,0,0,""
"14-01-18-55",2,"Yes",0,0,,,5,1,6,6,40,1,1,0,,40,0,1,0,0,0,0,0,0,""
"14-01-18-55",3,"Yes",0,0,,,5,1,6,5,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"14-01-18-55",4,"Yes",0,0,,,5,1,6,6,15,0,0,,,0,0,1,0,0,0,0,0,0,""
"14-01-18-55",5,"Yes",0,0,,,5,3,7,7,5,5,0,7,6,5,0,1,0,0,0,0,0,0,""
"14-01-18-55",6,"Yes",0,0,,,5,5,6,5,7,5,0,7,8,15,0,1,0,0,0,0,0,0,""
"25-45-40-50",1,"Yes",6,6,6,10,3,3,4,5,20,2,2,6,3,3,0,1,2,0,0,0,0,0,""
"25-45-40-50",2,"Yes",3,2,6,6,3,4,6,6,11,0,0,,,0,0,1,2,0,0,0,0,0,""
"28-45-95-92",1,"Yes",0,0,,,6,2,7,8,4,0,0,,,1,0,1,2,0,0,0,0,0,""
"52-38-49-21",1,"Yes",6,2,4,4,5,2,7,1,21,6,6,7,10,2,0,1,2,0,0,0,0,0,""
"52-38-49-21",2,"Yes",6,2,5,4,6,2,2,1,20,4,2,4,2,4,0,1,2,0,0,0,0,0,""
"59-05-06-39",1,"Yes",3,2,7,1,4,2,3,3,3,2,2,7,9,4,0,0,0,0,0,0,0,1,"livestock, plates, food"
"59-05-06-39",2,"Yes",3,2,6,6,5,2,5,3,2,0,0,,,3,0,0,0,0,0,0,0,1,"livestock, plates,cups"
"07-23-34-26",1,"Yes",0,0,,,6,6,6,8,34,0,0,,,0,0,1,2,0,0,0,0,0,""
"74-55-33-17",1,"Yes",6,3,6,4,6,2,3,3,9,4,4,5,11,5,0,0,0,0,0,0,0,1,"livestock, plates, pots, oxcarts, clothes"
"74-55-33-17",2,"Yes",6,4,5,3,6,5,4,3,9,0,0,,,15,0,0,0,0,0,0,0,1,"beds, mattresses, blankets"
"63-06-38-69",1,"Yes",3,6,6,5,3,6,6,5,25,6,6,7,8,5,0,1,2,3,0,0,0,0,""
"63-06-38-69",2,"Yes",3,4,6,5,3,4,6,5,25,0,0,,,5,0,1,2,0,3,0,0,0,""
"63-06-38-69",5,"Yes",1,0,6,5,1,0,6,5,5,0,0,,,0,0,1,2,0,0,0,0,0,""
"63-06-38-69",6,"Yes",1,0,6,5,1,0,0,,1,1,1,2,2,1,0,1,2,0,0,0,0,0,""
"63-06-38-69",8,"Yes",3,4,6,5,3,4,6,5,2,6,6,7,9,2,0,1,0,0,0,0,0,0,""
"63-06-38-69",9,"Yes",1,0,6,5,1,0,6,5,2,0,0,,,0,0,1,2,0,0,0,0,0,""
"05-74-67-92",1,"Yes",4,3,7,9,4,3,7,9,24,6,6,5,5,13,0,1,2,0,0,0,0,0,""
"05-74-67-92",2,"Yes",4,3,7,9,4,3,7,9,22,0,0,,,13,0,1,2,0,0,0,0,0,""
"05-74-67-92",3,"Yes",4,3,7,9,4,3,7,9,6,6,6,5,5,6,0,1,0,0,0,0,0,0,""
"05-74-67-92",4,"Yes",4,3,2,7,4,3,2,7,4,6,6,2,5,2,0,1,0,0,0,0,0,0,""
"05-74-67-92",5,"Yes",4,3,2,7,4,3,2,7,4,6,6,2,3,2,0,1,0,0,0,0,0,0,""
"98-46-70-51",1,"Yes",3,1,6,2,3,1,6,2,23,6,6,6,9,23,0,0,1,2,0,3,0,0,""
"98-46-70-51",2,"Yes",3,1,6,2,3,1,6,2,23,0,0,,,0,0,0,1,2,0,0,0,0,""
"98-46-70-51",3,"Yes",3,1,6,2,3,1,6,2,7,0,0,,,0,0,1,0,2,0,0,0,0,""
"98-46-70-51",5,"Yes",3,1,6,2,3,1,6,2,2,2,2,2,9,2,0,0,1,0,0,0,0,0,""
"98-46-70-51",6,"Yes",1,1,1,1,1,1,1,1,2,0,0,,,0,0,0,1,0,0,0,2,0,""
"36-97-15-03",1,"Yes",0,0,,,6,2,6,3,20,6,6,7,10,8,0,1,2,3,4,0,0,0,""
"36-97-15-03",2,"Yes",0,0,,,6,2,6,3,10,6,6,7,24,10,0,1,2,3,4,0,0,0,""
"36-97-15-03",3,"Yes",0,0,,,6,2,6,3,3,6,6,7,24,3,0,1,2,3,0,0,0,0,""
"36-97-15-03",4,"Yes",0,0,,,2,1,6,3,1,6,6,7,24,1,0,1,2,3,0,0,0,0,""
"59-12-76-31",1,"Yes",6,4,5,6,6,4,5,6,12,6,6,7,1,12,0,2,1,0,0,0,0,0,""
"59-12-76-31",2,"Yes",6,4,5,6,6,4,5,6,3,0,0,,,0,0,2,1,3,0,0,0,0,""
"07-54-13-18",1,"Yes",6,3,6,5,6,3,6,5,27,6,6,7,5,27,0,2,1,3,0,0,0,0,""
"07-54-13-18",2,"Yes",6,3,6,5,6,3,6,5,27,0,0,,,0,0,3,1,2,0,0,0,0,""
"07-54-13-18",3,"Yes",6,3,6,4,6,3,6,4,3,6,6,7,6,3,0,0,0,0,0,0,0,1,"buying soap and clothes"
"84-52-73-65",1,"Yes",0,0,,,6,1,6,4,43,0,0,,,43,0,1,0,0,0,0,0,0,""
"84-52-73-65",2,"Yes",0,0,,,4,1,6,4,37,0,0,,,37,0,1,0,0,0,0,0,0,""
"84-52-73-65",3,"Yes",0,0,,,4,0,6,4,4,0,0,,,0,0,1,0,0,0,0,0,0,""
"85-09-03-91",1,"Yes",0,0,,,5,1,6,5,14,5,0,7,12,8,0,1,0,0,0,0,0,0,""
"85-09-03-91",2,"Yes",0,0,,,5,1,6,4,10,3,1,4,8,10,0,1,0,0,0,0,0,0,""
"56-01-39-00",1,"Yes",4,4,6,3,4,4,6,3,16,6,6,7,1,16,0,1,2,3,0,4,0,0,""
"56-01-39-00",2,"Yes",4,4,6,4,4,4,6,4,16,4,4,7,1,16,0,1,2,3,0,0,0,0,""
"56-01-39-00",3,"Yes",4,4,1,3,4,4,1,3,2,0,0,,,0,0,3,1,2,0,0,0,0,""
"69-33-88-72",1,"Yes",0,0,,,5,1,6,4,35,5,1,7,8,30,0,1,0,0,0,0,0,0,""
"69-33-88-72",2,"Yes",0,0,,,5,2,1,1,30,5,1,0,,30,0,1,0,0,0,0,0,0,""
"26-09-67-07",1,"Yes",0,0,,,6,2,6,1,10,0,0,,,9,0,1,0,0,0,0,0,0,""
"26-09-67-07",2,"Yes",0,0,,,6,2,6,3,10,0,0,,,9,0,1,0,0,0,0,0,0,""
"69-39-81-14",1,"Yes",4,3,6,6,4,3,6,6,22,6,6,7,1,10,0,2,1,0,0,0,0,0,""
"69-39-81-14",7,"Yes",4,3,6,6,4,3,6,6,22,6,6,7,1,10,0,3,1,2,0,0,0,0,""
"00-76-43-47",1,"Yes",6,4,6,3,6,6,6,3,35,6,6,7,1,11,0,1,2,3,0,0,0,0,""
"00-76-43-47",2,"Yes",4,4,6,3,5,5,6,3,4,6,6,7,1,3,0,1,3,2,0,0,0,0,""
"00-76-43-47",4,"Yes",6,6,1,3,6,6,1,3,3,6,6,2,2,3,0,1,2,3,0,0,0,0,""
"29-40-24-48",1,"Yes",0,0,,,4,3,6,7,20,6,6,7,12,15,2,1,3,4,0,0,0,0,""
"29-40-24-48",2,"Yes",0,0,,,4,3,6,7,11,6,6,7,12,10,1,2,3,4,0,0,0,0,""
"79-00-21-46",1,"Yes",0,0,,,6,2,1,3,20,0,0,,,20,0,1,0,0,0,0,0,0,""
"79-00-21-46",2,"Yes",0,0,,,6,2,1,3,20,0,0,,,20,0,1,0,0,0,0,0,0,""
"79-00-21-46",3,"Yes",0,0,,,6,2,1,3,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"79-00-21-46",8,"Yes",0,0,,,6,2,1,3,4,0,0,,,0,0,1,0,0,0,0,0,0,""
"46-34-68-84",1,"Yes",0,0,,,6,2,6,4,4,0,0,,,0,0,1,0,0,0,0,0,0,""
"45-00-04-40",1,"Yes",0,0,,,6,1,1,2,17,6,6,7,8,17,0,1,0,0,0,0,0,0,""
"45-00-04-40",2,"Yes",0,0,,,6,1,7,2,10,0,0,,,7,0,1,0,0,0,0,0,0,""
"22-15-19-43",1,"Yes",0,0,,,6,2,6,4,30,0,0,,,0,0,1,0,2,0,0,0,0,""
"09-01-21-24",1,"Yes",0,0,,,6,2,6,5,3,0,0,,,0,0,1,0,0,0,0,0,0,""
"28-05-99-59",1,"Yes",6,1,4,3,6,1,5,3,8,0,0,,,0,0,1,0,0,0,0,0,0,""
"28-05-99-59",2,"Yes",6,2,6,4,6,1,4,2,8,0,0,,,0,0,1,0,0,0,0,0,0,""
"78-33-63-09",1,"Yes",0,0,,,5,3,5,5,24,6,6,7,12,20,0,1,4,2,3,0,0,0,""
"78-33-63-09",2,"Yes",0,0,,,5,3,5,5,20,0,0,,,0,0,1,2,3,4,0,0,0,""
"78-33-63-09",3,"Yes",0,0,,,5,3,5,5,15,0,0,,,0,0,0,0,3,0,1,2,0,""
"21-06-84-39",1,"Yes",0,0,,,6,2,6,3,2,0,0,,,0,0,1,0,2,3,0,0,0,""
"21-06-84-39",2,"Yes",0,0,,,6,2,6,3,2,0,0,,,0,0,1,0,2,3,0,0,0,""
"96-45-29-81",1,"Yes",5,5,6,3,5,5,6,3,12,6,6,7,1,10,0,1,4,2,0,3,0,0,""
"96-45-29-81",2,"Yes",5,5,6,3,5,5,6,3,8,6,6,7,1,5,0,1,2,3,0,4,0,0,""
"82-78-33-54",1,"Yes",6,2,6,5,6,2,6,5,20,0,0,,,0,0,1,2,3,4,0,0,0,""
"82-78-33-54",2,"Yes",6,2,6,5,6,2,6,5,3,0,0,,,0,0,1,0,2,3,0,0,0,""
"82-78-33-54",4,"Yes",2,1,6,5,1,0,6,5,2,0,0,,,0,0,1,2,3,0,0,0,0,""
"01-53-98-85",1,"Yes",0,0,,,6,1,6,5,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"15-34-27-17",1,"Yes",0,0,,,6,3,6,7,10,6,6,7,13,1,0,1,2,3,0,0,0,0,""
"15-34-27-17",2,"Yes",0,0,,,6,3,6,12,10,6,6,7,3,1,0,1,3,2,0,0,0,0,""
"84-32-88-02",1,"Yes",0,0,,,6,1,6,5,4,0,0,,,0,0,1,0,0,0,0,0,0,""
"02-43-89-26",1,"Yes",3,1,5,5,3,3,3,3,23,6,6,5,8,23,0,1,0,0,0,0,0,0,""
"02-43-89-26",2,"Yes",3,1,5,6,2,2,5,5,2,0,0,,,0,0,1,2,0,0,0,0,0,""
"02-43-89-26",3,"No",,,,,,,,,,,,,,,,,,,,,,,""
"36-62-21-63",1,"Yes",0,0,,,6,2,6,5,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"36-62-21-63",2,"Yes",0,0,,,6,0,6,5,6,0,0,,,0,0,1,0,0,0,0,0,0,""
"98-63-71-97",1,"Yes",0,0,,,5,2,6,4,20,6,2,7,8,15,0,1,0,0,0,0,0,0,""
"98-63-71-97",2,"Yes",0,0,,,0,5,7,5,20,1,0,0,,10,0,1,0,0,0,0,0,0,""
"98-63-71-97",3,"Yes",0,0,,,5,2,7,4,7,6,0,7,9,7,0,1,0,0,0,0,0,0,""
"07-88-71-07",1,"Yes",0,0,,,6,2,7,2,24,6,6,7,9,16,0,1,2,3,0,0,0,0,""
"07-88-71-07",2,"Yes",0,0,,,6,2,7,2,20,6,6,7,1,11,0,1,2,0,0,0,0,0,""
"07-88-71-07",6,"Yes",0,0,,,6,2,7,2,6,6,6,7,.5,5,0,1,0,0,0,0,0,0,""
"07-88-71-07",8,"No",,,,,,,,,,,,,,,,,,,,,,,""
"18-07-56-01",1,"Yes",0,0,,,5,3,5,3,5,6,6,7,12,3,0,1,2,3,0,0,0,0,""
"18-07-56-01",2,"Yes",0,0,,,6,3,5,5,14,6,6,7,12,5,0,1,0,2,0,0,0,0,""
"76-16-53-82",1,"Yes",6,2,6,5,3,2,2,5,45,0,0,,,0,0,1,0,0,0,0,0,0,""
"36-91-65-20",1,"Yes",3,1,6,6,2,2,5,3,20,0,0,,,0,0,1,2,0,0,0,0,0,""
"22-29-07-01",1,"Yes",6,1,6,4,6,1,6,5,26,6,6,7,5,20,0,1,0,0,0,0,0,0,""
"22-29-07-01",2,"Yes",6,1,6,4,6,1,6,4,26,6,6,7,5,26,0,1,0,0,0,0,0,0,""
"22-29-07-01",3,"Yes",6,1,5,3,6,1,5,3,2,1,2,5,3,1,0,1,0,0,0,0,0,0,""
"53-93-66-67",1,"Yes",6,1,6,10,4,4,5,10,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"53-93-66-67",2,"Yes",6,2,6,8,3,3,6,8,23,0,0,,,0,0,1,0,0,0,0,0,0,""
"53-93-66-67",3,"Yes",6,2,5,6,3,3,3,8,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"37-39-06-63",1,"Yes",0,0,,,6,2,6,5,15,6,6,7,24,15,0,1,2,3,4,0,0,0,""
"37-39-06-63",2,"Yes",0,0,,,6,6,6,4,15,0,0,,,0,0,1,2,3,4,0,0,0,""
"37-39-06-63",3,"Yes",0,0,,,6,2,6,3,1,6,6,7,24,1,0,1,2,3,0,0,0,0,""
"17-95-97-27",1,"Yes",0,0,,,6,1,6,4,25,0,0,,,0,0,1,0,0,0,0,0,0,""
"17-95-97-27",2,"Yes",0,0,,,6,1,6,1,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"17-95-97-27",3,"Yes",0,0,,,6,1,6,5,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"17-95-97-27",4,"Yes",0,0,,,6,1,6,4,6,0,0,,,0,0,1,0,0,0,0,0,0,""
"92-61-03-62",1,"Yes",0,0,,,6,1,6,8,2,0,0,,,0,0,1,0,0,0,0,0,0,""
"92-61-03-62",2,"Yes",0,0,,,6,1,6,8,2,0,0,,,0,0,1,0,0,0,0,0,0,""
"02-86-94-14",1,"Yes",0,0,,,6,3,5,6,2,0,0,,,1,0,1,0,2,0,0,0,0,""
"02-86-94-14",2,"Yes",0,0,,,6,3,5,6,2,0,0,,,1,0,1,3,2,0,0,0,0,""
"26-53-37-24",1,"Yes",6,1,5,5,6,1,5,4,26,6,1,7,6,26,0,1,2,0,3,0,0,0,""
"26-53-37-24",2,"Yes",6,1,5,5,6,1,4,3,26,6,6,6,7,26,0,1,3,0,2,0,0,0,""
"73-57-99-74",1,"Yes",3,0,1,3,3,0,1,3,8,6,6,7,1,10,0,3,1,2,0,0,0,0,""
"73-57-99-74",2,"Yes",3,0,1,3,3,0,1,3,2,6,6,7,1,2,0,0,1,0,0,0,2,0,""
"49-29-23-58",1,"Yes",6,6,6,5,6,6,6,5,20,6,6,7,2,19,0,1,2,3,0,0,0,0,""
"49-29-23-58",2,"Yes",6,6,6,5,6,6,6,5,15,6,6,7,1,10,0,1,2,3,0,0,0,0,""
"49-29-23-58",3,"Yes",6,6,1,5,6,6,1,5,3,6,6,2,9,3,0,1,2,3,0,0,0,0,""
"49-29-23-58",4,"Yes",6,6,2,5,6,6,2,5,3,0,0,,,0,0,1,2,3,0,4,0,0,""
"49-29-23-58",5,"Yes",6,6,2,5,6,6,2,5,1,6,6,2,10,1,0,1,2,3,0,0,0,0,""
"71-13-07-75",1,"Yes",0,0,,,5,1,6,4,30,5,2,7,1,30,0,1,0,0,0,0,0,0,""
"71-13-07-75",2,"Yes",0,0,,,5,1,6,4,25,5,1,1,4,30,0,1,0,0,0,0,0,0,""
"57-61-80-20",1,"Yes",0,0,,,6,2,6,4,25,0,0,,,0,0,1,2,3,4,0,0,0,""
"57-61-80-20",2,"Yes",0,0,,,6,2,6,4,3,0,0,,,0,0,1,2,3,0,0,0,0,""
"57-61-80-20",3,"Yes",0,0,,,6,2,6,4,2,0,0,,,0,0,1,2,3,0,0,0,0,""
"66-47-36-80",1,"Yes",4,4,6,5,4,4,6,5,3,6,6,7,1,1,0,1,0,2,3,0,0,0,""
"66-47-36-80",2,"Yes",6,6,6,4,6,6,6,4,2,6,6,7,1,1,0,1,0,2,0,0,3,0,""
"55-47-02-66",2,"Yes",0,0,,,6,2,6,5,40,6,6,7,2,20,0,1,0,2,0,0,0,0,""
"69-74-76-81",1,"No",,,,,,,,,,,,,,,,,,,,,,,""
"25-51-33-57",1,"Yes",2,1,6,6,2,2,4,3,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"25-51-33-57",2,"Yes",2,1,5,5,2,1,5,5,10,2,1,4,2,1,0,1,0,0,0,0,0,0,""
"25-51-33-57",3,"Yes",4,1,5,5,1,2,3,2,2,3,2,2,2,2,0,1,0,0,0,0,0,0,""
"99-83-71-81",1,"Yes",6,1,6,2,6,2,3,2,40,0,0,,,0,0,1,0,0,2,0,0,0,""
"99-83-71-81",2,"Yes",6,1,6,2,6,1,6,3,30,6,0,0,,0,0,1,0,0,2,0,0,0,""
"30-46-44-49",1,"Yes",3,3,5,4,3,3,5,4,15,6,6,7,1,18,2,1,0,0,0,0,0,0,""
"30-46-44-49",2,"Yes",6,3,5,3,6,3,5,3,15,6,6,7,1,19,0,1,0,0,0,0,0,0,""
"03-30-12-96",1,"Yes",0,0,,,6,2,6,4,30,0,0,,,0,0,1,0,2,0,0,0,0,""
"03-30-12-96",2,"No",,,,,,,,,,,,,,,,,,,,,,,""
"03-30-12-96",3,"Yes",0,0,,,6,2,6,4,2,0,0,,,0,0,1,0,2,0,0,0,0,""
"03-30-12-96",4,"Yes",0,0,,,6,2,6,4,2,0,0,,,0,0,1,0,2,0,0,0,0,""
"35-16-22-13",1,"Yes",0,0,,,6,1,5,3,31,6,0,7,.5,3,0,1,0,0,0,0,0,0,""
"35-16-22-13",3,"Yes",0,0,,,6,1,5,3,12,0,0,,,0,0,1,0,0,0,0,0,0,""
"96-28-28-46",1,"Yes",6,2,6,8,6,2,6,8,38,6,6,7,10,20,0,1,2,3,4,0,0,0,""
"96-28-28-46",2,"Yes",6,2,6,8,6,2,6,8,20,6,6,7,24,20,4,1,2,3,5,0,0,0,""
"96-28-28-46",3,"Yes",2,1,6,8,2,1,6,8,2,6,6,7,24,1,0,1,2,3,0,0,0,0,""
"96-28-28-46",7,"Yes",2,1,6,8,2,1,6,8,1,6,6,6,24,1,0,1,3,2,0,0,0,0,""
"96-28-28-46",8,"Yes",2,1,6,8,2,1,6,8,2,6,6,7,3,1,0,1,3,2,0,0,0,0,""
"96-28-28-46",9,"Yes",6,2,6,8,6,2,6,8,5,4,3,4,4,3,0,1,3,2,0,0,0,0,""
"96-28-28-46",10,"Yes",6,2,6,8,6,6,6,8,2,6,6,6,8,2,0,1,0,3,2,0,0,0,""
"10-32-26-69",1,"Yes",5,5,6,5,5,5,6,5,18,6,6,7,1,10,2,1,4,3,5,0,0,0,""
"10-32-26-69",2,"Yes",5,5,6,5,5,5,6,6,18,6,6,6,1,8,0,1,2,3,0,0,0,0,""
"10-32-26-69",4,"Yes",5,5,1,5,5,5,1,5,2,6,6,2,1,2,0,1,2,3,0,0,0,0,""
"68-75-69-07",1,"Yes",0,0,,,6,2,6,5,20,6,6,7,3,4,0,1,2,0,0,0,0,0,""
"68-75-69-07",2,"Yes",0,0,,,6,2,6,5,20,0,0,,,0,0,1,0,0,0,0,0,0,""
"02-58-63-69",1,"Yes",6,6,6,3,6,6,6,3,10,6,6,7,1,5,0,1,2,3,0,0,0,0,""
"02-58-63-69",2,"Yes",6,6,2,3,6,6,2,3,4,6,6,2,1,5,0,1,2,3,0,0,0,0,""
"02-58-63-69",3,"Yes",6,6,2,3,6,6,2,3,3,6,6,2,1,3,0,1,2,3,0,0,0,0,""
"02-58-63-69",4,"Yes",6,6,2,3,6,6,2,3,2,6,6,2,1,2,0,1,2,3,0,0,0,0,""
"58-12-98-10",1,"Yes",0,0,,,6,1,5,4,50,0,0,,,50,0,1,0,0,0,0,0,0,""
"58-12-98-10",2,"Yes",0,0,,,6,2,5,4,30,0,0,,,30,0,1,0,0,0,0,0,0,""
"22-68-19-10",1,"Yes",0,0,,,6,1,5,5,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"22-68-19-10",2,"Yes",0,0,,,6,1,5,5,10,0,0,,,0,0,1,0,0,0,0,0,0,""
"99-42-05-34",1,"Yes",0,0,,,5,1,6,4,40,2,0,1,1,40,0,1,0,0,0,0,0,0,""
"21-29-11-98",1,"Yes",0,0,,,6,2,5,5,40,0,0,,,0,0,1,0,0,0,0,0,0,""
"21-29-11-98",2,"Yes",0,0,,,6,2,5,5,40,0,0,,,40,0,1,0,0,0,0,0,0,""
"06-11-50-44",1,"Yes",0,0,,,6,0,6,5,19,6,6,5,10,25,0,1,0,0,0,0,0,0,""
"06-11-50-44",2,"Yes",0,0,,,6,0,2,6,5,0,0,,,0,0,1,0,0,0,0,0,0,""
"38-44-09-59",1,"Yes",0,0,,,6,2,6,5,45,0,0,,,0,0,1,0,0,0,0,0,0,""
"38-44-09-59",5,"Yes",0,0,,,6,2,6,5,50,0,0,,,0,0,1,0,0,0,0,0,0,""
"81-45-35-86",1,"Yes",0,0,,,6,0,6,4,53,0,0,,,53,0,1,0,0,0,0,0,0,""
"81-45-35-86",2,"Yes",0,0,,,6,0,6,4,50,0,0,,,50,0,1,0,0,0,0,0,0,""
"83-11-66-41",1,"Yes",0,0,,,6,2,6,6,40,6,6,7,24,20,0,1,3,2,0,0,0,0,""
"83-11-66-41",2,"Yes",0,0,,,2,1,6,4,2,6,6,7,2,1,0,2,1,3,0,0,0,0,""
"83-11-66-41",4,"Yes",0,0,,,6,2,6,6,3,6,6,7,6,1,0,1,0,2,0,0,0,0,""
"83-11-66-41",5,"Yes",0,0,,,6,2,6,6,2,6,6,6,5,1,0,1,0,2,0,0,0,0,""
"83-11-66-41",6,"Yes",0,0,,,6,2,6,6,10,6,6,7,24,10,0,1,3,2,0,0,0,0,""
"45-34-02-51",1,"Yes",4,4,6,3,4,4,6,3,35,0,0,,,0,0,1,0,2,0,0,0,0,""
"26-37-15-28",1,"Yes",0,0,,,6,3,5,2,30,0,0,,,0,1,0,0,0,0,0,0,0,""
"26-37-15-28",2,"Yes",0,0,,,6,3,6,2,20,0,0,,,0,1,0,0,0,0,0,0,0,""
