interview__key,r_forset_product__id,fstqty,fstpdt_unt,fstpdt_unt_oth,fstpdt_sl,fstpdt_slqty,fstpdt_slunit,fstpdt_slunit_oth,fstpdt_slpssd,fstpdt_slprc,fstpdt_exp,fstpdt_expamt,fstpdt_ch,fstpdt_ch2,f027,f028
"00-37-37-14","Firewood",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"74-41-47-70","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"74-41-47-70","Timber or poles",10,"Numbers","","Yes",4,"Numbers","","No",5,"No",,"The same","Massive decrease","",""
"52-43-66-41","Firewood",3,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"83-13-77-99","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"83-13-77-99","Timber or poles",40,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"83-13-77-99","Wild fruits",3,"50 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"83-13-77-99","Other➡️specify",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"61-91-44-04","Firewood",3,"Oxcart","","No",,,"",,,"Yes",100,"The same","The same","",""
"61-31-17-62","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"61-31-17-62","Wild fruits",2,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"01-73-77-56","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","trees are not cut anyhow",""
"01-73-77-56","Sand, stone, mud",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"01-73-77-56","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"Slight increase","Slight increase","more trees are growing in the forest",""
"01-73-77-56","Mushrooms",1,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"47-87-04-23","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increase in timber more people are cutting down trees"
"47-87-04-23","Wild fruits",2,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"46-77-22-22","Firewood",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Bush fire"
"54-46-59-23","Firewood",15,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Bush fires"
"54-46-59-23","Sand, stone, mud",2,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"54-46-59-23","Wild fruits",15,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Bush fires"
"47-72-11-03","Firewood",10,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"47-72-11-03","Wild fruits",1,"50 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"47-72-11-03","Mushrooms",1,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"75-19-56-83","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","Slight decrease","",""
"17-63-18-37","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"36-67-78-55","Firewood",12,"Oxcart","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting down alote of tree for timber"
"57-94-56-04","Firewood",52,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight decrease","Because they are growing",""
"50-78-72-42","Firewood",152,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","The same","Because there are so many trees",""
"50-78-72-42","Other➡️specify",50,"Oxcart","","No",,,"",,,"Yes",5000,"Slight increase","The same","They always grow back",""
"39-32-15-43","Firewood",72,"Bunches","","No",,,"",,,"No",,"Slight increase","Slight increase","defrostation",""
"39-32-15-43","Wild fruits",1,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"83-43-24-20","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","People cut them down at a fast rate then they replace them"
"86-15-33-66","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"86-15-33-66","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"86-15-33-66","Honey",1,"Liters","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","burning"
"44-68-45-91","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"44-68-45-91","Wild fruits",2,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"44-68-45-91","Mushrooms",8,"Basins","","No",,,"",,,"No",,"The same","Massive decrease","",""
"92-79-83-19","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"92-79-83-19","Wild fruits",25,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"92-79-83-19","Medicinal plants",5,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"92-79-83-19","Mushrooms",2,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","no rain"
"92-79-83-19","Honey",2,"Liters","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","too far away"
"84-11-52-01","Firewood",7,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"84-11-52-01","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"84-11-52-01","Mushrooms",3,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight increase","","There was no enough rain"
"04-80-79-59","Firewood",8,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"86-90-94-39","Firewood",210,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","Respondent claims they are not cut down",""
"60-18-28-01","Firewood",7,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"95-75-71-60","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"92-06-91-29","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"54-44-90-07","Firewood",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"03-23-51-60","Firewood",68,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"03-23-51-60","Sand, stone, mud",50,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many mud houses"
"03-23-51-60","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees and wild animals"
"00-90-52-98","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Too many people  cut them down"
"00-90-52-98","Other➡️specify",17,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"94-81-42-69","Firewood",12,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"93-63-81-71","Firewood",365,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"93-63-81-71","Wild fruits",2,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"93-63-81-71","Other➡️specify",26,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"98-80-95-52","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"98-80-95-52","Wild fruits",1,"10kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation"
"43-02-26-99","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"43-02-26-99","Timber or poles",51,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"43-02-26-99","Wild fruits",10,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"53-75-34-84","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","High use of firewood in the villages"
"53-75-34-84","Sand, stone, mud",5,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"27-49-80-27","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"27-49-80-27","Wild fruits",1,"10kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","climate change"
"27-49-80-27","Medicinal plants",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","climate change"
"33-72-39-68","Firewood",14,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Over harvesting"
"33-72-39-68","Wild fruits",10,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Wild animals have been feeding on the same"
"33-72-39-68","Small game (warthog, duiker, turtle, wild birds)",5,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"17-79-25-12","Firewood",365,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"17-79-25-12","Wild fruits",4,"Other (please specify)","kopokopo","Yes",3,"Other (please specify)","kopokopo","No",0,"No",,"The same","The same","",""
"74-51-58-80","Firewood",30,"Bale / Bundle","","No",,,"",,,"Yes",0,"Slight decrease","Massive decrease","","cutting trees"
"74-51-58-80","Sand, stone, mud",150,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"22-03-45-06","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Deforestation"
"22-03-45-06","Wild fruits",5,"Basins","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Because people are sharing with wild animals"
"29-14-83-70","Firewood",1,"Tonnes","","Yes",5,"Tonnes","","No",50,"No",,"Slight decrease","Massive decrease","","Because of the distance of were to get the firewood"
"54-67-39-05","Firewood",240,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Different generations dependent on the same firewood for survival"
"72-58-55-05","Firewood",58,"Other (please specify)","Slags","No",,,"",,,"No",,"Slight increase","Slight decrease","Because they are the only one benefitting from the forest.",""
"72-58-55-05","Other➡️specify",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"04-15-15-88","Firewood",10,"Oxcart","","No",,,"",,,"Yes",500,"Slight decrease","Slight decrease","","High practice of timber and deforestation"
"04-15-15-88","Sand, stone, mud",5,"Oxcart","","No",,,"",,,"Yes",500,"The same","The same","",""
"04-15-15-88","Wild fruits",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","they are been eaten by elephants"
"04-15-15-88","Mushrooms",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","poor rainfall"
"27-95-56-36","Firewood",1,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"53-49-41-59","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"39-17-22-92","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","No timber practice",""
"39-17-22-92","Sand, stone, mud",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"74-39-55-58","Firewood",12,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"26-22-03-23","Firewood",9,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Human population increase"
"26-22-03-23","Medicinal plants",6,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"09-03-01-05","Firewood",8,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","Low practice of deforestation",""
"09-03-01-05","Sand, stone, mud",17,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"09-03-01-05","Wild fruits",2,"25kg bag","","No",,,"",,,"No",,"Slight increase","Slight increase","Low practice of deforestation in the villages",""
"15-07-16-66","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting down trees"
"06-67-11-07","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"66-85-51-19","Firewood",5,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"66-85-51-19","Medicinal plants",5,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"62-23-34-43","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","Slight decrease","",""
"40-89-37-32","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"47-88-11-20","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"92-32-27-35","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"67-30-34-31","Firewood",250,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","They cut down at a fast rate"
"41-24-19-16","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"45-68-78-48","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"45-68-78-48","Sand, stone, mud",30,"Other (please specify)","buckets","No",,,"",,,"No",,"The same","The same","",""
"45-68-78-48","Wild fruits",2,"Kilograms","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"45-68-78-48","Medicinal plants",6,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"02-28-32-41","Firewood",3,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"42-76-32-22","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"42-76-32-22","Sand, stone, mud",50,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"42-76-32-22","Honey",1,"Other (please specify)","bucket","No",,,"",,,"No",,"Slight decrease","Massive decrease","","burning and lack of rain"
"79-53-86-42","Firewood",10,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","low practice of deforestation",""
"79-53-86-42","Sand, stone, mud",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"27-88-22-86","Firewood",365,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"92-15-50-98","Firewood",1,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"92-15-50-98","Wild fruits",2,"Gorogoro","","No",,,"",,,"No",,"The same","Slight decrease","",""
"59-62-31-80","Firewood",7,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","low practice of deforestation",""
"59-62-31-80","Timber or poles",24,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","high practice of cutting poles in the villages"
"59-62-31-80","Sand, stone, mud",1,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"36-99-50-88","Firewood",120,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"44-25-16-47","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"59-82-52-95","Firewood",12,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight increase","","Over harvesting"
"59-82-52-95","Timber or poles",35,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Over harvesting"
"59-82-52-95","Sand, stone, mud",1,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"74-78-76-52","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"83-63-78-61","Firewood",9,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"83-63-78-61","Mushrooms",4,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight increase","","There was no enough rain."
"38-59-12-03","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","Slight decrease","",""
"52-04-43-36","Firewood",48,"Oxcart","","No",,,"",,,"Yes",2400,"The same","The same","",""
"13-43-00-98","Firewood",2,"Oxcart","","No",,,"",,,"No",,"The same","Slight decrease","",""
"52-45-15-44","Firewood",6,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"84-06-43-96","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"84-06-43-96","Sand, stone, mud",4,"Other (please specify)","canoe","No",,,"",,,"No",,"The same","The same","",""
"84-06-43-96","Wild fruits",10,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"85-25-67-57","Firewood",5,"Oxcart","","No",,,"",,,"No",,"Slight increase","Slight increase","low practice of deforestation and timber",""
"85-25-67-57","Timber or poles",2,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","the cutting down of poles is high in the community"
"85-25-67-57","Sand, stone, mud",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"85-25-67-57","Wild fruits",2,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"85-25-67-57","Mushrooms",2,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"99-71-69-71","Firewood",96,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"90-84-04-84","Firewood",13,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"90-84-04-84","Timber or poles",13,"Numbers","","No",,,"",,,"Yes",200,"The same","The same","",""
"90-84-04-84","Sand, stone, mud",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population  increase and resources are diminishing."
"75-65-72-44","Firewood",250,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","People from other areas cut them down"
"56-76-80-56","Firewood",40,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"56-76-80-56","Sand, stone, mud",80,"Other (please specify)","buckets","No",,,"",,,"No",,"The same","The same","",""
"56-76-80-56","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"56-76-80-56","Mushrooms",7,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","depends on the rain"
"95-24-62-42","Firewood",9,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population increase and over harvesting"
"95-24-62-42","Wild fruits",100,"Kilograms","","No",,,"",,,"No",,"The same","The same","",""
"95-24-62-42","Medicinal plants",10,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"42-51-00-37","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"42-51-00-37","Medicinal plants",1,"2kg packet","","No",,,"",,,"No",,"The same","The same","",""
"36-23-13-87","Firewood",365,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"36-23-13-87","Timber or poles",46,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"36-23-13-87","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","elephants are destroying the trees"
"36-23-13-87","Mushrooms",3,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"70-84-37-07","Firewood",13,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Over harvesting"
"70-84-37-07","Wild fruits",5,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","wild fires"
"70-84-37-07","Other➡️specify",15,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Wild fires"
"99-94-97-40","Firewood",7,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","it's of high utility in the villages"
"99-94-97-40","Sand, stone, mud",1,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"99-94-97-40","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Poor rainfall"
"40-68-37-93","Firewood",365,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"40-68-37-93","Timber or poles",150,"Numbers","","No",,,"",,,"No",,"The same","Slight decrease","",""
"40-68-37-93","Other➡️specify",4,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"08-64-31-45","Firewood",122,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"08-64-31-45","Wild fruits",24,"Gorogoro","","No",,,"",,,"No",,"The same","Slight decrease","",""
"24-71-47-80","Firewood",8,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","high practice of deforestation"
"24-71-47-80","Timber or poles",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","high practice of timber"
"24-71-47-80","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","due to bad rainfall and unnecessary burning in the forest"
"53-67-73-98","Firewood",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","High practice of deforestation and timber"
"53-67-73-98","Wild fruits",2,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","due to the uncontrollable burning of the forests"
"89-30-04-89","Firewood",1,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Because of timber dealers"
"85-35-76-75","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","Slight decrease","",""
"34-78-22-26","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"34-78-22-26","Wild fruits",12,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"59-51-95-60","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting down trees for timber"
"59-51-95-60","Wild fruits",3,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"22-44-88-72","Firewood",4,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"35-56-47-30","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","The same","",""
"35-56-47-30","Wild fruits",2,"50 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"35-56-47-30","Other➡️specify",2,"25kg bag","","Yes",2,"25kg bag","","No",150,"No",,"The same","The same","",""
"43-44-87-36","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"25-90-73-61","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"25-90-73-61","Wild fruits",12,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"00-81-85-48","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"00-81-85-48","Sand, stone, mud",5,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"00-81-85-48","Honey",10,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Bush fires"
"82-05-74-76","Firewood",192,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","People cut them down for sell"
"69-02-12-40","Firewood",10,"Oxcart","","No",,,"",,,"Yes",300,"Slight decrease","Massive decrease","","cutting trees"
"68-49-12-16","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"68-49-12-16","Wild fruits",1,"2kg packet","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","deforestation rates has increased"
"47-72-15-93","Firewood",144,"Bunches","","No",,,"",,,"No",,"The same","Slight decrease","",""
"47-72-15-93","Wild fruits",1,"50 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"46-77-79-60","Firewood",3,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","It's of high demand in the villages"
"46-77-79-60","Timber or poles",50,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","High utilities of poles in the community"
"46-77-79-60","Sand, stone, mud",5,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"46-77-79-60","Wild fruits",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","poor rainfall"
"46-77-79-60","Mushrooms",3,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Due to poor rainfall"
"54-41-53-68","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"35-84-29-80","Firewood",2,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"82-89-49-08","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"13-17-77-46","Firewood",189,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Because of a phenomenal increase in fields and household always cut trees to extend their farms"
"87-42-29-56","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"87-42-29-56","Wild fruits",2,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Deforestation and Bush fire"
"24-84-60-85","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Other people use machines to cut down the trees for sell"
"24-84-60-85","Other➡️specify",26,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Because of lack of rainfall in the previous  years"
"78-85-83-52","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"78-85-83-52","Wild fruits",5,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"78-33-54-01","Firewood",18,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"78-33-54-01","Sand, stone, mud",80,"Other (please specify)","buckets","No",,,"",,,"No",,"The same","Slight decrease","",""
"54-69-71-08","Firewood",12,"Oxcart","","No",,,"",,,"Yes",80,"Massive decrease","Massive decrease","","Because of timber dealers"
"54-69-71-08","Wild fruits",2,"Tins (eg milk tins)","","No",,,"",,,"No",,"Slight increase","Massive decrease","Because more fruit trees are growing",""
"30-10-42-29","Firewood",12,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"30-10-42-29","Wild fruits",12,"Gorogoro","","No",,,"",,,"No",,"The same","The same","",""
"52-71-69-48","Firewood",8,"Oxcart","","No",,,"",,,"Yes",20,"Slight decrease","Massive decrease","","cutting trees"
"88-38-32-86","Firewood",12,"Oxcart","","No",,,"",,,"Yes",90,"The same","Massive decrease","",""
"78-51-51-91","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"98-42-68-21","Firewood",7,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Deforestation"
"23-92-64-64","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","People cut down timber for sell, hence there a reduction in rainfall"
"33-60-76-52","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"33-60-76-52","Wild fruits",2,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"99-53-97-21","Firewood",6,"Oxcart","","No",,,"",,,"No",,"The same","The same","",""
"35-30-07-09","Firewood",3,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","It's of high use in the community"
"35-30-07-09","Wild fruits",2,"25kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","poor rainfall"
"35-30-07-09","Mushrooms",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","poor rainfall"
"84-39-86-14","Firewood",1,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"84-39-86-14","Wild fruits",1,"25kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","few trees caused by high deforestation rates"
"33-93-88-48","Firewood",24,"Other (please specify)","sledge","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"33-93-88-48","Wild fruits",2,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"93-94-24-13","Firewood",288,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","The same","Because they do not burn them",""
"93-94-24-13","Medicinal plants",50,"Kilograms","","Yes",50,"Kilograms","","No",250,"No",,"Slight decrease","Massive decrease","","They are exploited as people use to sell them"
"02-86-42-10","Firewood",10,"Oxcart","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population increase"
"18-90-95-90","Firewood",3,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"71-80-40-68","Firewood",10,"Other (please specify)","canoe","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"71-80-40-68","Honey",5,"Liters","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"03-80-12-55","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"03-80-12-55","Sand, stone, mud",80,"25kg bag","","No",,,"",,,"No",,"The same","Slight decrease","",""
"03-80-12-55","Wild fruits",20,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","not enough rain"
