interview__key,liv_pdtsal,which_liv_pdts__1,which_liv_pdts__2,which_liv_pdts__3,which_liv_pdts__4,which_liv_pdts__5,which_liv_pdts__6,which_liv_pdts__7,which_liv_pdts__96,which_liv_pdts_oth,liv_buyer,liv_buyer_oth,liv_buyer_where,livmkt_dist,liv_pdt_inc,liv_contract
"49-38-87-08",,,,,,,,,,,,"",,,,
"56-09-22-69","No",,,,,,,,,,,"",,70,,"No"
"52-67-58-90",,,,,,,,,,,,"",,,,
"61-51-30-74","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Rural market in neighbouring other village",5,100,"No"
"90-75-70-65","No",,,,,,,,,,,"",,45,,"No"
"70-34-30-04","No",,,,,,,,,,,"",,25,,"No"
"00-18-21-78","No",,,,,,,,,,,"",,6,,"No"
"80-41-37-09","No",,,,,,,,,,,"",,65,,"No"
"62-10-09-84","No",,,,,,,,,,,"",,65,,"No"
"16-01-99-93","No",,,,,,,,,,,"",,1,,"No"
"91-31-71-31",,,,,,,,,,,,"",,,,
"14-78-47-78","No",,,,,,,,,,,"",,35,,"No"
"07-03-43-18",,,,,,,,,,,,"",,,,
"87-80-74-34","No",,,,,,,,,,,"",,10,,"No"
"39-19-95-41","No",,,,,,,,,,,"",,45,,"No"
"13-94-38-36","No",,,,,,,,,,,"",,35,,"No"
"64-10-30-77","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",1,600,"No"
"98-88-46-23","No",,,,,,,,,,,"",,65,,"No"
"35-26-63-26","No",,,,,,,,,,,"",,1,,"No"
"77-44-63-61","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",27,500,"No"
"26-64-90-32","No",,,,,,,,,,,"",,3,,"No"
"15-44-39-66",,,,,,,,,,,,"",,,,
"97-96-32-80","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Directly at the homestead",1,400,"No"
"65-28-62-87","No",,,,,,,,,,,"",,65,,"No"
"91-95-41-16","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",50,2400,"No"
"65-02-00-05","No",,,,,,,,,,,"",,60,,"No"
"48-22-83-32","No",,,,,,,,,,,"",,1,,"No"
"53-04-96-58",,,,,,,,,,,,"",,,,
"93-77-89-30",,,,,,,,,,,,"",,,,
"03-06-71-34",,,,,,,,,,,,"",,,,
"38-24-53-68","No",,,,,,,,,,,"",,70,,"No"
"76-44-39-80",,,,,,,,,,,,"",,,,
"17-98-15-90",,,,,,,,,,,,"",,,,
"43-89-48-48",,,,,,,,,,,,"",,,,
"46-95-44-44",,,,,,,,,,,,"",,,,
"79-36-03-31",,,,,,,,,,,,"",,,,
"37-08-68-08","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Directly at the homestead",150,120,"No"
"76-66-08-56","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Directly at the homestead",1,300,"No"
"84-78-41-82","No",,,,,,,,,,,"",,1,,"No"
"33-73-65-41","No",,,,,,,,,,,"",,90,,"No"
"15-05-96-27","No",,,,,,,,,,,"",,1,,"No"
"04-08-02-81","No",,,,,,,,,,,"",,40,,"No"
"48-12-37-19","No",,,,,,,,,,,"",,150,,"No"
"99-22-87-46","No",,,,,,,,,,,"",,25,,"No"
"05-46-14-17",,,,,,,,,,,,"",,,,
"21-68-94-15","No",,,,,,,,,,,"",,5,,"No"
"40-56-04-29",,,,,,,,,,,,"",,,,
"58-04-84-61","No",,,,,,,,,,,"",,1,,"No"
"92-36-21-21","No",,,,,,,,,,,"",,130,,"No"
"14-57-41-87","No",,,,,,,,,,,"",,130,,"No"
"96-30-76-58",,,,,,,,,,,,"",,,,
"94-10-09-72",,,,,,,,,,,,"",,,,
"63-44-25-02",,,,,,,,,,,,"",,,,
"66-67-56-06","No",,,,,,,,,,,"",,180,,"No"
"61-94-69-82","No",,,,,,,,,,,"",,1,,"No"
"72-52-17-18","No",,,,,,,,,,,"",,150,,"No"
"90-79-08-36","No",,,,,,,,,,,"",,160,,"No"
