interview__key,access_internet,internet_home,distance_internet,inter_activity__1,inter_activity__2,inter_activity__3,inter_activity__4,inter_activity__5,inter_activity__6,inter_activity__7,inter_activity__8,inter_activity__9,inter_activity__10,inter_activity__96,inter_activity__n888,inter_activity__n999,inter_activity_oth,cost_internet,internet_purpose__1,internet_purpose__2,internet_purpose__3,internet_purpose__4,internet_purpose__5,internet_purpose__6,internet_purpose__96,internet_purpose__n888,internet_purpose__n999,internet_purpose_oth
"55-47-02-66","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"69-74-76-81","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-51-33-57","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-83-71-81","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-46-44-49","Yes","Yes",,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,300,,,,,,,,,,
"03-30-12-96","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"35-16-22-13","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"96-28-28-46","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-32-26-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"68-75-69-07","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"02-58-63-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-12-98-10","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-68-19-10","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-42-05-34","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"21-29-11-98","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-11-50-44","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"38-44-09-59","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"81-45-35-86","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-11-66-41","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-34-02-51","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"26-37-15-28","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-50-61-74","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"58-09-34-36","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"94-78-30-89","Yes","Yes",,"No","Yes","No","No","No","No","No","No","No","No","No","No","No",,50,,,,,,,,,,
"97-62-61-29","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-35-49-05","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"18-48-69-27","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"30-61-23-28","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"91-09-11-51","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-15-59-01","Yes","Yes",,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,150,,,,,,,,,,
"51-88-98-79","Yes","Yes",,"Yes","Yes","No","No","No","Yes","No","No","No","No","No","No","No",,250,,,,,,,,,,
"38-99-58-33","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"73-78-76-86","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"16-76-51-56","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"34-75-99-64","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-76-59-09","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-36-35-32","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"66-74-25-56","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"80-48-62-68","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-59-61-49","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"23-88-68-38","Yes","Yes",,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No",,200,,,,,,,,,,
"24-58-49-24","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-73-91-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"88-41-94-49","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-47-45-70","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-72-44-70","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"85-25-38-04","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-72-02-18","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"76-93-76-77","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"25-81-57-24","Yes","Yes",,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No",,600,,,,,,,,,,
"18-66-56-26","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"38-35-03-16","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"87-43-13-02","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-72-27-90","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"10-09-48-91","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"89-20-17-64","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-30-29-22","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"32-64-82-60","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"05-69-71-03","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-54-48-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"40-71-41-17","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-04-18-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-19-59-36","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"66-80-07-88","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-91-72-59","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-95-75-64","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-27-38-94","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"20-85-41-55","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-41-30-80","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"71-06-23-24","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"89-01-00-04","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-37-37-14","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-41-47-70","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-43-66-41","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-13-77-99","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-91-44-04","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"61-31-17-62","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"01-73-77-56","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-87-04-23","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"46-77-22-22","Yes","Yes",,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No",,100,,,,,,,,,,
"54-46-59-23","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-72-11-03","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"75-19-56-83","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-63-18-37","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-67-78-55","Yes","Yes",,"Yes","No","No","Yes","No","No","No","No","No","No","No","No","No",,50,,,,,,,,,,
"57-94-56-04","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"50-78-72-42","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-32-15-43","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-43-24-20","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-15-33-66","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-68-45-91","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"92-79-83-19","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"84-11-52-01","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-80-79-59","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"86-90-94-39","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"60-18-28-01","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"95-75-71-60","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"92-06-91-29","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-44-90-07","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"03-23-51-60","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"00-90-52-98","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"94-81-42-69","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"93-63-81-71","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"98-80-95-52","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"43-02-26-99","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-75-34-84","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-49-80-27","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"33-72-39-68","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"17-79-25-12","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-51-58-80","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"22-03-45-06","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"29-14-83-70","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"54-67-39-05","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"72-58-55-05","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"04-15-15-88","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"27-95-56-36","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"53-49-41-59","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"39-17-22-92","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-39-55-58","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"26-22-03-23","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"09-03-01-05","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"15-07-16-66","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"06-67-11-07","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"66-85-51-19","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"62-23-34-43","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"40-89-37-32","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"47-88-11-20","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"92-32-27-35","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"67-30-34-31","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"41-24-19-16","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"45-68-78-48","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"02-28-32-41","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"42-76-32-22","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"79-53-86-42","Yes","Yes",,"Yes","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,100,,,,,,,,,,
"27-88-22-86","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"92-15-50-98","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"59-62-31-80","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"36-99-50-88","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"44-25-16-47","Yes","Yes",,"Yes","Yes","Yes","Yes","No","No","No","No","No","Yes","No","No","No",,100,"No","Yes","No","Yes","No","No","No","No","No",
"59-82-52-95","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"74-78-76-52","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"83-63-78-61","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"38-59-12-03","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-04-43-36","Yes","Yes",,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No",,200,,,,,,,,,,
"13-43-00-98","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"52-45-15-44","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"84-06-43-96","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"85-25-67-57","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"99-71-69-71","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"90-84-04-84","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"75-65-72-44","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"56-76-80-56","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
"95-24-62-42","No",,,,,,,,,,,,,,,,,,,,,,,,,,,
