interview__key,r_infu__id,as07__1,as07__2,as07__3,as07__4,as07__5,as07__6,as07__7,as07__8,as07__9,as07__96,as07__n88,as07__n99,as07_oth,network_mostinf_gender,network_mostinf_eth,network_eth_oth,network_mostinf_agegrp,as08,as09
"88-33-53-02",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",28,0
"73-16-52-51",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 50s",13,3
"73-16-52-51",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",5,0
"73-16-52-51",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",7,6
"29-32-71-31",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",7,3
"29-32-71-31",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 50s",4,3
"29-32-71-31",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",5,3
"08-80-55-70",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",4,0
"08-80-55-70",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",6,1
"08-80-55-70",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",8,1
"58-68-82-05",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 30s",5,2
"58-68-82-05",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Totela","","In their 50s",15,5
"58-68-82-05",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",20,5
"40-89-66-86",1,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Shanjo","","In their 50s",3,1
"40-89-66-86",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",2,1
"40-89-66-86",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 50s",4,1
"88-30-77-96",1,"No","No","No","Yes","No","Yes","No","No","No","No","No","No",,"Men","Other, Specify","Tonga","In their 40s",3,3
"88-30-77-96",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",5,3
"88-30-77-96",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",5,5
"72-26-90-86",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Shanjo","","In their 30s",15,5
"72-26-90-86",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Shanjo","","In their 30s",22,4
"72-26-90-86",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Shanjo","","In their 40s",25,5
"49-59-81-92",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Shanjo","","&gt;70",15,3
"21-01-20-88",1,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Totela","","In their 40s",29,1
"21-01-20-88",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Totela","","In their 50s",20,0
"21-01-20-88",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Totela","","In their 60s",28,2
"79-70-14-90",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",2,1
"79-70-14-90",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",5,2
"79-70-14-90",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",3,0
"80-75-47-72",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Shanjo","","&gt;70",25,3
"56-08-93-09",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",4,4
"56-08-93-09",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Mashi","","In their 50s",8,4
"56-08-93-09",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Shanjo","","In their 40s",2,2
"17-42-48-26",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",4,4
"17-42-48-26",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",28,4
"17-42-48-26",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Nyengo","","In their 40s",20,2
"48-20-15-07",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",4,2
"48-20-15-07",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",2,1
"48-20-15-07",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",3,3
"14-03-97-85",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",10,10
"14-03-97-85",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",12,12
"14-03-97-85",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",6,6
"85-88-72-49",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 50s",20,5
"85-88-72-49",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",25,5
"85-88-72-49",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",18,3
"44-34-38-88",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",25,5
"44-34-38-88",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Totela","","&gt;70",29,10
"44-34-38-88",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 40s",20,3
"83-00-22-24",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other, Specify","Lozi","In their 30s",29,6
"83-00-22-24",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other, Specify","Lozi","&gt;70",4,2
"83-00-22-24",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Other, Specify","Lozi","In their 20s",5,3
"53-00-05-97",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mbunda","","&gt;70",8,9
"53-00-05-97",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 50s",5,8
"53-00-05-97",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Totela","","In their 60s",9,1
"57-74-38-33",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Shanjo","","In their 40s",5,1
"57-74-38-33",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Shanjo","","In their 60s",8,1
"57-74-38-33",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Shanjo","","&gt;70",4,1
"65-24-72-96",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","&gt;70",7,7
"65-24-72-96",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 50s",7,7
"65-24-72-96",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",7,7
"67-69-19-83",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Shanjo","","In their 30s",7,6
"67-69-19-83",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Shanjo","","In their 30s",9,9
"67-69-19-83",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mashi","","In their 30s",10,11
"65-02-79-39",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mashi","","In their 50s",5,0
"65-02-79-39",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 40s",6,0
"65-02-79-39",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Subia","","In their 50s",15,1
"36-55-19-74",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 60s",7,7
"36-55-19-74",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Other, Specify","tonga","In their 50s",2,3
"36-55-19-74",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",7,4
"02-47-11-50",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",15,0
"02-47-11-50",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",20,0
"02-47-11-50",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",21,0
"34-55-62-08",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",14,10
"34-55-62-08",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Other, Specify","Lozi","In their 50s",3,3
"34-55-62-08",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",1,0
"21-53-06-24",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 60s",8,3
"21-53-06-24",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",4,4
"21-53-06-24",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",5,3
"54-20-19-80",1,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Women","Other, Specify","Lozi","In their 60s",20,5
"54-20-19-80",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other, Specify","Lozi","&gt;70",5,2
"54-20-19-80",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",23,5
"77-37-06-75",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 50s",5,5
"77-37-06-75",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 20s",3,2
"77-37-06-75",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 60s",3,3
"17-29-45-21",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Women","Shanjo","","In their 60s",5,1
"17-29-45-21",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",4,1
"17-29-45-21",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Shanjo","","In their 60s",8,1
"14-98-54-79",1,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Shanjo","","In their 50s",5,1
"14-98-54-79",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Women","Shanjo","","&gt;70",5,2
"74-43-35-64",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",23,4
"74-43-35-64",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",15,5
"74-43-35-64",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","&gt;70",5,3
"02-76-65-17",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","tonga","In their 50s",7,1
"02-76-65-17",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",7,7
"02-76-65-17",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","tonga","In their 50s",5,5
"91-57-65-34",1,"No","Yes","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other, Specify","lozi","&gt;70",12,6
"91-57-65-34",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other, Specify","lozi","In their 30s",9,3
"91-57-65-34",3,"No","Yes","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other, Specify","lozi","In their 30s",2,2
"61-08-28-75",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",2,1
"61-08-28-75",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",4,4
"61-08-28-75",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",1,1
"08-98-76-07",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Nyanja","In their 30s",7,3
"08-98-76-07",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Luvale","","In their 50s",5,2
"08-98-76-07",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",8,5
"07-58-78-17",1,"No","Yes","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other, Specify","lozi","In their 40s",1,0
"07-58-78-17",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 60s",15,2
"07-58-78-17",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",12,3
"50-08-29-58",1,"Yes","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other, Specify","Lozi","In their 40s",1,0
"50-08-29-58",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",2,2
"50-08-29-58",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 50s",3,3
"21-97-24-76",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",2,2
"21-97-24-76",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",2,2
"21-97-24-76",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",5,5
"47-86-23-98",1,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Totela","","In their 30s",8,1
"47-86-23-98",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",9,2
"58-41-17-07",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",2,0
"58-41-17-07",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",20,10
"58-41-17-07",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",4,0
"27-41-68-88",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","tonga","In their 30s",5,2
"27-41-68-88",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Totela","","In their 50s",6,3
"27-41-68-88",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 30s",10,3
"36-57-67-99",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",2,2
"36-57-67-99",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",25,1
"36-57-67-99",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mashi","","In their 40s",5,2
"14-01-18-55",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Totela","","In their 40s",7,0
"14-01-18-55",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Mbunda","","&gt;70",7,0
"14-01-18-55",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",7,0
"25-45-40-50",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 40s",5,5
"25-45-40-50",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 40s",5,5
"25-45-40-50",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",5,4
"28-45-95-92",1,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Totela","","In their 40s",28,0
"28-45-95-92",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Totela","","In their 40s",20,0
"28-45-95-92",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 50s",28,0
"52-38-49-21",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",5,5
"52-38-49-21",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Nyengo","","In their 50s",3,2
"52-38-49-21",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Nyengo","","In their 50s",9,6
"59-05-06-39",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","&gt;70",1,0
"59-05-06-39",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 50s",1,0
"59-05-06-39",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Other, Specify","lozi","&gt;70",2,0
"07-23-34-26",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 40s",10,4
"07-23-34-26",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",8,2
"07-23-34-26",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Shanjo","","&gt;70",28,4
"74-55-33-17",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 60s",15,0
"74-55-33-17",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozi","&gt;70",15,2
"74-55-33-17",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other, Specify","lozi","In their 40s",25,0
"63-06-38-69",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","&gt;70",1,0
"63-06-38-69",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other, Specify","Makwandi","In their 40s",29,29
"63-06-38-69",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",5,5
"05-74-67-92",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",4,4
"05-74-67-92",2,"No","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",8,4
"05-74-67-92",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 40s",8,8
"98-46-70-51",1,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",1,5
"98-46-70-51",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",2,5
"98-46-70-51",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",1,5
"36-97-15-03",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",25,20
"36-97-15-03",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",9,3
"36-97-15-03",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",25,22
"31-20-72-58",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",12,0
"31-20-72-58",2,"No","Yes","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",6,0
"31-20-72-58",3,"No","Yes","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 50s",8,0
"59-12-76-31",1,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",3,4
"59-12-76-31",2,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",2,4
"59-12-76-31",3,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 30s",2,4
"07-54-13-18",1,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",12,2
"07-54-13-18",2,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",6,2
"07-54-13-18",3,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other, Specify","lozi","&gt;70",24,2
"84-52-73-65",1,"No","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",5,0
"84-52-73-65",2,"No","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",29,29
"84-52-73-65",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",6,1
"85-09-03-91",1,"No","Yes","No","No","No","Yes","No","No","No","No","No","No",,"Men","Mbunda","","In their 40s",7,1
"85-09-03-91",2,"No","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",7,0
"85-09-03-91",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","lozii","In their 40s",7,7
"56-01-39-00",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other, Specify","Lozi","In their 60s",28,8
"56-01-39-00",2,"No","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","&gt;70",1,1
"56-01-39-00",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",15,5
"69-33-88-72",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",7,7
"69-33-88-72",2,"Yes","No","Yes","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","tonga","In their 40s",5,7
"69-33-88-72",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 40s",4,7
"26-09-67-07",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",1,0
"26-09-67-07",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",29,0
"26-09-67-07",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","&gt;70",1,1
"69-39-81-14",1,"No","Yes","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Other, Specify","lozi","In their 50s",28,4
"69-39-81-14",2,"No","No","No","Yes","No","Yes","No","No","No","No","No","No",,"Men","Other, Specify","Tonga","In their 40s",7,4
"69-39-81-14",3,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Women","Other, Specify","lozi","In their 40s",3,4
"00-76-43-47",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",23,9
"00-76-43-47",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Tonga","In their 40s",1,1
"00-76-43-47",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",12,5
"29-40-24-48",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 40s",5,2
"29-40-24-48",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Totela","","In their 30s",6,2
"29-40-24-48",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Women","Totela","","In their 30s",20,8
"79-00-21-46",1,"No","No","Yes","Yes","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",1,1
"79-00-21-46",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Totela","","In their 30s",2,2
"79-00-21-46",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Totela","","In their 50s",1,1
"46-34-68-84",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 30s",28,4
"46-34-68-84",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Subia","","In their 20s",28,5
"46-34-68-84",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 40s",20,0
"45-00-04-40",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",5,1
"45-00-04-40",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",4,1
"45-00-04-40",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 60s",15,5
"22-15-19-43",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Bemba","In their 40s",0,0
"22-15-19-43",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 30s",2,0
"22-15-19-43",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",2,0
"09-01-21-24",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","&gt;70",20,0
"09-01-21-24",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Totela","","In their 40s",20,0
"09-01-21-24",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Shanjo","","In their 60s",10,0
"28-05-99-59",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Totela","","In their 30s",15,3
"28-05-99-59",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",12,3
"78-33-63-09",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Mbemba","In their 40s",2,2
"78-33-63-09",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Tonga","In their 40s",3,3
"78-33-63-09",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Tonga","In their 40s",2,2
"21-06-84-39",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",10,3
"21-06-84-39",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Other, Specify","Lozi","In their 30s",7,2
"21-06-84-39",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",9,4
"96-45-29-81",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 60s",2,0
"96-45-29-81",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",3,1
"96-45-29-81",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 40s",25,9
"82-78-33-54",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Lozi","In their 30s",20,3
"82-78-33-54",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other, Specify","Chokwe","In their 40s",27,20
"82-78-33-54",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Other, Specify","Lozi","In their 40s",25,27
"01-53-98-85",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 60s",10,2
"01-53-98-85",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 30s",4,1
"01-53-98-85",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Totela","","In their 30s",5,0
"15-34-27-17",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Mbunda","","In their 30s",5,1
