interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"02-25-92-18",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"49-92-48-01",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"86-85-54-02",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"25-71-60-55",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"52-17-01-39",5,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"85-68-71-94",1,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"88-33-53-02",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"73-16-52-51",4,"Thatched grass","","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"29-32-71-31",2,"Iron sheets","","Wood","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"08-80-55-70",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"58-68-82-05",1,"Thatched grass","","Grass","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"40-89-66-86",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"88-30-77-96",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"72-26-90-86",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"49-59-81-92",1,"Thatched grass","","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"21-01-20-88",4,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"79-70-14-90",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"80-75-47-72",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"56-08-93-09",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"17-42-48-26",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"48-20-15-07",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"14-03-97-85",3,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"85-88-72-49",4,"Thatched grass","","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"44-34-38-88",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"83-00-22-24",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"53-00-05-97",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"57-74-38-33",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"65-24-72-96",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"67-69-19-83",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"65-02-79-39",1,"Iron sheets","","Grass","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"36-55-19-74",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"02-47-11-50",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"34-55-62-08",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"21-53-06-24",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"54-20-19-80",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"77-37-06-75",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"17-29-45-21",6,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"14-98-54-79",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"74-43-35-64",3,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"02-76-65-17",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"91-57-65-34",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"61-08-28-75",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"08-98-76-07",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"07-58-78-17",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"50-08-29-58",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"21-97-24-76",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"47-86-23-98",2,"Thatched grass","","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"58-41-17-07",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"27-41-68-88",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"36-57-67-99",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"14-01-18-55",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"25-45-40-50",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"28-45-95-92",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"52-38-49-21",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"59-05-06-39",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"07-23-34-26",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"74-55-33-17",4,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"63-06-38-69",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"05-74-67-92",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"98-46-70-51",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"36-97-15-03",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"31-20-72-58",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"59-12-76-31",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"07-54-13-18",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"84-52-73-65",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"85-09-03-91",1,"Thatched grass","","Grass","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"56-01-39-00",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"69-33-88-72",1,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"26-09-67-07",5,"Iron sheets","","Other➡️ Please specify","stones and cement","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"69-39-81-14",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"00-76-43-47",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"29-40-24-48",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"79-00-21-46",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"46-34-68-84",1,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"45-00-04-40",4,"Thatched grass","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"22-15-19-43",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"09-01-21-24",1,"Thatched grass","","Grass","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"28-05-99-59",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"78-33-63-09",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"21-06-84-39",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"96-45-29-81",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"82-78-33-54",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"01-53-98-85",1,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"15-34-27-17",1,"Iron sheets","","Other➡️ Please specify","timber","Smooth earth (soil)","","Other, Specify","Zambezi River","No facility/Bush/polythene",""
"84-32-88-02",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"02-43-89-26",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"36-62-21-63",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"98-63-71-97",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit patrine with slab",""
"07-88-71-07",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"18-07-56-01",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"76-16-53-82",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"36-91-65-20",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"22-29-07-01",2,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"53-93-66-67",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"37-39-06-63",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"17-95-97-27",1,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"92-61-03-62",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"02-86-94-14",1,"Thatched grass","","Grass","","Sand","","Other, Specify","Zambezi river","No facility/Bush/polythene",""
"26-53-37-24",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"73-57-99-74",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"49-29-23-58",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"71-13-07-75",3,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"19-53-43-56",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"57-61-80-20",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"66-47-36-80",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"55-47-02-66",1,"Iron sheets","","Tin/iron sheets/mabaati","","Sand","","Other, Specify","Zambezi river","No facility/Bush/polythene",""
"69-74-76-81",1,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"25-51-33-57",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"99-83-71-81",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"30-46-44-49",4,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"03-30-12-96",3,"Thatched grass","","Wood","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"35-16-22-13",3,"Thatched grass","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"96-28-28-46",2,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"10-32-26-69",4,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"68-75-69-07",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"02-58-63-69",1,"Iron sheets","","Grass","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"58-12-98-10",5,"Iron sheets","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"22-68-19-10",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"99-42-05-34",1,"Thatched grass","","Grass","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"21-29-11-98",1,"Iron sheets","","Grass","","Sand","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"06-11-50-44",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"38-44-09-59",1,"Iron sheets","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"81-45-35-86",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"83-11-66-41",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"45-34-02-51",1,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"26-37-15-28",2,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"73-50-61-74",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"58-09-34-36",2,"Iron sheets","","Grass","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"94-78-30-89",5,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"97-62-61-29",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"16-35-49-05",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"18-48-69-27",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"30-61-23-28",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"91-09-11-51",2,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"03-15-59-01",2,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"51-88-98-79",3,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"38-99-58-33",3,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"73-78-76-86",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"16-76-51-56",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"34-75-99-64",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"00-76-59-09",1,"Thatched grass","","Grass","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"03-36-35-32",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"66-74-25-56",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"80-48-62-68",2,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"67-59-61-49",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"23-88-68-38",3,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"24-58-49-24",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"27-73-91-69",1,"Thatched grass","","Wood","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"88-41-94-49",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"83-47-45-70",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"06-72-44-70",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"85-25-38-04",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"99-72-02-18",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"76-93-76-77",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"25-81-57-24",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"18-66-56-26",1,"Iron sheets","","Grass","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"38-35-03-16",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"87-43-13-02",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"06-72-27-90",4,"Iron sheets","","Other➡️ Please specify","Stones","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"10-09-48-91",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"89-20-17-64",2,"Iron sheets","","Other➡️ Please specify","stones with mud and poles","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"61-30-29-22",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"32-64-82-60",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"05-69-71-03",2,"Iron sheets","","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"62-54-48-69",1,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"40-71-41-17",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"59-04-18-69",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"99-19-59-36",2,"Iron sheets","","Other➡️ Please specify","bamboo sticks","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"66-80-07-88",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"33-91-72-59",2,"Iron sheets","","Other➡️ Please specify","stones and cement with poles","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"79-95-75-64",3,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"36-27-38-94",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"20-85-41-55",2,"Iron sheets","","Unburnt bricks with mud","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"99-41-30-80",4,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"71-06-23-24",0,"Other➡️ Please specify","Plastic Sheet","Grass","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"89-01-00-04",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"00-37-37-14",2,"Iron sheets","","Wood","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"74-41-47-70",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"52-43-66-41",1,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"83-13-77-99",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"61-91-44-04",1,"Iron sheets","","Grass","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"61-31-17-62",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"01-73-77-56",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"47-87-04-23",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"46-77-22-22",2,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"54-46-59-23",2,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"47-72-11-03",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"75-19-56-83",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"17-63-18-37",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Uncovered pit latrine",""
"36-67-78-55",5,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"57-94-56-04",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"50-78-72-42",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"39-32-15-43",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Uncovered pit latrine",""
"83-43-24-20",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"86-15-33-66",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"44-68-45-91",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
