interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"11-65-24-94",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Other➡️ Please specify","No toilet (use neighbors flush toilet)"
"55-44-38-36",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"84-73-72-31",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"37-03-14-78",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"77-78-34-26",1,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Other➡️ Please specify","they use a flush toilet  at her mother's place"
"92-09-46-86",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"27-55-59-32",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"65-23-07-01",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"79-30-25-19",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"75-18-13-88",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"40-16-04-38",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"49-34-25-75",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"02-31-03-32",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"88-23-45-95",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"92-15-40-92",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"06-55-62-53",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"57-74-77-03",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"28-44-25-15",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"90-03-82-22",3,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"24-47-59-03",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"23-30-88-30",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"72-38-90-85",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","source water from the neigbour","Covered pit patrine with slab",""
"76-02-43-67",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"58-63-03-99",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"53-04-65-79",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-16-15-04",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"85-34-28-65",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"08-72-41-04",3,"Other➡️ Please specify","2 thatched grass","Other➡️ Please specify","mud with poles","Cement screed","","Other, Specify","from neighbors","Covered pit patrine with slab",""
"48-20-18-94",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"56-53-54-49",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"01-08-40-07",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"74-08-40-24",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"14-31-43-40",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"24-80-99-00",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Respondent sources water from neighbors","Covered pit patrine with slab",""
"40-28-46-68",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"31-20-26-05",5,"Tiles","","Unburnt bricks with mud","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"37-39-15-65",7,"Tiles","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"45-44-88-31",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"91-91-62-09",3,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","From neighbors","Covered pit patrine with slab",""
"88-82-89-39",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"79-34-34-89",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"07-03-46-78",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"52-55-71-22",5,"Tiles","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"42-79-46-81",3,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","ASKING FROM NEIGHBORS","Covered pit patrine with slab",""
"39-12-44-07",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"21-92-10-43",1,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","no water in the yard they get from neighbors","No facility/Bush/polythene",""
"29-41-63-44",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"19-83-50-72",7,"Tiles","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"58-42-18-32",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-22-87-49",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"85-54-41-38",3,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Household sources water from neighbors","VIP latrine",""
"91-10-07-30",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"12-91-55-52",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"74-40-02-20",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"09-31-11-33",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"87-08-33-34",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"61-84-77-75",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"75-58-44-85",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"11-16-18-86",9,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"04-26-72-23",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"54-13-05-65",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"23-66-97-33",3,"Tiles","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"06-64-69-84",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"56-62-10-52",5,"Thatched grass","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"05-04-82-73",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"03-81-35-88",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"87-65-62-49",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"95-74-95-07",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"51-31-85-01",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"51-50-93-70",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"43-24-35-84",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"89-88-34-15",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"14-85-25-58",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"46-82-10-07",1,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Fetch water from next door","Other➡️ Please specify","We use the next pit latrine from next door"
"80-79-44-48",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-55-30-87",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"95-51-95-92",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"89-51-80-40",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"80-53-41-39",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"59-60-43-57",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"87-22-49-94",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"98-98-98-22",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"19-11-80-87",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"02-55-85-64",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"61-35-56-51",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"57-52-43-19",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"39-14-69-76",1,"Iron sheets","","Mud with poles","","Sand","","Other, Specify","fetch water from the neighbors","No facility/Bush/polythene",""
"72-36-49-36",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"80-82-49-42",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Other➡️ Please specify","Use neighbors toilet"
"47-81-87-67",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"55-33-21-42",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"42-50-27-40",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"74-79-87-37",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"32-64-27-45",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"43-28-98-57",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"28-12-52-92",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"98-31-37-04",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"50-46-09-53",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"48-80-48-31",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"59-69-31-11",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"68-17-57-15",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"65-67-13-71",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"14-98-70-62",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"25-90-19-11",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"45-83-41-38",3,"Iron sheets","","Concrete","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"95-39-93-93",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"61-12-40-36",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"11-71-40-81",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"36-42-18-14",12,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"19-03-38-46",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","NEIGHBORS","Covered pit patrine with slab",""
"92-48-70-16",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"34-14-49-72",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"22-89-40-33",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"37-39-45-84",7,"Iron sheets","","Unburnt bricks with mud","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"98-85-46-77",4,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"80-21-91-02",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"22-74-67-59",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"88-01-88-32",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"98-88-56-41",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"84-73-38-30",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"93-79-44-00",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"26-07-22-36",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"55-76-99-68",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"38-33-66-67",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Other, Specify","Household sources water from neighbors","No facility/Bush/polythene",""
"16-65-54-37",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"20-77-43-56",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"08-12-15-69",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"43-73-48-25",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-00-77-05",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"04-04-14-28",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"06-32-06-25",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"91-35-74-95",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"87-84-09-54",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"62-23-61-37",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"51-67-29-73",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"93-42-86-13",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"31-42-54-99",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"40-00-25-74",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"32-73-63-74",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"16-86-88-22",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"64-46-66-46",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"50-30-92-60",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"24-09-68-36",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"42-32-41-18",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"29-79-40-11",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"60-57-49-31",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"60-10-68-48",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"35-24-82-24",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"94-16-94-83",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"93-01-93-75",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"25-76-97-37",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"37-86-89-16",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"59-63-12-34",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"67-12-10-28",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"25-90-81-61",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"27-19-89-21",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"03-62-40-58",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"60-29-48-02",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"93-40-82-23",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"90-39-81-40",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"26-16-19-49",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-68-82-61",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-03-78-72",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"54-48-29-54",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"29-79-23-67",7,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"36-91-85-86",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"33-77-00-47",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Fetch water from neighbors","Other➡️ Please specify","Use the neighbor's toilet"
"71-23-95-90",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"77-62-89-56",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"93-71-48-41",6,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"08-18-22-01",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"98-07-17-87",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"23-98-05-49",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"79-97-29-10",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"41-50-66-96",3,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","use neighbors piped water","Covered pit patrine with slab",""
"06-31-05-26",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"25-90-09-86",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"03-91-71-73",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"36-45-13-48",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"63-11-78-96",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"79-48-70-94",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"01-11-02-57",5,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"41-82-62-49",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","from neighbors","Covered pit patrine with slab",""
"57-39-86-38",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"47-31-29-24",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"87-48-42-67",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"88-51-36-66",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"88-12-77-50",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"17-63-55-71",8,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"08-89-64-68",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"40-29-00-57",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"86-10-11-11",1,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","neighbor's piped water","No facility/Bush/polythene",""
"80-48-57-31",6,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","From neighbors","Flush toilet",""
"03-33-65-79",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"86-28-43-28",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"95-58-64-05",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"51-45-88-78",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"90-62-42-39",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"71-64-26-40",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"81-24-00-67",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"12-70-32-30",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Other➡️ Please specify","Use neighbors toilet"
"82-97-70-37",7,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"62-46-14-70",9,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"71-10-70-44",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"72-64-30-28",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"13-26-76-47",5,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"49-80-23-99",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"86-00-13-77",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"48-57-10-38",1,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Respondent sources water from neighbors","No facility/Bush/polythene",""
"69-84-94-36",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"18-54-82-39",8,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","water is disconnected sources water from neigbours","Covered pit patrine with slab",""
"72-38-29-03",1,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Other➡️ Please specify","They use neighbors pit latrine with slab"
"20-35-14-07",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"80-76-98-64",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"46-71-82-60",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"24-76-27-27",3,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Covered pit patrine with slab",""
"85-49-52-94",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Fetch water from neighbors","Covered pit patrine with slab",""
"41-14-53-27",17,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"19-25-83-42",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"52-70-09-40",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"14-14-61-40",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"79-24-47-25",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"98-74-77-48",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","use neighbors piped water","No facility/Bush/polythene",""
"45-71-76-98",2,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"07-23-89-71",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"05-94-07-12",3,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Respondent sources water from neighbors","Covered pit patrine with slab",""
"58-90-20-54",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit patrine with slab",""
"50-03-32-43",6,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"62-49-02-44",8,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","Fetch water from the neighbors","Covered pit patrine with slab",""
