interview__key,r_members__id,live_here,absence_res,absence_res_oth,ha03,ha_rel,age,marital,ha07,religio,religio_1,educ1,educ2,school_attnd,school_attnd_oth,educ3,ex_student,year_graduate,study_program,emp_member,Ibr3,lbr13
"77-62-89-56",1,12,,"","Female","Self/Head","83","Widow/ Widower","San","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Too far away","",,"","","","No",,
"77-62-89-56",2,12,,"","Male","Niece/Nephew","32",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"77-62-89-56",3,12,,"","Female","Grandchild","23",,"Ndebele",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"77-62-89-56",4,12,,"","Male","Other Non-Relative","20",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"77-62-89-56",5,12,,"","Female","Grandchild","18",,"Kalanga",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"77-62-89-56",6,12,,"","Female","Other Relative","5",,"Herero",,"","No formal education","No","Parents did not want","",,"","","",,,
"77-62-89-56",7,12,,"","Male","Other Relative","1",,"Subiya",,"",,"No","Parents did not want","",,"","","",,,
"93-71-48-41",1,12,,"","Female","Self/Head","55","Divorced /Separated","Subiya","Other➡️ Please specify","christianity","University level",,,"",,"Francistown teaching college","2000","Diploma in Education","Yes","Yes","No"
"93-71-48-41",2,12,,"","Female","Child/Adopted Child","34",,"subiya",,"","University level",,,"",,"Boitekanelo college","2014","Diploma in councelling","No",,
"93-71-48-41",3,12,,"","Female","Grandchild","10",,"Subiya",,"","Standard 4","Yes",,"",,"","","",,,
"93-71-48-41",4,12,,"","Female","Grandchild","6",,"subiya",,"","Standard 1","Yes",,"",,"","","",,,
"93-71-48-41",5,6,"New arrivals - New born","","Female","Grandchild","Less than 1 year",,"subiya",,"",,"No","Other","6 months old",,"","","",,,
"08-18-22-01",1,12,,"","Female","Self/Head","74","Divorced /Separated","Subiya","Other➡️ Please specify","Christianity","Standard 4","No","Too expensive","",,"","","","No",,
"98-07-17-87",1,12,,"","Female","Self/Head","31","Never Married","Tawana","Catholic","","Form 3","No","Pregnancy","",,"","","","Yes","Yes","No"
"98-07-17-87",2,12,,"","Female","Child/Adopted Child","12",,"Kalanga",,"","Standard 7","Yes",,"",,"","","","No",,
"98-07-17-87",3,12,,"","Male","Child/Adopted Child","6",,"Tswana sub group",,"","Standard 1","Yes",,"",,"","","",,,
"98-07-17-87",4,4,"New arrivals - New born","","Female","Child/Adopted Child","Less than 1 year",,"Tawana",,"",,"No","Other","new born",,"","","",,,
"23-98-05-49",1,12,,"","Male","Self/Head","60","Married monogamously","Yeyi","Protestant demoninantions (incl all non-catholic denominations)","","Standard 6","No","Not willing to attend further","",,"","","","No",,
"23-98-05-49",2,12,,"","Female","Wife/Husband","41",,"Mmirwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"23-98-05-49",3,12,,"","Female","Child/Adopted Child","29",,"Yeyi",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"79-97-29-10",1,12,,"","Male","Self/Head","52","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Had to help at home","",,"","","","Yes","Yes","No"
"79-97-29-10",2,12,,"","Female","Other Non-Relative","36",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"41-50-66-96",1,12,,"","Male","Self/Head","69","Married monogamously","Mokalaka","Catholic","","Standard 6","No","Other","working",,"","","","Yes","Yes","Yes"
"06-31-05-26",1,12,,"","Female","Self/Head","62","Widow/ Widower","YEYI","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"06-31-05-26",2,12,,"","Female","Child/Adopted Child","45",,"YEYI",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"06-31-05-26",3,12,,"","Male","Child/Adopted Child","25",,"YEYI",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"06-31-05-26",4,12,,"","Male","Child/Adopted Child","13",,"YEYI",,"","Standard 7","Yes",,"",,"","","","No",,
"06-31-05-26",5,12,,"","Male","Grandchild","4",,"YEYI",,"",,"Yes",,"",4200,"","","",,,
"06-31-05-26",6,12,,"","Male","Grandchild","20",,"YEYI",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"06-31-05-26",7,12,,"","Female","Grandchild","4",,"YEYI",,"",,"Yes",,"",4200,"","","",,,
"06-31-05-26",8,12,,"","Female","Child/Adopted Child","7",,"YEYI",,"","Standard 1","Yes",,"",,"","","",,,
"06-31-05-26",9,12,,"","Male","Grandchild","3",,"YEYI",,"",,"No","Other","STILL GROWING",,"","","",,,
"25-90-09-86",1,12,,"","Female","Grandchild","33",,"San",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"25-90-09-86",2,12,,"","Male","Niece/Nephew","51",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"25-90-09-86",3,12,,"","Male","Grandchild","17",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"25-90-09-86",4,12,,"","Female","Grandchild","6",,"San",,"","Nursey/ Kindergarten/ECD","Yes",,"",,"","","",,,
"25-90-09-86",5,12,,"","Male","Grandchild","15",,"San",,"","Form 3","Yes",,"",,"","","","No",,
"25-90-09-86",6,12,,"","Female","Grandchild","9",,"San",,"","Standard 3","Yes",,"",,"","","",,,
"25-90-09-86",7,6,"New arrivals - New born","","Male","Grandchild","Less than 1 year",,"San",,"",,"No","Other","He is still young.",,"","","",,,
"25-90-09-86",8,12,,"","Male","Other Non-Relative","33",,"Kgatla-Tswana Subgroup",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"03-91-71-73",1,12,,"","Female","Self/Head","65","Never Married","Tawana","Catholic","","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"03-91-71-73",2,12,,"","Male","Child/Adopted Child","31",,"Tawana",,"","Form 3","No","Sickness or calamity in family","",,"","","","No",,
"36-45-13-48",1,12,,"","Female","Self/Head","57","Never Married","Hambukushu","Protestant demoninantions (incl all non-catholic denominations)","","Standard 1","No","Poor academic progress","",,"","","","Yes","Yes","No"
"36-45-13-48",2,12,,"","Female","Child/Adopted Child","26",,"Hambukushu",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"36-45-13-48",3,12,,"","Female","Child/Adopted Child","17",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"36-45-13-48",4,12,,"","Female","Grandchild","12",,"Subiya",,"","Standard 6","Yes",,"",,"","","","No",,
"36-45-13-48",5,12,,"","Female","Grandchild","8",,"Hambukushu",,"","Standard 3","Yes",,"",,"","","",,,
"36-45-13-48",6,12,,"","Male","Grandchild","3",,"Subiya",,"",,"No","Other","Minor",,"","","",,,
"36-45-13-48",7,12,,"","Female","Grandchild","1",,"Subiya",,"",,"No","Other","Subiya",,"","","",,,
"63-11-78-96",1,12,,"","Male","Self/Head","55","Married monogamously","Ndebele","Other➡️ Please specify","Logos","Form 3","No","Poor academic progress","",,"","","","No",,
"63-11-78-96",2,12,,"","Female","Wife/Husband","42",,"Yeyi",,"","Standard 7","No","Poor academic progress","",,"","","","Yes","Yes","No"
"63-11-78-96",3,12,,"","Male","Child/Adopted Child","12",,"Ndebele",,"","Standard 6","Yes",,"",,"","","","No",,
"79-48-70-94",1,12,,"","Female","Self/Head","76","Divorced /Separated","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 6","No","Further schooling not available","",,"","","","No",,
"79-48-70-94",2,12,,"","Female","Child/Adopted Child","42",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"79-48-70-94",3,12,,"","Male","Grandchild","10",,"Subiya",,"","Standard 5","Yes",,"",,"","","",,,
"79-48-70-94",4,12,,"","Female","Grandchild","6",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"79-48-70-94",5,12,,"","Male","Grandchild","1",,"Subiya",,"",,"No","Other","too young",,"","","",,,
"01-11-02-57",1,12,,"","Male","Self/Head","41","Never Married","Nambjwa","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor school quality","",,"","","","Yes","Yes","No"
"01-11-02-57",2,12,,"","Female","Other Non-Relative","36",,"San",,"","Form 3","No","Poor school quality","",,"","","","Yes","Yes","No"
"01-11-02-57",3,12,,"","Male","Child/Adopted Child","17",,"Nanbjwa",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"01-11-02-57",4,12,,"","Male","Child/Adopted Child","12",,"Nanbjwa",,"","Form 1","Yes",,"",,"","","","No",,
"41-82-62-49",1,12,,"","Female","Self/Head","50","Never Married","subiya","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","No",,
"41-82-62-49",2,12,,"","Male","Wife/Husband","61",,"subiya",,"","Other educational training","No","Completed desired schooling","",,"","","","No",,
"41-82-62-49",3,12,,"","Male","Child/Adopted Child","11",,"subiya",,"","Standard 5","Yes",,"",,"","","","No",,
"41-82-62-49",4,12,,"","Female","Grandchild","7",,"subiya",,"","Standard 2","Yes",,"",,"","","",,,
"41-82-62-49",5,12,,"","Female","Grandchild","4",,"subiya",,"",,"No","Other","too young",,"","","",,,
"57-39-86-38",1,12,,"","Male","Self/Head","40","Married monogamously","San","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","No","Yes"
"57-39-86-38",2,12,,"","Female","Wife/Husband","38",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"47-31-29-24",1,12,,"","Male","Self/Head","30","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"47-31-29-24",2,12,,"","Female","Sister/Brother","24",,"Subiya",,"","University level",,,"",,"University of Botswana","2021","Business Administration and Management","Yes","Yes","No"
"47-31-29-24",3,12,,"","Female","Other Non-Relative","27",,"Ngwaketse (Tswana subgroup)",,"","Other educational training","No","Completed desired schooling","",,"","","","No",,
"47-31-29-24",4,12,,"","Female","Sister/Brother","21",,"Subiya",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"87-48-42-67",1,12,,"","Female","Self/Head","66","Widow/ Widower","tawana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 4","No","Completed desired schooling","",,"","","","No",,
"87-48-42-67",2,12,,"","Female","Grandchild","10",,"Tawana",,"","Standard 4","Yes",,"",,"","","",,,
"87-48-42-67",3,12,,"","Male","Grandchild","9",,"tawana",,"","Standard 3","Yes",,"",,"","","",,,
"88-51-36-66",1,12,,"","Male","Self/Head","64","Never Married","Subiya","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Completed desired schooling","",,"","","","No",,
"88-51-36-66",2,12,,"","Female","Wife/Husband","45",,"Subiya",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"88-51-36-66",3,12,,"","Female","Child/Adopted Child","19",,"Subiya",,"","Form 5","Yes",,"",,"","","","No",,
"88-51-36-66",4,12,,"","Male","Child/Adopted Child","17",,"Subiya",,"","Standard 4","Yes",,"",,"","","","No",,
"88-12-77-50",1,12,,"","Male","Self/Head","49","Married monogamously","Lozi","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Completed desired schooling","",,"","","","No",,
"88-12-77-50",2,12,,"","Female","Wife/Husband","41",,"ndebele",,"","Form 4","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"88-12-77-50",3,12,,"","Female","Child/Adopted Child","11",,"lozi",,"","Standard 4","Yes",,"",,"","","","No",,
"88-12-77-50",4,12,,"","Female","Child/Adopted Child","4",,"lozi",,"",,"No","Other","minor",,"","","",,,
"88-12-77-50",5,12,,"","Male","Child/Adopted Child","3",,"lozi",,"",,"No","Other","minor",,"","","",,,
"88-12-77-50",6,12,,"","Female","Brother/Sister-In-Law","19",,"ndebele",,"","Form 3","No","Too expensive","",,"","","","No",,
"17-63-55-71",1,12,,"","Male","Self/Head","55","Married monogamously","Hambukushu","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"17-63-55-71",2,12,,"","Female","Wife/Husband","47",,"Subiya",,"","Form 1","No","Pregnancy","",,"","","","Yes","Yes","No"
"17-63-55-71",3,12,,"","Male","Child/Adopted Child","25",,"Hambukushu",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"17-63-55-71",4,12,,"","Male","Child/Adopted Child","23",,"Hambukushu",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"17-63-55-71",5,12,,"","Male","Child/Adopted Child","10",,"Hambukushu",,"","Standard 5","Yes",,"",,"","","",,,
"08-89-64-68",1,12,,"","Male","Self/Head","87","Married monogamously","yei","Protestant demoninantions (incl all non-catholic denominations)","","Form 2","No","Poor academic progress","",,"","","","No",,
"08-89-64-68",2,12,,"","Female","Wife/Husband","61",,"subiya",,"","Standard 7","No","Poor academic progress","",,"","","","No",,
"40-29-00-57",1,12,,"","Male","Self/Head","89","Married monogamously","SUBIYA","Protestant demoninantions (incl all non-catholic denominations)","","Standard 4","No","Had to help with family","",,"","","","Yes","Yes","No"
"40-29-00-57",2,12,,"","Female","Wife/Husband","42",,"SUBIYA",,"","Form 3","No","Pregnancy","",,"","","","No",,
"40-29-00-57",3,12,,"","Male","Child/Adopted Child","25",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"40-29-00-57",4,12,,"","Male","Child/Adopted Child","22",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"40-29-00-57",5,12,,"","Male","Child/Adopted Child","20",,"SUBIYA",,"","Form 5","No","Poor academic progress","",,"","","","No",,
"86-10-11-11",1,6,"New arrivals - Bad living conditions at home","","Male","Self/Head","40","Never Married","Ngwato","Catholic","","Form 5","No","Other","he is working",,"","","","Yes","Yes","No"
"86-10-11-11",2,6,"New arrivals - Bad living conditions at home","","Female","Other Non-Relative","31",,"Subiya",,"","Form 5","No","Had to help with family","",,"","","","No",,
"80-48-57-31",1,12,,"","Female","Self/Head","28","Never Married","Subiya","African Traditional religion","","Form 3","No","Poor academic progress","",,"","","","No",,
"80-48-57-31",2,12,,"","Female","Child/Adopted Child","6",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"80-48-57-31",3,12,,"","Female","Child/Adopted Child","9",,"Subiya",,"","Standard 3","Yes",,"",,"","","",,,
"80-48-57-31",4,12,,"","Male","Child/Adopted Child","10",,"Subiya",,"","Standard 4","Yes",,"",,"","","",,,
"80-48-57-31",5,12,,"","Female","Other Relative","6",,"Subiya",,"","Standard 1","Yes",,"",,"","","",,,
"03-33-65-79",1,12,,"","Female","Child/Adopted Child","21",,"Tawana",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"03-33-65-79",2,12,,"","Female","Child/Adopted Child","29",,"Tawana",,"","Form 5","No","Poor academic progress","",,"","","","Yes","Yes","No"
"03-33-65-79",3,12,,"","Female","Child/Adopted Child","32",,"Tawana",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"03-33-65-79",4,12,,"","Female","Child/Adopted Child","24",,"Tawana",,"","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"03-33-65-79",5,12,,"","Male","Other Relative","28",,"San",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"03-33-65-79",6,12,,"","Male","Brother/Sister-In-Law","35",,"Kalanga",,"","Other educational training","No","Completed desired schooling","",,"","","","Yes","Yes","No"
"03-33-65-79",7,12,,"","Female","Self/Head","49","Never Married","Tawana","Protestant demoninantions (incl all non-catholic denominations)","","Standard 7","No","Poor academic progress","",,"","","","No",,
"03-33-65-79",8,12,,"","Male","Grandchild","10",,"kalanga",,"","Standard 5","Yes",,"",,"","","",,,
"03-33-65-79",9,12,,"","Male","Grandchild","8",,"san",,"","Standard 3","Yes",,"",,"","","",,,
"03-33-65-79",10,12,,"","Female","Grandchild","5",,"kalanga",,"","No formal education","No","Other","too young",,"","","",,,
"03-33-65-79",11,12,,"","Male","Grandchild","10",,"kalanga",,"","Standard 4","Yes",,"",,"","","",,,
"03-33-65-79",12,11,"New arrivals - New born","","Female","Grandchild","Less than 1 year",,"san",,"",,"No","Other","too young",,"","","",,,
"86-28-43-28",1,12,,"","Female","Self/Head","53","Married monogamously","SUBIYA","Protestant demoninantions (incl all non-catholic denominations)","","Form 3","No","Poor academic progress","",,"","","","Yes","Yes","No"
"86-28-43-28",2,12,,"","Male","Child/Adopted Child","29",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"95-58-64-05",1,12,,"","Male","Self/Head","48","Married monogamously","SUBIYA","Non-religious","","Form 2","No","Had to help at home","",,"","","","No",,
"95-58-64-05",2,12,,"","Female","Wife/Husband","42",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"95-58-64-05",3,12,,"","Male","Child/Adopted Child","4",,"SUBIYA",,"",,"No","Other","NO FINANCES TO SEND HIM TO PRE SCHOOL",,"","","",,,
"95-58-64-05",4,12,,"","Male","Child/Adopted Child","13",,"SUBIYA",,"","Form 1","Yes",,"",,"","","","No",,
"51-45-88-78",1,12,,"","Female","Self/Head","92","Widow/ Widower","SUBIYA","Protestant demoninantions (incl all non-catholic denominations)","","No formal education","No","Parents did not want","",,"","","","No",,
"51-45-88-78",2,12,,"","Female","Grandchild","42",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"51-45-88-78",3,12,,"","Male","Grandchild","33",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
"51-45-88-78",4,12,,"","Female","Grandchild","29",,"SUBIYA",,"","Form 3","No","Poor academic progress","",,"","","","No",,
