interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"52-28-82-48","Agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Disagree","distrust","trust","indifferent","indifferent","distrust","Extremely worried","Very worried","Not at all worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"72-80-69-88","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","indifferent","trust","trust","indifferent","strongly trust","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Extremely worried","Slightly worried","Extremely worried","Very worried","Extremely worried"
"17-89-78-78","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","trust","trust","strongly distrust","indifferent","trust","Very worried","Not at all worried","Not at all worried","Worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried","Not at all worried"
"07-52-31-91","Strongly disagree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Disagree","strongly trust","strongly trust","distrust","distrust","distrust","Extremely worried","Extremely worried","Extremely worried","Worried","Slightly worried","Not at all worried","Very worried","Extremely worried","Slightly worried","Very worried"
"99-68-20-94","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","trust","Worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Very worried","Very worried","Worried"
"84-66-38-33","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","indifferent","trust","indifferent","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"39-36-01-20","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","indifferent","indifferent","Extremely worried","Extremely worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"05-30-74-26","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","trust","distrust","indifferent","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Extremely worried","Worried","Worried"
"22-19-53-02","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Slightly worried","Not at all worried","Worried","Worried","Worried","Not at all worried"
"20-37-92-05","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","trust","Worried","Extremely worried","Worried","Slightly worried","Worried","Very worried","Worried","Very worried","Not at all worried","Very worried"
"67-95-64-84","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","trust","indifferent","distrust","Very worried","Very worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Slightly worried","Extremely worried"
"67-07-39-08","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Disagree","Agree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Very worried","Slightly worried","Very worried","Worried","Worried","Slightly worried","Worried","Worried","Very worried"
"72-66-07-18","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","strongly trust","strongly trust","indifferent","Extremely worried","Worried","Extremely worried","Slightly worried","Not at all worried","Very worried","Slightly worried","Very worried","Slightly worried","Worried"
"72-69-50-37","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Slightly worried","Slightly worried","Very worried","Worried","Worried","Worried","Worried"
"53-41-55-25","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","trust","indifferent","indifferent","trust","Worried","Very worried","Worried","Very worried","Worried","Slightly worried","Worried","Worried","Slightly worried","Worried"
"99-40-82-80","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","indifferent","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Very worried","Very worried","Very worried","Very worried"
"23-54-03-81","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","strongly trust","trust","indifferent","distrust","trust","Extremely worried","Very worried","Worried","Worried","Worried","Very worried","Worried","Very worried","Not at all worried","Very worried"
"27-20-78-36","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","indifferent","indifferent","trust","distrust","distrust","Not at all worried","Not at all worried","Slightly worried","Very worried","Worried","Worried","Worried","Very worried","Very worried","Not at all worried"
"84-90-94-70","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","indifferent","trust","indifferent","indifferent","indifferent","Not at all worried","Extremely worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Not at all worried","Worried"
"03-79-50-93","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","strongly trust","trust","indifferent","distrust","trust","Worried","Slightly worried","Not at all worried","Worried","Slightly worried","Worried","Slightly worried","Worried","Not at all worried","Slightly worried"
"83-85-13-86","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","trust","strongly trust","trust","indifferent","trust","Very worried","Extremely worried","Very worried","Extremely worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Worried"
"91-24-08-83","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","indifferent","indifferent","trust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Extremely worried"
"25-32-96-44","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Disagree","Strongly disagree","Indifferent (neither nor)","Disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","indifferent","indifferent","distrust","trust","trust","Very worried","Worried","Worried","Extremely worried","Slightly worried","Not at all worried","Very worried","Not at all worried","Worried","Slightly worried"
"97-99-83-33","Indifferent (neither nor)","Agree","Disagree","Agree","Indifferent (neither nor)","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","trust","trust","distrust","strongly distrust","distrust","Extremely worried","Very worried","Extremely worried","Worried","Worried","Slightly worried","Slightly worried","Worried","Worried","Extremely worried"
"55-35-77-06","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","indifferent","trust","indifferent","trust","strongly trust","Extremely worried","Extremely worried","Worried","Very worried","Extremely worried","Worried","Worried","Extremely worried","Worried","Extremely worried"
"05-01-06-84","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","distrust","indifferent","trust","indifferent","trust","Very worried","Worried","Worried","Worried","Extremely worried","Slightly worried","Extremely worried","Worried","Not at all worried","Worried"
"49-78-46-84","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","distrust","distrust","distrust","distrust","trust","Extremely worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Not at all worried","Extremely worried"
"96-34-51-79","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","distrust","indifferent","Slightly worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Worried"
"05-90-60-44","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","trust","trust","Extremely worried","Very worried","Worried","Worried","Worried","Very worried","Very worried","Very worried","Worried","Very worried"
"32-72-73-42","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","indifferent","trust","distrust","trust","Worried","Worried","Extremely worried","Slightly worried","Not at all worried","Extremely worried","Slightly worried","Very worried","Not at all worried","Slightly worried"
"94-88-32-78","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Worried"
"18-56-14-23","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","indifferent","Very worried","Worried","Very worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried"
"84-22-47-37","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","trust","distrust","trust","distrust","distrust","Worried","Slightly worried","Worried","Slightly worried","Worried","Not at all worried","Worried","Worried","Slightly worried","Slightly worried"
"44-69-61-71","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","indifferent","indifferent","Extremely worried","Very worried","Extremely worried","Extremely worried","Very worried","Worried","Extremely worried","Worried","Slightly worried","Slightly worried"
"05-76-24-30","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","indifferent","indifferent","indifferent","Worried","Worried","Very worried","Worried","Worried","Worried","Worried","Very worried","Slightly worried","Worried"
"72-65-35-75","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","trust","trust","trust","strongly trust","Very worried","Very worried","Very worried","Slightly worried","Worried","Very worried","Extremely worried","Very worried","Not at all worried","Slightly worried"
"92-30-60-06","Agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Agree","Strongly disagree","Strongly disagree","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","strongly trust","indifferent","trust","Very worried","Very worried","Not at all worried","Worried","Slightly worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried"
"94-77-43-36","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly distrust","distrust","trust","indifferent","trust","Extremely worried","Extremely worried","Extremely worried","Worried","Very worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Extremely worried"
"72-37-57-39","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Agree","trust","strongly trust","trust","trust","trust","Very worried","Very worried","Very worried","Slightly worried","Very worried","Very worried","Extremely worried","Worried","Worried","Very worried"
"76-02-50-71","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","strongly trust","strongly trust","distrust","distrust","distrust","Extremely worried","Worried","Extremely worried","Not at all worried","Slightly worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"75-53-97-04","Agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","distrust","trust","Worried","Very worried","Very worried","Worried","Worried","Very worried","Very worried","Very worried","Very worried","Worried"
"61-20-94-35","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Disagree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","trust","trust","trust","trust","trust","Worried","Very worried","Worried","Very worried","Worried","Very worried","Worried","Worried","Worried","Worried"
"33-94-27-06","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"02-07-42-94","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Slightly worried","Slightly worried"
"48-79-63-92","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","indifferent","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"87-31-98-00","Agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","indifferent","trust","trust","Extremely worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Extremely worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"68-12-26-88","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","indifferent","strongly distrust","trust","strongly distrust","strongly distrust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Extremely worried","Worried","Extremely worried"
"21-07-91-22","Agree","Agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Very worried","Worried","Worried","Worried","Very worried","Worried","Worried","Worried","Worried"
"59-08-91-97","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","distrust","trust","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried"
"15-39-44-44","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","strongly trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"70-81-99-80","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"57-32-99-06","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","indifferent","indifferent","indifferent","indifferent","Very worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Worried","Worried","Worried"
"60-00-51-13","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","distrust","distrust","distrust","distrust","Slightly worried","Very worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Worried","Very worried"
"03-72-03-14","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","strongly distrust","trust","indifferent","distrust","strongly distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Worried","Extremely worried"
"32-51-19-72","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","indifferent","indifferent","indifferent","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"95-19-87-73","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","distrust","strongly distrust","distrust","Extremely worried","Very worried","Very worried","Slightly worried","Slightly worried","Very worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried"
"09-07-28-33","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","distrust","indifferent","trust","strongly distrust","strongly distrust","Extremely worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Very worried","Not at all worried","Very worried"
"82-76-66-89","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","indifferent","distrust","trust","Worried","Slightly worried","Very worried","Slightly worried","Worried","Not at all worried","Worried","Slightly worried","Not at all worried","Not at all worried"
"32-84-70-99","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Worried","Worried","Worried","Worried","Very worried","Worried","Worried","Worried","Worried"
"97-60-60-10","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Strongly agree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","indifferent","distrust","indifferent","strongly distrust","trust","Extremely worried","Extremely worried","Worried","Extremely worried","Extremely worried","Slightly worried","Extremely worried","Not at all worried","Not at all worried","Extremely worried"
"77-34-61-84","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","trust","Slightly worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Slightly worried","Slightly worried","Not at all worried"
"51-45-20-69","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","distrust","trust","strongly distrust","trust","Slightly worried","Very worried","Extremely worried","Not at all worried","Slightly worried","Very worried","Slightly worried","Worried","Not at all worried","Extremely worried"
"56-62-79-46","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","trust","distrust","trust","Extremely worried","Slightly worried","Extremely worried","Extremely worried","Very worried","Not at all worried","Not at all worried","Extremely worried","Worried","Extremely worried"
"11-13-66-94","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","distrust","indifferent","distrust","distrust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Very worried"
"15-09-86-52","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","indifferent","indifferent","indifferent","Very worried","Extremely worried","Worried","Worried","Worried","Worried","Extremely worried","Worried","Slightly worried","Very worried"
"91-02-01-07","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Strongly disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","strongly distrust","indifferent","indifferent","Very worried","Slightly worried","Worried","Worried","Not at all worried","Very worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"38-98-52-39","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","trust","trust","trust","Worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"91-79-46-21","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","distrust","indifferent","indifferent","Slightly worried","Worried","Very worried","Slightly worried","Not at all worried","Worried","Worried","Not at all worried","Worried","Slightly worried"
"09-72-08-00","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Slightly worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried"
"25-52-14-98","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","indifferent","trust","trust","indifferent","trust","Extremely worried","Extremely worried","Slightly worried","Very worried","Worried","Extremely worried","Not at all worried","Slightly worried","Extremely worried","Very worried"
