interview__key,r_otherincome__id,inc_oth_amt,int_oth_income,who_other_income__0,who_other_income__1,othinc_pr,othinc_pr_oth,othinc_provider,othinc_provider_oth,benefits,oth_benefits,oth_income_use__1,oth_income_use__2,oth_income_use__3,oth_income_use__4,oth_income_use__5,oth_income_use__6,oth_income_use__7,oth_income_use__96,otherinc_use_others
"30-09-94-93","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"30-09-94-93","Savings, interest or other investment income",2500,"Every 6 months",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"30-09-94-93","Rental income, residential property (apartment, house)",2000,"Monthly",1,.a,,"",,"",,"",0,2,0,0,0,0,0,1,"pay water bill"
"85-23-91-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2500,"Lump sum (single payment)",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"43-14-97-16","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"49-90-63-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,.a,,"",,"",,"",0,1,3,2,0,4,0,0,""
"49-90-63-33","Savings, interest or other investment income",2500,"Every three months",5,.a,,"",,"",,"",0,1,2,3,0,4,0,0,""
"49-90-63-33","Rental income, residential property (apartment, house)",550,"Monthly",1,.a,,"",,"",,"",0,1,2,3,5,4,0,0,""
"68-84-82-12","Savings, interest or other investment income",500,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"68-84-82-12","Rental income, residential property (apartment, house)",600,"Monthly",1,.a,,"",,"",,"",0,2,0,0,0,1,0,0,""
"86-16-04-54","Other➡️specify:",3235.98,"Monthly",1,.a,,"",,"",,"",2,1,0,3,4,5,0,0,""
"42-95-35-09","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Every 6 months",1,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"42-95-35-09","Rental income, residential property (apartment, house)",5600,"Monthly",1,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"54-69-26-46","Savings, interest or other investment income",100,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"54-69-26-46","Rental income, residential property (apartment, house)",650,"Monthly",1,.a,,"",,"",,"",1,2,0,5,3,4,0,0,""
"92-23-96-13","Rental income, residential property (apartment, house)",2000,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"22-90-51-93","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",4000,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,3,2,0,""
"22-90-51-93","Rental income, residential property (apartment, house)",3500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,3,2,0,0,""
"15-81-26-28","Rental income, residential property (apartment, house)",1000,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"20-52-90-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",7000,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"35-31-07-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Lump sum (single payment)",2,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,0,0,0,""
"35-31-07-84","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",780,"Monthly",2,.a,"Older persons cash transfer","","National government","","Cash","",0,1,0,0,0,2,0,0,""
"09-47-23-08","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,0,0,2,3,0,0,""
"09-47-23-08","Savings, interest or other investment income",300,"Monthly",1,.a,,"",,"",,"",1,0,0,0,3,2,0,0,""
"65-48-87-48","Rental income, residential property (apartment, house)",1900,"Monthly",1,.a,,"",,"",,"",0,1,0,2,3,0,0,0,""
"33-37-06-20","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,3,0,0,""
"86-01-74-97","Savings, interest or other investment income",1800,"Monthly",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"86-01-74-97","Other➡️specify:",10000,"Monthly",2,.a,,"",,"",,"",0,1,0,0,2,3,0,0,""
"18-63-27-64","Rental income, residential property (apartment, house)",1000,"Monthly",1,.a,,"",,"",,"",0,1,3,0,2,0,0,0,""
"00-01-02-02","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1300,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"69-53-29-77","Savings, interest or other investment income",200,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"96-39-11-89","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"36-43-41-97","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"Clothes"
"12-03-37-86","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"12-03-37-86","Rental income, residential property (apartment, house)",1300,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"water bill"
"33-44-32-83","Rental income, residential property (apartment, house)",650,"Monthly",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"39-65-48-99","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1200,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"85-43-95-57","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",4000,"Monthly",2,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"07-73-56-26","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",4,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"07-73-56-26","Savings, interest or other investment income",800,"Monthly",4,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"05-35-63-46","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"05-35-63-46","Rental income, residential property (apartment, house)",600,"Monthly",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"household bills"
"00-34-52-14","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,.a,,"",,"",,"",0,0,1,0,0,0,0,0,""
"81-06-64-01","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",550,"Monthly",1,2,"Emergency relief","","Local county government","","Cash","",0,1,0,0,0,0,0,0,""
"81-06-64-01","Other➡️specify:",430,"Lump sum (single payment)",1,3,"Others ➡️ Specify","plaiting hair","Other➡️specify","community members","Cash","",0,1,0,0,0,0,0,0,""
"84-33-06-87","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2100,"Lump sum (single payment)",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"Christmas clothes"
"84-33-06-87","Savings, interest or other investment income",100,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"84-33-06-87","Rental income, residential property (apartment, house)",2100,"Monthly",1,.a,,"",,"",,"",0,1,5,0,2,3,4,0,""
"61-17-81-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Every three months",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"70-67-46-48","Savings, interest or other investment income",10000,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"08-84-58-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Monthly",1,.a,,"",,"",,"",0,1,0,3,0,2,0,0,""
"05-74-99-19","Rental income, commercial (shop, store)",900,"Monthly",1,.a,,"",,"",,"",2,1,3,0,0,0,0,0,""
"58-76-16-53","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Monthly",2,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"11-82-86-61","Rental income, residential property (apartment, house)",1000,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"81-28-91-79","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"98-37-88-19","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Lump sum (single payment)",3,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"85-30-41-56","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Every three months",1,.a,,"",,"",,"",0,0,0,0,0,1,0,0,""
"85-30-41-56","Savings, interest or other investment income",5000,"Every 6 months",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"78-32-31-52","Savings, interest or other investment income",10000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"78-32-31-52","Rental income, residential property (apartment, house)",4000,"Monthly",1,.a,,"",,"",,"",2,1,0,0,4,3,0,0,""
"07-52-39-57","Rental income, commercial (shop, store)",500,"Monthly",3,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"Income from rental is used to pay water bill"
"80-35-75-14","Savings, interest or other investment income",6000,"Monthly",1,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"94-41-84-42","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"94-41-84-42","Savings, interest or other investment income",250,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,2,0,""
"94-41-84-42","Rental income, residential property (apartment, house)",600,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"53-23-37-57","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Monthly",2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"57-12-45-97","Rental income, residential property (apartment, house)",1500,"Monthly",1,.a,,"",,"",,"",2,1,0,3,0,0,0,0,""
"96-34-22-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"03-38-35-14","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"51-25-36-09","Savings, interest or other investment income",9600,"Monthly",1,2,,"",,"",,"",0,1,0,0,0,2,0,0,""
"04-05-30-01","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Every three months",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"04-05-30-01","Rental income, residential property (apartment, house)",4200,"Monthly",1,.a,,"",,"",,"",0,1,0,2,3,4,0,0,""
"50-01-20-35","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"53-81-28-44","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"53-81-28-44","Rental income, residential property (apartment, house)",1500,"Monthly",1,.a,,"",,"",,"",0,1,2,0,0,3,0,0,""
"69-29-47-18","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"22-59-76-95","Savings, interest or other investment income",600,"Every 6 months",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"87-80-21-51","Rental income, residential property (apartment, house)",1300,"Monthly",1,.a,,"",,"",,"",1,2,0,0,0,0,0,0,""
"21-25-86-78","Savings, interest or other investment income",1500,"Monthly",1,2,,"",,"",,"",0,1,4,0,3,2,0,0,""
"21-25-86-78","Rental income, residential property (apartment, house)",550,"Monthly",1,.a,,"",,"",,"",1,2,4,0,3,5,0,0,""
"28-99-62-67","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",4,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"14-08-31-40","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",730,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"43-12-71-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",700,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"64-05-81-04","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"64-05-81-04","Rental income, residential property (apartment, house)",1200,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"water and electricity bills"
"52-46-02-95","Rental income, residential property (apartment, house)",1300,"Monthly",2,.a,,"",,"",,"",0,2,1,0,0,0,0,0,""
"45-07-09-59","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"45-07-09-59","Savings, interest or other investment income",3000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,0,0,0,1,0,0,0,""
"52-28-82-48","Rental income, residential property (apartment, house)",1950,"Monthly",3,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"72-80-69-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"17-89-78-78","Rental income, residential property (apartment, house)",1400,"Monthly",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"84-66-38-33","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"39-36-01-20","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"39-36-01-20","Rental income, residential property (apartment, house)",1700,"Monthly",1,.a,,"",,"",,"",2,1,0,3,4,0,0,0,""
"05-30-74-26","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Monthly",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"22-19-53-02","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"20-37-92-05","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1200,"Lump sum (single payment)",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"67-95-64-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Every three months",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"67-95-64-84","Rental income, commercial (shop, store)",1500,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"67-07-39-08","Savings, interest or other investment income",2200,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"72-66-07-18","Income from SALE of real estate (do not include rental income)",7500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"53-41-55-25","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",100,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"99-40-82-80","Rental income, residential property (apartment, house)",2500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"23-54-03-81","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",3300,"Lump sum (single payment)",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"CLEARING OUT DEBTS"
"84-90-94-70","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"83-85-13-86","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"25-32-96-44","Rental income, residential property (apartment, house)",700,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"Payment of bills like water and others"
"55-35-77-06","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1500,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"house maintenance"
"55-35-77-06","Savings, interest or other investment income",4600,"Monthly",1,.a,,"",,"",,"",1,0,0,0,0,0,0,0,""
"55-35-77-06","Rental income, residential property (apartment, house)",600,"Monthly",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"05-01-06-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"05-01-06-84","Savings, interest or other investment income",4000,"Lump sum (single payment)",3,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"renovation in the yard"
"05-90-60-44","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"32-72-73-42","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"32-72-73-42","Rental income, residential property (apartment, house)",2700,"Monthly",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"GIVE SPOUSE TO USE AS DESIRED"
"05-76-24-30","Savings, interest or other investment income",500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"92-30-60-06","Rental income, residential property (apartment, house)",850,"Monthly",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"94-77-43-36","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"94-77-43-36","Rental income, residential property (apartment, house)",2800,"Monthly",1,.a,,"",,"",,"",0,1,0,0,2,3,0,0,""
"72-37-57-39","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every year",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"76-02-50-71","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"75-53-97-04","Rental income, residential property (apartment, house)",600,"Monthly",1,.a,,"",,"",,"",1,2,0,0,3,0,0,0,""
"61-20-94-35","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Monthly",2,.a,,"",,"",,"",0,1,3,0,0,2,0,0,""
"61-20-94-35","Savings, interest or other investment income",500,"Monthly",2,.a,,"",,"",,"",0,1,3,0,0,2,0,0,""
"33-94-27-06","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Every 6 months",3,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"33-94-27-06","Rental income, residential property (apartment, house)",3000,"Monthly",1,.a,,"",,"",,"",0,1,3,2,0,0,0,0,""
"02-07-42-94","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every 6 months",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"87-31-98-00","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",617,"Lump sum (single payment)",1,.a,"Poverty reduction program","","National government","","Cash","",0,1,2,0,0,0,0,0,""
"68-12-26-88","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"Respondent gifted the national remittances from her father to her family to support a sudden death in the family"
"21-07-91-22","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Lump sum (single payment)",8,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"21-07-91-22","Savings, interest or other investment income",100,"Monthly",8,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"21-07-91-22","Rental income, residential property (apartment, house)",650,"Monthly",1,.a,,"",,"",,"",0,1,0,3,0,2,0,0,""
"59-08-91-97","Savings, interest or other investment income",600,"Monthly",1,2,,"",,"",,"",2,1,0,3,0,4,0,0,""
"59-08-91-97","Rental income, residential property (apartment, house)",650,"Monthly",1,2,,"",,"",,"",0,1,4,0,2,3,0,0,""
"60-00-51-13","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",2000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,2,0,0,1,0,0,0,""
"60-00-51-13","Rental income, residential property (apartment, house)",1300,"Monthly",1,.a,,"",,"",,"",0,1,0,0,2,0,0,0,""
"32-51-19-72","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Every 6 months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"95-19-87-73","Rental income, residential property (apartment, house)",1200,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,2,0,3,"electricity and water bills"
"32-84-70-99","Savings, interest or other investment income",200,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"97-60-60-10","Savings, interest or other investment income",12000,"Lump sum (single payment)",2,.a,,"",,"",,"",2,1,0,0,3,0,0,0,""
"97-60-60-10","Other➡️specify:",1500,"Monthly",3,.a,,"",,"",,"",1,2,0,0,0,3,0,0,""
"77-34-61-84","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",730,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"11-13-66-94","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"15-09-86-52","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",400,"Every three months",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"91-02-01-07","Savings, interest or other investment income",2000,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,3,0,4,0,0,""
"38-98-52-39","Savings, interest or other investment income",1200,"Every three months",1,.a,,"",,"",,"",0,0,0,0,0,0,0,1,"for emergencies"
"91-79-46-21","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Every three months",1,.a,,"",,"",,"",0,1,0,0,0,0,0,2,"bills payments"
"91-79-46-21","Savings, interest or other investment income",500,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"09-72-08-00","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",800,"Lump sum (single payment)",1,.a,,"",,"",,"",0,1,2,0,0,0,0,0,""
"25-52-14-98","Rental income, residential property (apartment, house)",1800,"Monthly",1,.a,,"",,"",,"",0,1,0,0,0,2,0,0,""
"76-65-29-85","Rental income, residential property (apartment, house)",1900,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"94-29-79-85","Savings, interest or other investment income",200,"Monthly",1,.a,,"",,"",,"",0,1,0,3,2,0,0,0,""
"94-29-79-85","Rental income, residential property (apartment, house)",300,"Monthly",1,.a,,"",,"",,"",0,1,0,2,3,4,0,0,""
"73-36-17-40","Transfers (some kind of public/NGO transfer program (given money in daily/weekly/ monthly basis)",600,"Monthly",1,.a,"Pension","","National government","","Cash","",0,1,0,0,2,0,0,0,""
"73-36-17-40","Payments for environmental/ecological services or nature conservation for instance, payments by the conservancies",500,"Monthly",1,.a,"Poverty reduction program","","Local county government","","Cash","",0,1,0,0,0,0,0,0,""
"73-70-95-80","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",300,"Monthly",2,.a,,"",,"",,"",0,1,0,0,0,0,0,0,""
"72-84-79-72","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",7000,"Monthly",1,.a,,"",,"",,"",0,1,2,3,0,0,0,0,""
"65-38-87-54","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",500,"Lump sum (single payment)",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"65-38-87-54","Savings, interest or other investment income",1000,"Lump sum (single payment)",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"94-91-03-07","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",730,"Monthly",1,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"94-91-03-07","Rental income, residential property (apartment, house)",3250,"Monthly",1,.a,,"",,"",,"",2,1,0,0,0,0,0,0,""
"43-00-27-37","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",200,"Monthly",2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"97-63-44-51","National remittances - cash transfers/gifts from individuals (relatives, friends) within the country",1000,"Every three months",2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
"97-63-44-51","Savings, interest or other investment income",500,"Monthly",2,.a,,"",,"",,"",0,1,0,2,0,0,0,0,""
