interview__key,s0_duration,s1_duration,s2_duration,s3_duration,s4_duration,s5_duration,s6_duration,s7_duration,s8_duration,s9_duration,s10_duration,s11_duration,s12_duration,s13_duration,s15_duration,interview__duration2,interview__duration,interview__duration_minutes,date,time
"85-48-53-30",1.55,8.460000000000001,1.479889502762431,3.64,.14,.12,9.26,4.22,26.28,6.72,.77,14.83066666666667,1.28,2.739168975069252,2.52,84.00972514449835,"00.01:31:18",91.3,"2023-06-05","08:28:36"
"61-17-81-33",1.61,11.39,1.33,5.31,.19,.16,5.2,4.42,23.5,6.86,1.12,8.33,1.78,4.31,4.3,79.81,"00.01:20:47",80.78333333333333,"2023-05-19","07:54:39"
"70-67-46-48",1.81,28.51,.89,6.92,.12,5.27,14.27,4.54,32.43,7.94,1.348925619834711,8.710000000000001,3.044,2.739168975069252,5.5,124.042094594904,"00.02:17:44",137.7333333333333,"2023-05-19","10:48:52"
"08-84-58-33",1.4,7.44,1.02,6.34,.15,.11,5.14,2.38,20.4,5.971184573002755,1.41,8.859999999999999,1.819612188365651,1.49,2.51,66.4407967613684,"00.01:04:27",64.45,"2023-05-19","12:50:12"
"17-96-77-43",3.72,33.56,1.479889502762431,6.75,1.267822580645161,.15,7.72,5.4,25.04304709141274,5.971184573002755,.44,26.9,1.38,2.32,5.52,127.6219437478231,"00.03:20:22",200.3666666666667,"2023-05-19","07:53:00"
"05-74-99-19",1.45,22.8,1.48,6.83,.22,7.37,8.08,2.29,35.26,7.11,1.37,27.882,1.93,2.739168975069252,3.42,130.2311689750692,"00.03:09:06",189.1,"2023-05-18","09:56:09"
"58-76-16-53",4.531999999999998,10.63,2.955999999999999,2.82,.51,.15,6.93,3.09,32.62,7.62,1.04,14.83066666666667,1.34,2.41,3.72,95.19866666666667,"00.02:18:37",138.6166666666667,"2023-05-19","12:55:15"
"14-93-43-30",2.07,18.27792817679558,2.26,3.13,.11,.07,7.25,2.25,36.91,9.029999999999999,.5600000000000001,10.31,1.93,1.17,2.208,97.53592817679558,"00.01:58:22",118.3666666666667,"2023-05-19","05:35:02"
"11-82-86-61",2.67,9.98,2.49,4.948055555555555,1.267822580645161,.08,15.33599999999999,3.212314049586777,25.04304709141274,5.78,1.18,25.13,1.819612188365651,5,3.84,107.7768514655659,"00.03:11:57",191.95,"2023-05-22","07:51:37"
"03-50-12-90",1.65,32.79,1.71,4.948055555555555,1.267822580645161,.11,14.49,4.51,15.208,4.38,.5600000000000001,10.54,1.9,1.58,3.35,98.99387813620072,"00.02:02:57",122.95,"2023-05-19","07:59:08"
