interview__key,r_forset_product__id,fstqty,fstpdt_unt,fstpdt_unt_oth,fstpdt_sl,fstpdt_slqty,fstpdt_slunit,fstpdt_slunit_oth,fstpdt_slpssd,fstpdt_slprc,fstpdt_exp,fstpdt_expamt,fstpdt_ch,fstpdt_ch2,f027,f028
"72-93-96-93","Wild fruits",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Number of people has increased"
"72-93-96-93","Medicinal plants",1,"2kg packet","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Cutting down of trees"
"72-93-96-93","Mushrooms",2,"10kg bag","","No",,,"",,,"No",,"The same","Slight decrease","",""
"72-93-96-93","Honey",1,"Basins","","No",,,"",,,"No",,"The same","Slight decrease","",""
"97-14-34-77","Firewood",40,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","exploitation"
"23-83-04-10","Firewood",350,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population increase is the problem"
"66-67-12-43","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"66-67-12-43","Mushrooms",5,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"66-67-12-43","Honey",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","cutting down of trees"
"10-88-25-17","Firewood",2,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","alot of people are haversting the firewood"
"10-88-25-17","Sand, stone, mud",15,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"15-20-57-47","Firewood",950,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"15-20-57-47","Sand, stone, mud",60,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"36-81-71-64","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Population increased"
"34-71-72-72","Firewood",250,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased population"
"34-71-72-72","Timber or poles",100,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased population"
"66-60-15-44","Firewood",40,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"66-60-15-44","Sand, stone, mud",90,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"66-60-15-44","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","wild animals like elephants"
"86-30-61-13","Firewood",338,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","People are cutting to sell and others are cutting wood and just leave them in the bush"
"36-54-39-30","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"74-23-76-31","Firewood",230,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","People who sell are cutting them down effortlessly"
"22-34-78-24","Firewood",5,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","More people depend on firewood."
"78-05-45-34","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"78-05-45-34","Wild fruits",1,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"05-02-80-96","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"83-39-85-57","Firewood",35,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"02-11-27-45","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"02-11-27-45","Timber or poles",12,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"02-11-27-45","Sand, stone, mud",500,"25kg bag","","No",,,"",,,"No",,"The same","The same","",""
"66-26-16-39","Firewood",16,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Many people harvesting firewood."
"74-47-09-34","Firewood",150,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Increased population"
"74-42-03-33","Firewood",13,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"24-64-36-53","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"24-64-36-53","Timber or poles",150,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"39-16-84-49","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population is increasing and the resources are decreasing"
"39-16-84-49","Mushrooms",3,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"39-16-84-49","Other➡️specify",50,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"65-82-18-72","Firewood",48,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"98-04-19-51","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"33-66-03-17","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"33-66-03-17","Wild fruits",20,"Liters","","No",,,"",,,"No",,"The same","The same","",""
"23-12-49-21","Firewood",36,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"95-95-21-82","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"95-95-21-82","Wild fruits",5,"Liters","","No",,,"",,,"No",,"Slight increase","The same","more trees are growing",""
"84-16-65-13","Firewood",120,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"35-36-66-35","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"35-36-66-35","Sand, stone, mud",50,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"22-48-72-19","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"16-02-48-49","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","The lodge owner always buy firewood from locals, so alot of people exploit the firewood."
"88-09-49-72","Firewood",95,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"88-09-49-72","Sand, stone, mud",35,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"46-87-53-18","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Too many people harvesting firewood."
"24-20-26-70","Firewood",150,"Wheelbarrow","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Population increased"
"52-82-33-48","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"52-82-33-48","Timber or poles",100,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people building"
"52-82-33-48","Wild fruits",5,"Kilograms","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","people are clearing for building perposes"
"26-48-97-52","Firewood",85,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"33-86-77-56","Firewood",250,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Population growth"
"78-86-05-10","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"78-86-05-10","Timber or poles",50,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increase in demand for people to build house with poles"
"78-86-05-10","Wild fruits",1,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"15-96-39-00","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","too many people"
"15-96-39-00","Timber or poles",100,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","many people building"
"15-96-39-00","Sand, stone, mud",300,"Wheelbarrow","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people building"
"39-41-06-02","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Massive increase","Massive increase","planting new tree",""
"39-41-06-02","Timber or poles",30,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"39-41-06-02","Sand, stone, mud",20,"Wheelbarrow","","No",,,"",,,"No",,"The same","The same","",""
"39-41-06-02","Wild fruits",1,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"39-41-06-02","Mushrooms",6,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"39-41-06-02","Honey",1,"2kg packet","","No",,,"",,,"No",,"The same","The same","",""
"95-15-78-87","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"95-15-78-87","Wild fruits",1,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"52-97-51-26","Firewood",3,"Other (please specify)","oxcart","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Deforestation"
"52-97-51-26","Timber or poles",50,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Deforestation"
"02-78-29-37","Firewood",72,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people are harvesting the firewood"
"02-78-29-37","Sand, stone, mud",80,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"27-36-10-42","Firewood",15,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"45-97-40-37","Firewood",25,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"41-24-37-83","Firewood",8,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Slight decrease","","Alot of people harvesting trees"
"90-44-42-58","Firewood",10,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people harvesting trees firewood."
"15-49-26-93","Firewood",29,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"15-49-26-93","Sand, stone, mud",30,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"29-96-24-29","Firewood",120,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Population is alot in the community so alot of people are harvesting the firewood"
"29-96-24-29","Sand, stone, mud",600,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"88-98-18-23","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Alot of people are harvesting the firewood"
"03-33-61-52","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increased"
"95-42-30-88","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increase in population in the area"
"95-42-30-88","Timber or poles",20,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","more people are cutting down trees to build Houses"
"95-42-30-88","Sand, stone, mud",100,"Wheelbarrow","","No",,,"",,,"No",,"The same","The same","",""
"41-58-71-65","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase in the area"
"41-58-71-65","Timber or poles",400,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting down alote of trees to build houses"
"41-58-71-65","Sand, stone, mud",300,"Wheelbarrow","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","people are building houses using sand"
"41-58-71-65","Wild fruits",2,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"47-41-93-44","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"44-97-44-34","Firewood",200,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increased"
"39-60-71-79","Firewood",144,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Too much cutting down of trees"
"39-60-71-79","Timber or poles",60,"Numbers","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Too much cutting down of trees."
"39-60-71-79","Sand, stone, mud",500,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"39-60-71-79","Wild fruits",30,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Cutting down of trees because of increased number of people."
"39-60-71-79","Medicinal plants",3,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"39-60-71-79","Mushrooms",12,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Hills don't produce Anymore."
"02-67-41-60","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"83-56-74-03","Firewood",144,"Bunches","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","The increase of people."
"83-56-74-03","Mushrooms",5,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"04-28-47-30","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"01-68-97-25","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase and business demand"
"01-68-97-25","Timber or poles",120,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","more people are building"
"66-08-16-26","Firewood",200,"Bunches","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increased"
"93-32-02-54","Firewood",84,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Alot of people are harvesting the firewood"
"93-32-02-54","Sand, stone, mud",70,"10kg bag","","No",,,"",,,"No",,"The same","The same","",""
"60-60-16-78","Firewood",90,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"26-78-47-00","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"26-78-47-00","Timber or poles",40,"Numbers","","No",,,"",,,"No",,"The same","Slight decrease","",""
"26-78-47-00","Sand, stone, mud",60,"Basins","","No",,,"",,,"No",,"The same","Slight decrease","",""
"79-98-45-89","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"90-54-49-60","Firewood",12,"Other (please specify)","car","No",,,"",,,"No",,"The same","The same","",""
"31-84-01-85","Firewood",9,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","we have stayed here for a long period of time, so firewood has been exploited."
"40-47-23-70","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"97-69-93-58","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","People settled in this village a very long time ago, so firewood has been depleted."
"58-00-80-50","Firewood",15,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"16-58-48-79","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"16-58-48-79","Sand, stone, mud",20,"Wheelbarrow","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"05-01-86-08","Firewood",8,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people harvesting firewood"
"05-01-86-08","Timber or poles",25,"Numbers","","Yes",25,"Numbers","","Yes",15,"Yes",300,"Massive decrease","Massive decrease","","People use alot poles to build structures."
"05-01-86-08","Sand, stone, mud",2,"Wheelbarrow","","No",,,"",,,"No",,"The same","The same","",""
"89-75-04-06","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"89-75-04-06","Timber or poles",60,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"89-75-04-06","Sand, stone, mud",50,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"52-25-69-44","Firewood",9,"Other (please specify)","sledge","No",,,"",,,"Yes",900,"The same","The same","",""
"71-97-04-61","Firewood",950,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"46-80-42-17","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people are harvesting the firewood and poles to build their houses"
"46-80-42-17","Sand, stone, mud",10,"Basins","","No",,,"",,,"No",,"The same","Slight decrease","",""
"58-78-23-20","Firewood",4,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people harvesting firewood"
"58-78-23-20","Sand, stone, mud",2,"50 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"35-69-94-08","Firewood",850,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"35-69-94-08","Sand, stone, mud",70,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"10-25-31-32","Firewood",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"38-79-29-34","Firewood",100,"Wheelbarrow","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increased"
"38-79-29-34","Timber or poles",24,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increased"
"89-83-56-79","Firewood",1000,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"50-21-50-41","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"50-21-50-41","Sand, stone, mud",20,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"50-21-50-41","Wild fruits",1,"Tins (eg milk tins)","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting trees"
"44-19-49-55","Firewood",24,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","exploitation of natural resources"
"55-68-88-94","Firewood",250,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","People from other districts collect wood in the area they even use vehicles"
"55-68-88-94","Sand, stone, mud",200,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","It's turning in sand soil"
"59-93-51-03","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"07-70-44-38","Firewood",90,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"84-43-04-55","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of settlements in our area."
"84-43-04-55","Sand, stone, mud",2,"100 kg bag","","No",,,"",,,"No",,"The same","The same","",""
"90-23-91-34","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Number of people has increased"
"00-25-69-00","Firewood",12,"Other (please specify)","full sledge","No",,,"",,,"No",,"Massive decrease","Massive decrease","","people are cutting too many trees"
"43-06-63-67","Firewood",500,"Bale / Bundle","","No",,,"",,,"Yes",900,"Slight decrease","Massive decrease","","Population increase"
"28-10-90-34","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"28-10-90-34","Sand, stone, mud",60,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"13-06-00-33","Firewood",500,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Population increase"
"93-88-34-77","Firewood",49,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"77-13-46-95","Firewood",4,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"77-13-46-95","Medicinal plants",3,"50 kg bag","","No",,,"",,,"No",,"The same","Slight decrease","",""
"54-15-29-03","Firewood",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"58-43-21-07","Firewood",30,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"58-43-21-07","Wild fruits",25,"25kg bag","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","too many people harvesting"
"54-82-42-61","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"31-76-77-10","Firewood",220,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Because the population is massively increasing and Soley dependant on wood for energy"
"31-76-77-10","Other➡️specify",8,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"75-33-12-39","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"75-33-12-39","Sand, stone, mud",30,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"47-33-25-93","Firewood",208,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","They are cut down for sell"
"35-34-76-48","Firewood",192,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increase in population"
"35-34-76-48","Wild fruits",1,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"26-98-60-20","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Cutting down of trees for sell and building."
"26-98-60-20","Wild fruits",8,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Clearing of land."
"26-98-60-20","Medicinal plants",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","No trees"
"26-98-60-20","Mushrooms",1,"Basins","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","No rain."
"26-98-60-20","Small game (warthog, duiker, turtle, wild birds)",2,"Numbers","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Scared of Conservancy rules and policies."
"20-88-32-55","Firewood",7200,"Bale / Bundle","","No",,,"",,,"Yes",7200,"Slight decrease","Massive decrease","","Development is the reason the decrease for building purposes to sustain the rapid population growth"
"73-42-30-97","Firewood",20,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase"
"38-84-78-59","Firewood",4,"Other (please specify)","full sledge","No",,,"",,,"No",,"The same","The same","",""
"70-09-32-42","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increase in population to get firewood you have to walk long distance"
"70-09-32-42","Wild fruits",5,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"70-09-32-42","Mushrooms",15,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"70-32-51-26","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","population increase in the area"
"70-32-51-26","Wild fruits",1,"Other (please specify)","plastic bag","No",,,"",,,"No",,"The same","The same","",""
"56-61-77-64","Firewood",144,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Number of people has increased"
"56-61-77-64","Mushrooms",1,"10kg bag","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","No rain"
"50-82-91-34","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","Alot of people are harvesting the firewood"
"50-82-91-34","Sand, stone, mud",200,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"83-60-63-11","Firewood",12,"Other (please specify)","Trips with a sledge","No",,,"",,,"No",,"Slight decrease","Massive decrease","","Alot of people are harvesting the firewood and people are moving to the village cutting down trees to build houses"
"83-60-63-11","Sand, stone, mud",20,"Other (please specify)","Trips with a sledge","No",,,"",,,"No",,"The same","The same","",""
"80-51-82-08","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","climate change"
"49-80-85-60","Firewood",48,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"49-80-85-60","Wild fruits",3,"Basins","","No",,,"",,,"No",,"The same","The same","",""
"81-64-86-08","Firewood",104,"Bale / Bundle","","No",,,"",,,"No",,"Slight increase","Slight decrease","Because the trees are growing",""
"33-82-62-40","Firewood",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"56-48-48-33","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"19-43-49-26","Firewood",20,"Bunches","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting down of trees"
"52-63-91-75","Firewood",120,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","cutting trees"
"60-93-32-66","Firewood",30,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"37-44-93-64","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","Finished by people."
"83-19-87-02","Firewood",4,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","people are settling in areas where we fetch firewood."
"83-26-13-29","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"83-26-13-29","Timber or poles",48,"Other (please specify)","Trips with a sledge","Yes",48,"Other (please specify)","Trips with a sledge","No",20,"No",,"Slight decrease","Massive decrease","","Alot of people are harvesting the poles to build houses"
"02-40-91-04","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Slight decrease","","population increase"
"02-40-91-04","Timber or poles",16,"Numbers","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","more people are building houses"
"31-74-57-88","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"31-74-57-88","Other➡️specify",2,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"09-16-66-27","Firewood",900,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"09-16-66-27","Sand, stone, mud",50,"Basins","","No",,,"",,,"Yes",200,"The same","The same","",""
"02-99-67-45","Firewood",35,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"18-26-92-76","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","Massive decrease","",""
"54-98-92-77","Firewood",120,"Bunches","","No",,,"",,,"No",,"The same","Massive decrease","",""
"94-90-21-30","Firewood",800,"Bale / Bundle","","No",,,"",,,"Yes",700,"The same","The same","",""
"34-25-16-71","Firewood",12,"Other (please specify)","sledge","No",,,"",,,"No",,"The same","The same","",""
"26-18-25-14","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"62-93-86-46","Firewood",50,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"62-93-86-46","Mushrooms",3,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"85-20-92-08","Firewood",100,"Other (please specify)","sledge","Yes",50,"Other (please specify)","sledge","No",150,"No",,"Massive decrease","Massive decrease","","increase in demand for firewood business"
"85-20-92-08","Timber or poles",250,"Numbers","","Yes",250,"Numbers","","No",900,"Yes",0,"Massive decrease","Massive decrease","","population increase and people are cutting alote of trees"
"85-20-92-08","Mushrooms",12,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"65-60-16-01","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"83-41-72-29","Firewood",12,"Other (please specify)","sledge","No",,,"",,,"No",,"Slight decrease","Massive decrease","","deforestation"
"83-41-72-29","Timber or poles",15,"Numbers","","No",,,"",,,"No",,"Massive decrease","Slight increase","","deforestation"
"83-41-72-29","Mushrooms",4,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"21-46-08-35","Firewood",10,"Other (please specify)","sledge","No",,,"",,,"No",,"The same","The same","",""
"37-32-34-84","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight increase","",""
"37-32-34-84","Sand, stone, mud",1,"Other (please specify)","oxcart","No",,,"",,,"No",,"The same","The same","",""
"13-52-22-69","Firewood",52,"Other (please specify)","Slags","No",,,"",,,"No",,"Slight decrease","Massive decrease","","People cut down the trees at a phenomenal rate then they replace them"
"39-17-92-41","Firewood",300,"Bale / Bundle","","No",,,"",,,"No",,"Massive decrease","Massive decrease","","increased population"
"33-45-72-89","Firewood",100,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"33-45-72-89","Sand, stone, mud",50,"Wheelbarrow","","No",,,"",,,"No",,"The same","The same","",""
"33-45-72-89","Mushrooms",10,"Numbers","","No",,,"",,,"No",,"The same","The same","",""
"31-31-05-64","Firewood",12,"Bale / Bundle","","No",,,"",,,"No",,"The same","Slight decrease","",""
"86-99-45-42","Firewood",96,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","cutting down of trees"
"86-99-45-42","Timber or poles",6,"Numbers","","No",,,"",,,"Yes",90,"Slight decrease","Massive decrease","","number of people has increased"
"56-98-53-98","Firewood",5,"Bale / Bundle","","No",,,"",,,"No",,"Slight decrease","Massive decrease","","We don't have electric so we depend much on firewood."
"56-36-96-19","Firewood",950,"Bale / Bundle","","No",,,"",,,"No",,"The same","The same","",""
"56-36-96-19","Sand, stone, mud",70,"Basins","","No",,,"",,,"No",,"The same","The same","",""
