interview__key,r_infu__id,as07__1,as07__2,as07__3,as07__4,as07__5,as07__6,as07__7,as07__8,as07__9,as07__96,as07__n88,as07__n99,as07_oth,network_mostinf_gender,network_mostinf_eth,network_eth_oth,network_mostinf_agegrp,as08,as09
"98-20-22-18",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","In their 40s",7,4
"12-87-62-64",1,"Yes","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 50s",2,2
"12-87-62-64",2,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",5,4
"02-24-60-64",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 30s",14,10
"02-24-60-64",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other","Totela","In their 60s",10,1
"02-24-60-64",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other","Totela","&gt;70",15,15
"35-93-85-84",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",4,20
"35-93-85-84",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",1,2
"35-93-85-84",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 30s",1,2
"25-08-98-52",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","In their 60s",1,2
"46-54-30-66",1,"No","No","No","No","No","Yes","No","No","Yes","No","No","No",,"Women","Other","Totela","In their 60s",15,5
"46-54-30-66",2,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Women","Other","Tolela","In their 60s",5,3
"46-54-30-66",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 60s",10,3
"19-66-62-79",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other","Totela","&gt;70",28,6
"19-66-62-79",2,"No","No","No","No","Yes","No","No","No","Yes","No","No","No",,"Women","Other","Totela","In their 60s",3,1
"19-66-62-79",3,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Men","Other","Totela","In their 40s",15,0
"38-52-59-99",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 60s",3,2
"38-52-59-99",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","Totela","In their 30s",5,2
"38-52-59-99",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 60s",4,1
"18-01-52-21",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other","Totela","In their 40s",1,0
"18-01-52-21",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other","Totela","In their 50s",29,1
"18-01-52-21",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other","Totela","&gt;70",2,1
"52-91-87-71",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",20,20
"52-91-87-71",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",1,20
"52-91-87-71",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",7,20
"86-58-98-12",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 40s",20,1
"86-58-98-12",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 30s",20,4
"86-58-98-12",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 30s",20,2
"18-53-78-30",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 50s",1,1
"18-53-78-30",2,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",15,0
"21-70-10-93",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",25,5
"21-70-10-93",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Subia","","In their 40s",0,0
"21-70-10-93",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",0,0
"51-51-64-02",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 30s",6,-999
"65-04-27-87",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other","Totela","&gt;70",29,10
"65-04-27-87",2,"No","No","No","Yes","No","No","No","No","No","No","Yes","No",,"Women","Other","Totela","In their 40s",20,5
"65-04-27-87",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other","Totela","In their 20s",9,3
"26-67-17-34",1,"No","No","Yes","No","Yes","No","Yes","No","No","No","No","No",,"Men","Other","totela","In their 60s",0,30
"12-55-61-25",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 30s",29,6
"12-55-61-25",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Other","Totela","In their 40s",4,6
"12-55-61-25",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Other","Totela","In their 30s",29,0
"70-21-00-12",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Women","Subia","","In their 50s",0,0
"09-96-00-56",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Other","Totela","In their 60s",28,13
"09-96-00-56",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Other","Totela","In their 50s",0,0
"09-96-00-56",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other","Yeyi","In their 30s",29,29
"93-46-32-90",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",5,2
"93-46-32-90",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",5,2
"93-46-32-90",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",5,2
"39-76-52-63",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",3,3
"44-39-76-83",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 50s",10,5
"44-39-76-83",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Mafwe","","In their 30s",4,5
"44-39-76-83",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",10,5
"57-92-68-31",1,"Yes","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other","totela","In their 50s",0,30
"57-92-68-31",2,"No","No","No","No","Yes","No","No","No","No","Yes","No","No",,"Women","Other","Totela","&gt;70",2,30
"70-75-80-97",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 50s",24,25
"70-75-80-97",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 30s",20,20
"70-75-80-97",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 40s",15,26
"37-91-43-52",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 60s",25,25
"93-94-95-33",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Subia","","In their 40s",3,3
"93-94-95-33",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",5,5
"93-94-95-33",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",3,3
"50-37-72-10",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Subia","","&gt;70",29,2
"50-37-72-10",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 50s",29,3
"50-37-72-10",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 60s",4,1
"29-63-76-51",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",15,3
"71-36-35-44",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 40s",5,6
"71-36-35-44",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",6,4
"71-36-35-44",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",7,4
"20-65-14-78",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 50s",5,1
"20-65-14-78",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Subia","","In their 40s",10,3
"60-95-57-22",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 30s",4,6
"60-95-57-22",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",3,2
"60-95-57-22",3,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Women","Lozi","","In their 40s",20,12
"17-61-49-75",1,"No","Yes","No","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","In their 40s",8,3
"17-61-49-75",2,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Women","Mafwe","","In their 40s",6,5
"02-95-98-52",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",5,0
"02-95-98-52",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",0,0
"02-95-98-52",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 50s",2,0
"77-54-37-57",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other","totela","&gt;70",15,10
"77-54-37-57",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","totela","&gt;70",10,5
"49-81-42-49",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",20,1
"49-81-42-49",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Subia","","In their 60s",4,7
"07-97-99-00",1,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Women","Mafwe","","In their 60s",20,10
"61-38-38-57",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 30s",4,2
"61-38-38-57",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","In their 40s",6,4
"61-38-38-57",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 60s",4,2
"80-45-81-35",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","Totela","In their 30s",16,0
"80-45-81-35",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","Totela","In their 20s",20,0
"80-45-81-35",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","In their 40s",28,2
"47-70-03-35",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",7,10
"47-70-03-35",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","In their 60s",1,10
"47-70-03-35",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 30s",20,10
"73-01-72-24",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Subia","","In their 30s",3,3
"70-18-85-80",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Other","totela","&gt;70",0,30
"70-18-85-80",2,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other","totela","&gt;70",0,30
"70-18-85-80",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other","totela","In their 40s",0,30
"59-96-51-48",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Other","mbukushu","In their 50s",0,0
"59-96-51-48",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other","totela","In their 40s",5,5
"59-96-51-48",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","totela","In their 50s",0,0
"47-24-68-80",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Other","Totela","In their 40s",2,30
"47-24-68-80",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Other","totela","In their 30s",0,30
"98-95-69-34",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",28,5
"98-95-69-34",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 30s",15,2
"98-95-69-34",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 20s",10,2
"94-61-58-26",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",2,1
"94-61-58-26",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Lozi","","In their 30s",2,4
"94-61-58-26",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Lozi","","In their 50s",3,4
"84-70-48-38",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","totela","In their 50s",0,0
"84-70-48-38",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Other","Totela","In their 60s",2,0
"84-70-48-38",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","totela","In their 40s",0,0
"46-07-52-30",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Other","totela","In their 60s",25,25
"46-07-52-30",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 40s",20,20
"46-07-52-30",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","In their 40s",15,15
"65-50-88-07",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Lozi","","In their 30s",0,15
"65-50-88-07",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Lozi","","In their 60s",0,15
"65-50-88-07",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Lozi","","In their 40s",0,15
"05-43-02-62",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 50s",3,3
"05-43-02-62",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",3,3
"83-84-84-67",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Lozi","","In their 40s",1,2
"16-35-19-29",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Lozi","","In their 40s",25,25
"16-35-19-29",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",4,0
"16-35-19-29",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",3,2
"16-24-71-47",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Mafwe","","In their 40s",4,4
"16-24-71-47",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","totela","In their 30s",1,4
"16-24-71-47",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Mafwe","","In their 40s",4,4
"22-33-09-47",1,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",4,3
"89-17-95-50",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",5,1
"71-12-87-82",1,"No","No","No","No","No","No","No","No","No","No","No","Yes",,"Men","Lozi","","In their 20s",0,0
"93-78-86-25",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",1,1
"93-78-86-25",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",2,1
"93-78-86-25",3,"No","No","No","No","No","No","No","Yes","No","No","No","No",,"Men","Subia","","In their 50s",1,2
"34-03-26-96",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Subia","","In their 30s",2,2
"34-03-26-96",2,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",1,0
"34-03-26-96",3,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Women","Subia","","In their 50s",2,3
"83-62-75-30",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 50s",20,15
"83-62-75-30",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 50s",10,5
"83-62-75-30",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 50s",15,6
"39-30-68-16",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 30s",20,3
"39-30-68-16",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 20s",1,2
"39-30-68-16",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 20s",10,5
"25-67-10-82",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Lozi","","In their 60s",20,10
"25-67-10-82",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Lozi","","In their 40s",25,1
"25-67-10-82",3,"No","No","No","No","No","Yes","No","No","No","No","No","No",,"Men","Lozi","","In their 60s",20,1
"87-90-13-56",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 40s",28,3
"87-90-13-56",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 50s",10,3
"87-90-13-56",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Lozi","","In their 50s",4,1
"38-81-07-74",1,"Yes","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 30s",20,10
"38-81-07-74",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 30s",28,10
"29-17-63-12",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",0,0
"29-17-63-12",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","In their 40s",2,0
"29-17-63-12",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Subia","","In their 50s",28,5
"09-87-36-18",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",5,4
"09-87-36-18",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",5,4
"09-87-36-18",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",6,4
"37-47-43-04",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 60s",0,0
"37-47-43-04",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Mafwe","","In their 60s",3,0
"37-47-43-04",3,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Men","Mafwe","","In their 50s",3,0
"19-94-92-45",1,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Men","Other","Wambo","&gt;70",29,13
"01-51-77-20",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","&gt;70",3,5
"01-51-77-20",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","In their 60s",4,5
"01-51-77-20",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","&gt;70",2,5
"14-21-66-73",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 60s",28,3
"14-21-66-73",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","&gt;70",28,4
"14-21-66-73",3,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Men","Subia","","In their 40s",25,0
"10-12-38-23",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 30s",20,20
"10-12-38-23",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",29,24
"10-12-38-23",4,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",10,8
"06-71-23-79",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 40s",20,2
"06-71-23-79",2,"No","No","No","No","No","No","Yes","No","Yes","No","No","No",,"Women","Mafwe","","In their 40s",25,0
"06-71-23-79",3,"No","Yes","No","No","No","No","No","No","No","No","No","No",,"Women","Lozi","","In their 50s",5,0
"09-86-92-43",1,"No","No","Yes","No","Yes","No","No","No","No","Yes","No","No",,"Men","Other","mbalangwe","&gt;70",3,10
"65-52-71-81",1,"No","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","In their 50s",20,10
"65-52-71-81",2,"No","No","Yes","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","In their 60s",15,12
"88-09-14-40",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",5,10
"88-09-14-40",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","&gt;70",6,9
"51-32-55-02",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Lozi","","In their 50s",28,3
"51-32-55-02",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 40s",2,2
"51-32-55-02",3,"No","No","No","No","No","Yes","Yes","No","No","No","No","No",,"Men","Lozi","","In their 60s",4,2
"25-85-18-57",1,"No","No","No","No","Yes","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 40s",10,5
"25-85-18-57",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","In their 60s",8,3
"25-85-18-57",3,"No","No","No","No","Yes","Yes","No","No","No","No","No","No",,"Women","Mafwe","","In their 50s",7,2
"08-01-73-79",1,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",0,0
"08-01-73-79",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 50s",2,0
"08-01-73-79",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Mafwe","","In their 40s",6,0
"30-31-42-54",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Lozi","","In their 60s",29,5
"30-31-42-54",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 60s",13,3
"30-31-42-54",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 50s",4,4
"59-41-41-82",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Mafwe","","In their 40s",5,5
"59-41-41-82",2,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 40s",3,3
"59-41-41-82",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Mafwe","","In their 40s",3,3
"86-80-66-75",1,"No","No","No","No","No","No","No","Yes","No","No","No","No",,"Men","Mafwe","","In their 60s",4,0
"86-80-66-75",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",0,0
"86-80-66-75",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Mafwe","","In their 40s",20,0
"36-82-19-46",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","mbalangwe","In their 40s",15,15
"87-16-84-48",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","mbalangwe","&gt;70",15,15
"87-16-84-48",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","mbalangwe","&gt;70",15,15
"87-16-84-48",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Other","mbalangwe","In their 30s",3,10
"85-15-56-74",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",1,1
"85-15-56-74",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 60s",7,2
"85-15-56-74",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 30s",4,2
"99-52-45-97",1,"No","No","No","No","Yes","No","No","No","No","Yes","No","No",,"Men","Lozi","","In their 60s",1,4
"99-52-45-97",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Lozi","","In their 40s",2,4
"99-52-45-97",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Lozi","","In their 60s",0,4
"22-42-05-31",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Lozi","","In their 60s",1,5
"17-88-76-49",1,"Yes","No","No","No","No","No","No","No","No","No","No","No",,"Men","Mafwe","","In their 50s",0,0
"95-93-26-61",1,"No","No","No","Yes","Yes","No","No","No","No","No","No","No",,"Men","Other","mbalangwe","In their 40s",15,15
"66-25-20-13",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 60s",5,7
"66-25-20-13",2,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Subia","","&gt;70",4,2
"66-25-20-13",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Subia","","In their 40s",7,9
"56-49-46-49",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 40s",1,20
"56-49-46-49",2,"No","No","No","No","No","No","No","No","Yes","No","No","No",,"Women","Lozi","","In their 40s",1,20
"56-49-46-49",3,"No","No","No","No","Yes","No","No","No","Yes","No","No","No",,"Women","Subia","","&gt;70",2,20
"00-63-35-41",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","&gt;70",28,28
"00-63-35-41",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Lozi","","In their 50s",25,25
"00-63-35-41",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 30s",20,20
"35-73-88-21",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 60s",25,25
"35-73-88-21",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Women","Lozi","","In their 50s",26,26
"90-22-40-74",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 30s",2,2
"90-22-40-74",2,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 20s",3,3
"90-22-40-74",3,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 30s",2,2
"71-58-33-81",1,"No","No","No","No","No","No","Yes","No","No","No","No","No",,"Men","Subia","","In their 40s",2,0
"85-67-71-58",1,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Subia","","In their 40s",10,5
"85-67-71-58",2,"No","No","No","Yes","No","No","No","No","No","No","No","No",,"Men","Other","Mbalangwe","In their 50s",3,3
"85-67-71-58",3,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Men","Other","Mbalangwe","In their 40s",5,10
"01-61-71-69",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Lozi","","In their 60s",1,3
"01-61-71-69",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Lozi","","In their 60s",2,3
"01-61-71-69",3,"No","No","Yes","No","No","No","No","No","No","No","No","No",,"Men","Lozi","","&gt;70",5,3
"75-50-19-75",1,"No","No","No","No","No","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 50s",15,15
"75-50-19-75",2,"No","No","No","No","Yes","No","No","No","No","Yes","No","No",,"Women","Subia","","In their 40s",15,15
"75-50-19-75",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Subia","","&gt;70",15,15
"89-26-96-48",1,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Women","Mafwe","","&gt;70",5,3
"89-26-96-48",2,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",3,3
"89-26-96-48",3,"No","No","No","No","Yes","No","No","No","No","No","No","No",,"Men","Mafwe","","&gt;70",4,3
