interview__key,as10,as11,as12,as13,as14,as15,as16__1,as16__2,as16__3,as16__4,as16__5,as16__6,as16__7,as16__8,as16__9,as16__96,as16_oth,as19,as17,as18__1,as18__2,as18__3,as18__4,as18__5,as18__6,as18__7,as18__8,as18__9,as18__10,as18__11,as18__96
"99-83-95-63","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-29-66-50","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"82-09-67-93","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"53-00-44-01","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"34-98-47-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-72-01-35","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-97-48-20","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-10-52-87","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"92-62-56-72","No","No","Yes","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"39-32-10-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-20-66-75","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-95-69-84","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"18-35-44-26","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"59-94-58-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"40-32-33-96","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"18-30-46-42","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"42-15-88-64","No","No","Yes","No","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"19-83-07-46","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"16-76-24-92","No","Yes","Yes","No","Yes",2000,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"16-98-25-56","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"08-81-97-68","No","No","No","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"90-75-59-18","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"01-70-02-35","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"23-94-09-23","Yes","Yes","No","No","Yes",400,"Yes","No","No","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"08-72-61-50","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"83-59-21-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-07-95-11","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"70-58-67-82","No","No","Yes","No","Yes",340,"No","No","No","No","No","No","No","No","No","Yes",,"No","No",,,,,,,,,,,,
"47-04-86-67","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"92-02-45-21","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-75-68-17","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-82-46-82","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"21-42-97-88","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-09-20-52","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"68-10-75-89","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"43-52-85-97","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"00-31-45-58","No","No","Yes","No","Yes",500,"Yes","No","No","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"89-47-55-13","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"86-75-09-05","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"70-15-38-18","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-43-56-11","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"41-78-59-34","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"76-42-64-83","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"60-08-55-10","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"09-76-96-87","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-13-90-91","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-64-90-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-15-47-53","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-17-56-50","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-73-74-13","No","No","Yes","No","Yes",1500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"78-26-64-75","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-56-64-78","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-27-11-92","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"01-06-16-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"80-39-36-38","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"96-17-52-94","No","No","No","No","Yes",5500,"Yes","No","No","Yes","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"67-51-54-29","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"94-25-30-28","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-05-99-45","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"55-49-77-29","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-94-70-54","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"18-48-78-90","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"91-78-23-71","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-02-43-99","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"05-99-22-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"19-70-78-40","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-76-11-61","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"01-56-68-49","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"48-81-58-75","No","No","No","No","Yes",500,"Yes","No","No","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"88-17-46-63","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-24-89-62","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-97-16-20","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"22-78-59-76","No","Yes","No","No","Yes",9000,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"68-66-94-81","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"55-05-77-24","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"96-11-62-92","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-34-55-08","Yes","No","No","No","Yes",100,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"62-52-92-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-84-22-34","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"75-25-19-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-28-42-89","No","No","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"17-22-63-49","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"75-11-04-39","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"42-13-72-77","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"22-71-31-86","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-79-67-76","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"55-61-00-58","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"83-84-11-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-06-39-78","No","No","No","Yes","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"28-44-47-60","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-83-86-30","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"95-87-87-82","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"51-10-14-61","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"38-80-77-22","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"32-85-49-35","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"67-57-93-16","No","No","Yes","No","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"66-09-29-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-76-61-78","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"45-30-93-43","Yes","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"39-72-47-05","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"91-78-19-91","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"80-88-34-81","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"00-93-28-41","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-34-12-49","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-48-46-10","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"17-87-43-63","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-23-87-11","No","No","Yes","No","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes"
"33-90-70-88","Yes","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"42-88-20-46","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"56-60-42-49","Yes","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-49-16-95","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"14-59-43-81","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"43-19-04-75","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"25-55-58-39","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"56-55-71-21","No","Yes","No","No","No",,,,,,,,,,,,,"No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes"
"26-16-97-29","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"94-40-34-45","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"57-09-13-31","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-81-92-15","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-51-46-91","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"99-70-86-40","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"54-72-28-02","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"93-06-95-85","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"44-70-83-36","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"76-32-33-95","Yes","No","No","No","Yes",200,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"01-38-25-96","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"89-39-79-72","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"00-49-63-51","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"76-58-89-37","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"20-56-52-98","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"64-47-42-17","Yes","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"13-81-47-95","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"29-99-72-08","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"24-83-83-50","Yes","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"47-22-90-00","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-86-29-38","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-47-12-60","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"28-88-27-77","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"29-11-74-01","No","Yes","Yes","No","Yes",1000,"No","No","No","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"23-17-08-61","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"09-04-42-43","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"60-44-87-63","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"37-91-11-53","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-83-18-16","No","No","Yes","No","Yes",400,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"43-94-30-73","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-89-20-76","No","No","Yes","No","Yes",1000,"Yes","No","No","No","No","No","No","No","No","No",,"No","Yes","No","No","No","No","Yes","No","No","No","No","No","No","No"
"18-82-94-56","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-08-96-97","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-27-01-58","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"06-40-81-20","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"63-00-59-35","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"20-12-20-33","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"13-16-46-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"12-47-95-08","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"49-36-47-00","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"69-98-34-60","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-55-67-72","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"86-18-52-98","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-98-46-38","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"87-83-58-77","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-59-01-11","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-82-76-84","No","No","Yes","No","Yes",1000,"No","No","No","No","No","No","No","No","No","Yes",,"Yes","No",,,,,,,,,,,,
"08-93-57-76","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"70-90-57-92","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"50-31-04-37","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"67-02-08-74","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"53-15-78-38","No","Yes","No","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"32-33-43-26","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-04-74-49","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"35-13-76-39","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"16-06-75-38","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"27-27-07-57","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-68-96-18","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"43-77-79-21","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"11-26-50-63","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"28-01-01-55","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"32-20-61-73","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"20-30-02-96","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"91-05-38-43","Yes","Yes","Yes","No","Yes",500,"Yes","Yes","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"44-19-28-63","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"72-93-96-93","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-14-34-77","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"23-83-04-10","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"66-67-12-43","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"10-88-25-17","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-20-57-47","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"36-81-71-64","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"34-71-72-72","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"66-60-15-44","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"86-30-61-13","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"36-54-39-30","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-23-76-31","No","Yes","Yes","No","Yes",150,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"22-34-78-24","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-05-45-34","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"05-02-80-96","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"83-39-85-57","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-11-27-45","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"66-26-16-39","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-47-09-34","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"74-42-03-33","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-64-36-53","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"39-16-84-49","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"65-82-18-72","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"98-04-19-51","No","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"33-66-03-17","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"23-12-49-21","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"95-95-21-82","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"84-16-65-13","No","No","No","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"35-36-66-35","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"22-48-72-19","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"16-02-48-49","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"88-09-49-72","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-87-53-18","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"24-20-26-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"52-82-33-48","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"26-48-97-52","No","Yes","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"33-86-77-56","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"78-86-05-10","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-96-39-00","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"39-41-06-02","No","Yes","No","No","Yes",600,"No","No","No","No","No","No","No","No","No","Yes",,"No","No",,,,,,,,,,,,
"95-15-78-87","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"52-97-51-26","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-78-29-37","No","No","No","No","Yes",1000,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"27-36-10-42","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"45-97-40-37","Yes","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"41-24-37-83","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"90-44-42-58","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"15-49-26-93","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"29-96-24-29","No","No","Yes","No","Yes",2500,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"88-98-18-23","No","Yes","Yes","No","Yes",500,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"03-33-61-52","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"95-42-30-88","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"41-58-71-65","No","Yes","Yes","No","Yes",50,"Yes","No","No","No","No","No","No","Yes","No","No",,"No","No",,,,,,,,,,,,
"47-41-93-44","No","No","Yes","Yes","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"44-97-44-34","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"39-60-71-79","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"02-67-41-60","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"83-56-74-03","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"04-28-47-30","No","No","No","No","Yes",11500,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
"01-68-97-25","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"66-08-16-26","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"93-32-02-54","No","Yes","No","No","Yes",1400,"Yes","No","No","No","No","No","No","Yes","No","No",,"Yes","No",,,,,,,,,,,,
"83-94-17-95","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"60-60-16-78","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"26-78-47-00","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"79-98-45-89","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"90-54-49-60","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"31-84-01-85","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"40-47-23-70","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"97-69-93-58","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"58-00-80-50","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"16-58-48-79","No","No","No","No","Yes",1000,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"05-01-86-08","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"89-75-04-06","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"52-25-69-44","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"71-97-04-61","No","No","Yes","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"46-80-42-17","No","No","Yes","No","Yes",1000,"Yes","No","No","No","No","No","No","No","No","No",,"No","No",,,,,,,,,,,,
"58-78-23-20","Yes","No","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"35-69-94-08","No","Yes","Yes","No","No",,,,,,,,,,,,,"Yes","No",,,,,,,,,,,,
"10-25-31-32","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"38-79-29-34","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"89-83-56-79","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"50-21-50-41","No","Yes","No","Yes","Yes",150,"No","No","No","No","No","No","No","No","No","Yes",,"No","No",,,,,,,,,,,,
"44-19-49-55","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"55-68-88-94","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-93-51-03","No","No","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"07-70-44-38","No","Yes","No","No","No",,,,,,,,,,,,,"No","No",,,,,,,,,,,,
"59-31-16-60","Yes","No","Yes","No","Yes",950,"Yes","No","No","No","No","No","No","No","No","No",,"Yes","No",,,,,,,,,,,,
