interview__key,ctry,region,consti,ea,hhid,res_ident,attempt_1,reason_not_interviewed,reason_not_interviewed_other,replacement,is_replacement,interviewed_consent,res_head,res_rel,interview_possible
"95-15-78-87","Namibia","Zambezi","Judea Lyaboloma","Lianshulu 1","300014032805","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-97-51-26","Namibia","Zambezi","Kabbe North","Imukusi","300012021308","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"02-78-29-37","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054608","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"27-36-10-42","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054603","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"45-97-40-37","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010104","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"41-24-37-83","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033011","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-44-42-58","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033012","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"15-49-26-93","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010107","Yes",,,"",,"No",1,"Representative of the head","Self/HH head","Yes"
"29-96-24-29","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054602","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"88-98-18-23","Namibia","Zambezi","Kabbe South","Ngoma","300016043909","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"03-33-61-52","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054614","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"95-42-30-88","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033003","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"41-58-71-65","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010111","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-41-93-44","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022015","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"44-97-44-34","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054607","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"39-60-71-79","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054507","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"02-67-41-60","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022006","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"83-56-74-03","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054508","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"04-28-47-30","Namibia","Zambezi","Kabbe South","Makoma","300016044015","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"01-68-97-25","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033009","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"66-08-16-26","Namibia","Zambezi","Linyanti","Malengalenga 2","300017054605","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"93-32-02-54","Namibia","Zambezi","Kabbe South","Makoma","300016044009","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"83-94-17-95","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021206","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"60-60-16-78","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033001","No","Yes","Other (Specify)","Death (Household Head died)","Yes","Yes",1,"Head of the household",,"Yes"
"26-78-47-00","Namibia","Zambezi","Katima Mulilo Rural","Ioma","300011021210","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"79-98-45-89","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-54-49-60","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010910","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"31-84-01-85","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054515","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"40-47-23-70","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022007","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"97-69-93-58","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054501","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-00-80-50","Namibia","Zambezi","Kabbe South","Makoma","300016044014","Yes",,,"",,"No",1,"Representative of the head","Son","Yes"
"16-58-48-79","Namibia","Zambezi","Katima Mulilo Rural","27-28 Miles","300011010915","Yes",,,"",,"No",1,"Representative of the head","Granddaughter","Yes"
"05-01-86-08","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033006","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"89-75-04-06","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022014","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"52-25-69-44","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043102","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"71-97-04-61","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010811","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"46-80-42-17","Namibia","Zambezi","Kabbe South","Makoma","300016044008","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-78-23-20","Namibia","Zambezi","Linyanti","Malengalenga 1","300017054502","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-69-94-08","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022011","Yes",,,"",,"No",1,"Representative of the head","Daughter-in-law","Yes"
"10-25-31-32","Namibia","Zambezi","Katima Mulilo Rural","Liselo","300011010113","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-79-29-34","Namibia","Zambezi","Judea Lyaboloma","Mbambazi","300014043108","No","Yes","None at home for extended amount of time","","Yes","Yes",1,"Head of the household",,"Yes"
"89-83-56-79","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010814","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-21-50-41","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022009","No","Yes","Other (Specify)","household was used as a replacement on sibbinda 1 list while she is on sibbinda 2. she was already interviewed that's why we replaced her.","Yes","Yes",1,"Representative of the head","Spouse","Yes"
"44-19-49-55","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033014","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"55-68-88-94","Namibia","Zambezi","Kabbe South","Makoma","300016044005","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"59-93-51-03","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010812","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"07-70-44-38","Namibia","Zambezi","Judea Lyaboloma","Nongozi","300014033015","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"59-31-16-60","Namibia","Zambezi","Kabbe South","Makoma","300016044004","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"84-43-04-55","Namibia","Zambezi","Katima Mulilo Rural","25-26 Miles","300011010801","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"90-23-91-34","Namibia","Zambezi","Kabbe South","Makoma","300016044001","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"00-25-69-00","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021409","Yes",,,"",,"No",1,"Representative of the head","Spouse","Yes"
"43-06-63-67","Namibia","Zambezi","Katima Mulilo Rural","Mafuta 3","300011011007","No","Yes","Other (Specify)","Not available","Yes","Yes",1,"Head of the household",,"Yes"
"28-10-90-34","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022003","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"13-06-00-33","Namibia","Zambezi","Katima Mulilo Rural","Mafuta 3","300011011020","No","Yes","Other (Specify)","Replacement","Yes","Yes",1,"Head of the household",,"Yes"
"93-88-34-77","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022010","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"77-13-46-95","Namibia","Zambezi","Kabbe South","Makoma","300016044006","Yes",,,"",,"No",1,"Representative of the head","Grandson","Yes"
"54-15-29-03","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010611","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"58-43-21-07","Namibia","Zambezi","Kabbe South","Makoma","300016044003","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"54-82-42-61","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022013","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"31-76-77-10","Namibia","Zambezi","Kabbe South","Ngoma","300016043910","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"75-33-12-39","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010604","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"47-33-25-93","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021514","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"35-34-76-48","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022001","Yes",,,"",,"No",1,"Representative of the head","Daughter","Yes"
"26-98-60-20","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021507","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"20-88-32-55","Namibia","Zambezi","Katima Mulilo Rural","Mafuta 3","300011011008","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"73-42-30-97","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010401","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"38-84-78-59","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021413","No","Yes","Other (Specify)","household deceased","Yes","Yes",1,"Head of the household",,"Yes"
"70-09-32-42","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010410","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"76-04-07-19","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021415","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"70-32-51-26","Namibia","Zambezi","Katima Mulilo Rural","Bukalo A","300011010402","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-61-77-64","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021513","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"50-82-91-34","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021506","Yes",,,"",,"No",1,"Representative of the head","Mother","Yes"
"83-60-63-11","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021511","No","Yes","Household not found","","Yes","Yes",1,"Head of the household",,"Yes"
"80-51-82-08","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021414","No","Yes","Household moved to unknown location","","Yes","Yes",1,"Head of the household",,"Yes"
"49-80-85-60","Namibia","Zambezi","Sibbinda","Sibbinda 2","300013022004","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"81-64-86-08","Namibia","Zambezi","Kabbe North","Lisikili-Kalimbeza","300012021515","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"33-82-62-40","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010609","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"56-48-48-33","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021416","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"19-43-49-26","Namibia","Zambezi","Katima Mulilo Rural","Chabalala","300011010615","Yes",,,"",,"No",1,"Head of the household",,"Yes"
"52-63-91-75","Namibia","Zambezi","Kabbe North","Cheza (Mangongo)","300012021410","No","Yes","Household moved to another village/town/district","","Yes","Yes",1,"Head of the household",,"Yes"
"60-93-32-66","Namibia","Zambezi","Kabbe North","Libula","300012021815","Yes",,,"",,"No",1,"Head of the household",,"Yes"
