interview__key,grazing_area__1,grazing_area__2,grazing_area__3,grazing_area__4,grazing_area__5,grazing_area__96,grazing_area_oth,grazing_dist,grazing_days,grazing_hour,grazing_ownership,grazing_sharing,grazing_permit,grazing_permit_price,grazing_years,grazing_area_before__1,grazing_area_before__2,grazing_area_before__3,grazing_area_before__4,grazing_area_before__5,grazing_area_before__96,grazing_dist_before,grazing_cng_reason__1,grazing_cng_reason__2,grazing_cng_reason__3,grazing_cng_reason__4,grazing_cng_reason__5,grazing_cng_reason__6,grazing_cng_reason__7,grazing_cng_reason__8,grazing_cng_reason__9,grazing_cng_reason__10,grazing_cng_reason__11,grazing_cng_reason__96,grazing_change_reason_oth,grazing_challenges__1,grazing_challenges__2,grazing_challenges__3,grazing_challenges__4,grazing_challenges__5,grazing_challenges__6,grazing_challenges__7,grazing_challenges__8,grazing_challenges__9,grazing_challenges__10,grazing_challenges__11,grazing_challenges__96,grazing_challenge_oth
"16-35-19-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"83-90-14-37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"56-16-94-47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"16-24-71-47","No","No","Yes","No","No","No",,30,600,10,"Communally owned",30,"No",,60,,,,,,,,,,,,,,,,,,,,"","No","No",,"No",,"Yes","No","No","No","No","No","No",""
"22-33-09-47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"89-17-95-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"71-12-87-82","No","Yes","No","No","No","No",,10,570,9,"Communally owned",9,"No",,3,"No","Yes","No","No","No","No",10,"No","No","Yes","No","No","No","No","No","No","No","No",,"crocodiles","No","No","Yes","No","No","No","No","No","No","No","No",,"crocodile"
"93-78-86-25","No","Yes","No","No","No","No",,60,600,10,"Communally owned",6,"No",,50,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"34-03-26-96","No","No","Yes","No","No","No",,20,1000,10,"Communally owned",3,"No",,30,,,,,,,,,,,,,,,,,,,,"","No","No",,"No","No",,"No","No","Yes","No","No","No",""
"83-62-75-30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"39-30-68-16","No","Yes","No","No","No","No",,30,540,9,"Communally owned",5,"No",,2020,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"25-67-10-82","No","Yes","No","No","No","No",,30,600,10.3,"Communally owned",30,"No",,40,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No","No",,"No","No","No",""
"87-90-13-56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"38-81-07-74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"29-17-63-12","No","Yes","No","No","No","No",,5,540,9,"Communally owned",6,"No",,3,"No","Yes","No","No","No","No",6,"No","No","Yes","No","No","No","No","No","No","No","No",,"crocodiles","No","No","Yes","No","No","No","No","No","No","No","No",,"crocodiles"
"09-87-36-18","No","Yes","No","No","No","No",,30,600,10,"Communally owned",12,"No",,1971,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No",,"No","No","No",""
"37-47-43-04","No","Yes","No","No","No","No",,30,480,8,"Communally owned",10,"No",,8,"No","Yes","No","No","No","No",60,"Yes","No","No","No","No","No","No",,,"No","No","No","","No","No","Yes","No","No",,"No","No","No","No","No","No",""
"19-94-92-45","No","Yes","No","No","No","No",,120,540,6,"Communally owned",3,"No",,26,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No",,"Yes","No","No","No",""
"01-51-77-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"14-21-66-73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"10-12-38-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"06-71-23-79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"09-86-92-43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"65-52-71-81","No","Yes","No","No","No","No",,20,540,9,"Communally owned",5,"No",,2006,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No",,"No","No","No","No",""
"88-09-14-40","No","Yes","Yes","No","No","No",,30,600,10,"Private owned with land title",10,"No",,19,,,,,,,,,,,,,,,,,,,,"",,"No","No","No","No",,"No","Yes","No","No","No","No",""
"51-32-55-02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"25-85-18-57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"08-01-73-79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"30-31-42-54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"59-41-41-82","No","No","Yes","No","No","No",,60,360,6,"Communally owned",10,"No",,1,"No","Yes","No","No","No","No",60,"No","No","No","No","No","No","No","Yes","No","No","No","No","","Yes","No",,"No","No",,"No","No","No","No","No","No",""
"86-80-66-75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"36-82-19-46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"87-16-84-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"85-15-56-74","No","Yes","No","No","No","No",,60,600,10,"Communally owned",9,"No",,2022,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"99-52-45-97","No","Yes","No","No","No","No",,20,680,11,"Communally owned",12,"No",,12,,,,,,,,,,,,,,,,,,,,"","No","No","Yes","No","No",,,"No","No","No","No","No",""
"22-42-05-31","No","Yes","No","No","No","No",,10,540,9,"Communally owned",6,"No",,33,,,,,,,,,,,,,,,,,,,,"","No","No",,"No","No","Yes","No","No","No","No","No","No",""
"17-88-76-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"95-93-26-61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"66-25-20-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"56-49-46-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"00-63-35-41","No","Yes","No","No","No","No",,10,600,10,"Private owned with land title",7,"No",,9,"No","No","Yes","No","No","No",30,,"No","Yes","No","No","No","No","No","No","No","No","No","","Yes","No","No","No","No","No","No",,"No","No","No","No",""
"35-73-88-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"90-22-40-74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"71-58-33-81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"85-67-71-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"01-61-71-69","No","Yes","No","No","No","No",,20,600,10,"Communally owned",6,"No",,13,,,,,,,,,,,,,,,,,,,,"",,"No","No","No","Yes","No","No","No","No","No","No","No",""
"75-50-19-75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"89-26-96-48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"73-20-13-57",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"55-53-09-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"16-20-70-88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"14-74-46-71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"15-43-32-03",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"62-79-94-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"74-11-35-62","No","Yes","No","No","No","No",,90,420,8.5,"Communally owned",10,"No",,25,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No",,"No","No","No","No",""
"07-05-49-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"12-21-07-33","No","Yes","No","No","No","No",,30,720,12,"Communally owned",2,"No",,3,"No","No","Yes","No","No","No",20,"No","No","Yes","No","No",,"No","No","No","No","No",,"Wild animals used to attack the cattles","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"23-59-76-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"93-87-90-66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"16-34-09-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"85-82-50-77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"89-27-41-66","No","Yes","No","No","No","No",,20,660,11,"Communally owned",10,"No",,12,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","No","No","Yes","No","No","No","No",""
"22-81-16-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"54-44-06-88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"47-49-80-52","No","Yes","No","No","No","No",,60,480,8,"Private owned with land title",15,"No",,15,,,,,,,,,,,,,,,,,,,,"",,"No",,"No","No","No","No","No","Yes","No","No","No",""
"93-73-35-44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"08-77-46-38","No","Yes","Yes","No","No","No",,20,500,8,"Communally owned",14,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No",,"No","No","No","No","No","No",""
"85-57-73-17","No","No","Yes","No","No","No",,40,480,8,"Communally owned",15,"No",,30,,,,,,,,,,,,,,,,,,,,"",,"No","Yes","No","No","No","No",,"No","No","No","No",""
"48-05-99-35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"67-13-56-73","No","Yes","No","No","No","No",,10,360,6,"Communally owned",23,"No",,32,,,,,,,,,,,,,,,,,,,,"","No","No",,"No","No","Yes","No",,"No","No","No","No",""
"97-33-85-90","No","Yes","Yes","No","No","No",,60,720,12,"Communally owned",20,"No",,9,"No","Yes","Yes","No","No","No",30,"Yes","No","No","No","No","No","No",,"No","No","No","No","","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"10-54-97-94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"50-35-50-04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"62-96-39-45","No","Yes","Yes","No","No","No",,60,600,9,"Communally owned",6,"No",,6,"No","Yes","Yes","No","No","No",20,"Yes","No",,"No","No","No","No",,"No","No","No","No","","Yes","No",,"No","No","No","No","No",,"No","No","No",""
"44-55-26-98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"93-47-96-78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"18-43-28-32","No","Yes","No","No","No","No",,10,450,7,"Private owned with land title",1,"No",,1,"No","No","Yes","No","No","No",60,"No","No","No","No","No","Yes","No","No","No","No","No","No","","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"37-21-15-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"87-15-89-67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"79-26-09-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"75-05-90-14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"24-85-21-24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"91-48-78-65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"32-52-77-66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"26-89-84-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"59-38-71-66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"02-07-52-84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"77-80-39-86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"72-51-39-42","No","Yes","No","No","No","No",,90,480,8,"Communally owned",30,"No",,30,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"87-64-80-93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"36-99-07-56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"75-89-92-79","No","No","Yes","No","No","No",,600,360,6,"Communally owned",30,"No",,7,"No","Yes","No","No","No","No",180,"Yes","No","No","No","No","No","No",,"No","No","No","No","","Yes","No","No","No","No","No","No","No",,"No","No","No",""
"44-34-32-32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"53-52-93-15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"58-35-74-86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"23-82-30-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"76-76-95-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"69-18-54-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"99-14-10-16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"55-02-31-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"55-65-32-92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"66-00-67-40","No","Yes","Yes","No","No","No",,60,720,12,"Communally owned",10,"No",,15,,,,,,,,,,,,,,,,,,,,"","No","No","Yes","No","No",,"No",,"No","No","No","No",""
"41-51-06-54","No","No","Yes","No","No","No",,1500,540,9,"Private owned with land title",40,"No",,20,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"07-18-54-62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"73-70-79-76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"40-83-72-17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"23-74-18-51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"18-88-43-52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"72-37-85-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"84-90-52-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"94-23-16-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"52-32-19-59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"99-83-95-63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"46-29-66-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"82-09-67-93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"53-00-44-01","No","Yes","No","No","No","No",,60,600,10,"Communally owned",6,"No",,7,"No","Yes","No","No","No","No",30,"Yes","No","No","No","No",,"No","No","No","No","No","No","",,"No","No","No","No","No","No","Yes","No","No","No","No",""
"34-98-47-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"78-72-01-35","No","Yes","No","No","No","No",,60,480,8,"Communally owned",6,"No",,2008,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","Yes","No","No","No","No","No","No",""
"04-97-48-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"99-10-52-87","Yes","No","No","No","No","No",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,"","No",,,"No","No","No","No","Yes","No","No","No","No",""
"92-62-56-72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"39-32-10-47","No","No","Yes","No","No","No",,60,600,10,"Private owned with land title",10,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"25-20-66-75","No","Yes","No","No","No","No",,15,675,11,"Communally owned",10,"No",,20,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No",,,"No","No","No","No","No","No",""
"98-95-69-84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"18-35-44-26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"59-94-58-22","No","Yes","Yes","No","No","No",,60,600,9,"Communally owned",6,"No",,16,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No","No",""
"40-32-33-96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"18-30-46-42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"42-15-88-64","No","Yes","No","No","No","No",,2,540,9,"Communally owned",5,"No",,2010,,,,,,,,,,,,,,,,,,,,"","No","No",,"No","No","Yes","No","No","No","No",,"No",""
"19-83-07-46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"16-76-24-92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"16-98-25-56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"08-81-97-68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"90-75-59-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"01-70-02-35","No","Yes","No","No","No","No",,30,600,10,"Communally owned",10,"No",,32,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No",,"Wild animals are always attacking the livestock"
"23-94-09-23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"08-72-61-50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"83-59-21-47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"78-07-95-11","No","Yes","No","No","No","No",,60,600,10,"Private owned with land title",5,"No",,2018,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"70-58-67-82","No","Yes","No","No","No","No",,40,480,8,"Communally owned",10,"No",,1983,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No",,"No","No","No","No","No","No",""
"47-04-86-67","No","Yes","No","No","No","No",,300,360,6,"Communally owned",8,"No",,55,,,,,,,,,,,,,,,,,,,,"","No","No","Yes","No","No","No","No",,,"No","No","No",""
"92-02-45-21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"88-75-68-17","No","Yes","No","No","No","No",,30,560,9,"Communally owned",5,"No",,7,"No","Yes","No","No","No","No",30,"Yes","No","No","No","No",,"No","No","No","No","No","No","","No","No","No","No","No","No","No","No","Yes","No","No","No",""
"24-82-46-82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"21-42-97-88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"87-09-20-52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"68-10-75-89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"43-52-85-97","Yes","Yes","Yes","No","No","No",,,,9,,,,,,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No",,"No","No","No","No","No","No",""
"00-31-45-58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"89-47-55-13","No","Yes","No","No","No","No",,60,540,9,"Communally owned",6,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No",,"No","No","No","No","No","No",""
"86-75-09-05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"70-15-38-18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"13-43-56-11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"41-78-59-34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"76-42-64-83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"60-08-55-10","Yes","No","No","No","No","No",,,,5,,,,,,,,,,,,,,,,,,,,,,,,,"","No","Yes",,"No","No","No","No",,"No","No","No","No",""
"09-76-96-87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"24-13-90-91","No","Yes","No","No","No","No",,10,610,10,"Communally owned",40,"No",,1,"No","Yes","No","No","No","No",20,"Yes","No",,"No","No","No","No","No","No","No","No","No","",,"No",,"No","No","No","No","No","No","No","No","Yes","ticks"
"79-64-90-22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"88-15-47-53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"74-17-56-50","No","No","Yes","No","No","No",,60,540,9,"Communally owned",5,"No",,7,"No","No","Yes","No","No","No",120,"No","No","No","No","No","No","No","Yes","No","No","No","No","",,"No","Yes","No","No","No","No","No","No","No",,"No",""
"65-73-74-13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"78-26-64-75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"57-56-64-78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"79-27-11-92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"01-06-16-47","No","Yes","No","No","No","No",,10,800,13,"Communally owned",2,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No","No","No","No","Yes","No","No","No","No","No","No",""
"80-39-36-38","No","Yes","No","No","No","No",,20,600,10,"Communally owned",20,"No",,10,,,,,,,,,,,,,,,,,,,,"","No","No",,"No","No","No","No","No","Yes","No","No","No",""
"96-17-52-94","No","No","Yes","No","No","No",,2,10,5,"Communally owned",3,"No",,26,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"67-51-54-29",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"94-25-30-28","No","No","Yes","No","No","No",,60,480,8,"Private owned with land title",6,"No",,10,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No",,"No","No","No","No",""
"99-05-99-45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"55-49-77-29","No","Yes","No","No","No","No",,40,540,9,"Communally owned",4,"No",,3,"No","Yes","No","No","No","No",5,"No","No","No","No",,"No","No","No","No","No",,"Yes","crocodile used to kill livestock","Yes","No","No","No","No",,"No","No",,"No","No","No",""
"59-94-70-54","No","Yes","No","No","No","No",,2,330,8,"Communally owned",14,"No",,15,,,,,,,,,,,,,,,,,,,,"","Yes","No","No","No","No","No","No","No","No","No","No","No",""
"18-48-78-90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"91-78-23-71","No","Yes","Yes","No","No","No",,180,720,9,"Communally owned",10,"No",,0,"No","Yes","Yes","No","No","No",10,"Yes","No",,"No","No","No","No",,"No","No","No","No","",,"No",,"No","No","Yes","No","No","No","No","No","No",""
"79-02-43-99","No","Yes","No","No","No","No",,10,600,10,"Private owned with land title",6,"No",,6,"No","Yes","No","No","No","No",20,"No","No","No","No","No","Yes","No","No","No","No","No",,"Livestocks are always attacked by crocodiles","No","No","No","No","No","No","No","No","No","No","Yes","No",""
"05-99-22-70",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"19-70-78-40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"24-76-11-61","No","Yes","No","No","No","No",,3,540,9,"Communally owned",5,"No",,2018,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No",,"No","No","No","No","No","No","No",""
"01-56-68-49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"48-81-58-75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"88-17-46-63",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"64-24-89-62","No","Yes","No","No","No","No",,30,540,9,"Communally owned",10,"No",,30,,,,,,,,,,,,,,,,,,,,"","Yes","No",,"No","No","No","No","No","No","No","No","No",""
"79-97-16-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
"22-78-59-76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,,,,""
