interview__key,crp_ip1_exp,crp_ip3_exp,crp_ip5_exp,crp_ip6_exp,crp_ip7_exp,crp_ip8_exp,crp_ip9_exp,crp_ip10_exp
"27-58-94-59",,,,,,,,
"33-86-19-67",1500,0,0,770,900,0,0,0
"09-53-75-86",,,,,,,,
"85-34-92-87",,,,,,,,
"75-94-09-47",,,,,,,,
"84-71-43-61",,,,,,,,
"07-42-93-10",,,,,,,,
"06-11-12-17",1200,0,0,0,1000,0,0,600
"15-55-21-38",500,0,0,0,7000,0,0,0
"61-89-87-62",1000,0,0,750,0,0,0,0
"05-53-30-00",,,,,,,,
"00-18-71-95",450,8,0,0,0,0,100,0
"93-03-74-23",0,0,0,0,0,0,0,0
"98-02-00-97",,,,,,,,
"39-55-54-03",250,0,0,0,0,0,0,0
"55-64-77-57",,,,,,,,
"12-97-85-94",,,,,,,,
"85-58-05-93",,,,,,,,
"36-06-01-35",4200,0,0,0,0,0,0,0
"11-36-65-74",,,,,,,,
"87-74-62-05",700,0,0,0,1000,0,350,1000
"74-09-83-15",460,0,0,1000,0,0,0,0
"99-86-29-88",299,0,0,0,2000,0,0,0
"10-97-13-34",,,,,,,,
"53-72-96-12",930,0,0,0,2500,0,0,0
"22-21-62-20",,,,,,,,
"64-31-79-16",,,,,,,,
"01-18-26-42",0,0,0,0,500,0,0,0
"82-55-52-94",,,,,,,,
"19-07-40-38",300,0,0,0,0,0,60,0
"65-17-55-88",0,0,0,0,0,0,0,0
"71-44-93-64",10000,0,0,0,0,0,0,0
"34-19-14-62",,,,,,,,
"22-51-06-37",180,0,0,0,0,0,0,0
"27-70-53-20",,,,,,,,
"98-81-19-82",,,,,,,,
"39-67-03-82",7518,0,0,6000,6000,0,0,0
"46-14-07-81",1050,0,0,1500,2500,0,0,0
