interview__key,markt_output_dist,markt_input_dist,markt_buyer,markt_buyer_oth,crop_contract,contract_crop,input_access_subsidy,subsidy_type__1,subsidy_type__2,subsidy_type__3,subsidy_type__4,subsidy_supplier__1,subsidy_supplier__2,subsidy_supplier__3,subsidy_supplier__96,subsidy_supplier__n888,subsidy_supplier__n999,subsidy_supplier_oth
"66-09-29-33",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"88-76-61-78",,,,"",,"",,,,,,,,,,,,
"45-30-93-43",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"39-72-47-05",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"91-78-19-91",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"80-88-34-81",,,,"",,"",,,,,,,,,,,,
"00-93-28-41",,,,"",,"",,,,,,,,,,,,
"15-34-12-49",10,117,"Rural market in the neighbouring village","","Yes","MILLET/MAIWA","No",,,,,,,,,,,
"57-48-46-10",140,140,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"17-87-43-63",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"11-23-87-11",,,,"",,"",,,,,,,,,,,,
"33-90-70-88",,,,"",,"",,,,,,,,,,,,
"42-88-20-46",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"56-60-42-49",,,,"",,"",,,,,,,,,,,,
"06-49-16-95",165,165,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"14-59-43-81",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"43-19-04-75",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"25-55-58-39",,,,"",,"",,,,,,,,,,,,
"56-55-71-21",,,,"",,"",,,,,,,,,,,,
"26-16-97-29",,,,"",,"",,,,,,,,,,,,
"94-40-34-45",,,,"",,"",,,,,,,,,,,,
"57-09-13-31",7,130,"Others ➡️ Specify","She doesn't cell it's just for eating in their household","No","","No",,,,,,,,,,,
"06-81-92-15",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"71-51-46-91",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"99-70-86-40",,,,"",,"",,,,,,,,,,,,
"54-72-28-02",20,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"93-06-95-85",.5,.5,"Market in this village","","No","","No",,,,,,,,,,,
"44-70-83-36",,,,"",,"",,,,,,,,,,,,
"76-32-33-95",0,40,"Market in this village","","No","","No",,,,,,,,,,,
"01-38-25-96",,,,"",,"",,,,,,,,,,,,
"89-39-79-72",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"00-49-63-51",,,,"",,"",,,,,,,,,,,,
"76-58-89-37",,,,"",,"",,,,,,,,,,,,
"20-56-52-98",,,,"",,"",,,,,,,,,,,,
"64-47-42-17",113,113,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"13-81-47-95",117,117,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"29-99-72-08",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"24-83-83-50",,,,"",,"",,,,,,,,,,,,
"47-22-90-00",15,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"98-86-29-38",,,,"",,"",,,,,,,,,,,,
"38-47-12-60",0,0,"Market in this village","","No","","No",,,,,,,,,,,
"28-88-27-77",0,0,"Market in this village","","No","","No",,,,,,,,,,,
"29-11-74-01",,,,"",,"",,,,,,,,,,,,
"23-17-08-61",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"09-04-42-43",30,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"60-44-87-63",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"37-91-11-53",70,70,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"24-83-18-16",7,45,"Others ➡️ Specify","Market in the next village","No","","No",,,,,,,,,,,
"43-94-30-73",,,,"",,"",,,,,,,,,,,,
"98-89-20-76",,,,"",,"",,,,,,,,,,,,
"18-82-94-56",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"15-08-96-97",20,20,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"59-27-01-58",,,,"",,"",,,,,,,,,,,,
"06-40-81-20",,,,"",,"",,,,,,,,,,,,
"63-00-59-35",,,,"",,"",,,,,,,,,,,,
"20-12-20-33",,,,"",,"",,,,,,,,,,,,
"13-16-46-47",,,,"",,"",,,,,,,,,,,,
"12-47-95-08",140,140,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"49-36-47-00",110,110,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"69-98-34-60",,,,"",,"",,,,,,,,,,,,
"11-55-67-72",60,60,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"86-18-52-98",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"59-98-46-38",10,10,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"87-83-58-77",,,,"",,"",,,,,,,,,,,,
"15-59-01-11",,,,"",,"",,,,,,,,,,,,
"74-82-76-84",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"08-93-57-76",,,,"",,"",,,,,,,,,,,,
"70-90-57-92",,,,"",,"",,,,,,,,,,,,
"50-31-04-37",.1,20,"Market in this village","","No","","No",,,,,,,,,,,
"67-02-08-74",130,130,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"53-15-78-38",110,110,"Urban market (town) in this region","","Yes","MAIZE","No",,,,,,,,,,,
"32-33-43-26",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"46-04-74-49",1,21,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"35-13-76-39",130,130,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"16-06-75-38",120,120,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"27-27-07-57",20,20,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"02-68-96-18",,,,"",,"",,,,,,,,,,,,
"43-77-79-21",130,130,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"11-26-50-63",30,30,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"28-01-01-55",30,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"32-20-61-73",125,125,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"20-30-02-96",0,130,"Others ➡️ Specify","They don't sell","No","","No",,,,,,,,,,,
"91-05-38-43",2,30,"Market in this village","","No","","No",,,,,,,,,,,
"44-19-28-63",,,,"",,"",,,,,,,,,,,,
"72-93-96-93",,,,"",,"",,,,,,,,,,,,
"97-14-34-77",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"23-83-04-10",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"66-67-12-43",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"10-88-25-17",,,,"",,"",,,,,,,,,,,,
"15-20-57-47",,,,"",,"",,,,,,,,,,,,
"36-81-71-64",,,,"",,"",,,,,,,,,,,,
"34-71-72-72",40,40,"Market in this village","","No","","No",,,,,,,,,,,
"66-60-15-44",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"86-30-61-13",3,35,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"36-54-39-30",,,,"",,"",,,,,,,,,,,,
"74-23-76-31",35,35,"Market in this village","","No","","No",,,,,,,,,,,
"22-34-78-24",,,,"",,"",,,,,,,,,,,,
"78-05-45-34",30,30,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"05-02-80-96",130,130,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"83-39-85-57",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"02-11-27-45",,,,"",,"",,,,,,,,,,,,
"66-26-16-39",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"74-47-09-34",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"74-42-03-33",,,,"",,"",,,,,,,,,,,,
"24-64-36-53",46,46,"Direct individuals not in a market","","No","","Yes","No","No","No","Yes","No","No","Yes","No","No","No",
"39-16-84-49",120,120,"Urban market (town) in this region","","Yes","MAIZE","No",,,,,,,,,,,
"65-82-18-72",190,190,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"98-04-19-51",,,,"",,"",,,,,,,,,,,,
"33-66-03-17",,,,"",,"",,,,,,,,,,,,
"23-12-49-21",,,,"",,"",,,,,,,,,,,,
"95-95-21-82",50,50,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"84-16-65-13",140,140,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"35-36-66-35",4,4,"Market in this village","","No","","No",,,,,,,,,,,
"22-48-72-19",,,,"",,"",,,,,,,,,,,,
"16-02-48-49",10,117,"Market in this village","","No","","No",,,,,,,,,,,
"88-09-49-72",,,,"",,"",,,,,,,,,,,,
"46-87-53-18",1,1,"Market in this village","","No","","No",,,,,,,,,,,
"24-20-26-70",134,134,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"52-82-33-48",15,15,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"26-48-97-52",140,140,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"33-86-77-56",2,130,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"78-86-05-10",,,,"",,"",,,,,,,,,,,,
"15-96-39-00",,,,"",,"",,,,,,,,,,,,
"39-41-06-02",1,1,"Others ➡️ Specify","They don't sell anything.","No","","No",,,,,,,,,,,
"95-15-78-87",120,12,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"52-97-51-26",,,,"",,"",,,,,,,,,,,,
"02-78-29-37",,,,"",,"",,,,,,,,,,,,
"27-36-10-42",,,,"",,"",,,,,,,,,,,,
"45-97-40-37",,,,"",,"",,,,,,,,,,,,
"41-24-37-83",16,100,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"90-44-42-58",3,130,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"15-49-26-93",,,,"",,"",,,,,,,,,,,,
"29-96-24-29",,,,"",,"",,,,,,,,,,,,
"88-98-18-23",2,60,"Market in this village","","No","","No",,,,,,,,,,,
"03-33-61-52",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"95-42-30-88",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"41-58-71-65",,,,"",,"",,,,,,,,,,,,
"47-41-93-44",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"44-97-44-34",120,120,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"39-60-71-79",2,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"02-67-41-60",,,,"",,"",,,,,,,,,,,,
"83-56-74-03",2,2,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"04-28-47-30",,,,"",,"",,,,,,,,,,,,
"01-68-97-25",110,110,"Urban market (town) in this region","","Yes","MAIZE","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"66-08-16-26",120,120,"Large city market in this or other region","","No","","No",,,,,,,,,,,
"93-32-02-54",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"83-94-17-95",,,,"",,"",,,,,,,,,,,,
"60-60-16-78",,,,"",,"",,,,,,,,,,,,
"26-78-47-00",,,,"",,"",,,,,,,,,,,,
"79-98-45-89",,,,"",,"",,,,,,,,,,,,
"90-54-49-60",46,46,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"31-84-01-85",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"40-47-23-70",65,65,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"97-69-93-58",110,110,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"58-00-80-50",,,,"",,"",,,,,,,,,,,,
"16-58-48-79",0,40,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"05-01-86-08",3,130,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"89-75-04-06",,,,"",,"",,,,,,,,,,,,
"52-25-69-44",134,134,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"71-97-04-61",,,,"",,"",,,,,,,,,,,,
"46-80-42-17",,,,"",,"",,,,,,,,,,,,
"58-78-23-20",,,,"",,"",,,,,,,,,,,,
"35-69-94-08",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"10-25-31-32",,,,"",,"",,,,,,,,,,,,
"38-79-29-34",,,,"",,"",,,,,,,,,,,,
"89-83-56-79",,,,"",,"",,,,,,,,,,,,
"50-21-50-41",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"44-19-49-55",,,,"",,"",,,,,,,,,,,,
"55-68-88-94",55,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"59-93-51-03",,,,"",,"",,,,,,,,,,,,
"07-70-44-38",140,140,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"59-31-16-60",35,35,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"84-43-04-55",1,1,"Rural market in the neighbouring village","","No","","Yes","Yes","No","No","No","No","No","Yes","No","No","No",
"90-23-91-34",10,10,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"00-25-69-00",40,40,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"43-06-63-67",,,,"",,"",,,,,,,,,,,,
"28-10-90-34",,,,"",,"",,,,,,,,,,,,
"13-06-00-33",.8,.8,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"93-88-34-77",,,,"",,"",,,,,,,,,,,,
"77-13-46-95",55,55,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"54-15-29-03",,,,"",,"",,,,,,,,,,,,
"58-43-21-07",52,52,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"54-82-42-61",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"31-76-77-10",,,,"",,"",,,,,,,,,,,,
"75-33-12-39",,,,"",,"",,,,,,,,,,,,
"47-33-25-93",1,45,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"35-34-76-48",60,60,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"26-98-60-20",,,,"",,"",,,,,,,,,,,,
"20-88-32-55",,,,"",,"",,,,,,,,,,,,
"73-42-30-97",5,5,"Market in this village","","No","","No",,,,,,,,,,,
"38-84-78-59",30,30,"Urban market (town) in this region","","Yes","MAIZE","No",,,,,,,,,,,
"70-09-32-42",,,,"",,"",,,,,,,,,,,,
"76-04-07-19",,,,"",,"",,,,,,,,,,,,
"70-32-51-26",,,,"",,"",,,,,,,,,,,,
"56-61-77-64",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"50-82-91-34",60,60,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"83-60-63-11",48,48,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"80-51-82-08",40,40,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"49-80-85-60",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"81-64-86-08",5,42,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"33-82-62-40",15,15,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"56-48-48-33",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"19-43-49-26",25,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"52-63-91-75",12,12,"Large city market in this or other region","","No","","No",,,,,,,,,,,
"60-93-32-66",,,,"",,"",,,,,,,,,,,,
"37-44-93-64",5,5,"Direct individuals not in a market","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"83-19-87-02",,,,"",,"",,,,,,,,,,,,
"83-26-13-29",,,,"",,"",,,,,,,,,,,,
"02-40-91-04",20,20,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"31-74-57-88",,,,"",,"",,,,,,,,,,,,
"09-16-66-27",,,,"",,"",,,,,,,,,,,,
"02-99-67-45",,,,"",,"",,,,,,,,,,,,
"18-26-92-76",.1,40,"Market in this village","","No","","No",,,,,,,,,,,
"54-98-92-77",,,,"",,"",,,,,,,,,,,,
"94-90-21-30",30,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"34-25-16-71",,,,"",,"",,,,,,,,,,,,
"26-18-25-14",,,,"",,"",,,,,,,,,,,,
"62-93-86-46",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"85-20-92-08",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"65-60-16-01",,,,"",,"",,,,,,,,,,,,
"83-41-72-29",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"21-46-08-35",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"37-32-34-84",35,35,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"13-52-22-69",1,45,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"39-17-92-41",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"33-45-72-89",,,,"",,"",,,,,,,,,,,,
"31-31-05-64",,,,"",,"",,,,,,,,,,,,
"86-99-45-42",1,1,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"56-98-53-98",20,20,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"56-36-96-19",,,,"",,"",,,,,,,,,,,,
"50-58-13-59",,,,"",,"",,,,,,,,,,,,
"96-16-19-85",50,50,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"64-96-31-31",12,12,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"12-39-25-67",,,,"",,"",,,,,,,,,,,,
"94-38-82-64",,,,"",,"",,,,,,,,,,,,
"32-40-73-26",30,30,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"27-85-21-15",,,,"",,"",,,,,,,,,,,,
"31-68-89-01",,,,"",,"",,,,,,,,,,,,
"72-31-90-61",,,,"",,"",,,,,,,,,,,,
"80-54-37-07",,,,"",,"",,,,,,,,,,,,
"36-19-32-95",5,5,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"75-71-40-40",30,30,"Urban market (town) in this region","","No","","Yes","Yes","No","No","No","No","Yes","No","No","No","No",
"37-54-02-07",,,,"",,"",,,,,,,,,,,,
"60-74-79-59",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"96-89-11-69",54,54,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"44-81-28-86",80,80,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"33-26-68-81",15,2,"Others ➡️ Specify","Do not sell land is too small to produce for a large scale market","No","","No",,,,,,,,,,,
"12-27-31-91",100,100,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"44-39-19-46",,,,"",,"",,,,,,,,,,,,
"19-73-20-43",31,31,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"86-42-35-25",15,15,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"21-53-70-02",0,0,"Market in this village","","No","","No",,,,,,,,,,,
"36-25-22-73",20,.8,"Others ➡️ Specify","Doesn't sell as yield is insufficient for sale","No","","No",,,,,,,,,,,
"61-61-32-11",80,80,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"57-36-34-63",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"53-72-73-00",,,,"",,"",,,,,,,,,,,,
"33-70-72-42",,,,"",,"",,,,,,,,,,,,
"52-18-64-85",45,45,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"42-07-25-32",25,25,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"39-53-01-83",25,25,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"33-51-31-80",80,80,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"94-39-43-68",0,10,"Market in this village","","No","","No",,,,,,,,,,,
"03-54-18-25",65,65,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"27-58-94-59",,,,"",,"",,,,,,,,,,,,
"33-86-19-67",65,65,"Others ➡️ Specify","He doesn't sell","No","","No",,,,,,,,,,,
"09-53-75-86",,,,"",,"",,,,,,,,,,,,
"85-34-92-87",,,,"",,"",,,,,,,,,,,,
"75-94-09-47",,,,"",,"",,,,,,,,,,,,
"84-71-43-61",,,,"",,"",,,,,,,,,,,,
"07-42-93-10",,,,"",,"",,,,,,,,,,,,
"06-11-12-17",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"15-55-21-38",90,90,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"61-89-87-62",90,90,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"05-53-30-00",,,,"",,"",,,,,,,,,,,,
"00-18-71-95",90,90,"Others ➡️ Specify","They do not sell","No","","No",,,,,,,,,,,
"93-03-74-23",0,0,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"98-02-00-97",,,,"",,"",,,,,,,,,,,,
"39-55-54-03",80,80,"Market in this village","","No","","No",,,,,,,,,,,
"55-64-77-57",,,,"",,"",,,,,,,,,,,,
"12-97-85-94",,,,"",,"",,,,,,,,,,,,
"85-58-05-93",,,,"",,"",,,,,,,,,,,,
"36-06-01-35",10,20,"Rural market in the neighbouring village","","No","","No",,,,,,,,,,,
"11-36-65-74",,,,"",,"",,,,,,,,,,,,
"87-74-62-05",160,160,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"74-09-83-15",60,65,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"99-86-29-88",60,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"10-97-13-34",,,,"",,"",,,,,,,,,,,,
"53-72-96-12",10,60,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"22-21-62-20",,,,"",,"",,,,,,,,,,,,
"64-31-79-16",,,,"",,"",,,,,,,,,,,,
"01-18-26-42",90,90,"Market in this village","","No","","Yes","Yes","No","No","No","Yes","No","No","No","No","No",
"82-55-52-94",,,,"",,"",,,,,,,,,,,,
"19-07-40-38",33,33,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"65-17-55-88",40,40,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"71-44-93-64",70,70,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"34-19-14-62",,,,"",,"",,,,,,,,,,,,
"22-51-06-37",15,0,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
"27-70-53-20",,,,"",,"",,,,,,,,,,,,
"98-81-19-82",,,,"",,"",,,,,,,,,,,,
"39-67-03-82",40,40,"Urban market (town) in this region","","No","","No",,,,,,,,,,,
"46-14-07-81",70,70,"Direct individuals not in a market","","No","","No",,,,,,,,,,,
