interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"67-51-54-29","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","strongly trust","trust","distrust","distrust","strongly distrust","Worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Slightly worried"
"94-25-30-28","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","indifferent","trust","indifferent","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Slightly worried","Worried","Worried","Worried"
"99-05-99-45","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"55-49-77-29","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","distrust","trust","Extremely worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Very worried","Worried","Extremely worried"
"59-94-70-54","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","strongly distrust","strongly distrust","trust","trust","strongly trust","Not at all worried","Not at all worried","Worried","Worried","Worried","Not at all worried","Extremely worried","Slightly worried","Not at all worried","Not at all worried"
"18-48-78-90","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Slightly worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"91-78-23-71","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","indifferent","strongly trust","indifferent","trust","trust","Worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Extremely worried","Worried","Slightly worried","Slightly worried"
"79-02-43-99","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly distrust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Worried","Extremely worried","Very worried","Worried","Worried","Very worried","Worried"
"05-99-22-70","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","indifferent","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"19-70-78-40","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried","Worried"
"24-76-11-61","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried"
"01-56-68-49","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Extremely worried","Extremely worried"
"48-81-58-75","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Worried","Slightly worried","Slightly worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"88-17-46-63","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","indifferent","trust","indifferent","indifferent","distrust","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"64-24-89-62","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","distrust","Very worried","Extremely worried","Very worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Worried"
"79-97-16-20","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","distrust","strongly trust","trust","trust","distrust","Very worried","Very worried","Very worried","Worried","Worried","Worried","Very worried","Worried","Worried","Slightly worried"
"22-78-59-76","Agree","Agree","Agree","Strongly agree","Agree","Strongly agree","Disagree","Agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","indifferent","distrust","indifferent","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Slightly worried","Slightly worried","Worried","Worried","Worried","Worried"
"68-66-94-81","Agree","Agree","Agree","Disagree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","strongly distrust","trust","distrust","indifferent","trust","Extremely worried","Very worried","Very worried","Extremely worried","Very worried","Very worried","Very worried","Not at all worried","Worried","Worried"
"55-05-77-24","Agree","Strongly agree","Disagree","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Worried","Very worried","Worried"
"96-11-62-92","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","distrust","indifferent","indifferent","Extremely worried","Very worried","Extremely worried","Very worried","Worried","Very worried","Very worried","Slightly worried","Very worried","Very worried"
"78-34-55-08","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried"
"62-52-92-33","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","distrust","indifferent","trust","strongly distrust","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Extremely worried","Worried","Extremely worried","Extremely worried"
"11-84-22-34","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","distrust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Not at all worried","Very worried","Not at all worried","Very worried","Very worried"
"75-25-19-33","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"25-28-42-89","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Agree","indifferent","trust","trust","strongly trust","distrust","Slightly worried","Extremely worried","Extremely worried","Worried","Worried","Extremely worried","Not at all worried","Not at all worried","Worried","Slightly worried"
"17-22-63-49","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","strongly trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"75-11-04-39","Strongly disagree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","indifferent","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"42-13-72-77","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","trust","trust","trust","Worried","Very worried","Extremely worried","Very worried","Very worried","Extremely worried","Very worried","Slightly worried","Worried","Slightly worried"
"22-71-31-86","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly disagree","trust","trust","trust","strongly distrust","strongly distrust","Not at all worried","Very worried","Extremely worried","Worried","Worried","Not at all worried","Extremely worried","Slightly worried","Slightly worried","Not at all worried"
"72-79-67-76","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Extremely worried","Extremely worried","Worried","Worried","Worried"
"55-61-00-58","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"83-84-11-33","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly agree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Very worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"57-06-39-78","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"28-44-47-60","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","indifferent","trust","indifferent","indifferent","indifferent","Very worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Slightly worried","Worried","Worried","Worried"
"99-83-86-30","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Disagree","strongly trust","strongly trust","strongly trust","indifferent","indifferent","Extremely worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"95-87-87-82","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","strongly trust","indifferent","Worried","Not at all worried","Worried","Worried","Slightly worried","Worried","Very worried","Worried","Very worried","Worried"
"51-10-14-61","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Slightly worried"
"38-80-77-22","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"32-85-49-35","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Extremely worried","Very worried","Very worried","Worried","Slightly worried","Very worried","Very worried"
"67-57-93-16","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","strongly trust","distrust","trust","Worried","Extremely worried","Extremely worried","Worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"66-09-29-33","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Strongly disagree","Strongly disagree","strongly distrust","strongly distrust","trust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Worried","Worried","Very worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"88-76-61-78","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried","Worried","Worried"
"45-30-93-43","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Strongly disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","strongly distrust","strongly distrust","strongly distrust","strongly distrust","strongly distrust","Extremely worried","Extremely worried","Not at all worried","Worried","Worried","Worried","Extremely worried","Slightly worried","Not at all worried","Not at all worried"
"39-72-47-05","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","trust","trust","strongly trust","Very worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Extremely worried","Worried","Extremely worried","Extremely worried"
"91-78-19-91","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","strongly distrust","strongly distrust","strongly distrust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"80-88-34-81","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Very worried"
"00-93-28-41","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried"
"15-34-12-49","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","distrust","distrust","strongly distrust","strongly distrust","Worried","Not at all worried","Worried","Worried","Worried","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"57-48-46-10","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Very worried"
"17-87-43-63","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Strongly disagree","trust","indifferent","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Not at all worried","Extremely worried","Not at all worried"
"11-23-87-11","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried"
"33-90-70-88","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","distrust","indifferent","trust","Worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Slightly worried","Worried","Slightly worried"
"42-88-20-46","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","distrust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried"
"56-60-42-49","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Agree","Strongly agree","strongly trust","trust","strongly trust","distrust","distrust","Very worried","Not at all worried","Worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"06-49-16-95","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried","Very worried","Very worried","Very worried"
"14-59-43-81","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","distrust","distrust","Very worried","Very worried","Very worried","Extremely worried","Extremely worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried"
"43-19-04-75","Disagree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly distrust","strongly distrust","indifferent","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"25-55-58-39","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","strongly trust","strongly trust","strongly distrust","trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"56-55-71-21","Agree","Agree","Agree","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Disagree","trust","trust","trust","trust","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Worried","Extremely worried","Extremely worried"
"26-16-97-29","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly agree","Agree","Agree","Disagree","Disagree","Strongly disagree","distrust","strongly distrust","strongly distrust","trust","strongly distrust","Not at all worried","Not at all worried","Not at all worried","Worried","Worried","Worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"94-40-34-45","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Disagree","Strongly disagree","Strongly agree","Agree","Agree","Disagree","Strongly disagree","Strongly disagree","strongly distrust","strongly distrust","strongly distrust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Not at all worried","Worried","Worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"57-09-13-31","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","strongly trust","indifferent","trust","indifferent","Slightly worried","Very worried","Extremely worried","Very worried","Extremely worried","Worried","Extremely worried","Worried","Extremely worried","Worried"
"06-81-92-15","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","strongly distrust","trust","strongly distrust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Worried","Worried","Worried","Slightly worried","Extremely worried","Worried","Slightly worried","Slightly worried"
"71-51-46-91","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried"
"99-70-86-40","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Worried","Worried"
"54-72-28-02","Agree","Strongly agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","trust","strongly trust","indifferent","indifferent","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Extremely worried","Very worried","Very worried","Very worried"
"93-06-95-85","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Very worried","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"44-70-83-36","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried"
