interview__key,as_loc01_in,as_loc02_in,as_loc03_in,as_loc04_in,as_loc05_in,as_loc06_in,as_loc07_in,as_loc08_in,as_loc09_in,as_loc10_in,as_loc11_in,as_loc12_in,as_loc13_in,as_loc14_in,as_loc15_in,as_loc16_in,trst01,trst02,trst03,trst04,trst05,exp_ev1_01,exp_ev1_03,exp_ev1_05,exp_ev1_06,exp_ev1_07,exp_ev1_11,exp_ev1_12,exp_ev1_13,exp_ev1_14,exp_ev1_15
"77-20-39-35","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","distrust","distrust","distrust","distrust","distrust","Not at all worried","Worried","Worried","Very worried","Worried","Worried","Worried","Not at all worried","Very worried","Worried"
"71-78-53-70","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","distrust","indifferent","distrust","distrust","strongly distrust","Worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried","Slightly worried","Worried","Not at all worried"
"46-91-82-56","Strongly agree","Strongly agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Agree","trust","strongly trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Worried"
"20-85-85-47","Strongly disagree","Strongly disagree","Strongly disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly disagree","Strongly disagree","Agree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Indifferent (neither nor)","Strongly disagree","distrust","strongly trust","distrust","trust","strongly distrust","Extremely worried","Not at all worried","Very worried","Extremely worried","Very worried","Slightly worried","Worried","Very worried","Worried","Worried"
"34-53-75-33","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Disagree","Strongly disagree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","trust","trust","trust","trust","distrust","Worried","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried"
"56-13-50-35","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","trust","trust","strongly trust","trust","Extremely worried","Very worried","Extremely worried","Very worried","Very worried","Not at all worried","Very worried","Worried","Very worried","Not at all worried"
"58-38-99-88","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Strongly agree","Disagree","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","trust","indifferent","trust","indifferent","trust","Very worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried"
"81-26-40-75","Strongly agree","Strongly agree","Agree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","trust","trust","indifferent","trust","indifferent","Worried","Very worried","Worried","Extremely worried","Worried","Worried","Worried","Slightly worried","Worried","Very worried"
"39-76-70-00","Agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Worried","Worried","Very worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried"
"84-11-99-46","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Disagree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Worried","Worried"
"07-72-86-35","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","strongly trust","trust","trust","distrust","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried","Extremely worried","Worried","Very worried","Slightly worried"
"76-67-31-58","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Agree","Agree","Agree","Disagree","Disagree","trust","trust","trust","trust","distrust","Extremely worried","Extremely worried","Very worried","Very worried","Worried","Very worried","Very worried","Slightly worried","Worried","Slightly worried"
"37-57-47-28","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","strongly trust","trust","trust","distrust","Very worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Slightly worried","Worried","Slightly worried"
"01-40-66-32","Disagree","Agree","Strongly agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","distrust","Worried","Worried","Worried","Not at all worried","Very worried","Worried","Worried","Not at all worried","Very worried","Worried"
"13-26-58-11","Strongly agree","Strongly agree","Agree","Agree","Disagree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Not at all worried","Extremely worried","Extremely worried","Very worried","Worried","Not at all worried","Very worried","Worried","Worried","Not at all worried"
"53-48-83-71","Strongly agree","Strongly agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","trust","trust","indifferent","indifferent","indifferent","Worried","Worried","Worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried","Slightly worried","Not at all worried","Slightly worried"
"27-13-62-90","Strongly agree","Agree","Indifferent (neither nor)","Agree","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","indifferent","indifferent","distrust","indifferent","distrust","Extremely worried","Very worried","Extremely worried","Very worried","Extremely worried","Very worried","Slightly worried","Slightly worried","Slightly worried","Worried"
"85-22-01-46","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Agree","Agree","Strongly disagree","distrust","strongly trust","trust","trust","distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried","Very worried","Slightly worried"
"69-98-12-23","Strongly agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","strongly trust","indifferent","distrust","distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried","Worried","Slightly worried"
"13-16-89-71","Agree","Strongly agree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried"
"56-66-41-20","Agree","Strongly agree","Agree","Strongly agree","Agree","Strongly agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","trust","trust","distrust","indifferent","indifferent","Worried","Worried","Worried","Slightly worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried"
"81-47-86-65","Strongly agree","Strongly agree","Agree","Strongly disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Extremely worried","Very worried","Very worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"93-67-97-18","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Disagree","Agree","Agree","Strongly agree","Strongly agree","Agree","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","strongly trust","indifferent","trust","trust","strongly trust","Very worried","Extremely worried","Extremely worried","Worried","Worried","Slightly worried","Slightly worried","Not at all worried","Very worried","Not at all worried"
"38-26-42-37","Strongly agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Strongly agree","Agree","Agree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","trust","Worried","Very worried","Very worried","Worried","Worried","Slightly worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"05-99-34-61","Strongly agree","Strongly agree","Strongly agree","Agree","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Strongly disagree","trust","trust","trust","trust","indifferent","Worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Slightly worried","Extremely worried","Slightly worried","Very worried","Not at all worried"
"82-77-34-88","Strongly agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","trust","trust","Worried","Very worried","Extremely worried","Very worried","Worried","Worried","Extremely worried","Slightly worried","Worried","Slightly worried"
"58-42-23-81","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Disagree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","distrust","indifferent","indifferent","trust","Worried","Slightly worried","Extremely worried","Slightly worried","Worried","Worried","Worried","Slightly worried","Slightly worried","Slightly worried"
"41-08-83-81","Strongly agree","Strongly agree","Strongly agree","Disagree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","strongly trust","indifferent","trust","trust","distrust","Slightly worried","Worried","Worried","Not at all worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"37-72-45-16","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried","Not at all worried"
"86-82-46-77","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","indifferent","trust","distrust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Not at all worried"
"35-59-75-62","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","trust","trust","distrust","Very worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"31-89-28-30","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried"
"61-82-08-02","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Disagree","Strongly disagree","Strongly disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Worried","Not at all worried","Worried"
"67-96-75-77","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Disagree","distrust","distrust","distrust","distrust","distrust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Slightly worried"
"19-03-14-53","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Disagree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","distrust","indifferent","trust","trust","trust","Not at all worried","Worried","Slightly worried","Worried","Worried","Slightly worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"12-01-31-29","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","distrust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Very worried"
"16-72-17-16","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","indifferent","trust","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Worried","Not at all worried"
"38-21-18-12","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Disagree","Disagree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","trust","trust","distrust","distrust","indifferent","Extremely worried","Extremely worried","Very worried","Very worried","Very worried","Not at all worried","Worried","Slightly worried","Worried","Worried"
"75-80-02-90","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Agree","strongly trust","trust","strongly trust","indifferent","trust","Extremely worried","Very worried","Worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried"
"43-41-21-85","Strongly agree","Strongly agree","Agree","Disagree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Disagree","Disagree","trust","strongly trust","indifferent","trust","indifferent","Not at all worried","Extremely worried","Very worried","Very worried","Worried","Not at all worried","Very worried","Worried","Worried","Worried"
"66-22-88-29","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Disagree","Disagree","trust","trust","trust","trust","trust","Not at all worried","Very worried","Very worried","Slightly worried","Worried","Slightly worried","Extremely worried","Slightly worried","Slightly worried","Slightly worried"
"42-66-53-78","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Disagree","Disagree","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried"
"19-23-31-06","Strongly agree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Strongly disagree","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","trust","trust","trust","trust","distrust","Very worried","Very worried","Worried","Worried","Worried","Slightly worried","Worried","Worried","Worried","Worried"
"62-33-60-14","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","trust","strongly trust","indifferent","trust","distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Worried","Worried","Worried"
"89-36-04-43","Strongly agree","Strongly agree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Strongly agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","trust","trust","indifferent","indifferent","indifferent","Extremely worried","Very worried","Worried","Very worried","Extremely worried","Not at all worried","Worried","Not at all worried","Worried","Worried"
"87-86-68-37","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Indifferent (neither nor)","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly disagree","Agree","Strongly disagree","trust","distrust","strongly trust","strongly trust","strongly distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Extremely worried"
"12-94-76-31","Strongly agree","Strongly agree","Agree","Strongly disagree","Disagree","Disagree","Disagree","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","strongly trust","distrust","indifferent","indifferent","strongly distrust","Worried","Not at all worried","Extremely worried","Not at all worried","Worried","Extremely worried","Slightly worried","Not at all worried","Extremely worried","Not at all worried"
"25-74-03-84","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","trust","distrust","strongly distrust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Worried","Worried","Worried","Worried","Worried","Not at all worried","Not at all worried","Not at all worried"
"98-23-98-25","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Not at all worried"
"01-01-07-49","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","trust","trust","trust","strongly trust","trust","Worried","Very worried","Worried","Very worried","Worried","Worried","Worried","Worried","Worried","Worried"
"05-21-83-90","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","indifferent","trust","indifferent","distrust","indifferent","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried","Worried"
"77-16-48-10","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Agree","Agree","Agree","Agree","indifferent","indifferent","trust","trust","trust","Worried","Worried","Worried","Worried","Worried","Slightly worried","Very worried","Worried","Very worried","Very worried"
"75-23-18-05","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried","Worried"
"83-84-60-99","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly disagree","strongly distrust","strongly distrust","trust","strongly distrust","strongly distrust","Not at all worried","Not at all worried","Not at all worried","Worried","Worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"56-18-51-85","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Indifferent (neither nor)","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Worried","Worried"
"26-38-66-11","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Strongly agree","Agree","Disagree","Disagree","Disagree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Strongly disagree","trust","strongly distrust","trust","distrust","distrust","Not at all worried","Not at all worried","Not at all worried","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried"
"46-68-27-34","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","indifferent","indifferent","Extremely worried","Extremely worried","Very worried","Worried","Worried","Worried","Very worried","Very worried","Very worried","Worried"
"78-16-14-09","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Disagree","Disagree","Disagree","trust","trust","trust","trust","trust","Worried","Extremely worried","Extremely worried","Worried","Very worried","Worried","Worried","Very worried","Worried","Slightly worried"
"01-32-09-43","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","strongly trust","strongly trust","strongly trust","indifferent","indifferent","Extremely worried","Extremely worried","Worried","Very worried","Slightly worried","Not at all worried","Very worried","Very worried","Very worried","Slightly worried"
"11-29-18-58","Strongly agree","Strongly agree","Strongly agree","Agree","Indifferent (neither nor)","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Agree","Strongly agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","strongly trust","strongly trust","strongly trust","trust","trust","Extremely worried","Extremely worried","Worried","Slightly worried","Worried","Worried","Very worried","Worried","Slightly worried","Slightly worried"
"53-42-47-52","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Agree","Disagree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","strongly distrust","trust","strongly distrust","strongly distrust","strongly distrust","Extremely worried","Extremely worried","Not at all worried","Extremely worried","Very worried","Not at all worried","Slightly worried","Not at all worried","Not at all worried","Not at all worried"
"01-17-72-49","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly distrust","strongly trust","Not at all worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Worried","Worried","Worried"
"40-86-48-02","Agree","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Extremely worried","Very worried","Very worried","Worried","Very worried","Very worried","Very worried","Worried","Worried","Worried"
"67-11-34-32","Agree","Agree","Disagree","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Slightly worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried","Very worried"
"47-85-49-06","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","trust","trust","trust","trust","trust","Extremely worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Worried","Very worried","Worried"
"68-03-09-51","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Disagree","Strongly disagree","Strongly disagree","Strongly agree","Strongly agree","Agree","Disagree","Strongly disagree","Strongly disagree","trust","trust","trust","trust","trust","Not at all worried","Not at all worried","Extremely worried","Extremely worried","Very worried","Not at all worried","Extremely worried","Not at all worried","Not at all worried","Not at all worried"
"14-68-63-82","Agree","Agree","Agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","indifferent","trust","trust","trust","trust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Worried","Worried","Worried","Worried"
"80-91-19-12","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly agree","Agree","Agree","Agree","Agree","Indifferent (neither nor)","trust","trust","trust","trust","trust","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Very worried","Slightly worried","Very worried"
"25-98-38-14","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Agree","Agree","strongly trust","strongly trust","strongly trust","strongly trust","strongly trust","Slightly worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Extremely worried","Worried","Very worried","Slightly worried"
"50-33-61-65","Strongly agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Agree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","strongly trust","strongly trust","indifferent","indifferent","distrust","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Extremely worried","Very worried","Very worried","Worried"
"88-90-25-85","Agree","Agree","Strongly agree","Strongly agree","Indifferent (neither nor)","Indifferent (neither nor)","Disagree","Agree","Indifferent (neither nor)","Indifferent (neither nor)","Strongly agree","Strongly agree","Agree","Agree","Indifferent (neither nor)","Disagree","trust","trust","trust","trust","trust","Worried","Extremely worried","Very worried","Worried","Slightly worried","Slightly worried","Worried","Slightly worried","Very worried","Slightly worried"
