interview__key,liv_pdtsal,which_liv_pdts__1,which_liv_pdts__2,which_liv_pdts__3,which_liv_pdts__4,which_liv_pdts__5,which_liv_pdts__6,which_liv_pdts__7,which_liv_pdts__96,which_liv_pdts_oth,liv_buyer,liv_buyer_oth,liv_buyer_where,livmkt_dist,liv_pdt_inc,liv_contract
"08-93-57-76",,,,,,,,,,,,"",,,,
"70-90-57-92",,,,,,,,,,,,"",,,,
"50-31-04-37",,,,,,,,,,,,"",,,,
"67-02-08-74",,,,,,,,,,,,"",,,,
"53-15-78-38","No",,,,,,,,,,,"",,5,,"No"
"32-33-43-26","No",,,,,,,,,,,"",,40,,"No"
"46-04-74-49",,,,,,,,,,,,"",,,,
"35-13-76-39","No",,,,,,,,,,,"",,.5,,"No"
"16-06-75-38","No",,,,,,,,,,,"",,5,,"No"
"27-27-07-57",,,,,,,,,,,,"",,,,
"02-68-96-18","No",,,,,,,,,,,"",,30,,"No"
"43-77-79-21",,,,,,,,,,,,"",,,,
"11-26-50-63","No",,,,,,,,,,,"",,.5,,"No"
"28-01-01-55",,,,,,,,,,,,"",,,,
"32-20-61-73",,,,,,,,,,,,"",,,,
"20-30-02-96",,,,,,,,,,,,"",,,,
"91-05-38-43","Yes","Yes","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",2,35520,"No"
"44-19-28-63",,,,,,,,,,,,"",,,,
"72-93-96-93",,,,,,,,,,,,"",,,,
"97-14-34-77",,,,,,,,,,,,"",,,,
"23-83-04-10","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Rural market in neighbouring other village",16,5000,"No"
"66-67-12-43","No",,,,,,,,,,,"",,40,,"No"
"10-88-25-17",,,,,,,,,,,,"",,,,
"15-20-57-47","No",,,,,,,,,,,"",,1,,"No"
"36-81-71-64",,,,,,,,,,,,"",,,,
"34-71-72-72","No",,,,,,,,,,,"",,40,,"No"
"66-60-15-44","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",2,250,"No"
"86-30-61-13","No",,,,,,,,,,,"",,2,,"No"
"36-54-39-30",,,,,,,,,,,,"",,,,
"74-23-76-31",,,,,,,,,,,,"",,,,
"22-34-78-24",,,,,,,,,,,,"",,,,
"78-05-45-34",,,,,,,,,,,,"",,,,
"05-02-80-96","No",,,,,,,,,,,"",,.1,,"No"
"83-39-85-57",,,,,,,,,,,,"",,,,
"02-11-27-45",,,,,,,,,,,,"",,,,
"66-26-16-39","No",,,,,,,,,,,"",,70,,"No"
"74-47-09-34",,,,,,,,,,,,"",,,,
"74-42-03-33",,,,,,,,,,,,"",,,,
"24-64-36-53","No",,,,,,,,,,,"",,46,,"No"
"39-16-84-49","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",5,600,"No"
"65-82-18-72","No",,,,,,,,,,,"",,.5,,"No"
"98-04-19-51","No",,,,,,,,,,,"",,2,,"No"
"33-66-03-17",,,,,,,,,,,,"",,,,
"23-12-49-21",,,,,,,,,,,,"",,,,
"95-95-21-82",,,,,,,,,,,,"",,,,
"84-16-65-13","Yes","Yes","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",62,8000,"No"
"35-36-66-35","No",,,,,,,,,,,"",,3,,"No"
"22-48-72-19","No",,,,,,,,,,,"",,2,,"No"
"16-02-48-49",,,,,,,,,,,,"",,,,
"88-09-49-72",,,,,,,,,,,,"",,,,
"46-87-53-18","Yes","No","No","No","No","No","No","Yes","No",,"Direct buyers, open-air market","","Market in this village",1,500,"No"
"24-20-26-70",,,,,,,,,,,,"",,,,
"52-82-33-48","No",,,,,,,,,,,"",,.1,,"No"
"26-48-97-52","No",,,,,,,,,,,"",,1,,"No"
"33-86-77-56",,,,,,,,,,,,"",,,,
"78-86-05-10",,,,,,,,,,,,"",,,,
"15-96-39-00",,,,,,,,,,,,"",,,,
"39-41-06-02",,,,,,,,,,,,"",,,,
"95-15-78-87","No",,,,,,,,,,,"",,120,,"No"
"52-97-51-26","No",,,,,,,,,,,"",,20,,"No"
"02-78-29-37",,,,,,,,,,,,"",,,,
"27-36-10-42","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",.1,80,"No"
"45-97-40-37",,,,,,,,,,,,"",,,,
"41-24-37-83","No",,,,,,,,,,,"",,16,,"No"
"90-44-42-58",,,,,,,,,,,,"",,,,
"15-49-26-93",,,,,,,,,,,,"",,,,
"29-96-24-29","Yes","No","No","No","No","No","No","No","Yes",,"Other➡️ Please specify","Sold them to a local community member","Rural market in neighbouring other village",1,10000,"No"
"88-98-18-23","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",2,800,"No"
"03-33-61-52",,,,,,,,,,,,"",,,,
"95-42-30-88","No",,,,,,,,,,,"",,5,,"No"
"41-58-71-65","No",,,,,,,,,,,"",,7,,"No"
"47-41-93-44",,,,,,,,,,,,"",,,,
"44-97-44-34","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",.5,600,"No"
"39-60-71-79",,,,,,,,,,,,"",,,,
"02-67-41-60",,,,,,,,,,,,"",,,,
"83-56-74-03","Yes","No","No","No","No","No","No","No","Yes",,"Cooperatives, farmers associations, groups","","Large city market in this or other region",110,14400,"No"
"04-28-47-30",,,,,,,,,,,,"",,,,
"01-68-97-25","No",,,,,,,,,,,"",,5,,"No"
"66-08-16-26","No",,,,,,,,,,,"",,120,,"No"
"93-32-02-54",,,,,,,,,,,,"",,,,
"83-94-17-95","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",70,2500,"No"
"60-60-16-78","No",,,,,,,,,,,"",,15,,"No"
"26-78-47-00","No",,,,,,,,,,,"",,1,,"No"
"79-98-45-89",,,,,,,,,,,,"",,,,
"90-54-49-60",,,,,,,,,,,,"",,,,
"31-84-01-85",,,,,,,,,,,,"",,,,
"40-47-23-70",,,,,,,,,,,,"",,,,
"97-69-93-58",,,,,,,,,,,,"",,,,
"58-00-80-50",,,,,,,,,,,,"",,,,
"16-58-48-79","No",,,,,,,,,,,"",,.1,,"No"
"05-01-86-08",,,,,,,,,,,,"",,,,
"89-75-04-06",,,,,,,,,,,,"",,,,
"52-25-69-44","No",,,,,,,,,,,"",,134,,"No"
"71-97-04-61","No",,,,,,,,,,,"",,1,,"No"
"46-80-42-17","No",,,,,,,,,,,"",,1,,"No"
"58-78-23-20",,,,,,,,,,,,"",,,,
"35-69-94-08","No",,,,,,,,,,,"",,.5,,"No"
"10-25-31-32",,,,,,,,,,,,"",,,,
"38-79-29-34",,,,,,,,,,,,"",,,,
"89-83-56-79",,,,,,,,,,,,"",,,,
"50-21-50-41",,,,,,,,,,,,"",,,,
"44-19-49-55",,,,,,,,,,,,"",,,,
"55-68-88-94",,,,,,,,,,,,"",,,,
"59-93-51-03",,,,,,,,,,,,"",,,,
"07-70-44-38",,,,,,,,,,,,"",,,,
"59-31-16-60",,,,,,,,,,,,"",,,,
"84-43-04-55","No",,,,,,,,,,,"",,1,,"No"
"90-23-91-34","No",,,,,,,,,,,"",,10,,"No"
"00-25-69-00","No",,,,,,,,,,,"",,1,,"No"
"43-06-63-67",,,,,,,,,,,,"",,,,
"28-10-90-34",,,,,,,,,,,,"",,,,
"13-06-00-33","No",,,,,,,,,,,"",,20,,"No"
"93-88-34-77",,,,,,,,,,,,"",,,,
"77-13-46-95","No",,,,,,,,,,,"",,1,,"No"
"54-15-29-03","No",,,,,,,,,,,"",,1,,"No"
"58-43-21-07","No",,,,,,,,,,,"",,.5,,"No"
"54-82-42-61","No",,,,,,,,,,,"",,1,,"No"
"31-76-77-10","No",,,,,,,,,,,"",,2,,"No"
"75-33-12-39",,,,,,,,,,,,"",,,,
"47-33-25-93",,,,,,,,,,,,"",,,,
"35-34-76-48","No",,,,,,,,,,,"",,1,,"No"
"26-98-60-20","No",,,,,,,,,,,"",,5,,"No"
"20-88-32-55","No",,,,,,,,,,,"",,.5,,"No"
"73-42-30-97","No",,,,,,,,,,,"",,5,,"No"
"38-84-78-59","No",,,,,,,,,,,"",,2,,"No"
"70-09-32-42","No",,,,,,,,,,,"",,3,,"No"
"76-04-07-19","No",,,,,,,,,,,"",,2,,"No"
"70-32-51-26",,,,,,,,,,,,"",,,,
"56-61-77-64","No",,,,,,,,,,,"",,5,,"No"
"50-82-91-34","No",,,,,,,,,,,"",,7,,"No"
"83-60-63-11","No",,,,,,,,,,,"",,5,,"No"
"80-51-82-08",,,,,,,,,,,,"",,,,
"49-80-85-60",,,,,,,,,,,,"",,,,
"81-64-86-08",,,,,,,,,,,,"",,,,
"33-82-62-40","No",,,,,,,,,,,"",,15,,"No"
"56-48-48-33",,,,,,,,,,,,"",,,,
"19-43-49-26","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Rural market in neighbouring other village",2,1500,"No"
"52-63-91-75",,,,,,,,,,,,"",,,,
"60-93-32-66",,,,,,,,,,,,"",,,,
"37-44-93-64","No",,,,,,,,,,,"",,5,,"No"
"83-19-87-02",,,,,,,,,,,,"",,,,
"83-26-13-29","No",,,,,,,,,,,"",,5,,"No"
"02-40-91-04",,,,,,,,,,,,"",,,,
"31-74-57-88",,,,,,,,,,,,"",,,,
"09-16-66-27","No",,,,,,,,,,,"",,1,,"No"
"02-99-67-45","No",,,,,,,,,,,"",,2,,"No"
"18-26-92-76","Yes","Yes","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",.1,0,"No"
"54-98-92-77",,,,,,,,,,,,"",,,,
"94-90-21-30","No",,,,,,,,,,,"",,1,,"No"
"34-25-16-71",,,,,,,,,,,,"",,,,
"26-18-25-14",,,,,,,,,,,,"",,,,
"62-93-86-46","No",,,,,,,,,,,"",,10,,"No"
"85-20-92-08",,,,,,,,,,,,"",,,,
"65-60-16-01",,,,,,,,,,,,"",,,,
"83-41-72-29",,,,,,,,,,,,"",,,,
"21-46-08-35","No",,,,,,,,,,,"",,25,,"No"
"37-32-34-84",,,,,,,,,,,,"",,,,
"13-52-22-69","No",,,,,,,,,,,"",,1,,"No"
"39-17-92-41","No",,,,,,,,,,,"",,45,,"No"
"33-45-72-89","No",,,,,,,,,,,"",,2,,"No"
"31-31-05-64",,,,,,,,,,,,"",,,,
"86-99-45-42",,,,,,,,,,,,"",,,,
"56-98-53-98",,,,,,,,,,,,"",,,,
"56-36-96-19","No",,,,,,,,,,,"",,1,,"No"
"50-58-13-59","No",,,,,,,,,,,"",,25,,"No"
"96-16-19-85","No",,,,,,,,,,,"",,45,,"No"
"64-96-31-31","No",,,,,,,,,,,"",,2,,"No"
"12-39-25-67",,,,,,,,,,,,"",,,,
"94-38-82-64",,,,,,,,,,,,"",,,,
"32-40-73-26",,,,,,,,,,,,"",,,,
"27-85-21-15",,,,,,,,,,,,"",,,,
"31-68-89-01",,,,,,,,,,,,"",,,,
"72-31-90-61",,,,,,,,,,,,"",,,,
"80-54-37-07",,,,,,,,,,,,"",,,,
"36-19-32-95","No",,,,,,,,,,,"",,5,,"No"
"75-71-40-40",,,,,,,,,,,,"",,,,
"37-54-02-07",,,,,,,,,,,,"",,,,
"60-74-79-59","No",,,,,,,,,,,"",,.2,,"No"
"96-89-11-69","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",35,5000,"No"
"44-81-28-86",,,,,,,,,,,,"",,,,
"33-26-68-81",,,,,,,,,,,,"",,,,
"12-27-31-91","No",,,,,,,,,,,"",,100,,"No"
"44-39-19-46",,,,,,,,,,,,"",,,,
"19-73-20-43",,,,,,,,,,,,"",,,,
"86-42-35-25",,,,,,,,,,,,"",,,,
"21-53-70-02",,,,,,,,,,,,"",,,,
"36-25-22-73","No",,,,,,,,,,,"",,.8,,"No"
"61-61-32-11",,,,,,,,,,,,"",,,,
"57-36-34-63",,,,,,,,,,,,"",,,,
"53-72-73-00",,,,,,,,,,,,"",,,,
"33-70-72-42",,,,,,,,,,,,"",,,,
"52-18-64-85",,,,,,,,,,,,"",,,,
"42-07-25-32","No",,,,,,,,,,,"",,25,,"No"
"39-53-01-83","No",,,,,,,,,,,"",,.3,,"No"
"33-51-31-80",,,,,,,,,,,,"",,,,
"94-39-43-68","No",,,,,,,,,,,"",,10,,"No"
"03-54-18-25","No",,,,,,,,,,,"",,60,,"No"
"27-58-94-59","No",,,,,,,,,,,"",,2,,"No"
"33-86-19-67","No",,,,,,,,,,,"",,65,,"No"
"09-53-75-86","No",,,,,,,,,,,"",,60,,"No"
"85-34-92-87",,,,,,,,,,,,"",,,,
"75-94-09-47",,,,,,,,,,,,"",,,,
"84-71-43-61",,,,,,,,,,,,"",,,,
"07-42-93-10","No",,,,,,,,,,,"",,65,,"No"
"06-11-12-17",,,,,,,,,,,,"",,,,
"15-55-21-38","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",90,1200,"No"
"61-89-87-62","No",,,,,,,,,,,"",,90,,"No"
"05-53-30-00",,,,,,,,,,,,"",,,,
"00-18-71-95",,,,,,,,,,,,"",,,,
"93-03-74-23",,,,,,,,,,,,"",,,,
"98-02-00-97","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",.5,7800,"No"
"39-55-54-03","No",,,,,,,,,,,"",,50,,"No"
"55-64-77-57","No",,,,,,,,,,,"",,3,,"No"
"12-97-85-94","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",.1,250,"No"
"85-58-05-93","No",,,,,,,,,,,"",,3,,"No"
"36-06-01-35","No",,,,,,,,,,,"",,10,,"No"
"11-36-65-74",,,,,,,,,,,,"",,,,
"87-74-62-05","No",,,,,,,,,,,"",,5,,"No"
"74-09-83-15","No",,,,,,,,,,,"",,60,,"No"
"99-86-29-88","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",13,9600,"No"
"10-97-13-34","No",,,,,,,,,,,"",,3,,"No"
"53-72-96-12","Yes","Yes","No","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",1,30000,"No"
"22-21-62-20","No",,,,,,,,,,,"",,3,,"No"
"64-31-79-16",,,,,,,,,,,,"",,,,
"01-18-26-42","No",,,,,,,,,,,"",,90,,"No"
"82-55-52-94",,,,,,,,,,,,"",,,,
"19-07-40-38","No",,,,,,,,,,,"",,1,,"No"
"65-17-55-88","No",,,,,,,,,,,"",,40,,"No"
"71-44-93-64","Yes","No","Yes","No","No","No","No","No","No",,"Direct buyers, open-air market","","Market in this village",1,1300,"No"
"34-19-14-62",,,,,,,,,,,,"",,,,
"22-51-06-37",,,,,,,,,,,,"",,,,
"27-70-53-20",,,,,,,,,,,,"",,,,
"98-81-19-82",,,,,,,,,,,,"",,,,
"39-67-03-82","No",,,,,,,,,,,"",,45,,"No"
"46-14-07-81","No",,,,,,,,,,,"",,70,,"No"
