interview__key,h02,h03,h03_oth,h04,h04_oth,h05,h05_oth,h06,h06_oth,h07,h07_oth
"01-06-16-47",3,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"80-39-36-38",3,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"96-17-52-94",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"67-51-54-29",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"94-25-30-28",3,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"99-05-99-45",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"55-49-77-29",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"59-94-70-54",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"18-48-78-90",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"91-78-23-71",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","Manual hand pump","No facility/Bush/polythene",""
"79-02-43-99",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"05-99-22-70",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"19-70-78-40",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"24-76-11-61",2,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"01-56-68-49",4,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"48-81-58-75",0,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"88-17-46-63",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"64-24-89-62",4,"Thatched grass","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"79-97-16-20",1,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"22-78-59-76",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"68-66-94-81",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"55-05-77-24",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"96-11-62-92",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Other, Specify","No water they fetch from the neighbouring villages","No facility/Bush/polythene",""
"78-34-55-08",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","VIP latrine",""
"62-52-92-33",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"11-84-22-34",3,"Thatched grass","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"75-25-19-33",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"25-28-42-89",0,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"17-22-63-49",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"75-11-04-39",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"42-13-72-77",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"22-71-31-86",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"72-79-67-76",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"55-61-00-58",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"83-84-11-33",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"57-06-39-78",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"28-44-47-60",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"99-83-86-30",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","unprotected borehole","No facility/Bush/polythene",""
"95-87-87-82",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"51-10-14-61",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"38-80-77-22",1,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"32-85-49-35",1,"Thatched grass","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"67-57-93-16",4,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"66-09-29-33",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"88-76-61-78",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"45-30-93-43",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"39-72-47-05",3,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"91-78-19-91",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"80-88-34-81",1,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"00-93-28-41",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"15-34-12-49",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"57-48-46-10",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"17-87-43-63",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"11-23-87-11",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"33-90-70-88",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"42-88-20-46",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"56-60-42-49",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"06-49-16-95",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"14-59-43-81",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"43-19-04-75",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"25-55-58-39",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","Covered pit latrine without a slab",""
"56-55-71-21",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"26-16-97-29",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"94-40-34-45",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"57-09-13-31",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"06-81-92-15",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"71-51-46-91",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"99-70-86-40",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"54-72-28-02",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"93-06-95-85",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","unprotected borehole","No facility/Bush/polythene",""
"44-70-83-36",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","VIP latrine",""
"76-32-33-95",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"01-38-25-96",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"89-39-79-72",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"00-49-63-51",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"76-58-89-37",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"20-56-52-98",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"64-47-42-17",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
"13-81-47-95",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"29-99-72-08",2,"Iron sheets","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"24-83-83-50",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"47-22-90-00",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"98-86-29-38",0,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"38-47-12-60",7,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"28-88-27-77",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"29-11-74-01",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"23-17-08-61",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"09-04-42-43",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","Covered pit latrine without a slab",""
"60-44-87-63",3,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"37-91-11-53",1,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"24-83-18-16",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"43-94-30-73",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"98-89-20-76",2,"Iron sheets","","Bricks with cement","","Cement screed","","Other, Specify","dam","No facility/Bush/polythene",""
"18-82-94-56",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"15-08-96-97",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"59-27-01-58",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"06-40-81-20",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"63-00-59-35",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"20-12-20-33",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"13-16-46-47",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"12-47-95-08",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"49-36-47-00",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"69-98-34-60",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"11-55-67-72",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"86-18-52-98",1,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"59-98-46-38",1,"Iron sheets","","Mud with poles","","Ceramic or other tiles","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"87-83-58-77",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"15-59-01-11",1,"Thatched grass","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"74-82-76-84",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"08-93-57-76",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"70-90-57-92",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"50-31-04-37",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"67-02-08-74",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"53-15-78-38",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"32-33-43-26",1,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"46-04-74-49",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"35-13-76-39",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"16-06-75-38",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"27-27-07-57",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"02-68-96-18",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"43-77-79-21",2,"Iron sheets","","Mud with poles","","Sand","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"11-26-50-63",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"28-01-01-55",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"32-20-61-73",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"20-30-02-96",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"91-05-38-43",3,"Iron sheets","","Mud with poles","","Cement screed","","Unprotected source (well spring river lake tank truck)","","Covered pit latrine without a slab",""
"44-19-28-63",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"72-93-96-93",2,"Thatched grass","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"97-14-34-77",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"23-83-04-10",2,"Iron sheets","","Bricks with cement","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"66-67-12-43",1,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"10-88-25-17",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"15-20-57-47",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"36-81-71-64",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"34-71-72-72",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"66-60-15-44",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"86-30-61-13",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"36-54-39-30",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"74-23-76-31",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"22-34-78-24",1,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"78-05-45-34",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"05-02-80-96",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"83-39-85-57",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"02-11-27-45",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"66-26-16-39",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"74-47-09-34",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"74-42-03-33",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"24-64-36-53",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"39-16-84-49",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"65-82-18-72",10,"Iron sheets","","Concrete","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"98-04-19-51",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"33-66-03-17",3,"Concrete","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"23-12-49-21",0,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit latrine without a slab",""
"95-95-21-82",0,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"84-16-65-13",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"35-36-66-35",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"22-48-72-19",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Unprotected source (well spring river lake tank truck)","","Covered pit patrine with slab",""
"16-02-48-49",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"88-09-49-72",3,"Iron sheets","","Mud with poles","","Sand","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"46-87-53-18",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"24-20-26-70",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"52-82-33-48",6,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"26-48-97-52",3,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","VIP latrine",""
"33-86-77-56",3,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"78-86-05-10",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"15-96-39-00",5,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"39-41-06-02",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"95-15-78-87",1,"Thatched grass","","Grass","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"52-97-51-26",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Other, Specify","manual pumped water","No facility/Bush/polythene",""
"02-78-29-37",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"27-36-10-42",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"45-97-40-37",1,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"41-24-37-83",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"90-44-42-58",2,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"15-49-26-93",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"29-96-24-29",3,"Thatched grass","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"88-98-18-23",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"03-33-61-52",1,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"95-42-30-88",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"41-58-71-65",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"47-41-93-44",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"44-97-44-34",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"39-60-71-79",1,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"02-67-41-60",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"83-56-74-03",2,"Thatched grass","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"04-28-47-30",3,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"01-68-97-25",2,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"66-08-16-26",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"93-32-02-54",3,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"83-94-17-95",4,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Protected (borehole protected well public taps rain water)","","Flush toilet",""
"60-60-16-78",3,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"26-78-47-00",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"79-98-45-89",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"90-54-49-60",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"31-84-01-85",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"40-47-23-70",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"97-69-93-58",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"58-00-80-50",0,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"16-58-48-79",6,"Iron sheets","","Bricks with cement","","Cement screed","","Unprotected source (well spring river lake tank truck)","","No facility/Bush/polythene",""
"05-01-86-08",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"89-75-04-06",1,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"52-25-69-44",2,"Iron sheets","","Bricks with cement","","Ceramic or other tiles","","Piped water (house or public)","","Flush toilet",""
"71-97-04-61",1,"Thatched grass","","Mud with poles","","Smooth earth (soil)","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"46-80-42-17",4,"Iron sheets","","Bricks with cement","","Cement screed","","Piped water (house or public)","","Flush toilet",""
"58-78-23-20",2,"Iron sheets","","Bricks with cement","","Cement screed","","Protected (borehole protected well public taps rain water)","","No facility/Bush/polythene",""
"35-69-94-08",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"10-25-31-32",2,"Iron sheets","","Mud with poles","","Sand","","Piped water (house or public)","","No facility/Bush/polythene",""
"38-79-29-34",2,"Iron sheets","","Mud with poles","","Cement screed","","Piped water (house or public)","","No facility/Bush/polythene",""
"89-83-56-79",1,"Iron sheets","","Mud with poles","","Cement screed","","Protected (borehole protected well public taps rain water)","","VIP latrine",""
"50-21-50-41",4,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","No facility/Bush/polythene",""
"44-19-49-55",2,"Iron sheets","","Mud with poles","","Smooth earth (soil)","","Piped water (house or public)","","Covered pit patrine with slab",""
