interview__key,lnd_mes,lnd_mes_1,lnd01,lnd02,lnd03,lnd04,lnd08,lnd09,lnd06,lnd_ten01,lnd_ten02,lnd_ten03,lnd_ten04,lnd_ten08,lnd_ten09,lnd_ten06,lnd_07,lnd_08,lnd_08_1,lnd_09,lnd_09_1,lnd_10,lnd_11,lnd_12,lnd_13__1,lnd_13__2,lnd_13__3,lnd_13__4,lnd_13__5,lnd_13__6,lnd_13__7,lnd_13__8,lnd_13__9,lnd_13__10,lnd_13__96,lnd_13_oth,f01,f03,f04__1,f04__2,f04__3,f04__96,f04_1,f05,lnd_14,lnd_15,lnd_16,lnd_17,lnd_18,lnd_18_oth,num_plots,more_plot,more_plot_explain
"42-15-88-64","Hectares","",1,0,0,0,1,0,0,"Private owned with no land title",,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,4,"Slight decrease","Massive decrease","No",,,"",1,"No","Satisfied"
"19-83-07-46","Hectares","",8,2,0,0,.2,0,0,"Private owned with no land title","Private owned with no land title",,,"Private owned with no land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,1,"Massive decrease","Massive decrease","No",,,"",1,"Yes","So that my kids grow up they will have land farm."
"16-76-24-92","Hectares","",0,0,0,0,.1,0,0,,,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,6,"The same","The same","No",,,"",0,"No","The do not have money to build anything even if they get another plot"
"16-98-25-56","Hectares","",10,0,0,0,.1,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,0,"The same","The same","No",,,"",0,"No","no"
"08-81-97-68","Hectares","",3,0,0,0,2,0,0,"Private owned with no land title",,,,"Private owned with land title",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,0,"Slight decrease","Slight decrease","No",,,"",1,"No","Satisfied"
"90-75-59-18","Hectares","",.7,0,0,0,.2,0,0,"Communally owned",,,,"Communally owned",,,"No",,"",,"",,"unlikely","No",,,,,,,,,,,,,"No",,,,,,,2,"Slight decrease","Slight decrease","No",,,"",1,"No","Too expensive."
"01-70-02-35","Hectares","",.4,0,0,6,.1,0,0,"Private owned with land title",,,"Communally owned","Private owned with land title",,,"No",,"",,"",,"Maybe, maybe not","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,3,"Massive decrease","Massive decrease","No",,,"",1,"Yes","fore the future of the coming generation,sje wants to build houses for her grandchildren"
"23-94-09-23","Hectares","",.4,0,0,0,.1,0,0,"Private owned with land title",,,,"Private owned with land title",,,"No",,"",,"",,"Very unlikely","No",,,,,,,,,,,,,"No",,,,,,,2,"Slight decrease","Slight decrease","No",,,"",1,"Yes","She would like to have a business plot for vegetables and build another house"
"08-72-61-50","Hectares","",3,4,0,0,.01,0,0,"Communally owned","Communally owned",,,"Communally owned",,,"No",,"",,"",,"Likely","Yes","No","No","No","No","No","No","No","No","Yes","No","No",,"No",,,,,,,1,"Massive decrease","Massive decrease","No",,,"",2,"No","because land is enough"
"83-59-21-47","Hectares","",2,1.7,0,0,.5,0,0,"Private owned with land title","Private owned with land title",,,"Private owned with land title",,,"No",,"",,"",,"Very likely","Yes","No","Yes","No","No","No","No","No","No","No","No","No",,"No",,,,,,,6,"Slight decrease","Massive decrease","No",,,"",3,"Yes","for my children"
