interview__key,r_members__id,migrant_ind,migrant_current,migrant_past,migr_itt,migr_desti,migr_desti_oth,migrant_year_first,migrant_year_recent,migrant_months_no,migrant_visit,remit_amt,remit_receiver
"09-96-00-56",4,"No",,"No","No intention to migrate",,"",,,,,,
"09-96-00-56",5,"No",,"No","No intention to migrate",,"",,,,,,
"93-46-32-90",1,"No",,"No","No intention to migrate",,"",,,,,,
"93-46-32-90",2,"No",,"No","No intention to migrate",,"",,,,,,
"39-76-52-63",1,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"39-76-52-63",2,"No",,"No","Yes temporarily migrate","Capital city","",,,,,,
"39-76-52-63",3,"No",,"No","No intention to migrate",,"",,,,,,
"39-76-52-63",4,"No",,"No","No intention to migrate",,"",,,,,,
"44-39-76-83",1,"No",,"No","No intention to migrate",,"",,,,,,
"44-39-76-83",2,"No",,"No","No intention to migrate",,"",,,,,,
"44-39-76-83",3,"No",,"No","No intention to migrate",,"",,,,,,
"44-39-76-83",4,"No",,"No","No intention to migrate",,"",,,,,,
"57-92-68-31",1,"No",,"No","No intention to migrate",,"",,,,,,
"70-75-80-97",1,"No",,"No","No intention to migrate",,"",,,,,,
"70-75-80-97",2,"No",,"No","No intention to migrate",,"",,,,,,
"70-75-80-97",3,"No",,"No","Yes temporarily migrate","Capital city","",,,,,,
"70-75-80-97",4,"No",,"No","No intention to migrate",,"",,,,,,
"70-75-80-97",5,"No",,"No","No intention to migrate",,"",,,,,,
"70-75-80-97",6,"No",,"No","No intention to migrate",,"",,,,,,
"37-91-43-52",1,"No",,"No","No intention to migrate",,"",,,,,,
"37-91-43-52",2,"No",,"No","No intention to migrate",,"",,,,,,
"37-91-43-52",3,"No",,"No","No intention to migrate",,"",,,,,,
"37-91-43-52",4,"No",,"No","No intention to migrate",,"",,,,,,
"93-94-95-33",1,"No",,"No","No intention to migrate",,"",,,,,,
"93-94-95-33",2,"No",,"No","No intention to migrate",,"",,,,,,
"50-37-72-10",1,"No",,"No","Yes temporarily migrate","Capital city","",,,,,,
"50-37-72-10",2,"No",,"No","No intention to migrate",,"",,,,,,
"50-37-72-10",3,"No",,"No","No intention to migrate",,"",,,,,,
"29-63-76-51",1,"No",,"No","No intention to migrate",,"",,,,,,
"29-63-76-51",2,"No",,"No","No intention to migrate",,"",,,,,,
"71-36-35-44",1,"No",,"No","No intention to migrate",,"",,,,,,
"71-36-35-44",2,"No",,"No","No intention to migrate",,"",,,,,,
"71-36-35-44",3,"No",,"No","No intention to migrate",,"",,,,,,
"71-36-35-44",4,"No",,"No","No intention to migrate",,"",,,,,,
"71-36-35-44",7,"No",,"No","No intention to migrate",,"",,,,,,
"20-65-14-78",1,"No",,"No","No intention to migrate",,"",,,,,,
"60-95-57-22",1,"No",,"No","No intention to migrate",,"",,,,,,
"60-95-57-22",2,"No",,"No","No intention to migrate",,"",,,,,,
"60-95-57-22",3,"No",,"No","No intention to migrate",,"",,,,,,
"60-95-57-22",4,"No",,"No","No intention to migrate",,"",,,,,,
"17-61-49-75",1,"No",,"No","No intention to migrate",,"",,,,,,
"17-61-49-75",2,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"17-61-49-75",7,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"02-95-98-52",1,"No",,"No","Yes temporarily migrate","Outside the country","",,,,,,
"02-95-98-52",2,"No",,"No","No intention to migrate",,"",,,,,,
"77-54-37-57",1,"No",,"No","No intention to migrate",,"",,,,,,
"77-54-37-57",2,"No",,"No","No intention to migrate",,"",,,,,,
"77-54-37-57",3,"No",,"No","No intention to migrate",,"",,,,,,
"49-81-42-49",1,"No",,"No","No intention to migrate",,"",,,,,,
"49-81-42-49",2,"No",,"No","No intention to migrate",,"",,,,,,
"07-97-99-00",1,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"07-97-99-00",2,"No",,"No","No intention to migrate",,"",,,,,,
"07-97-99-00",3,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"07-97-99-00",4,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"61-38-38-57",1,"No",,"Yes","No intention to migrate",,"",1998,2019,,,,
"61-38-38-57",2,"No",,"No","No intention to migrate",,"",,,,,,
"61-38-38-57",3,"Yes","No","No",,,"",2020,2022,,,,
"80-45-81-35",1,"No",,"No","No intention to migrate",,"",,,,,,
"80-45-81-35",2,"No",,"No","No intention to migrate",,"",,,,,,
"80-45-81-35",6,"No",,"No","No intention to migrate",,"",,,,,,
"47-70-03-35",1,"No",,"No","Yes permanently migrate","Outside the country","",,,,,,
"73-01-72-24",1,"Yes","Yes","Yes",,,"",2021,2021,9,0,500,"Niece"
"73-01-72-24",2,"No",,"No","No intention to migrate",,"",,,,,,
"73-01-72-24",3,"No",,"No","No intention to migrate",,"",,,,,,
"73-01-72-24",4,"No",,"No","No intention to migrate",,"",,,,,,
"73-01-72-24",5,"No",,"No","No intention to migrate",,"",,,,,,
"70-18-85-80",1,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"70-18-85-80",2,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"70-18-85-80",3,"No",,"No","No intention to migrate",,"",,,,,,
"70-18-85-80",4,"No",,"No","No intention to migrate",,"",,,,,,
"70-18-85-80",5,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",1,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",2,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",3,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",4,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",6,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",7,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",10,"No",,"No","No intention to migrate",,"",,,,,,
"59-96-51-48",11,"No",,"No","No intention to migrate",,"",,,,,,
"47-24-68-80",1,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"47-24-68-80",2,"No",,"No","No intention to migrate",,"",,,,,,
"47-24-68-80",3,"No",,"No","No intention to migrate",,"",,,,,,
"47-24-68-80",4,"No",,"No","No intention to migrate",,"",,,,,,
"98-95-69-34",1,"No",,"No","No intention to migrate",,"",,,,,,
"98-95-69-34",2,"No",,"No","No intention to migrate",,"",,,,,,
"98-95-69-34",3,"No",,"No","No intention to migrate",,"",,,,,,
"98-95-69-34",4,"No",,"No","No intention to migrate",,"",,,,,,
"94-61-58-26",1,"No",,"No","No intention to migrate",,"",,,,,,
"94-61-58-26",2,"No",,"No","No intention to migrate",,"",,,,,,
"94-61-58-26",3,"No",,"No","No intention to migrate",,"",,,,,,
"94-61-58-26",5,"No",,"No","No intention to migrate",,"",,,,,,
"94-61-58-26",7,"No",,"No","Yes permanently migrate","Outside the country","",,,,,,
"84-70-48-38",1,"No",,"No","No intention to migrate",,"",,,,,,
"84-70-48-38",2,"No",,"No","No intention to migrate",,"",,,,,,
"84-70-48-38",5,"No",,"No","No intention to migrate",,"",,,,,,
"84-70-48-38",11,"No",,"No","No intention to migrate",,"",,,,,,
"46-07-52-30",1,"No",,"No","No intention to migrate",,"",,,,,,
"46-07-52-30",2,"No",,"No","No intention to migrate",,"",,,,,,
"65-50-88-07",1,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"05-43-02-62",1,"No",,"No","No intention to migrate",,"",,,,,,
"05-43-02-62",2,"No",,"No","No intention to migrate",,"",,,,,,
"83-84-84-67",1,"No",,"Yes","No intention to migrate",,"",2021,2021,,,,
"83-84-84-67",2,"No",,"No","No intention to migrate",,"",,,,,,
"83-84-84-67",3,"No",,"No","No intention to migrate",,"",,,,,,
"83-84-84-67",4,"No",,"No","No intention to migrate",,"",,,,,,
"83-84-84-67",5,"No",,"No","No intention to migrate",,"",,,,,,
"16-35-19-29",1,"No",,"No","No intention to migrate",,"",,,,,,
"16-35-19-29",2,"No",,"No","No intention to migrate",,"",,,,,,
"83-90-14-37",1,"No",,"No","Refuse to answer",,"",,,,,,
"83-90-14-37",2,"No",,"No","No intention to migrate",,"",,,,,,
"83-90-14-37",3,"No",,"No","Don’t know",,"",,,,,,
"83-90-14-37",4,"No",,"No","Yes temporarily migrate","Village in region","",,,,,,
"56-16-94-47",1,"No",,"No","No intention to migrate",,"",,,,,,
"56-16-94-47",2,"No",,"No","No intention to migrate",,"",,,,,,
"56-16-94-47",3,"Yes","Yes","No",,,"",2023,2023,5,7,0,
"56-16-94-47",4,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",1,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",2,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",3,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",4,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",5,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",7,"No",,"No","No intention to migrate",,"",,,,,,
"16-24-71-47",8,"No",,"No","No intention to migrate",,"",,,,,,
"22-33-09-47",1,"Yes","No","No",,,"",2022,2022,,,,
"22-33-09-47",2,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"22-33-09-47",3,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"22-33-09-47",4,"No",,"No","No intention to migrate",,"",,,,,,
"22-33-09-47",5,"No",,"No","No intention to migrate",,"",,,,,,
"22-33-09-47",7,"No",,"No","No intention to migrate",,"",,,,,,
"89-17-95-50",1,"No",,"No","No intention to migrate",,"",,,,,,
"89-17-95-50",2,"No",,"No","No intention to migrate",,"",,,,,,
"89-17-95-50",3,"No",,"No","No intention to migrate",,"",,,,,,
"71-12-87-82",1,"No",,"No","No intention to migrate",,"",,,,,,
"71-12-87-82",2,"No",,"No","No intention to migrate",,"",,,,,,
"93-78-86-25",1,"No",,"No","No intention to migrate",,"",,,,,,
"93-78-86-25",2,"No",,"No","No intention to migrate",,"",,,,,,
"93-78-86-25",3,"No",,"No","No intention to migrate",,"",,,,,,
"34-03-26-96",1,"No",,"No","No intention to migrate",,"",,,,,,
"34-03-26-96",2,"No",,"No","No intention to migrate",,"",,,,,,
"34-03-26-96",3,"No",,"No","No intention to migrate",,"",,,,,,
"34-03-26-96",4,"No",,"No","No intention to migrate",,"",,,,,,
"83-62-75-30",1,"No",,"No","Yes permanently migrate","Town in region","",,,,,,
"83-62-75-30",3,"No",,"No","No intention to migrate",,"",,,,,,
"39-30-68-16",1,"No",,"No","No intention to migrate",,"",,,,,,
"39-30-68-16",2,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",1,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",2,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",3,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",4,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",5,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",6,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",8,"No",,"No","No intention to migrate",,"",,,,,,
"25-67-10-82",10,"No",,"No","No intention to migrate",,"",,,,,,
"87-90-13-56",1,"No",,"No","No intention to migrate",,"",,,,,,
"87-90-13-56",2,"No",,"No","Don’t know",,"",,,,,,
"87-90-13-56",3,"No",,"No","Don’t know",,"",,,,,,
"38-81-07-74",1,"No",,"No","No intention to migrate",,"",,,,,,
"38-81-07-74",2,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"38-81-07-74",3,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"38-81-07-74",4,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"38-81-07-74",5,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"38-81-07-74",6,"No",,"No","Yes temporarily migrate","Capital city","",,,,,,
"29-17-63-12",1,"No",,"No","No intention to migrate",,"",,,,,,
"29-17-63-12",2,"No",,"No","No intention to migrate",,"",,,,,,
"29-17-63-12",3,"No",,"No","No intention to migrate",,"",,,,,,
"09-87-36-18",1,"No",,"No","No intention to migrate",,"",,,,,,
"09-87-36-18",2,"No",,"No","No intention to migrate",,"",,,,,,
"09-87-36-18",3,"No",,"No","No intention to migrate",,"",,,,,,
"09-87-36-18",7,"No",,"No","No intention to migrate",,"",,,,,,
"37-47-43-04",1,"No",,"No","No intention to migrate",,"",,,,,,
"37-47-43-04",2,"No",,"No","No intention to migrate",,"",,,,,,
"37-47-43-04",3,"No",,"No","No intention to migrate",,"",,,,,,
"19-94-92-45",1,"No",,"No","No intention to migrate",,"",,,,,,
"19-94-92-45",2,"No",,"No","No intention to migrate",,"",,,,,,
"19-94-92-45",3,"No",,"No","Yes temporarily migrate","Capital city","",,,,,,
"19-94-92-45",4,"No",,"No","No intention to migrate",,"",,,,,,
"01-51-77-20",1,"No",,"No","No intention to migrate",,"",,,,,,
"01-51-77-20",3,"No",,"No","No intention to migrate",,"",,,,,,
"01-51-77-20",6,"No",,"No","No intention to migrate",,"",,,,,,
"14-21-66-73",1,"No",,"No","No intention to migrate",,"",,,,,,
"14-21-66-73",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-12-38-23",1,"Yes","No","Yes",,,"",2008,2022,,,,
"10-12-38-23",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-12-38-23",3,"No",,"No","No intention to migrate",,"",,,,,,
"06-71-23-79",1,"No",,"No","No intention to migrate",,"",,,,,,
"06-71-23-79",2,"No",,"No","No intention to migrate",,"",,,,,,
"06-71-23-79",3,"No",,"No","No intention to migrate",,"",,,,,,
"09-86-92-43",1,"No",,"No","No intention to migrate",,"",,,,,,
"09-86-92-43",5,"No",,"No","No intention to migrate",,"",,,,,,
"09-86-92-43",6,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",1,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",2,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",3,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",4,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",5,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",6,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",7,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",9,"No",,"No","No intention to migrate",,"",,,,,,
"65-52-71-81",10,"No",,"No","No intention to migrate",,"",,,,,,
"88-09-14-40",1,"No",,"No","Yes permanently migrate","Village in region","",,,,,,
"88-09-14-40",2,"No",,"No","No intention to migrate",,"",,,,,,
"88-09-14-40",3,"No",,"No","No intention to migrate",,"",,,,,,
"88-09-14-40",4,"No",,"No","No intention to migrate",,"",,,,,,
"51-32-55-02",1,"No",,"No","No intention to migrate",,"",,,,,,
"51-32-55-02",2,"No",,"No","No intention to migrate",,"",,,,,,
"25-85-18-57",1,"No",,"No","No intention to migrate",,"",,,,,,
"25-85-18-57",2,"No",,"No","No intention to migrate",,"",,,,,,
"25-85-18-57",3,"Yes","No","Yes",,,"",2017,2022,,,,
"08-01-73-79",1,"No",,"No","No intention to migrate",,"",,,,,,
"08-01-73-79",2,"No",,"No","No intention to migrate",,"",,,,,,
"08-01-73-79",3,"No",,"No","No intention to migrate",,"",,,,,,
"08-01-73-79",4,"No",,"No","No intention to migrate",,"",,,,,,
"08-01-73-79",5,"No",,"No","No intention to migrate",,"",,,,,,
"30-31-42-54",1,"No",,"No","No intention to migrate",,"",,,,,,
"30-31-42-54",3,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"30-31-42-54",4,"No",,"No","No intention to migrate",,"",,,,,,
"30-31-42-54",5,"No",,"No","No intention to migrate",,"",,,,,,
"59-41-41-82",1,"No",,"No","No intention to migrate",,"",,,,,,
"59-41-41-82",2,"Yes","No","No",,,"",2022,2023,,,,
"59-41-41-82",3,"No",,"No","No intention to migrate",,"",,,,,,
"86-80-66-75",1,"No",,"No","No intention to migrate",,"",,,,,,
"86-80-66-75",2,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"86-80-66-75",3,"No",,"No","No intention to migrate",,"",,,,,,
"86-80-66-75",4,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",1,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",2,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",3,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",4,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",5,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",6,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",7,"No",,"No","No intention to migrate",,"",,,,,,
"36-82-19-46",8,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",1,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",2,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",3,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",4,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",5,"No",,"No","No intention to migrate",,"",,,,,,
"87-16-84-48",6,"No",,"No","No intention to migrate",,"",,,,,,
"85-15-56-74",1,"No",,"No","No intention to migrate",,"",,,,,,
"85-15-56-74",2,"No",,"No","No intention to migrate",,"",,,,,,
"85-15-56-74",3,"No",,"No","No intention to migrate",,"",,,,,,
"85-15-56-74",4,"No",,"No","No intention to migrate",,"",,,,,,
"99-52-45-97",1,"No",,"No","No intention to migrate",,"",,,,,,
"99-52-45-97",2,"No",,"No","Don’t know",,"",,,,,,
"99-52-45-97",3,"No",,"No","No intention to migrate",,"",,,,,,
"99-52-45-97",4,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"22-42-05-31",1,"No",,"No","No intention to migrate",,"",,,,,,
"22-42-05-31",2,"No",,"No","No intention to migrate",,"",,,,,,
"22-42-05-31",3,"No",,"No","No intention to migrate",,"",,,,,,
"22-42-05-31",4,"No",,"No","No intention to migrate",,"",,,,,,
"22-42-05-31",5,"No",,"No","No intention to migrate",,"",,,,,,
"17-88-76-49",1,"No",,"No","No intention to migrate",,"",,,,,,
"95-93-26-61",1,"No",,"No","No intention to migrate",,"",,,,,,
"95-93-26-61",2,"No",,"No","No intention to migrate",,"",,,,,,
"95-93-26-61",3,"No",,"No","No intention to migrate",,"",,,,,,
"95-93-26-61",4,"No",,"No","No intention to migrate",,"",,,,,,
"95-93-26-61",5,"No",,"No","No intention to migrate",,"",,,,,,
"66-25-20-13",1,"No",,"No","No intention to migrate",,"",,,,,,
"66-25-20-13",2,"No",,"No","No intention to migrate",,"",,,,,,
"66-25-20-13",3,"No",,"No","No intention to migrate",,"",,,,,,
"66-25-20-13",4,"No",,"No","No intention to migrate",,"",,,,,,
"56-49-46-49",1,"No",,"No","Don’t know",,"",,,,,,
"56-49-46-49",2,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"00-63-35-41",1,"No",,"No","No intention to migrate",,"",,,,,,
"00-63-35-41",2,"No",,"No","No intention to migrate",,"",,,,,,
"00-63-35-41",4,"No",,"No","No intention to migrate",,"",,,,,,
"35-73-88-21",1,"No",,"No","No intention to migrate",,"",,,,,,
"35-73-88-21",2,"No",,"No","No intention to migrate",,"",,,,,,
"35-73-88-21",3,"No",,"No","No intention to migrate",,"",,,,,,
"35-73-88-21",4,"No",,"No","No intention to migrate",,"",,,,,,
"35-73-88-21",5,"No",,"No","No intention to migrate",,"",,,,,,
"90-22-40-74",1,"No",,"No","No intention to migrate",,"",,,,,,
"90-22-40-74",2,"No",,"No","No intention to migrate",,"",,,,,,
"90-22-40-74",3,"No",,"No","No intention to migrate",,"",,,,,,
"90-22-40-74",4,"No",,"No","No intention to migrate",,"",,,,,,
"71-58-33-81",1,"No",,"No","No intention to migrate",,"",,,,,,
"71-58-33-81",2,"No",,"No","No intention to migrate",,"",,,,,,
"71-58-33-81",3,"No",,"No","No intention to migrate",,"",,,,,,
"85-67-71-58",1,"No",,"Yes","No intention to migrate",,"",2011,2011,,,,
"01-61-71-69",1,"No",,"No","No intention to migrate",,"",,,,,,
"01-61-71-69",2,"No",,"No","No intention to migrate",,"",,,,,,
"01-61-71-69",3,"No",,"No","No intention to migrate",,"",,,,,,
"01-61-71-69",4,"No",,"No","No intention to migrate",,"",,,,,,
"01-61-71-69",5,"No",,"No","No intention to migrate",,"",,,,,,
"75-50-19-75",1,"No",,"No","No intention to migrate",,"",,,,,,
"75-50-19-75",2,"No",,"No","No intention to migrate",,"",,,,,,
"75-50-19-75",3,"No",,"No","No intention to migrate",,"",,,,,,
"75-50-19-75",6,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",1,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",2,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",3,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",4,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",5,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",6,"No",,"No","No intention to migrate",,"",,,,,,
"89-26-96-48",8,"No",,"No","No intention to migrate",,"",,,,,,
"73-20-13-57",1,"No",,"No","No intention to migrate",,"",,,,,,
"73-20-13-57",2,"No",,"No","No intention to migrate",,"",,,,,,
"73-20-13-57",3,"No",,"No","No intention to migrate",,"",,,,,,
"55-53-09-17",1,"No",,"No","No intention to migrate",,"",,,,,,
"55-53-09-17",2,"No",,"No","No intention to migrate",,"",,,,,,
"16-20-70-88",1,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",1,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",2,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",3,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",4,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",5,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",6,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",7,"No",,"No","No intention to migrate",,"",,,,,,
"14-74-46-71",12,"No",,"No","No intention to migrate",,"",,,,,,
"15-43-32-03",1,"No",,"No","No intention to migrate",,"",,,,,,
"62-79-94-11",1,"No",,"No","No intention to migrate",,"",,,,,,
"74-11-35-62",1,"No",,"No","No intention to migrate",,"",,,,,,
"07-05-49-00",1,"No",,"No","No intention to migrate",,"",,,,,,
"07-05-49-00",2,"No",,"No","No intention to migrate",,"",,,,,,
"12-21-07-33",1,"No",,"No","No intention to migrate",,"",,,,,,
"12-21-07-33",2,"No",,"No","No intention to migrate",,"",,,,,,
"12-21-07-33",3,"No",,"No","No intention to migrate",,"",,,,,,
"12-21-07-33",4,"No",,"No","No intention to migrate",,"",,,,,,
"12-21-07-33",5,"No",,"No","No intention to migrate",,"",,,,,,
"23-59-76-04",1,"No",,"No","No intention to migrate",,"",,,,,,
"23-59-76-04",2,"No",,"No","No intention to migrate",,"",,,,,,
"93-87-90-66",1,"No",,"No","No intention to migrate",,"",,,,,,
"93-87-90-66",2,"No",,"No","No intention to migrate",,"",,,,,,
"16-34-09-13",1,"No",,"No","No intention to migrate",,"",,,,,,
"16-34-09-13",2,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"16-34-09-13",5,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"85-82-50-77",1,"No",,"No","No intention to migrate",,"",,,,,,
"85-82-50-77",2,"No",,"No","No intention to migrate",,"",,,,,,
"85-82-50-77",3,"No",,"No","No intention to migrate",,"",,,,,,
"85-82-50-77",4,"No",,"No","No intention to migrate",,"",,,,,,
"85-82-50-77",5,"No",,"No","No intention to migrate",,"",,,,,,
"85-82-50-77",6,"No",,"No","No intention to migrate",,"",,,,,,
"89-27-41-66",1,"No",,"No","No intention to migrate",,"",,,,,,
"89-27-41-66",3,"No",,"No","No intention to migrate",,"",,,,,,
"89-27-41-66",4,"No",,"No","No intention to migrate",,"",,,,,,
"22-81-16-32",1,"No",,"No","No intention to migrate",,"",,,,,,
"22-81-16-32",4,"No",,"No","No intention to migrate",,"",,,,,,
"54-44-06-88",1,"No",,"No","No intention to migrate",,"",,,,,,
"54-44-06-88",2,"No",,"No","No intention to migrate",,"",,,,,,
"47-49-80-52",1,"No",,"No","No intention to migrate",,"",,,,,,
"47-49-80-52",2,"No",,"No","No intention to migrate",,"",,,,,,
"47-49-80-52",7,"No",,"No","No intention to migrate",,"",,,,,,
"47-49-80-52",8,"No",,"No","No intention to migrate",,"",,,,,,
"47-49-80-52",9,"No",,"No","No intention to migrate",,"",,,,,,
"93-73-35-44",1,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"93-73-35-44",3,"No",,"No","No intention to migrate",,"",,,,,,
"93-73-35-44",4,"No",,"No","No intention to migrate",,"",,,,,,
"93-73-35-44",6,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"08-77-46-38",1,"No",,"No","No intention to migrate",,"",,,,,,
"08-77-46-38",2,"No",,"No","No intention to migrate",,"",,,,,,
"08-77-46-38",3,"No",,"No","No intention to migrate",,"",,,,,,
"08-77-46-38",4,"No",,"No","No intention to migrate",,"",,,,,,
"08-77-46-38",6,"No",,"No","No intention to migrate",,"",,,,,,
"85-57-73-17",1,"No",,"No","No intention to migrate",,"",,,,,,
"85-57-73-17",6,"No",,"No","No intention to migrate",,"",,,,,,
"85-57-73-17",7,"No",,"No","No intention to migrate",,"",,,,,,
"48-05-99-35",1,"No",,"No","No intention to migrate",,"",,,,,,
"48-05-99-35",2,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",1,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",2,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",4,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",5,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",6,"No",,"No","No intention to migrate",,"",,,,,,
"67-13-56-73",7,"No",,"No","No intention to migrate",,"",,,,,,
"97-33-85-90",1,"No",,"No","No intention to migrate",,"",,,,,,
"97-33-85-90",2,"No",,"No","No intention to migrate",,"",,,,,,
"97-33-85-90",3,"No",,"No","No intention to migrate",,"",,,,,,
"97-33-85-90",6,"No",,"No","No intention to migrate",,"",,,,,,
"10-54-97-94",1,"No",,"No","No intention to migrate",,"",,,,,,
"10-54-97-94",2,"No",,"No","No intention to migrate",,"",,,,,,
"10-54-97-94",3,"No",,"No","No intention to migrate",,"",,,,,,
"10-54-97-94",4,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"10-54-97-94",5,"No",,"No","No intention to migrate",,"",,,,,,
"10-54-97-94",6,"No",,"No","Yes temporarily migrate","Town outside region","",,,,,,
"10-54-97-94",8,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",1,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",2,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",3,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",4,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",5,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",6,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",7,"No",,"No","No intention to migrate",,"",,,,,,
"50-35-50-04",10,"No",,"No","No intention to migrate",,"",,,,,,
"62-96-39-45",1,"No",,"No","No intention to migrate",,"",,,,,,
"62-96-39-45",2,"No",,"No","No intention to migrate",,"",,,,,,
"62-96-39-45",3,"No",,"No","No intention to migrate",,"",,,,,,
"62-96-39-45",4,"No",,"No","No intention to migrate",,"",,,,,,
"62-96-39-45",5,"No",,"No","Yes temporarily migrate","Town in region","",,,,,,
"44-55-26-98",1,"No",,"No","No intention to migrate",,"",,,,,,
